displayShapeId,maskName,theme,subtheme,shapeRole,usedOrders,useCount,revealPng,thumbPng,nameKey,priority,notes
shape_main_leaf03_tall,MainLeaf03Tall,Nature,plants-creatures,natural,498,1,Art/ShapeReveal/shape_main_leaf03_tall.png,Art/ShapeRevealThumb/shape_main_leaf03_tall_thumb.png,shape.name.shape_main_leaf03_tall,P2,transparent centered full-object reveal art
shape_main_leaf09_tall,MainLeaf09Tall,Nature,plants-creatures,natural,63,1,Art/ShapeReveal/shape_main_leaf09_tall.png,Art/ShapeRevealThumb/shape_main_leaf09_tall_thumb.png,shape.name.shape_main_leaf09_tall,P0,transparent centered full-object reveal art
shape_main_pine_tree_tall,MainPineTreeTall,Nature,plants-creatures,natural,458,1,Art/ShapeReveal/shape_main_pine_tree_tall.png,Art/ShapeRevealThumb/shape_main_pine_tree_tall_thumb.png,shape.name.shape_main_pine_tree_tall,P2,transparent centered full-object reveal art
shape_transition_distinct_butterfly_tall,TransitionDistinctButterflyTall,Nature,plants-creatures,creature,408,1,Art/ShapeReveal/shape_transition_distinct_butterfly_tall.png,Art/ShapeRevealThumb/shape_transition_distinct_butterfly_tall_thumb.png,shape.name.shape_transition_distinct_butterfly_tall,P2,transparent centered full-object reveal art
shape_early_prop02_eraser,EarlyProp02Eraser,Object,tools-items,object,6,1,Art/ShapeReveal/shape_early_prop02_eraser.png,Art/ShapeRevealThumb/shape_early_prop02_eraser_thumb.png,shape.name.shape_early_prop02_eraser,P0,transparent centered full-object reveal art
shape_early_prop03_ruler,EarlyProp03Ruler,Object,tools-items,object,9,1,Art/ShapeReveal/shape_early_prop03_ruler.png,Art/ShapeRevealThumb/shape_early_prop03_ruler_thumb.png,shape.name.shape_early_prop03_ruler,P0,transparent centered full-object reveal art
shape_main_distinct_boot_tall,MainDistinctBootTall,Object,tools-items,object,168,1,Art/ShapeReveal/shape_main_distinct_boot_tall.png,Art/ShapeRevealThumb/shape_main_distinct_boot_tall_thumb.png,shape.name.shape_main_distinct_boot_tall,P1,transparent centered full-object reveal art
shape_main_distinct_mitten_tall,MainDistinctMittenTall,Object,tools-items,object,247,1,Art/ShapeReveal/shape_main_distinct_mitten_tall.png,Art/ShapeRevealThumb/shape_main_distinct_mitten_tall_thumb.png,shape.name.shape_main_distinct_mitten_tall,P1,transparent centered full-object reveal art
shape_main_distinct_plug_tall,MainDistinctPlugTall,Object,tools-items,object,198,1,Art/ShapeReveal/shape_main_distinct_plug_tall.png,Art/ShapeRevealThumb/shape_main_distinct_plug_tall_thumb.png,shape.name.shape_main_distinct_plug_tall,P1,transparent centered full-object reveal art
shape_main_distinct_tooth_tall,MainDistinctToothTall,Object,tools-items,object,447,1,Art/ShapeReveal/shape_main_distinct_tooth_tall.png,Art/ShapeRevealThumb/shape_main_distinct_tooth_tall_thumb.png,shape.name.shape_main_distinct_tooth_tall,P2,transparent centered full-object reveal art
shape_main_hourglass_tall,MainHourglassTall,Object,tools-items,object,27,1,Art/ShapeReveal/shape_main_hourglass_tall.png,Art/ShapeRevealThumb/shape_main_hourglass_tall_thumb.png,shape.name.shape_main_hourglass_tall,P0,transparent centered full-object reveal art
shape_main_trophy_tall,MainTrophyTall,Object,tools-items,object,487,1,Art/ShapeReveal/shape_main_trophy_tall.png,Art/ShapeRevealThumb/shape_main_trophy_tall_thumb.png,shape.name.shape_main_trophy_tall,P2,transparent centered full-object reveal art
shape_transition_distinct_scissors_tall,TransitionDistinctScissorsTall,Object,tools-items,object,233,1,Art/ShapeReveal/shape_transition_distinct_scissors_tall.png,Art/ShapeRevealThumb/shape_transition_distinct_scissors_tall_thumb.png,shape.name.shape_transition_distinct_scissors_tall,P1,transparent centered full-object reveal art
shape_main_distinct_jellyfish_tall,MainDistinctJellyfishTall,Ocean,sea-creature,creature,118,1,Art/ShapeReveal/shape_main_distinct_jellyfish_tall.png,Art/ShapeRevealThumb/shape_main_distinct_jellyfish_tall_thumb.png,shape.name.shape_main_distinct_jellyfish_tall,P0,transparent centered full-object reveal art
shape_main_distinct_octopus_tall,MainDistinctOctopusTall,Ocean,sea-creature,creature,278,1,Art/ShapeReveal/shape_main_distinct_octopus_tall.png,Art/ShapeRevealThumb/shape_main_distinct_octopus_tall_thumb.png,shape.name.shape_main_distinct_octopus_tall,P1,transparent centered full-object reveal art
shape_main_ocean_drift_bottle_tall,MainOceanDriftBottleTall,Ocean,nautical,object,103,1,Art/ShapeReveal/shape_main_ocean_drift_bottle_tall.png,Art/ShapeRevealThumb/shape_main_ocean_drift_bottle_tall_thumb.png,shape.name.shape_main_ocean_drift_bottle_tall,P0,transparent centered full-object reveal art
shape_main_ocean_flippers_tall,MainOceanFlippersTall,Ocean,diving-gear,equipment,203,1,Art/ShapeReveal/shape_main_ocean_flippers_tall.png,Art/ShapeRevealThumb/shape_main_ocean_flippers_tall_thumb.png,shape.name.shape_main_ocean_flippers_tall,P1,transparent centered full-object reveal art
shape_main_ocean_pufferfish_tall,MainOceanPufferfishTall,Ocean,sea-creature,creature,163,1,Art/ShapeReveal/shape_main_ocean_pufferfish_tall.png,Art/ShapeRevealThumb/shape_main_ocean_pufferfish_tall_thumb.png,shape.name.shape_main_ocean_pufferfish_tall,P1,transparent centered full-object reveal art
shape_main_ocean_seaweed_tall,MainOceanSeaweedTall,Ocean,shoreline,object,258,1,Art/ShapeReveal/shape_main_ocean_seaweed_tall.png,Art/ShapeRevealThumb/shape_main_ocean_seaweed_tall_thumb.png,shape.name.shape_main_ocean_seaweed_tall,P1,transparent centered full-object reveal art
shape_main_ocean_shell_tall,MainOceanShellTall,Ocean,shoreline,object,183,1,Art/ShapeReveal/shape_main_ocean_shell_tall.png,Art/ShapeRevealThumb/shape_main_ocean_shell_tall_thumb.png,shape.name.shape_main_ocean_shell_tall,P1,transparent centered full-object reveal art
shape_main_ocean_starfish_tall,MainOceanStarfishTall,Ocean,shoreline,object,193,1,Art/ShapeReveal/shape_main_ocean_starfish_tall.png,Art/ShapeRevealThumb/shape_main_ocean_starfish_tall_thumb.png,shape.name.shape_main_ocean_starfish_tall,P1,transparent centered full-object reveal art
shape_transition_distinct_crab_tall,TransitionDistinctCrabTall,Ocean,sea-creature,creature,323,1,Art/ShapeReveal/shape_transition_distinct_crab_tall.png,Art/ShapeRevealThumb/shape_transition_distinct_crab_tall_thumb.png,shape.name.shape_transition_distinct_crab_tall,P2,transparent centered full-object reveal art
shape_transition_ocean_diving_mask_tall,TransitionOceanDivingMaskTall,Ocean,diving-gear,equipment,288,1,Art/ShapeReveal/shape_transition_ocean_diving_mask_tall.png,Art/ShapeRevealThumb/shape_transition_ocean_diving_mask_tall_thumb.png,shape.name.shape_transition_ocean_diving_mask_tall,P1,transparent centered full-object reveal art
shape_transition_ocean_lobster_tall,TransitionOceanLobsterTall,Ocean,sea-creature,creature,358,1,Art/ShapeReveal/shape_transition_ocean_lobster_tall.png,Art/ShapeRevealThumb/shape_transition_ocean_lobster_tall_thumb.png,shape.name.shape_transition_ocean_lobster_tall,P2,transparent centered full-object reveal art
shape_transition_ocean_oxygen_tank_tall,TransitionOceanOxygenTankTall,Ocean,diving-gear,equipment,333,1,Art/ShapeReveal/shape_transition_ocean_oxygen_tank_tall.png,Art/ShapeRevealThumb/shape_transition_ocean_oxygen_tank_tall_thumb.png,shape.name.shape_transition_ocean_oxygen_tank_tall,P2,transparent centered full-object reveal art
shape_transition_ocean_pearl_clam_tall,TransitionOceanPearlClamTall,Ocean,shoreline,object,373,1,Art/ShapeReveal/shape_transition_ocean_pearl_clam_tall.png,Art/ShapeRevealThumb/shape_transition_ocean_pearl_clam_tall_thumb.png,shape.name.shape_transition_ocean_pearl_clam_tall,P2,transparent centered full-object reveal art
shape_transition_ocean_sea_turtle_tall,TransitionOceanSeaTurtleTall,Ocean,sea-creature,creature,307,1,Art/ShapeReveal/shape_transition_ocean_sea_turtle_tall.png,Art/ShapeRevealThumb/shape_transition_ocean_sea_turtle_tall_thumb.png,shape.name.shape_transition_ocean_sea_turtle_tall,P2,transparent centered full-object reveal art
shape_transition_sailboat_tall,TransitionSailboatTall,Ocean,nautical,object,383,1,Art/ShapeReveal/shape_transition_sailboat_tall.png,Art/ShapeRevealThumb/shape_transition_sailboat_tall_thumb.png,shape.name.shape_transition_sailboat_tall,P2,transparent centered full-object reveal art
shape_big_giant_robot_tall,BigGiantRobotTall,Space,sci-fi,character,418,1,Art/ShapeReveal/shape_big_giant_robot_tall.png,Art/ShapeRevealThumb/shape_big_giant_robot_tall_thumb.png,shape.name.shape_big_giant_robot_tall,P2,transparent centered full-object reveal art
shape_main_astronaut_mascot_tall,MainAstronautMascotTall,Space,sci-fi,character,243,1,Art/ShapeReveal/shape_main_astronaut_mascot_tall.png,Art/ShapeRevealThumb/shape_main_astronaut_mascot_tall_thumb.png,shape.name.shape_main_astronaut_mascot_tall,P1,transparent centered full-object reveal art
shape_main_rocket_tall,MainRocketTall,Space,sci-fi,vehicle,53,1,Art/ShapeReveal/shape_main_rocket_tall.png,Art/ShapeRevealThumb/shape_main_rocket_tall_thumb.png,shape.name.shape_main_rocket_tall,P0,transparent centered full-object reveal art
shape_main_space_comet_icon_tall,MainSpaceCometIconTall,Space,sci-fi,vehicle,138,1,Art/ShapeReveal/shape_main_space_comet_icon_tall.png,Art/ShapeRevealThumb/shape_main_space_comet_icon_tall_thumb.png,shape.name.shape_main_space_comet_icon_tall,P1,transparent centered full-object reveal art
shape_main_space_saturn_icon_tall,MainSpaceSaturnIconTall,Space,sci-fi,vehicle,253,1,Art/ShapeReveal/shape_main_space_saturn_icon_tall.png,Art/ShapeRevealThumb/shape_main_space_saturn_icon_tall_thumb.png,shape.name.shape_main_space_saturn_icon_tall,P1,transparent centered full-object reveal art
shape_main_space_ufo_icon_tall,MainSpaceUfoIconTall,Space,sci-fi,vehicle,478,1,Art/ShapeReveal/shape_main_space_ufo_icon_tall.png,Art/ShapeRevealThumb/shape_main_space_ufo_icon_tall_thumb.png,shape.name.shape_main_space_ufo_icon_tall,P2,transparent centered full-object reveal art
shape_main_distinct_crescent_tall,MainDistinctCrescentTall,Symbol,letters-symbols,symbol,73,1,Art/ShapeReveal/shape_main_distinct_crescent_tall.png,Art/ShapeRevealThumb/shape_main_distinct_crescent_tall_thumb.png,shape.name.shape_main_distinct_crescent_tall,P0,transparent centered full-object reveal art
shape_main_distinct_digit2_tall,MainDistinctDigit2Tall,Symbol,letters-symbols,symbol,108,1,Art/ShapeReveal/shape_main_distinct_digit2_tall.png,Art/ShapeRevealThumb/shape_main_distinct_digit2_tall_thumb.png,shape.name.shape_main_distinct_digit2_tall,P0,transparent centered full-object reveal art
shape_main_distinct_digit5_tall,MainDistinctDigit5Tall,Symbol,letters-symbols,symbol,443,1,Art/ShapeReveal/shape_main_distinct_digit5_tall.png,Art/ShapeRevealThumb/shape_main_distinct_digit5_tall_thumb.png,shape.name.shape_main_distinct_digit5_tall,P2,transparent centered full-object reveal art
shape_main_distinct_letter_mtall,MainDistinctLetterMTall,Symbol,letters-symbols,symbol,158,1,Art/ShapeReveal/shape_main_distinct_letter_mtall.png,Art/ShapeRevealThumb/shape_main_distinct_letter_mtall_thumb.png,shape.name.shape_main_distinct_letter_mtall,P1,transparent centered full-object reveal art
shape_main_distinct_puzzle_tall,MainDistinctPuzzleTall,Symbol,letters-symbols,symbol,58,1,Art/ShapeReveal/shape_main_distinct_puzzle_tall.png,Art/ShapeRevealThumb/shape_main_distinct_puzzle_tall_thumb.png,shape.name.shape_main_distinct_puzzle_tall,P0,transparent centered full-object reveal art
shape_main_heart_tall,MainHeartTall,Symbol,letters-symbols,symbol,83,1,Art/ShapeReveal/shape_main_heart_tall.png,Art/ShapeRevealThumb/shape_main_heart_tall_thumb.png,shape.name.shape_main_heart_tall,P0,transparent centered full-object reveal art
shape_main_lightning_tall,MainLightningTall,Symbol,letters-symbols,symbol,93,1,Art/ShapeReveal/shape_main_lightning_tall.png,Art/ShapeRevealThumb/shape_main_lightning_tall_thumb.png,shape.name.shape_main_lightning_tall,P0,transparent centered full-object reveal art
shape_main_star_tall,MainStarTall,Symbol,letters-symbols,symbol,67,1,Art/ShapeReveal/shape_main_star_tall.png,Art/ShapeRevealThumb/shape_main_star_tall_thumb.png,shape.name.shape_main_star_tall,P0,transparent centered full-object reveal art
shape_main_tool_battery_tall,MainToolBatteryTall,ToolUI,digital-tools,object,283,1,Art/ShapeReveal/shape_main_tool_battery_tall.png,Art/ShapeRevealThumb/shape_main_tool_battery_tall_thumb.png,shape.name.shape_main_tool_battery_tall,P1,transparent centered full-object reveal art
shape_main_tool_wrench_tall,MainToolWrenchTall,ToolUI,digital-tools,object,468,1,Art/ShapeReveal/shape_main_tool_wrench_tall.png,Art/ShapeRevealThumb/shape_main_tool_wrench_tall_thumb.png,shape.name.shape_main_tool_wrench_tall,P2,transparent centered full-object reveal art
shape_main_ui_camera_tall,MainUiCameraTall,ToolUI,digital-tools,object,263,1,Art/ShapeReveal/shape_main_ui_camera_tall.png,Art/ShapeRevealThumb/shape_main_ui_camera_tall_thumb.png,shape.name.shape_main_ui_camera_tall,P1,transparent centered full-object reveal art
shape_main_ui_chat_bubble_tall,MainUiChatBubbleTall,ToolUI,digital-tools,object,273,1,Art/ShapeReveal/shape_main_ui_chat_bubble_tall.png,Art/ShapeRevealThumb/shape_main_ui_chat_bubble_tall_thumb.png,shape.name.shape_main_ui_chat_bubble_tall,P1,transparent centered full-object reveal art
shape_big_carrier04_tall,BigCarrier04Tall,Vehicle,transport,vehicle,423,1,Art/ShapeReveal/shape_big_carrier04_tall.png,Art/ShapeRevealThumb/shape_big_carrier04_tall_thumb.png,shape.name.shape_big_carrier04_tall,P2,transparent centered full-object reveal art
shape_big_carrier06_tall,BigCarrier06Tall,Vehicle,transport,vehicle,433,1,Art/ShapeReveal/shape_big_carrier06_tall.png,Art/ShapeRevealThumb/shape_big_carrier06_tall_thumb.png,shape.name.shape_big_carrier06_tall,P2,transparent centered full-object reveal art
