order,theme,name,variant,width,height,area,sourcePath,transparentSourcePath,maskPath,notes
4,Food,Cherries,main,36,42,756,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_cherries.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-04Cherries.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Base/MaskOnlyBatch05_36x42-04Cherries-main.png,pair of cherries with stems
4,Food,Cherries,large,40,47,949,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_cherries.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-04Cherries.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_40x47-04Cherries-large.png,pair of cherries with stems
5,Food,Donut,compact,33,33,713,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_donut.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-05Donut.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_33x33-05Donut-compact.png,donut ring
5,Food,Donut,main,38,38,968,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_donut.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-05Donut.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Base/MaskOnlyBatch05_38x38-05Donut-main.png,donut ring
5,Food,Donut,large,43,43,1240,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_donut.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-05Donut.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_43x43-05Donut-large.png,donut ring
6,Sport,Dumbbell,compact,32,24,399,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_dumbbell.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-06Dumbbell.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_32x24-06Dumbbell-compact.png,wide dumbbell
6,Sport,Dumbbell,main,32,24,399,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_dumbbell.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-06Dumbbell.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Base/MaskOnlyBatch05_32x24-06Dumbbell-main.png,wide dumbbell
6,Sport,Dumbbell,large,35,27,503,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_dumbbell.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-06Dumbbell.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_35x27-06Dumbbell-large.png,wide dumbbell
7,Clothing,Glove,compact,29,36,714,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_glove.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-07Glove.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_29x36-07Glove-compact.png,glove silhouette
7,Clothing,Glove,main,34,42,984,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_glove.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-07Glove.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Base/MaskOnlyBatch05_34x42-07Glove-main.png,glove silhouette
7,Clothing,Glove,large,38,47,1245,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_glove.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-07Glove.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_38x47-07Glove-large.png,glove silhouette
8,Tool,Hammer,compact,36,31,472,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_hammer.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-08Hammer.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_36x31-08Hammer-compact.png,hammer tool
8,Tool,Hammer,main,42,36,634,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_hammer.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-08Hammer.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Base/MaskOnlyBatch05_42x36-08Hammer-main.png,hammer tool
8,Tool,Hammer,large,44,40,750,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_hammer.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-08Hammer.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_44x40-08Hammer-large.png,hammer tool
9,Music,Headphones,compact,34,33,560,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_headphones.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-09Headphones.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_34x33-09Headphones-compact.png,headphones
9,Music,Headphones,main,40,38,760,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_headphones.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-09Headphones.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Base/MaskOnlyBatch05_40x38-09Headphones-main.png,headphones
9,Music,Headphones,large,44,43,926,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_headphones.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-09Headphones.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_44x43-09Headphones-large.png,headphones
10,Music,Microphone,compact,26,38,493,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_microphone.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-10Microphone.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_26x38-10Microphone-compact.png,standing microphone
10,Music,Microphone,main,30,44,666,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_microphone.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-10Microphone.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Base/MaskOnlyBatch05_30x44-10Microphone-main.png,standing microphone
10,Music,Microphone,large,34,49,842,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_microphone.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-10Microphone.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_34x49-10Microphone-large.png,standing microphone
11,Food,Mug,compact,33,29,670,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_mug.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-11Mug.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_33x29-11Mug-compact.png,mug with handle
11,Food,Mug,main,38,34,916,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_mug.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-11Mug.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Base/MaskOnlyBatch05_38x34-11Mug-main.png,mug with handle
11,Food,Mug,large,43,38,1156,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_mug.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-11Mug.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_43x38-11Mug-large.png,mug with handle
12,Art,PaintBrush,compact,31,38,419,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_paint_brush.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-12PaintBrush.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_31x38-12PaintBrush-compact.png,paint brush
12,Art,PaintBrush,main,36,44,560,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_paint_brush.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-12PaintBrush.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Base/MaskOnlyBatch05_36x44-12PaintBrush-main.png,paint brush
12,Art,PaintBrush,large,40,49,695,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_paint_brush.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-12PaintBrush.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_40x49-12PaintBrush-large.png,paint brush
13,Food,Pear,compact,28,36,586,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_pear.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-13Pear.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_28x36-13Pear-compact.png,pear fruit
13,Food,Pear,main,32,42,785,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_pear.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-13Pear.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Base/MaskOnlyBatch05_32x42-13Pear-main.png,pear fruit
13,Food,Pear,large,36,47,1001,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_pear.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-13Pear.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_36x47-13Pear-large.png,pear fruit
14,School,Pencil,compact,29,38,417,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_pencil.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-14Pencil.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_29x38-14Pencil-compact.png,diagonal pencil
14,School,Pencil,main,34,44,568,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_pencil.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-14Pencil.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Base/MaskOnlyBatch05_34x44-14Pencil-main.png,diagonal pencil
14,School,Pencil,large,38,49,709,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_pencil.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-14Pencil.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_38x49-14Pencil-large.png,diagonal pencil
15,Food,Pretzel,compact,34,29,686,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_pretzel.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-15Pretzel.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_34x29-15Pretzel-compact.png,pretzel loop
15,Food,Pretzel,main,40,34,948,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_pretzel.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-15Pretzel.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Base/MaskOnlyBatch05_40x34-15Pretzel-main.png,pretzel loop
15,Food,Pretzel,large,44,38,1154,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_pretzel.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-15Pretzel.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_44x38-15Pretzel-large.png,pretzel loop
16,Clothing,Ring,compact,29,36,507,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_ring.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-16Ring.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_29x36-16Ring-compact.png,diamond ring
16,Clothing,Ring,main,34,42,690,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_ring.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-16Ring.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Base/MaskOnlyBatch05_34x42-16Ring-main.png,diamond ring
16,Clothing,Ring,large,38,47,871,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_ring.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-16Ring.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_38x47-16Ring-large.png,diamond ring
17,Clothing,Sunglasses,compact,32,24,523,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_sunglasses.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-17Sunglasses.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_32x24-17Sunglasses-compact.png,wide sunglasses
17,Clothing,Sunglasses,main,32,24,523,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_sunglasses.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-17Sunglasses.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Base/MaskOnlyBatch05_32x24-17Sunglasses-main.png,wide sunglasses
17,Clothing,Sunglasses,large,35,27,654,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_sunglasses.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-17Sunglasses.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_35x27-17Sunglasses-large.png,wide sunglasses
18,Food,Teapot,compact,36,29,530,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_teapot.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-18Teapot.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_36x29-18Teapot-compact.png,teapot with spout and handle
18,Food,Teapot,main,42,34,723,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_teapot.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-18Teapot.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Base/MaskOnlyBatch05_42x34-18Teapot-main.png,teapot with spout and handle
18,Food,Teapot,large,44,38,852,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_teapot.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-18Teapot.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_44x38-18Teapot-large.png,teapot with spout and handle
19,Food,WatermelonSlice,compact,34,26,468,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_watermelon_slice.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-19WatermelonSlice.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_34x26-19WatermelonSlice-compact.png,watermelon slice
19,Food,WatermelonSlice,main,38,30,609,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_watermelon_slice.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-19WatermelonSlice.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Base/MaskOnlyBatch05_38x30-19WatermelonSlice-main.png,watermelon slice
19,Food,WatermelonSlice,large,42,34,769,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_watermelon_slice.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-19WatermelonSlice.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_42x34-19WatermelonSlice-large.png,watermelon slice
20,Tool,Wrench,compact,36,29,353,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_wrench.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-20Wrench.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_36x29-20Wrench-compact.png,wrench tool
20,Tool,Wrench,main,42,34,480,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_wrench.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-20Wrench.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Base/MaskOnlyBatch05_42x34-20Wrench-main.png,wrench tool
20,Tool,Wrench,large,44,38,560,E:\ArrowGame\CodexExports\shape_candidate_20d_png\shape_wrench.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Source/IconMaskOnlyBatch05_512x512-20Wrench.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch05Variants/MaskOnlyBatch05_44x38-20Wrench-large.png,wrench tool
