order,theme,name,variant,width,height,area,sourcePath,transparentSourcePath,maskPath,notes
4,GameCulture,D20Die,main,42,42,1117,E:\ArrowGame\CodexExports\shape_candidate_gameculture10_png\shape_d20_die.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Source/IconMaskOnlyBatch07_512x512-04D20Die.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Base/MaskOnlyBatch07_42x42-04D20Die-main.png,twenty-sided die
4,GameCulture,D20Die,large,44,47,1316,E:\ArrowGame\CodexExports\shape_candidate_gameculture10_png\shape_d20_die.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Source/IconMaskOnlyBatch07_512x512-04D20Die.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Variants/MaskOnlyBatch07_44x47-04D20Die-large.png,twenty-sided die
5,GameCulture,ArcadeJoystick,compact,37,29,641,E:\ArrowGame\CodexExports\shape_candidate_gameculture10_png\shape_arcade_joystick.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Source/IconMaskOnlyBatch07_512x512-05ArcadeJoystick.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Variants/MaskOnlyBatch07_37x29-05ArcadeJoystick-compact.png,arcade joystick controller
5,GameCulture,ArcadeJoystick,main,42,34,859,E:\ArrowGame\CodexExports\shape_candidate_gameculture10_png\shape_arcade_joystick.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Source/IconMaskOnlyBatch07_512x512-05ArcadeJoystick.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Base/MaskOnlyBatch07_42x34-05ArcadeJoystick-main.png,arcade joystick controller
5,GameCulture,ArcadeJoystick,large,44,38,1010,E:\ArrowGame\CodexExports\shape_candidate_gameculture10_png\shape_arcade_joystick.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Source/IconMaskOnlyBatch07_512x512-05ArcadeJoystick.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Variants/MaskOnlyBatch07_44x38-05ArcadeJoystick-large.png,arcade joystick controller
6,GameCulture,RacingKart,compact,36,28,598,E:\ArrowGame\CodexExports\shape_candidate_gameculture10_png\shape_racing_kart.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Source/IconMaskOnlyBatch07_512x512-06RacingKart.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Variants/MaskOnlyBatch07_36x28-06RacingKart-compact.png,racing kart
6,GameCulture,RacingKart,main,40,32,760,E:\ArrowGame\CodexExports\shape_candidate_gameculture10_png\shape_racing_kart.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Source/IconMaskOnlyBatch07_512x512-06RacingKart.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Base/MaskOnlyBatch07_40x32-06RacingKart-main.png,racing kart
6,GameCulture,RacingKart,large,44,36,946,E:\ArrowGame\CodexExports\shape_candidate_gameculture10_png\shape_racing_kart.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Source/IconMaskOnlyBatch07_512x512-06RacingKart.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Variants/MaskOnlyBatch07_44x36-06RacingKart-large.png,racing kart
7,GameCulture,SkeletonSkull,compact,33,36,730,E:\ArrowGame\CodexExports\shape_candidate_gameculture10_png\shape_skeleton_skull.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Source/IconMaskOnlyBatch07_512x512-07SkeletonSkull.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Variants/MaskOnlyBatch07_33x36-07SkeletonSkull-compact.png,skeleton skull with eye holes
7,GameCulture,SkeletonSkull,main,38,42,986,E:\ArrowGame\CodexExports\shape_candidate_gameculture10_png\shape_skeleton_skull.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Source/IconMaskOnlyBatch07_512x512-07SkeletonSkull.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Base/MaskOnlyBatch07_38x42-07SkeletonSkull-main.png,skeleton skull with eye holes
7,GameCulture,SkeletonSkull,large,43,47,1255,E:\ArrowGame\CodexExports\shape_candidate_gameculture10_png\shape_skeleton_skull.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Source/IconMaskOnlyBatch07_512x512-07SkeletonSkull.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Variants/MaskOnlyBatch07_43x47-07SkeletonSkull-large.png,skeleton skull with eye holes
8,GameCulture,RobotHead,compact,36,31,539,E:\ArrowGame\CodexExports\shape_candidate_gameculture10_png\shape_robot_head.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Source/IconMaskOnlyBatch07_512x512-08RobotHead.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Variants/MaskOnlyBatch07_36x31-08RobotHead-compact.png,robot head face screen
8,GameCulture,RobotHead,main,42,36,743,E:\ArrowGame\CodexExports\shape_candidate_gameculture10_png\shape_robot_head.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Source/IconMaskOnlyBatch07_512x512-08RobotHead.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Base/MaskOnlyBatch07_42x36-08RobotHead-main.png,robot head face screen
8,GameCulture,RobotHead,large,44,40,869,E:\ArrowGame\CodexExports\shape_candidate_gameculture10_png\shape_robot_head.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Source/IconMaskOnlyBatch07_512x512-08RobotHead.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Variants/MaskOnlyBatch07_44x40-08RobotHead-large.png,robot head face screen
9,GameCulture,SlimeCrown,compact,36,33,660,E:\ArrowGame\CodexExports\shape_candidate_gameculture10_png\shape_slime_crown.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Source/IconMaskOnlyBatch07_512x512-09SlimeCrown.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Variants/MaskOnlyBatch07_36x33-09SlimeCrown-compact.png,slime with crown
9,GameCulture,SlimeCrown,main,42,38,889,E:\ArrowGame\CodexExports\shape_candidate_gameculture10_png\shape_slime_crown.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Source/IconMaskOnlyBatch07_512x512-09SlimeCrown.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Base/MaskOnlyBatch07_42x38-09SlimeCrown-main.png,slime with crown
9,GameCulture,SlimeCrown,large,44,43,1050,E:\ArrowGame\CodexExports\shape_candidate_gameculture10_png\shape_slime_crown.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Source/IconMaskOnlyBatch07_512x512-09SlimeCrown.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Variants/MaskOnlyBatch07_44x43-09SlimeCrown-large.png,slime with crown
10,GameCulture,GamePortal,compact,31,38,622,E:\ArrowGame\CodexExports\shape_candidate_gameculture10_png\shape_game_portal.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Source/IconMaskOnlyBatch07_512x512-10GamePortal.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Variants/MaskOnlyBatch07_31x38-10GamePortal-compact.png,fantasy portal with center opening
10,GameCulture,GamePortal,main,36,44,843,E:\ArrowGame\CodexExports\shape_candidate_gameculture10_png\shape_game_portal.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Source/IconMaskOnlyBatch07_512x512-10GamePortal.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Base/MaskOnlyBatch07_36x44-10GamePortal-main.png,fantasy portal with center opening
10,GameCulture,GamePortal,large,40,49,1054,E:\ArrowGame\CodexExports\shape_candidate_gameculture10_png\shape_game_portal.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Source/IconMaskOnlyBatch07_512x512-10GamePortal.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch07Variants/MaskOnlyBatch07_40x49-10GamePortal-large.png,fantasy portal with center opening
