order,theme,name,variant,width,height,area,sourcePath,transparentSourcePath,maskPath,notes
4,Magic,PotionBottle,main,32,42,823,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e637c07fc8191b3230e2ed66d6ba1.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-04PotionBottle.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Base/MaskOnlyBatch02_32x42-04PotionBottle-main.png,round potion bottle
4,Magic,PotionBottle,large,36,47,1040,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e637c07fc8191b3230e2ed66d6ba1.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-04PotionBottle.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_36x47-04PotionBottle-large.png,round potion bottle
5,Food,IceCreamCone,compact,28,38,581,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e69dd994c8191a75ade243131e0f9.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-05IceCreamCone.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_28x38-05IceCreamCone-compact.png,ice cream cone
5,Food,IceCreamCone,main,32,44,765,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e69dd994c8191a75ade243131e0f9.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-05IceCreamCone.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Base/MaskOnlyBatch02_32x44-05IceCreamCone-main.png,ice cream cone
5,Food,IceCreamCone,large,36,49,965,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e69dd994c8191a75ade243131e0f9.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-05IceCreamCone.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_36x49-05IceCreamCone-large.png,ice cream cone
6,Travel,HotAirBalloon,compact,29,38,632,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6c8220548191b40a0ec049fb59d1.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-06HotAirBalloon.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_29x38-06HotAirBalloon-compact.png,hot air balloon with basket
6,Travel,HotAirBalloon,main,34,44,864,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6c8220548191b40a0ec049fb59d1.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-06HotAirBalloon.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Base/MaskOnlyBatch02_34x44-06HotAirBalloon-main.png,hot air balloon with basket
6,Travel,HotAirBalloon,large,38,49,1085,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6c8220548191b40a0ec049fb59d1.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-06HotAirBalloon.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_38x49-06HotAirBalloon-large.png,hot air balloon with basket
7,Magic,WizardHat,compact,36,33,590,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6c3e4fd48191aeed5ad10ac2480a.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-07WizardHat.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_36x33-07WizardHat-compact.png,wizard hat with curled tip
7,Magic,WizardHat,main,42,38,803,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6c3e4fd48191aeed5ad10ac2480a.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-07WizardHat.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Base/MaskOnlyBatch02_42x38-07WizardHat-main.png,wizard hat with curled tip
7,Magic,WizardHat,large,44,43,948,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6c3e4fd48191aeed5ad10ac2480a.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-07WizardHat.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_44x43-07WizardHat-large.png,wizard hat with curled tip
8,Magic,MagicBook,compact,31,36,798,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e63ad01088191a325f5b7f823ec08.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-08MagicBook.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_31x36-08MagicBook-compact.png,magic book silhouette
8,Magic,MagicBook,main,36,42,1084,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e63ad01088191a325f5b7f823ec08.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-08MagicBook.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Base/MaskOnlyBatch02_36x42-08MagicBook-main.png,magic book silhouette
8,Magic,MagicBook,large,40,47,1351,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e63ad01088191a325f5b7f823ec08.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-08MagicBook.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_40x47-08MagicBook-large.png,magic book silhouette
9,Ocean,Fish,compact,36,29,574,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e681e61f4819197a79083d179b224.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-09Fish.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_36x29-09Fish-compact.png,side fish with tail and fins
9,Ocean,Fish,main,42,34,789,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e681e61f4819197a79083d179b224.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-09Fish.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Base/MaskOnlyBatch02_42x34-09Fish-main.png,side fish with tail and fins
9,Ocean,Fish,large,44,38,928,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e681e61f4819197a79083d179b224.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-09Fish.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_44x38-09Fish-large.png,side fish with tail and fins
10,Food,WrappedCandy,compact,32,24,526,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6a72bb9881919ffa79c93d1260d4.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-10WrappedCandy.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_32x24-10WrappedCandy-compact.png,wide wrapped candy
10,Food,WrappedCandy,main,34,26,608,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6a72bb9881919ffa79c93d1260d4.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-10WrappedCandy.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Base/MaskOnlyBatch02_34x26-10WrappedCandy-main.png,wide wrapped candy
10,Food,WrappedCandy,large,37,29,751,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6a72bb9881919ffa79c93d1260d4.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-10WrappedCandy.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_37x29-10WrappedCandy-large.png,wide wrapped candy
11,Food,Cupcake,compact,29,36,647,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6a2207c08191b6149a281ecb4388.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-11Cupcake.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_29x36-11Cupcake-compact.png,cupcake with frosting
11,Food,Cupcake,main,34,42,894,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6a2207c08191b6149a281ecb4388.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-11Cupcake.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Base/MaskOnlyBatch02_34x42-11Cupcake-main.png,cupcake with frosting
11,Food,Cupcake,large,38,47,1124,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6a2207c08191b6149a281ecb4388.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-11Cupcake.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_38x47-11Cupcake-large.png,cupcake with frosting
12,Food,Carrot,compact,26,36,462,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e69499f148191b440fc0213bb1973.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-12Carrot.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_26x36-12Carrot-compact.png,diagonal carrot
12,Food,Carrot,main,30,42,626,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e69499f148191b440fc0213bb1973.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-12Carrot.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Base/MaskOnlyBatch02_30x42-12Carrot-main.png,diagonal carrot
12,Food,Carrot,large,34,47,797,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e69499f148191b440fc0213bb1973.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-12Carrot.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_34x47-12Carrot-large.png,diagonal carrot
13,Magic,Ghost,compact,31,33,631,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6b0b0f288191bd9079804f10b48e.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-13Ghost.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_31x33-13Ghost-compact.png,ghost with wavy bottom
13,Magic,Ghost,main,36,38,847,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6b0b0f288191bd9079804f10b48e.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-13Ghost.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Base/MaskOnlyBatch02_36x38-13Ghost-main.png,ghost with wavy bottom
13,Magic,Ghost,large,40,43,1079,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6b0b0f288191bd9079804f10b48e.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-13Ghost.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_40x43-13Ghost-large.png,ghost with wavy bottom
14,Food,Strawberry,compact,31,36,680,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e68f118dc819187509d68898d8655.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-14Strawberry.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_31x36-14Strawberry-compact.png,strawberry with leaves; magenta key color
14,Food,Strawberry,main,36,42,934,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e68f118dc819187509d68898d8655.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-14Strawberry.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Base/MaskOnlyBatch02_36x42-14Strawberry-main.png,strawberry with leaves; magenta key color
14,Food,Strawberry,large,40,47,1169,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e68f118dc819187509d68898d8655.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-14Strawberry.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_40x47-14Strawberry-large.png,strawberry with leaves; magenta key color
15,Object,Kite,compact,26,38,372,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6cb25028819183c6a1460e08a4f4.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-15Kite.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_26x38-15Kite-compact.png,kite with ribbon tail
15,Object,Kite,main,30,44,500,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6cb25028819183c6a1460e08a4f4.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-15Kite.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Base/MaskOnlyBatch02_30x44-15Kite-main.png,kite with ribbon tail
15,Object,Kite,large,34,49,634,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6cb25028819183c6a1460e08a4f4.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-15Kite.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_34x49-15Kite-large.png,kite with ribbon tail
16,Nature,Pumpkin,compact,33,29,611,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6bf9c09c819191ea67a51ffe88b8.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-16Pumpkin.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_33x29-16Pumpkin-compact.png,round pumpkin
16,Nature,Pumpkin,main,38,34,831,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6bf9c09c819191ea67a51ffe88b8.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-16Pumpkin.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Base/MaskOnlyBatch02_38x34-16Pumpkin-main.png,round pumpkin
16,Nature,Pumpkin,large,43,38,1067,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6bf9c09c819191ea67a51ffe88b8.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-16Pumpkin.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_43x38-16Pumpkin-large.png,round pumpkin
17,Nature,Butterfly,compact,36,33,782,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e687c9bc881918297a9942f8ee7f5.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-17Butterfly.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_36x33-17Butterfly-compact.png,butterfly wings and body
17,Nature,Butterfly,main,42,38,1067,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e687c9bc881918297a9942f8ee7f5.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-17Butterfly.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Base/MaskOnlyBatch02_42x38-17Butterfly-main.png,butterfly wings and body
17,Nature,Butterfly,large,44,43,1259,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e687c9bc881918297a9942f8ee7f5.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-17Butterfly.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_44x43-17Butterfly-large.png,butterfly wings and body
18,Food,Lollipop,compact,29,36,534,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6ab056c881919861b27cf16588b3.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-18Lollipop.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_29x36-18Lollipop-compact.png,round lollipop with handle
18,Food,Lollipop,main,34,42,730,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6ab056c881919861b27cf16588b3.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-18Lollipop.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Base/MaskOnlyBatch02_34x42-18Lollipop-main.png,round lollipop with handle
18,Food,Lollipop,large,38,47,921,C:\Users\admin\.codex\generated_images\019ec4d2-f8a4-7c51-9070-e9bce30a2c47\ig_047214f7d7e336d1016a2e6ab056c881919861b27cf16588b3.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Source/IconMaskOnlyBatch02_512x512-18Lollipop.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch02Variants/MaskOnlyBatch02_38x47-18Lollipop-large.png,round lollipop with handle
