order,theme,name,variant,width,height,area,sourcePath,transparentSourcePath,maskPath,notes
5,Restored,ScissorsVariantA,main,38,42,616,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_scissors_variant_a.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-05ScissorsVariantA.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Base/MaskOnlyBatch09_38x42-05ScissorsVariantA-main.png,scissors variant a
5,Restored,ScissorsVariantA,large,43,47,785,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_scissors_variant_a.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-05ScissorsVariantA.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Variants/MaskOnlyBatch09_43x47-05ScissorsVariantA-large.png,scissors variant a
6,Restored,AnchorVariantA,compact,33,38,613,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_anchor_variant_a.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-06AnchorVariantA.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Variants/MaskOnlyBatch09_33x38-06AnchorVariantA-compact.png,anchor variant a
6,Restored,AnchorVariantA,main,38,44,778,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_anchor_variant_a.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-06AnchorVariantA.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Base/MaskOnlyBatch09_38x44-06AnchorVariantA-main.png,anchor variant a
6,Restored,AnchorVariantA,large,43,49,981,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_anchor_variant_a.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-06AnchorVariantA.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Variants/MaskOnlyBatch09_43x49-06AnchorVariantA-large.png,anchor variant a
8,Restored,TrophyVariantA,compact,33,36,644,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_trophy_variant_a.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-08TrophyVariantA.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Variants/MaskOnlyBatch09_33x36-08TrophyVariantA-compact.png,trophy variant a
8,Restored,TrophyVariantA,main,38,42,865,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_trophy_variant_a.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-08TrophyVariantA.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Base/MaskOnlyBatch09_38x42-08TrophyVariantA-main.png,trophy variant a
8,Restored,TrophyVariantA,large,43,47,1114,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_trophy_variant_a.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-08TrophyVariantA.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Variants/MaskOnlyBatch09_43x47-08TrophyVariantA-large.png,trophy variant a
9,Restored,CrownVariantA,compact,36,29,592,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_crown_variant_a.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-09CrownVariantA.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Variants/MaskOnlyBatch09_36x29-09CrownVariantA-compact.png,crown variant a
9,Restored,CrownVariantA,main,42,34,825,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_crown_variant_a.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-09CrownVariantA.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Base/MaskOnlyBatch09_42x34-09CrownVariantA-main.png,crown variant a
9,Restored,CrownVariantA,large,44,38,966,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_crown_variant_a.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-09CrownVariantA.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Variants/MaskOnlyBatch09_44x38-09CrownVariantA-large.png,crown variant a
10,Restored,RocketVariantA,compact,29,38,628,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_rocket_variant_a.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-10RocketVariantA.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Variants/MaskOnlyBatch09_29x38-10RocketVariantA-compact.png,rocket variant a
10,Restored,RocketVariantA,main,34,44,854,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_rocket_variant_a.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-10RocketVariantA.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Base/MaskOnlyBatch09_34x44-10RocketVariantA-main.png,rocket variant a
10,Restored,RocketVariantA,large,38,49,1071,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_rocket_variant_a.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-10RocketVariantA.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Variants/MaskOnlyBatch09_38x49-10RocketVariantA-large.png,rocket variant a
21,Restored,Heart,compact,33,31,650,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_heart.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-21Heart.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Variants/MaskOnlyBatch09_33x31-21Heart-compact.png,heart
21,Restored,Heart,main,38,36,874,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_heart.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-21Heart.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Base/MaskOnlyBatch09_38x36-21Heart-main.png,heart
21,Restored,Heart,large,43,40,1107,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_heart.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-21Heart.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Variants/MaskOnlyBatch09_43x40-21Heart-large.png,heart
22,Restored,Star,compact,33,33,582,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_star.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-22Star.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Variants/MaskOnlyBatch09_33x33-22Star-compact.png,star
22,Restored,Star,main,38,38,780,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_star.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-22Star.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Base/MaskOnlyBatch09_38x38-22Star-main.png,star
22,Restored,Star,large,43,43,1008,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_star.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-22Star.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Variants/MaskOnlyBatch09_43x43-22Star-large.png,star
23,Restored,LightningBolt,compact,26,38,464,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_lightning_bolt.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-23LightningBolt.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Variants/MaskOnlyBatch09_26x38-23LightningBolt-compact.png,lightning bolt
23,Restored,LightningBolt,main,30,44,627,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_lightning_bolt.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-23LightningBolt.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Base/MaskOnlyBatch09_30x44-23LightningBolt-main.png,lightning bolt
23,Restored,LightningBolt,large,34,49,790,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_lightning_bolt.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-23LightningBolt.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Variants/MaskOnlyBatch09_34x49-23LightningBolt-large.png,lightning bolt
24,Restored,GiftBox,compact,33,33,816,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_gift_box.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-24GiftBox.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Variants/MaskOnlyBatch09_33x33-24GiftBox-compact.png,gift box
24,Restored,GiftBox,main,38,38,1088,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_gift_box.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-24GiftBox.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Base/MaskOnlyBatch09_38x38-24GiftBox-main.png,gift box
24,Restored,GiftBox,large,43,43,1404,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_gift_box.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-24GiftBox.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Variants/MaskOnlyBatch09_43x43-24GiftBox-large.png,gift box
25,Restored,TreasureChest,compact,36,31,830,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_treasure_chest.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-25TreasureChest.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Variants/MaskOnlyBatch09_36x31-25TreasureChest-compact.png,treasure chest
25,Restored,TreasureChest,main,42,36,1133,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_treasure_chest.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-25TreasureChest.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Base/MaskOnlyBatch09_42x36-25TreasureChest-main.png,treasure chest
25,Restored,TreasureChest,large,44,40,1327,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_treasure_chest.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-25TreasureChest.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Variants/MaskOnlyBatch09_44x40-25TreasureChest-large.png,treasure chest
26,Restored,Bell,compact,31,36,709,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_bell.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-26Bell.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Variants/MaskOnlyBatch09_31x36-26Bell-compact.png,bell
26,Restored,Bell,main,36,42,974,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_bell.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-26Bell.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Base/MaskOnlyBatch09_36x42-26Bell-main.png,bell
26,Restored,Bell,large,40,47,1207,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_bell.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-26Bell.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Variants/MaskOnlyBatch09_40x47-26Bell-large.png,bell
38,Restored,Camera,compact,36,29,822,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_camera.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-38Camera.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Variants/MaskOnlyBatch09_36x29-38Camera-compact.png,camera
38,Restored,Camera,main,42,34,1133,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_camera.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-38Camera.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Base/MaskOnlyBatch09_42x34-38Camera-main.png,camera
38,Restored,Camera,large,44,38,1349,E:\ArrowGame\CodexExports\shape_candidate_restored_png\shape_camera.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Source/IconMaskOnlyBatch09_512x512-38Camera.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch09Variants/MaskOnlyBatch09_44x38-38Camera-large.png,camera
