order,theme,name,variant,width,height,area,sourcePath,transparentSourcePath,maskPath,notes
5,Object,AlarmClock,main,38,42,1036,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_alarm_clock.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-05AlarmClock.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Base/MaskOnlyBatch04_38x42-05AlarmClock-main.png,alarm clock with bells
5,Object,AlarmClock,large,43,47,1312,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_alarm_clock.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-05AlarmClock.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_43x47-05AlarmClock-large.png,alarm clock with bells
6,Vehicle,Bicycle,compact,37,29,586,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_bicycle.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-06Bicycle.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_37x29-06Bicycle-compact.png,side bicycle
6,Vehicle,Bicycle,main,42,34,768,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_bicycle.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-06Bicycle.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Base/MaskOnlyBatch04_42x34-06Bicycle-main.png,side bicycle
6,Vehicle,Bicycle,large,44,38,906,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_bicycle.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-06Bicycle.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_44x38-06Bicycle-large.png,side bicycle
7,Nature,Cactus,compact,29,36,584,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_cactus.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-07Cactus.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_29x36-07Cactus-compact.png,cactus with two arms
7,Nature,Cactus,main,34,42,796,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_cactus.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-07Cactus.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Base/MaskOnlyBatch04_34x42-07Cactus-main.png,cactus with two arms
7,Nature,Cactus,large,38,47,1003,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_cactus.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-07Cactus.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_38x47-07Cactus-large.png,cactus with two arms
8,Vehicle,Car,compact,34,26,528,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_car.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-08Car.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_34x26-08Car-compact.png,side car
8,Vehicle,Car,main,38,30,677,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_car.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-08Car.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Base/MaskOnlyBatch04_38x30-08Car-main.png,side car
8,Vehicle,Car,large,42,34,862,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_car.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-08Car.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_42x34-08Car-large.png,side car
9,Object,Flag,compact,33,36,584,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_flag.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-09Flag.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_33x36-09Flag-compact.png,flag on pole
9,Object,Flag,main,38,42,791,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_flag.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-09Flag.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Base/MaskOnlyBatch04_38x42-09Flag-main.png,flag on pole
9,Object,Flag,large,43,47,975,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_flag.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-09Flag.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_43x47-09Flag-large.png,flag on pole
10,Nature,Flame,compact,29,36,634,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_flame.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-10Flame.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_29x36-10Flame-compact.png,flame silhouette
10,Nature,Flame,main,34,42,882,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_flame.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-10Flame.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Base/MaskOnlyBatch04_34x42-10Flame-main.png,flame silhouette
10,Nature,Flame,large,38,47,1107,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_flame.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-10Flame.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_38x47-10Flame-large.png,flame silhouette
11,Nature,Flower,compact,29,38,734,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_flower.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-11Flower.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_29x38-11Flower-compact.png,flower with stem and leaves
11,Nature,Flower,main,34,44,992,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_flower.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-11Flower.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Base/MaskOnlyBatch04_34x44-11Flower-main.png,flower with stem and leaves
11,Nature,Flower,large,38,49,1226,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_flower.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-11Flower.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_38x49-11Flower-large.png,flower with stem and leaves
12,Object,Gear,compact,33,33,624,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_gear.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-12Gear.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_33x33-12Gear-compact.png,gear silhouette
12,Object,Gear,main,38,38,833,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_gear.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-12Gear.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Base/MaskOnlyBatch04_38x38-12Gear-main.png,gear silhouette
12,Object,Gear,large,43,43,1081,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_gear.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-12Gear.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_43x43-12Gear-large.png,gear silhouette
13,Nature,Leaf,compact,29,36,651,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_leaf.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-13Leaf.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_29x36-13Leaf-compact.png,diagonal leaf
13,Nature,Leaf,main,34,42,893,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_leaf.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-13Leaf.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Base/MaskOnlyBatch04_34x42-13Leaf-main.png,diagonal leaf
13,Nature,Leaf,large,38,47,1122,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_leaf.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-13Leaf.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_38x47-13Leaf-large.png,diagonal leaf
14,City,Mailbox,compact,34,31,620,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_mailbox.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-14Mailbox.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_34x31-14Mailbox-compact.png,mailbox with flag
14,City,Mailbox,main,40,36,834,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_mailbox.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-14Mailbox.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Base/MaskOnlyBatch04_40x36-14Mailbox-main.png,mailbox with flag
14,City,Mailbox,large,44,40,1018,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_mailbox.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-14Mailbox.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_44x40-14Mailbox-large.png,mailbox with flag
15,Object,Medal,compact,28,38,700,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_medal.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-15Medal.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_28x38-15Medal-compact.png,medal with ribbon
15,Object,Medal,main,32,44,932,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_medal.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-15Medal.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Base/MaskOnlyBatch04_32x44-15Medal-main.png,medal with ribbon
15,Object,Medal,large,36,49,1177,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_medal.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-15Medal.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_36x49-15Medal-large.png,medal with ribbon
16,Object,PhoneHandset,compact,29,36,422,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_phone_handset.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-16PhoneHandset.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_29x36-16PhoneHandset-compact.png,curved phone handset
16,Object,PhoneHandset,main,34,42,586,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_phone_handset.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-16PhoneHandset.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Base/MaskOnlyBatch04_34x42-16PhoneHandset-main.png,curved phone handset
16,Object,PhoneHandset,large,38,47,731,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_phone_handset.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-16PhoneHandset.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_38x47-16PhoneHandset-large.png,curved phone handset
17,Sport,Skateboard,compact,32,24,319,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_skateboard.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-17Skateboard.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_32x24-17Skateboard-compact.png,wide skateboard
17,Sport,Skateboard,main,32,24,319,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_skateboard.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-17Skateboard.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Base/MaskOnlyBatch04_32x24-17Skateboard-main.png,wide skateboard
17,Sport,Skateboard,large,35,27,392,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_skateboard.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-17Skateboard.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_35x27-17Skateboard-large.png,wide skateboard
18,Digital,Television,compact,36,31,744,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_television.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-18Television.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_36x31-18Television-compact.png,retro television
18,Digital,Television,main,42,36,1007,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_television.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-18Television.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Base/MaskOnlyBatch04_42x36-18Television-main.png,retro television
18,Digital,Television,large,44,40,1178,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_television.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-18Television.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_44x40-18Television-large.png,retro television
19,Outdoor,Tent,compact,36,29,521,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_tent.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-19Tent.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_36x29-19Tent-compact.png,camping tent
19,Outdoor,Tent,main,42,34,725,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_tent.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-19Tent.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Base/MaskOnlyBatch04_42x34-19Tent-main.png,camping tent
19,Outdoor,Tent,large,44,38,844,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_tent.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-19Tent.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_44x38-19Tent-large.png,camping tent
20,Object,TrafficCone,compact,29,36,561,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_traffic_cone.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-20TrafficCone.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_29x36-20TrafficCone-compact.png,traffic cone
20,Object,TrafficCone,main,34,42,774,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_traffic_cone.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-20TrafficCone.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Base/MaskOnlyBatch04_34x42-20TrafficCone-main.png,traffic cone
20,Object,TrafficCone,large,38,47,973,E:\ArrowGame\CodexExports\shape_candidate_20c_png\shape_traffic_cone.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Source/IconMaskOnlyBatch04_512x512-20TrafficCone.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch04Variants/MaskOnlyBatch04_38x47-20TrafficCone-large.png,traffic cone
