order,theme,name,variant,width,height,area,sourcePath,transparentSourcePath,maskPath,notes
7,BigForms,SuspensionBridge,main,40,32,725,E:\ArrowGame\CodexExports\shape_candidate_bigforms10_png\shape_suspension_bridge.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch08Source/IconMaskOnlyBatch08_512x512-07SuspensionBridge.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch08Base/MaskOnlyBatch08_40x32-07SuspensionBridge-main.png,suspension bridge
7,BigForms,SuspensionBridge,large,44,36,888,E:\ArrowGame\CodexExports\shape_candidate_bigforms10_png\shape_suspension_bridge.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch08Source/IconMaskOnlyBatch08_512x512-07SuspensionBridge.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch08Variants/MaskOnlyBatch08_44x36-07SuspensionBridge-large.png,suspension bridge
8,BigForms,CastleTower,compact,29,38,731,E:\ArrowGame\CodexExports\shape_candidate_bigforms10_png\shape_castle_tower.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch08Source/IconMaskOnlyBatch08_512x512-08CastleTower.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch08Variants/MaskOnlyBatch08_29x38-08CastleTower-compact.png,castle tower with flag
8,BigForms,CastleTower,main,34,44,1005,E:\ArrowGame\CodexExports\shape_candidate_bigforms10_png\shape_castle_tower.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch08Source/IconMaskOnlyBatch08_512x512-08CastleTower.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch08Base/MaskOnlyBatch08_34x44-08CastleTower-main.png,castle tower with flag
8,BigForms,CastleTower,large,38,49,1258,E:\ArrowGame\CodexExports\shape_candidate_bigforms10_png\shape_castle_tower.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch08Source/IconMaskOnlyBatch08_512x512-08CastleTower.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch08Variants/MaskOnlyBatch08_38x49-08CastleTower-large.png,castle tower with flag
9,BigForms,CaveEntrance,compact,36,33,561,E:\ArrowGame\CodexExports\shape_candidate_bigforms10_png\shape_cave_entrance.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch08Source/IconMaskOnlyBatch08_512x512-09CaveEntrance.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch08Variants/MaskOnlyBatch08_36x33-09CaveEntrance-compact.png,cave entrance opening
9,BigForms,CaveEntrance,main,42,38,755,E:\ArrowGame\CodexExports\shape_candidate_bigforms10_png\shape_cave_entrance.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch08Source/IconMaskOnlyBatch08_512x512-09CaveEntrance.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch08Base/MaskOnlyBatch08_42x38-09CaveEntrance-main.png,cave entrance opening
9,BigForms,CaveEntrance,large,44,43,871,E:\ArrowGame\CodexExports\shape_candidate_bigforms10_png\shape_cave_entrance.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch08Source/IconMaskOnlyBatch08_512x512-09CaveEntrance.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch08Variants/MaskOnlyBatch08_44x43-09CaveEntrance-large.png,cave entrance opening
10,BigForms,Ufo,compact,32,24,456,E:\ArrowGame\CodexExports\shape_candidate_bigforms10_png\shape_ufo.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch08Source/IconMaskOnlyBatch08_512x512-10Ufo.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch08Variants/MaskOnlyBatch08_32x24-10Ufo-compact.png,ufo saucer
10,BigForms,Ufo,main,36,28,602,E:\ArrowGame\CodexExports\shape_candidate_bigforms10_png\shape_ufo.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch08Source/IconMaskOnlyBatch08_512x512-10Ufo.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch08Base/MaskOnlyBatch08_36x28-10Ufo-main.png,ufo saucer
10,BigForms,Ufo,large,39,31,724,E:\ArrowGame\CodexExports\shape_candidate_bigforms10_png\shape_ufo.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch08Source/IconMaskOnlyBatch08_512x512-10Ufo.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch08Variants/MaskOnlyBatch08_39x31-10Ufo-large.png,ufo saucer
