order,theme,name,variant,width,height,area,sourcePath,transparentSourcePath,maskPath,notes
5,Nostalgia,DialPhone,compact,36,29,703,E:\ArrowGame\CodexExports\shape_candidate_nostalgia10_png\shape_dial_phone.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Source/IconMaskOnlyBatch06_512x512-05DialPhone.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Variants/MaskOnlyBatch06_36x29-05DialPhone-compact.png,rotary dial phone
5,Nostalgia,DialPhone,main,42,34,976,E:\ArrowGame\CodexExports\shape_candidate_nostalgia10_png\shape_dial_phone.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Source/IconMaskOnlyBatch06_512x512-05DialPhone.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Base/MaskOnlyBatch06_42x34-05DialPhone-main.png,rotary dial phone
5,Nostalgia,DialPhone,large,44,38,1154,E:\ArrowGame\CodexExports\shape_candidate_nostalgia10_png\shape_dial_phone.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Source/IconMaskOnlyBatch06_512x512-05DialPhone.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Variants/MaskOnlyBatch06_44x38-05DialPhone-large.png,rotary dial phone
6,Nostalgia,Payphone,compact,29,38,796,E:\ArrowGame\CodexExports\shape_candidate_nostalgia10_png\shape_payphone.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Source/IconMaskOnlyBatch06_512x512-06Payphone.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Variants/MaskOnlyBatch06_29x38-06Payphone-compact.png,payphone booth handset silhouette
6,Nostalgia,Payphone,main,34,44,1103,E:\ArrowGame\CodexExports\shape_candidate_nostalgia10_png\shape_payphone.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Source/IconMaskOnlyBatch06_512x512-06Payphone.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Base/MaskOnlyBatch06_34x44-06Payphone-main.png,payphone booth handset silhouette
6,Nostalgia,Payphone,large,38,49,1291,E:\ArrowGame\CodexExports\shape_candidate_nostalgia10_png\shape_payphone.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Source/IconMaskOnlyBatch06_512x512-06Payphone.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Variants/MaskOnlyBatch06_38x49-06Payphone-large.png,payphone booth handset silhouette
8,Nostalgia,VirtualPetKeychain,compact,29,38,600,E:\ArrowGame\CodexExports\shape_candidate_nostalgia10_png\shape_virtual_pet_keychain.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Source/IconMaskOnlyBatch06_512x512-08VirtualPetKeychain.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Variants/MaskOnlyBatch06_29x38-08VirtualPetKeychain-compact.png,virtual pet keychain
8,Nostalgia,VirtualPetKeychain,main,34,44,838,E:\ArrowGame\CodexExports\shape_candidate_nostalgia10_png\shape_virtual_pet_keychain.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Source/IconMaskOnlyBatch06_512x512-08VirtualPetKeychain.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Base/MaskOnlyBatch06_34x44-08VirtualPetKeychain-main.png,virtual pet keychain
8,Nostalgia,VirtualPetKeychain,large,38,49,1042,E:\ArrowGame\CodexExports\shape_candidate_nostalgia10_png\shape_virtual_pet_keychain.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Source/IconMaskOnlyBatch06_512x512-08VirtualPetKeychain.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Variants/MaskOnlyBatch06_38x49-08VirtualPetKeychain-large.png,virtual pet keychain
9,Nostalgia,BallMouse,compact,34,29,518,E:\ArrowGame\CodexExports\shape_candidate_nostalgia10_png\shape_ball_mouse.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Source/IconMaskOnlyBatch06_512x512-09BallMouse.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Variants/MaskOnlyBatch06_34x29-09BallMouse-compact.png,computer ball mouse
9,Nostalgia,BallMouse,main,40,34,723,E:\ArrowGame\CodexExports\shape_candidate_nostalgia10_png\shape_ball_mouse.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Source/IconMaskOnlyBatch06_512x512-09BallMouse.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Base/MaskOnlyBatch06_40x34-09BallMouse-main.png,computer ball mouse
9,Nostalgia,BallMouse,large,44,38,892,E:\ArrowGame\CodexExports\shape_candidate_nostalgia10_png\shape_ball_mouse.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Source/IconMaskOnlyBatch06_512x512-09BallMouse.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Variants/MaskOnlyBatch06_44x38-09BallMouse-large.png,computer ball mouse
10,Nostalgia,FilmRoll,compact,33,36,834,E:\ArrowGame\CodexExports\shape_candidate_nostalgia10_png\shape_film_roll.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Source/IconMaskOnlyBatch06_512x512-10FilmRoll.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Variants/MaskOnlyBatch06_33x36-10FilmRoll-compact.png,film roll silhouette
10,Nostalgia,FilmRoll,main,38,42,1131,E:\ArrowGame\CodexExports\shape_candidate_nostalgia10_png\shape_film_roll.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Source/IconMaskOnlyBatch06_512x512-10FilmRoll.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Base/MaskOnlyBatch06_38x42-10FilmRoll-main.png,film roll silhouette
10,Nostalgia,FilmRoll,large,43,47,1443,E:\ArrowGame\CodexExports\shape_candidate_nostalgia10_png\shape_film_roll.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Source/IconMaskOnlyBatch06_512x512-10FilmRoll.png,Assets/ArrowMagic/Masks/ShapeIconMaskOnlyBatch06Variants/MaskOnlyBatch06_43x47-10FilmRoll-large.png,film roll silhouette
