"section10","order","mainMissionId","levelName","category","roleInSection","productionLane","productionStyleFamily","productionChainLanguage","productionDifficultyBand","experienceRole","originalDifficultyCode","originalDifficultyNameZh","styleHint","psgProfileHint","originalTargetWidth","originalTargetHeight","originalTargetAspect","plannedWidth","plannedHeight","plannedAspect","plannedCanvasBand","aspectStatus","targetChains","targetChainsMin","targetChainsMax","referenceArrowTiles","referenceMaxChainLength","sourceV11LevelId","sourceV11AssetPath","sourceV11Guid","reviewOnly","productionWave","selectionReason"
"10","100","200","Main/Level_Main_100","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Normal","1","普通/恢复","lock","PSG_Normal_lock_NormalOrRecovery_Normal","16","24","0.667","20","27","0.741","S_Neutral","TargetBand","49","44","54","378","44","direct_diff120_24_direct_diff_refresh_dag_unlock_zig_river_g0_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_24_direct_diff_refresh_dag_unlock_zig_river_g0_v06.asset","a8381b24a09ec204a8afcc906b210e46","0","Batch01_001_100","second ordinary slot uses PSG-like neutral mixed"
"10","97","197","Main/Level_Main_97","normal","Hard","PeelMid","peel_mid","curve_chain","Hard","Recovery","2","困难","sweep","PSG_Normal_sweep_Hard_Recovery","21","38","0.553","23","31","0.742","M_PeelMid","TargetBand","102","92","112","785","13","direct_pure_topup_05_05_direct_normal_pure_rect_sweep_g9_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_05_direct_normal_pure_rect_sweep_g9_v04.asset","5c1e5baba4f2829499d2e711191540a7","0","Batch01_001_100","hard slot: stable layered peel is primary production lane"
"10","96","196","Main/Level_Main_96","normal","Peak","PeelHard","peel_hard","curve_chain","Peak","Peak","4","极难","section","PSG_Normal_section_Extreme_Peak","23","37","0.622","22","30","0.733","S_Peak","TargetBand","110","99","121","840","13","direct_normal_topup_13_direct_normal_topup_rect_dual_zone_g7_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_13_direct_normal_topup_rect_dual_zone_g7_v02.asset","aa4d9c2dec186c54fac3b5a9d920b029","0","Batch01_001_100","early/mid peak uses peel-hard before longchain is trusted"
"11","102","202","Main/Level_Main_102","normal","NormalA_FlowOrNeutral","FlowRail","flow_continuous","rail_chain","NormalFlow","Normal","1","普通/恢复","dense","PSG_Normal_dense_NormalOrRecovery_Normal","15","26","0.577","18","24","0.75","S_Flow","TargetBand","57","51","63","378","11","direct_pure_topup_01_09_direct_refresh_topup_rect_outer_shell_g1_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_09_direct_refresh_topup_rect_outer_shell_g1_v02.asset","7e61baaaf4acb4e44b31a0f52aca8370","0","Batch02_101_200","front/mid pacing flow relief slot; flow count target around 40"
"11","106","206","Main/Level_Main_106","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Normal","1","普通/恢复","section","PSG_Normal_section_NormalOrRecovery_Normal","18","36","0.5","22","30","0.733","M_Neutral","TargetBand","86","77","95","641","13","direct_pure_topup_05_07_direct_normal_pure_rect_dual_zone_g9_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_07_direct_normal_pure_rect_dual_zone_g9_v04.asset","09f4e8ba06ed43f4cbd47fdf99f27791","0","Batch02_101_200","second ordinary slot uses PSG-like neutral mixed"
"11","105","205","Main/Level_Main_105","normal","Hard","PeelMid","peel_mid","curve_chain","Hard","Recovery","2","困难","maze","PSG_Normal_maze_Hard_Recovery","23","40","0.575","23","31","0.742","M_PeelMid","TargetBand","117","105","129","895","13","direct_diff120_81_direct_diff_hard_long_spine_hui_spiral_g0_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_81_direct_diff_hard_long_spine_hui_spiral_g0_v01.asset","909bad2ecce057d4ab9e44b231701f6d","0","Batch02_101_200","hard slot: stable layered peel is primary production lane"
"11","109","209","Main/Level_Main_109","normal","Peak","PeelHard","peel_hard","curve_chain","Peak","Pressure","3","特别困难","section","PSG_Normal_section_VeryHard_Pressure","23","37","0.622","22","30","0.733","S_Peak","TargetBand","108","97","119","831","13","direct_normal_topup_31_direct_normal_topup_rect_quasi_symmetry_g9_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_31_direct_normal_topup_rect_quasi_symmetry_g9_v04.asset","866c3b782ef22914194b5ea6abbe0069","0","Batch02_101_200","early/mid peak uses peel-hard before longchain is trusted"
"12","115","215","Main/Level_Main_115","normal","NormalA_FlowOrNeutral","FlowPatch","flow_continuous","patch_chain","NormalFlow","Normal","1","普通/恢复","section","PSG_Normal_section_NormalOrRecovery_Normal","18","33","0.545","20","27","0.741","M_Flow","TargetBand","74","67","81","584","13","direct_pure_normal_extra_01_15_direct_normal_pure_extra_rect_quasi_symmetry_g16_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_15_direct_normal_pure_extra_rect_quasi_symmetry_g16_v02.asset","0e4492ec1ea2e8545a26b9b26f8b01fb","0","Batch02_101_200","front/mid pacing flow relief slot; flow count target around 40"
"12","111","211","Main/Level_Main_111","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Recovery","1","普通/恢复","dense","PSG_Normal_dense_NormalOrRecovery_Recovery","20","35","0.571","22","30","0.733","M_Neutral","TargetBand","89","80","98","693","13","direct_pure_topup_05_04_direct_normal_pure_rect_dense_weave_g9_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_04_direct_normal_pure_rect_dense_weave_g9_v04.asset","ef07ad4390a7c00458e39b33556a6284","0","Batch02_101_200","second ordinary slot uses PSG-like neutral mixed"
"12","116","216","Main/Level_Main_116","normal","Hard","PeelMid","peel_mid","rail_chain","Hard","Pressure","2","困难","lock","PSG_Normal_lock_Hard_Pressure","20","34","0.588","21","28","0.75","S_PeelMid","TargetBand","89","80","98","673","13","direct_pure_topup_05_19_direct_normal_pure_rect_lock_buckle_g11_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_19_direct_normal_pure_rect_lock_buckle_g11_v06.asset","d912f928ebc477f48a719c87fbad92d2","0","Batch02_101_200","hard slot: stable layered peel is primary production lane"
"12","112","212","Main/Level_Main_112","normal","Peak","PeelHard","peel_hard","rail_chain","Peak","Pressure","3","特别困难","lock","PSG_Normal_lock_VeryHard_Pressure","22","38","0.579","22","30","0.733","S_Peak","TargetBand","108","97","119","823","13","direct_pure_topup_06_22_direct_normal_pure_rect_core_burst_g8_v09","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_22_direct_normal_pure_rect_core_burst_g8_v09.asset","c131305a736122a439d58fb0e927963b","0","Batch02_101_200","early/mid peak uses peel-hard before longchain is trusted"
"13","121","221","Main/Level_Main_121","normal","NormalA_FlowOrNeutral","FlowCurve","flow_continuous","curve_chain","NormalFlow","Recovery","1","普通/恢复","maze","PSG_Normal_maze_NormalOrRecovery_Recovery","17","24","0.708","18","24","0.75","S_Flow","TargetBand","51","46","56","406","13","nomask_04_maze_long_chain","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/TypePreview/nomask_04_maze_long_chain.asset","f52ef98d01b8eab49946170d8b0cbe8b","0","Batch02_101_200","front/mid pacing flow relief slot; flow count target around 40"
"13","128","228","Main/Level_Main_128","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Normal","1","普通/恢复","lock","PSG_Normal_lock_NormalOrRecovery_Normal","19","34","0.559","22","30","0.733","M_Neutral","TargetBand","80","72","88","640","13","direct_pure_normal_extra_01_02_direct_normal_pure_extra_rect_lock_buckle_g15_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_02_direct_normal_pure_extra_rect_lock_buckle_g15_v01.asset","e395ae4f3cb0cdd4ab1402143220e06f","0","Batch02_101_200","second ordinary slot uses PSG-like neutral mixed"
"13","125","225","Main/Level_Main_125","normal","Hard","PeelMid","peel_mid","rail_chain","Hard","Pressure","3","特别困难","lock","PSG_Normal_lock_VeryHard_Pressure","21","34","0.618","23","31","0.742","M_PeelMid","TargetBand","93","84","102","702","13","direct_pure_normal_extra_01_20_direct_normal_pure_extra_rect_core_burst_g17_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_20_direct_normal_pure_extra_rect_core_burst_g17_v03.asset","15b1ee3aeba540e4fb21910cd7d11847","0","Batch02_101_200","hard slot: stable layered peel is primary production lane"
"13","129","229","Main/Level_Main_129","normal","Peak","PeelHard","peel_hard","curve_chain","Peak","Pressure","3","特别困难","section","PSG_Normal_section_VeryHard_Pressure","22","35","0.629","22","30","0.733","S_Peak","TargetBand","102","92","112","762","13","direct_normal_topup_30_direct_normal_topup_rect_stair_push_g9_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_30_direct_normal_topup_rect_stair_push_g9_v04.asset","572d73d608b91d540b73fee326743c23","0","Batch02_101_200","early/mid peak uses peel-hard before longchain is trusted"
"14","134","234","Main/Level_Main_134","normal","NormalA_FlowOrNeutral","FlowRail","flow_continuous","rail_chain","NormalFlow","Normal","1","普通/恢复","maze","PSG_Normal_maze_NormalOrRecovery_Normal","14","29","0.483","18","24","0.75","S_Flow","TargetBand","56","50","62","399","11","direct_pure_topup_01_24_direct_refresh_topup_rect_maze_long_chain_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_24_direct_refresh_topup_rect_maze_long_chain_g2_v03.asset","75873479b53dfed4ab0dd5f065067009","0","Batch02_101_200","front/mid pacing flow relief slot; flow count target around 40"
"14","137","237","Main/Level_Main_137","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Normal","1","普通/恢复","lock","PSG_Normal_lock_NormalOrRecovery_Normal","21","31","0.677","22","30","0.733","M_Neutral","TargetBand","80","72","88","639","13","direct_pure_topup_04_19_direct_normal_pure_rect_lock_buckle_g8_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_19_direct_normal_pure_rect_lock_buckle_g8_v03.asset","7f96f8e9b8e534540a5cb18e16c0a3d7","0","Batch02_101_200","second ordinary slot uses PSG-like neutral mixed"
"14","140","240","Main/Level_Main_140","normal","Hard","PeelMid","peel_mid","curve_chain","Hard","Normal","2","困难","section","PSG_Normal_section_Hard_Normal","23","34","0.676","23","31","0.742","M_PeelMid","TargetBand","102","92","112","769","13","direct_normal_92_direct_normal_rect_section_unlock_g3_v10","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_92_direct_normal_rect_section_unlock_g3_v10.asset","81010ef83ca872a48ae62225124fd4e0","0","Batch02_101_200","hard slot: stable layered peel is primary production lane"
"14","136","236","Main/Level_Main_136","normal","Peak","PeelHard","peel_hard","curve_chain","Peak","Peak","4","极难","section","PSG_Normal_section_Extreme_Peak","23","36","0.639","24","32","0.75","M_Peak","TargetBand","113","102","124","817","13","direct_normal_39_direct_normal_rect_quasi_symmetry_g3_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_39_direct_normal_rect_quasi_symmetry_g3_v04.asset","8156b6de7fb66664bafcd2e22f7b0df3","0","Batch02_101_200","early/mid peak uses peel-hard before longchain is trusted"
"15","145","245","Main/Level_Main_145","normal","NormalA_FlowOrNeutral","FlowPatch","flow_continuous","patch_chain","NormalFlow","Recovery","1","普通/恢复","maze","PSG_Normal_maze_NormalOrRecovery_Recovery","21","34","0.618","20","27","0.741","M_Flow","TargetBand","95","85","105","704","13","direct_pure_normal_extra_02_16_direct_normal_pure_extra_rect_maze_long_chain_g19_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_16_direct_normal_pure_extra_rect_maze_long_chain_g19_v05.asset","3965795b7e1bf2b4195faf79c1c0aaa8","0","Pilot20","front/mid pacing flow relief slot; flow count target around 40"
"15","146","246","Main/Level_Main_146","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Normal","1","普通/恢复","dense","PSG_Normal_dense_NormalOrRecovery_Normal","22","31","0.71","22","30","0.733","M_Neutral","TargetBand","95","85","105","668","13","direct_pure_topup_06_12_direct_normal_pure_rect_dense_weave_g7_v08","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_12_direct_normal_pure_rect_dense_weave_g7_v08.asset","e44f074630f5d4840a3387454f3a2fa1","0","Pilot20","second ordinary slot uses PSG-like neutral mixed"
"15","148","248","Main/Level_Main_148","normal","Hard","PeelMid","peel_mid","rail_chain","Hard","Pressure","2","困难","section","PSG_Normal_section_Hard_Pressure","23","37","0.622","23","31","0.742","M_PeelMid","TargetBand","111","100","122","851","18","sgp_merged_final_outer_repair_quality_filtered26_harde_02_sgp_linework_maze_08_sgp_linework_maze_bluepri","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L148_sgp_merged_final_outer_repair_quality_filtered26_harde_02_sgp_linework.asset","555b35f3d88e13447a18552b77839073","0","Pilot20","hard slot: stable layered peel is primary production lane"
"15","149","249","Main/Level_Main_149","normal","Peak","PeelHard","peel_hard","rail_chain","Peak","Peak","4","极难","lock","PSG_Normal_lock_Extreme_Peak","22","39","0.564","24","32","0.75","M_Peak","TargetBand","114","103","125","843","13","direct_normal_126_direct_normal_rect_core_burst_g0_v13","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_126_direct_normal_rect_core_burst_g0_v13.asset","9c845f6143ebbb94faf77a834174aa8f","0","Pilot20","early/mid peak uses peel-hard before longchain is trusted"
"16","160","260","Main/Level_Main_160","normal","NormalA_FlowOrNeutral","FlowCurve","flow_continuous","curve_chain","NormalFlow","Normal","1","普通/恢复","lock","PSG_Normal_lock_NormalOrRecovery_Normal","21","31","0.677","20","27","0.741","M_Flow","TargetBand","76","68","84","638","13","direct_pure_topup_04_14_direct_normal_pure_rect_core_burst_g7_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_14_direct_normal_pure_rect_core_burst_g7_v02.asset","a5799ec6e806fc241ac6995313346928","0","Batch02_101_200","front/mid pacing flow relief slot; flow count target around 40"
"16","155","255","Main/Level_Main_155","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Normal","1","普通/恢复","dense","PSG_Normal_dense_NormalOrRecovery_Normal","18","35","0.514","22","30","0.733","M_Neutral","TargetBand","84","76","92","615","13","direct_pure_normal_extra_02_19_direct_normal_pure_extra_rect_dense_weave_g20_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_19_direct_normal_pure_extra_rect_dense_weave_g20_v06.asset","1dcd2cd3b6d385e4c8f2c5ddba4d6d13","0","Batch02_101_200","second ordinary slot uses PSG-like neutral mixed"
"16","152","252","Main/Level_Main_152","normal","Hard","PeelMid","peel_mid","rail_chain","Hard","Normal","2","困难","lock","PSG_Normal_lock_Hard_Normal","21","39","0.538","23","31","0.742","M_PeelMid","TargetBand","106","95","117","804","13","direct_normal_133_direct_normal_rect_lock_buckle_g1_v14","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_133_direct_normal_rect_lock_buckle_g1_v14.asset","92379ec495229974ca1d2ff0e0e454a7","0","Batch02_101_200","hard slot: stable layered peel is primary production lane"
"16","154","254","Main/Level_Main_154","normal","Peak","PeelHard","peel_hard","curve_chain","Peak","Pressure","3","特别困难","section","PSG_Normal_section_VeryHard_Pressure","23","38","0.605","24","32","0.75","M_Peak","TargetBand","113","102","124","858","13","direct_normal_98_direct_normal_rect_stair_push_g3_v10","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_98_direct_normal_rect_stair_push_g3_v10.asset","6f1fa5223ad8331449646e0d0a9df893","0","Batch02_101_200","early/mid peak uses peel-hard before longchain is trusted"
"17","161","261","Main/Level_Main_161","normal","NormalA_FlowOrNeutral","FlowRail","flow_continuous","rail_chain","NormalFlow","Recovery","1","普通/恢复","sweep","PSG_Normal_sweep_NormalOrRecovery_Recovery","17","30","0.567","18","24","0.75","S_Flow","TargetBand","53","48","58","506","155","nomask_style_expansion_36_snake_spine_tall","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_36_snake_spine_tall.asset","e2a85547e5ce87f44acd22b012bc4798","0","Batch02_101_200","front/mid pacing flow relief slot; flow count target around 40"
"17","165","265","Main/Level_Main_165","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Recovery","1","普通/恢复","maze","PSG_Normal_maze_NormalOrRecovery_Recovery","19","35","0.543","22","30","0.733","M_Neutral","TargetBand","86","77","95","655","13","direct_pure_normal_extra_02_24_direct_normal_pure_extra_rect_maze_long_chain_g20_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_24_direct_normal_pure_extra_rect_maze_long_chain_g20_v06.asset","891c30e8b303d1641a18e9a414ee9d55","0","Batch02_101_200","second ordinary slot uses PSG-like neutral mixed"
"17","166","266","Main/Level_Main_166","normal","Hard","PeelMid","peel_mid","curve_chain","Hard","Normal","2","困难","section","PSG_Normal_section_Hard_Normal","20","38","0.526","23","31","0.742","M_PeelMid","TargetBand","119","107","131","745","10","direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03.asset","1217bdfd0118320478e205a7320d5c31","0","Batch02_101_200","hard slot: stable layered peel is primary production lane"
"17","169","269","Main/Level_Main_169","normal","Peak","PeelHard","peel_hard","rail_chain","Peak","Pressure","3","特别困难","lock","PSG_Normal_lock_VeryHard_Pressure","25","40","0.625","24","32","0.75","M_Peak","TargetBand","124","112","136","987","13","direct_diff120_84_direct_diff_hard_dag_unlock_stair_ladder_g0_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_84_direct_diff_hard_dag_unlock_stair_ladder_g0_v01.asset","8e7032d9c445fbd4fb38a0f2db672da1","0","Batch02_101_200","early/mid peak uses peel-hard before longchain is trusted"
"18","175","275","Main/Level_Main_175","normal","NormalA_FlowOrNeutral","FlowPatch","flow_continuous","patch_chain","NormalFlow","Normal","1","普通/恢复","section","PSG_Normal_section_NormalOrRecovery_Normal","20","33","0.606","20","27","0.741","M_Flow","TargetBand","92","83","101","649","13","direct_pure_normal_extra_01_09_direct_normal_pure_extra_rect_section_unlock_g16_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_09_direct_normal_pure_extra_rect_section_unlock_g16_v02.asset","3864b9f612a1d884c8efd1ca72a1422f","0","Batch02_101_200","front/mid pacing flow relief slot; flow count target around 40"
"18","174","274","Main/Level_Main_174","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Recovery","1","普通/恢复","maze","PSG_Normal_maze_NormalOrRecovery_Recovery","19","36","0.528","22","30","0.733","M_Neutral","TargetBand","95","85","105","674","13","direct_pure_topup_06_24_direct_normal_pure_rect_maze_long_chain_g8_v09","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_24_direct_normal_pure_rect_maze_long_chain_g8_v09.asset","932a91b61ba917e47b59275d8cad80b6","0","Batch02_101_200","second ordinary slot uses PSG-like neutral mixed"
"18","172","272","Main/Level_Main_172","normal","Hard","PeelMid","peel_mid","rail_chain","Hard","Pressure","2","困难","section","PSG_Normal_section_Hard_Pressure","23","34","0.676","23","31","0.742","M_PeelMid","TargetBand","106","95","117","772","13","direct_normal_topup_22_direct_normal_topup_rect_stair_push_g8_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_22_direct_normal_topup_rect_stair_push_g8_v03.asset","8de0beb785d047846b8dd11015e7cc19","0","Batch02_101_200","hard slot: stable layered peel is primary production lane"
"18","179","279","Main/Level_Main_179","normal","Peak","PeelHard","peel_hard","rail_chain","Peak","Peak","3","特别困难","lock","PSG_Normal_lock_VeryHard_Peak","22","39","0.564","24","32","0.75","M_Peak","TargetBand","115","103","127","842","13","direct_normal_topup_26_direct_normal_topup_rect_lock_buckle_g9_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_26_direct_normal_topup_rect_lock_buckle_g9_v04.asset","c3f15057822352943bebd6a877430eb0","0","Batch02_101_200","early/mid peak uses peel-hard before longchain is trusted"
"19","182","282","Main/Level_Main_182","normal","NormalA_FlowOrNeutral","FlowCurve","flow_continuous","curve_chain","NormalFlow","Normal","1","普通/恢复","lock","PSG_Normal_lock_NormalOrRecovery_Normal","18","38","0.474","20","27","0.741","M_Flow","TargetBand","88","79","97","671","13","direct_pure_topup_04_06_direct_normal_pure_rect_core_burst_g6_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_06_direct_normal_pure_rect_core_burst_g6_v01.asset","91afb7713a219ee4aa0d25457b82af91","0","Batch02_101_200","front/mid pacing flow relief slot; flow count target around 40"
"19","186","286","Main/Level_Main_186","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Recovery","1","普通/恢复","sweep","PSG_Normal_sweep_NormalOrRecovery_Recovery","21","36","0.583","22","30","0.733","M_Neutral","TargetBand","104","94","114","749","13","direct_normal_55_direct_normal_rect_sweep_g5_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_55_direct_normal_rect_sweep_g5_v06.asset","7eb0c92c150362d47ace5e1e69375dca","0","Batch02_101_200","second ordinary slot uses PSG-like neutral mixed"
"19","185","285","Main/Level_Main_185","normal","Hard","PeelMid","peel_mid","curve_chain","Hard","Pressure","2","困难","section","PSG_Normal_section_Hard_Pressure","21","37","0.568","23","31","0.742","M_PeelMid","TargetBand","103","93","113","764","13","direct_normal_158_direct_normal_rect_stair_push_g3_v16","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_158_direct_normal_rect_stair_push_g3_v16.asset","e2c4a49e72f940449b1d843c9c338c02","0","Batch02_101_200","hard slot: stable layered peel is primary production lane"
"19","189","289","Main/Level_Main_189","normal","Peak","PeelHard","peel_hard","rail_chain","Peak","Pressure","3","特别困难","lock","PSG_Normal_lock_VeryHard_Pressure","23","38","0.605","24","32","0.75","M_Peak","TargetBand","112","101","123","860","13","direct_normal_56_direct_normal_rect_core_burst_g5_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_56_direct_normal_rect_core_burst_g5_v06.asset","43c46e65dce009c4d996f938e00d7769","0","Batch02_101_200","early/mid peak uses peel-hard before longchain is trusted"
"20","197","297","Main/Level_Main_197","normal","NormalA_FlowOrNeutral","FlowRail","flow_continuous","rail_chain","NormalFlow","Normal","1","普通/恢复","maze","PSG_Normal_maze_NormalOrRecovery_Normal","20","33","0.606","20","27","0.741","M_Flow","TargetBand","83","75","91","648","13","direct_pure_topup_05_24_direct_normal_pure_rect_maze_long_chain_g11_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_24_direct_normal_pure_rect_maze_long_chain_g11_v06.asset","cf9727249c057f24facfd5bf5493de12","0","Batch02_101_200","front/mid pacing flow relief slot; flow count target around 40"
"20","194","294","Main/Level_Main_194","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Normal","1","普通/恢复","dense","PSG_Normal_dense_NormalOrRecovery_Normal","18","37","0.486","22","30","0.733","M_Neutral","TargetBand","87","78","96","660","13","direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02.asset","efb8f2ce23d120149a1e78d9e4e111a3","0","Batch02_101_200","second ordinary slot uses PSG-like neutral mixed"
"20","199","299","Main/Level_Main_199","normal","Hard","PeelMid","peel_mid","curve_chain","Hard","Recovery","1","普通/恢复","section","PSG_Normal_section_NormalOrRecovery_Recovery","22","38","0.579","23","31","0.742","M_PeelMid","TargetBand","108","97","119","822","13","direct_normal_42_direct_normal_rect_section_unlock_g4_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_42_direct_normal_rect_section_unlock_g4_v05.asset","8287be8cd522cb345a84e6fa8d0a47d4","0","Batch02_101_200","hard slot: stable layered peel is primary production lane"
"20","196","296","Main/Level_Main_196","normal","Peak","PeelHard","peel_hard","rail_chain","Peak","Peak","4","极难","lock","PSG_Normal_lock_Extreme_Peak","21","40","0.525","24","32","0.75","M_Peak","TargetBand","135","121","149","818","10","direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02.asset","acd8820b83934df4c88420018b2c1519","0","Batch02_101_200","early/mid peak uses peel-hard before longchain is trusted"
"21","202","302","Main/Level_Main_202","normal","NormalA_FlowOrNeutral","FlowPatch","flow_continuous","patch_chain","NormalFlow","Normal","1","普通/恢复","dense","PSG_Normal_dense_NormalOrRecovery_Normal","19","38","0.5","20","27","0.741","M_Flow","TargetBand","94","85","103","707","13","direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08.asset","87b7f1a9e2957ea4e9fb70867afe1d72","0","Batch03_201_300","front/mid pacing flow relief slot; flow count target around 40"
"21","206","306","Main/Level_Main_206","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Normal","1","普通/恢复","lock","PSG_Normal_lock_NormalOrRecovery_Normal","23","34","0.676","22","30","0.733","M_Neutral","TargetBand","103","93","113","767","13","direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01.asset","d842118cda3fde74595d1dcdf75eaaa5","0","Batch03_201_300","second ordinary slot uses PSG-like neutral mixed"
