order,section10,mainMissionId,levelName,missionTypeCode,category,psgGenerateMode,styleHint,difficultyCode,difficultyNameZh,stageDifficultyHint,experienceRole,psgProfileHint,targetWidth,targetHeight,targetAspect,targetChains,targetChainsMin,targetChainsMax,referenceArrowTiles,referenceMaxChainLength,isShapeSlot,shapeId,shapeNameZh,shapeUsageDisplayId,specialClearAssetPath,isHoleSlot,missionAniId,missionAniResPath,missionAniWinPath,sourceV11LevelId,sourceV11AssetPath,sourceV11CopiedAssetPath,sourceV11Guid,sourceV11Status,sourceV11Flags,templateNote
18,2,118,Main/Level_Main_18,1,normal,PSG_Normal,normal,1,普通/恢复,NormalOrRecovery,Normal,PSG_Normal_normal_NormalOrRecovery_Normal,18,25,0.72,53,49,57,439,56,0,,,,,0,,,,nomask_style_10_zig_river,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StylePreview/nomask_style_10_zig_river.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L018_nomask_style_10_zig_river.asset,bedf8c508f8438442bf31fc6cba1fadf,Green,None,Front20 fixed story pacing
19,2,119,Main/Level_Main_19,1,normal,PSG_Normal,lock,3,特别困难,VeryHard,Normal,PSG_Normal_lock_VeryHard_Normal,19,37,0.514,94,86,102,693,13,0,,,,,0,,,,direct_pure_topup_06_19_direct_normal_pure_rect_lock_buckle_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_19_direct_normal_pure_rect_lock_buckle_g8_v09.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L019_direct_pure_topup_06_19_direct_normal_pure_rect_lo.asset,e8b47791cebd93b44a1c6b005336820e,Green,PeakTooFlat,Front20 fixed story pacing
20,2,120,Main/Level_Main_20,1,normal,PSG_Normal,shell,1,普通/恢复,NormalOrRecovery,Normal,PSG_Normal_shell_NormalOrRecovery_Normal,15,22,0.682,41,38,44,327,13,0,,,,,0,,,,nomask_01_outer_shell,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/TypePreview/nomask_01_outer_shell.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L020_nomask_01_outer_shell.asset,7f6c9dd16b56752468feec834db6b733,Green,None,Front20 fixed story pacing
21,3,121,Main/Level_Main_21,1,normal,PSG_Normal,sweep,1,普通/恢复,Normal,FixedFront40,PSG_Normal_sweep_NormalOrRecovery_FixedFront40,17,24,0.708,59,53,65,398,11,0,,,,,0,,,,direct_diff120_04_direct_diff_refresh_dag_unlock_stair_ladder_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_04_direct_diff_refresh_dag_unlock_stair_ladder_g0_v01.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L021_direct_diff120_04_direct_diff_refresh_dag_unlock_s.asset,66ce4bb2d14b93a4182111c0a466c97f,Green,None,
22,3,122,Main/Level_Main_22,1,normal,PSG_Normal,section,1,普通/恢复,Normal,FixedFront40,PSG_Normal_section_NormalOrRecovery_FixedFront40,16,24,0.667,55,49,61,379,13,0,,,,,0,,,,nomask_style_expansion_26_stair_ladder_a,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_26_stair_ladder_a.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L022_nomask_style_expansion_26_stair_ladder_a.asset,4256fa7637e2f8b43b19f862f1ce0e2c,Green,None,
24,3,124,Main/Level_Main_24,1,normal,PSG_Normal,section,1,普通/恢复,Normal,FixedFront40,PSG_Normal_section_NormalOrRecovery_FixedFront40,18,37,0.486,82,74,90,655,13,0,,,,,0,,,,direct_pure_topup_05_02_direct_normal_pure_rect_section_unlock_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_02_direct_normal_pure_rect_section_unlock_g9_v04.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L024_direct_pure_topup_05_02_direct_normal_pure_rect_se.asset,a0673711b897c2c4e897efdb4eeb9659,Green,None,
25,3,125,Main/Level_Main_25,1,normal,PSG_Normal,lock,2,困难,Normal,FixedFront40,PSG_Normal_lock_Hard_FixedFront40,21,35,0.6,98,88,108,728,13,0,,,,,0,,,,direct_pure_normal_extra_01_10_direct_normal_pure_extra_rect_lock_buckle_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_10_direct_normal_pure_extra_rect_lock_buckle_g16_v02.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L025_direct_pure_normal_extra_01_10_direct_normal_pure_.asset,912fdf5a98c036d4091bc234e5456ccb,Green,None,
28,3,128,Main/Level_Main_28,1,normal,PSG_Normal,maze,1,普通/恢复,Normal,FixedFront40,PSG_Normal_maze_NormalOrRecovery_FixedFront40,17,29,0.586,63,57,69,487,13,0,,,,,0,,,,direct_pure_topup_02_24_direct_refresh_topup_rect_maze_long_chain_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_24_direct_refresh_topup_rect_maze_long_chain_g5_v06.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L028_direct_pure_topup_02_24_direct_refresh_topup_rect_.asset,9762391c447caad419d8c7feedc26312,Green,None,
29,3,129,Main/Level_Main_29,1,normal,PSG_Normal,dense,4,极难,Normal,FixedFront40,PSG_Normal_dense_Extreme_FixedFront40,22,35,0.629,98,88,108,770,17,0,,,,,0,,,,sgp_merged_final_outer_repair_quality_filtered26_harde_03_sgp_linework_maze_01_sgp_linework_maze_bluepri,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L029_sgp_merged_final_outer_repair_quality_filtered26_harde_03_sgp_linework.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L029_sgp_merged_final_outer_repair_quality_filtered26_h.asset,dc706f3b210b1464ebbd468c7ca6ae87,Green,None,
30,3,130,Main/Level_Main_30,1,normal,PSG_Normal,lock,1,普通/恢复,Normal,FixedFront40,PSG_Normal_lock_NormalOrRecovery_FixedFront40,20,32,0.625,92,83,101,632,10,0,,,,,0,,,,direct_diff120_42_direct_diff_normal_room_gate_double_room_lock_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_42_direct_diff_normal_room_gate_double_room_lock_g0_v01.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L030_direct_diff120_42_direct_diff_normal_room_gate_dou.asset,03a84fb18fe271443bdc372888313004,Green,None,
31,4,131,Main/Level_Main_31,1,normal,PSG_Normal,sweep,1,普通/恢复,Normal,FixedFront40,PSG_Normal_sweep_NormalOrRecovery_FixedFront40,14,28,0.5,61,55,67,381,9,0,,,,,0,,,,direct_pure_topup_01_05_direct_refresh_topup_rect_sweep_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_05_direct_refresh_topup_rect_sweep_g0_v01.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L031_direct_pure_topup_01_05_direct_refresh_topup_rect_.asset,f3c811ca47540d849919b63430d73ce1,Green,None,
33,4,133,Main/Level_Main_33,1,normal,PSG_Normal,dense,1,普通/恢复,Normal,FixedFront40,PSG_Normal_dense_NormalOrRecovery_FixedFront40,19,33,0.576,78,70,86,618,13,0,,,,,0,,,,direct_pure_topup_04_17_direct_normal_pure_rect_outer_shell_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_17_direct_normal_pure_rect_outer_shell_g8_v03.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L033_direct_pure_topup_04_17_direct_normal_pure_rect_ou.asset,c16d570edc0b87b438b04b42b8269484,Green,None,
34,4,134,Main/Level_Main_34,1,normal,PSG_Normal,lock,2,困难,Normal,FixedFront40,PSG_Normal_lock_Hard_FixedFront40,20,37,0.541,93,84,102,725,13,0,,,,,0,,,,direct_pure_topup_04_03_direct_normal_pure_rect_lock_buckle_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_03_direct_normal_pure_rect_lock_buckle_g6_v01.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L034_direct_pure_topup_04_03_direct_normal_pure_rect_lo.asset,d751ab1a3b2daa840b3289d36aa9a33d,Green,None,
35,4,135,Main/Level_Main_35,1,normal,PSG_Normal,dense,1,普通/恢复,Normal,FixedFront40,PSG_Normal_dense_NormalOrRecovery_FixedFront40,17,29,0.586,65,59,71,484,13,0,,,,,0,,,,direct_pure_topup_01_12_direct_refresh_topup_rect_dense_weave_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_12_direct_refresh_topup_rect_dense_weave_g1_v02.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L035_direct_pure_topup_01_12_direct_refresh_topup_rect_.asset,af05bd9213c2b3842be44b1485f5a3fa,Green,None,
36,4,136,Main/Level_Main_36,1,normal,PSG_Normal,lock,1,普通/恢复,Normal,FixedFront40,PSG_Normal_lock_NormalOrRecovery_FixedFront40,19,33,0.576,83,75,91,617,13,0,,,,,0,,,,direct_pure_normal_extra_01_12_direct_normal_pure_extra_rect_core_burst_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_12_direct_normal_pure_extra_rect_core_burst_g16_v02.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L036_direct_pure_normal_extra_01_12_direct_normal_pure_.asset,cb8534fe4ab66f543bb38f2b00fa9149,Green,None,
39,4,139,Main/Level_Main_39,1,normal,PSG_Normal,lock,3,特别困难,Normal,FixedFront40,PSG_Normal_lock_VeryHard_FixedFront40,22,35,0.629,101,91,111,761,13,0,,,,,0,,,,direct_normal_06_direct_normal_rect_core_burst_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_06_direct_normal_rect_core_burst_g0_v01.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L039_direct_normal_06_direct_normal_rect_core_burst_g0_.asset,0e3021ea9587a2f4d89e4eb519a18325,Green,None,
40,4,140,Main/Level_Main_40,1,normal,PSG_Normal,lock,2,困难,Normal,FixedFront40,PSG_Normal_lock_Hard_FixedFront40,22,33,0.667,103,93,113,717,13,0,,,,,0,,,,direct_pure_topup_05_11_direct_normal_pure_rect_lock_buckle_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_11_direct_normal_pure_rect_lock_buckle_g10_v05.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L040_direct_pure_topup_05_11_direct_normal_pure_rect_lo.asset,3187483f0c7f34846ba9fa1f06efea19,Green,None,
41,5,141,Main/Level_Main_41,1,normal,PSG_Normal,dense,1,普通/恢复,Recovery,Recovery,PSG_Normal_dense_NormalOrRecovery_Recovery,14,28,0.5,62,56,68,382,9,0,,,,,0,,,,direct_pure_topup_03_17_direct_refresh_topup_rect_outer_shell_g2_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice03/direct_pure_topup_03_17_direct_refresh_topup_rect_outer_shell_g2_v09.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L041_direct_pure_topup_03_17_direct_refresh_topup_rect_.asset,c84e00de04962004592989130cdbac42,Green,None,
42,5,142,Main/Level_Main_42,1,normal,PSG_Normal,dense,2,困难,Normal,Normal,PSG_Normal_dense_Hard_Normal,19,33,0.576,80,72,88,618,13,0,,,,,0,,,,direct_pure_topup_04_12_direct_normal_pure_rect_dense_weave_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_12_direct_normal_pure_rect_dense_weave_g7_v02.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L042_direct_pure_topup_04_12_direct_normal_pure_rect_de.asset,9c731985c61051e40b11c67c34717167,Green,None,
44,5,144,Main/Level_Main_44,1,normal,PSG_Normal,section,2,困难,Hard,Pressure,PSG_Normal_section_Hard_Pressure,20,32,0.625,86,77,95,628,13,0,,,,,0,,,,direct_pure_normal_extra_01_07_direct_normal_pure_extra_rect_quasi_symmetry_g15_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_07_direct_normal_pure_extra_rect_quasi_symmetry_g15_v01.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L044_direct_pure_normal_extra_01_07_direct_normal_pure_.asset,ed3351ee28199c44bbb9f3660dbd6fc4,Green,PeakTooFlat,
45,5,145,Main/Level_Main_45,1,normal,PSG_Normal,lock,1,普通/恢复,Recovery,Recovery,PSG_Normal_lock_NormalOrRecovery_Recovery,19,32,0.594,74,67,81,592,13,0,,,,,0,,,,direct_pure_topup_05_03_direct_normal_pure_rect_lock_buckle_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_03_direct_normal_pure_rect_lock_buckle_g9_v04.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L045_direct_pure_topup_05_03_direct_normal_pure_rect_lo.asset,96e56cffda09c5b42a648443c252197d,Green,None,
47,5,147,Main/Level_Main_47,1,normal,PSG_Normal,lock,4,极难,VeryHard,Peak,PSG_Normal_lock_Extreme_Peak,24,40,0.6,117,105,129,940,15,0,,,,,0,,,,direct_diff120_82_direct_diff_hard_room_gate_double_room_lock_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_82_direct_diff_hard_room_gate_double_room_lock_g0_v01.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L047_direct_diff120_82_direct_diff_hard_room_gate_doubl.asset,a45328d90f86a434ca3fbc731ea88a58,Green,PeakTooFlat,
49,5,149,Main/Level_Main_49,1,normal,PSG_Normal,section,3,特别困难,Hard,Pressure,PSG_Normal_section_VeryHard_Pressure,20,34,0.588,89,80,98,669,13,0,,,,,0,,,,direct_pure_normal_extra_01_23_direct_normal_pure_extra_rect_quasi_symmetry_g17_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_23_direct_normal_pure_extra_rect_quasi_symmetry_g17_v03.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L049_direct_pure_normal_extra_01_23_direct_normal_pure_.asset,7ae5e7ca36f406e41b6c6e5d6379f6b7,Green,PeakTooFlat,
50,5,150,Main/Level_Main_50,1,normal,PSG_Normal,sweep,1,普通/恢复,Recovery,Recovery,PSG_Normal_sweep_NormalOrRecovery_Recovery,18,30,0.6,67,60,74,527,57,0,,,,,0,,,,nomask_style_expansion_35_zig_river_tall,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_35_zig_river_tall.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L050_nomask_style_expansion_35_zig_river_tall.asset,aed6723c67d6ac446a9b7cda333f9565,Green,None,
51,6,151,Main/Level_Main_51,1,normal,PSG_Normal,maze,1,普通/恢复,Recovery,Recovery,PSG_Normal_maze_NormalOrRecovery_Recovery,18,34,0.529,85,77,93,589,13,0,,,,,0,,,,direct_pure_topup_06_08_direct_normal_pure_rect_maze_long_chain_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_08_direct_normal_pure_rect_maze_long_chain_g6_v07.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L051_direct_pure_topup_06_08_direct_normal_pure_rect_ma.asset,31b29dc8286423e49943c327f90dc7b6,Green,None,
52,6,152,Main/Level_Main_52,1,normal,PSG_Normal,lock,2,困难,Hard,Pressure,PSG_Normal_lock_Hard_Pressure,22,31,0.71,87,78,96,666,13,0,,,,,0,,,,direct_pure_topup_06_17_direct_normal_pure_rect_outer_shell_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_17_direct_normal_pure_rect_outer_shell_g8_v09.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L052_direct_pure_topup_06_17_direct_normal_pure_rect_ou.asset,93d9d61f5f842524da539b38e49d2647,Green,PeakTooFlat,
55,6,155,Main/Level_Main_55,1,normal,PSG_Normal,section,1,普通/恢复,Normal,Normal,PSG_Normal_section_NormalOrRecovery_Normal,20,35,0.571,94,85,103,684,13,0,,,,,0,,,,direct_pure_normal_extra_01_13_direct_normal_pure_extra_rect_dual_zone_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_13_direct_normal_pure_extra_rect_dual_zone_g16_v02.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L055_direct_pure_normal_extra_01_13_direct_normal_pure_.asset,50890a8751d0c5c469b9042abcec18f2,Green,None,
56,6,156,Main/Level_Main_56,1,normal,PSG_Normal,dense,3,特别困难,Hard,Pressure,PSG_Normal_dense_VeryHard_Pressure,22,34,0.647,96,86,106,734,13,0,,,,,0,,,,direct_pure_topup_05_01_direct_normal_pure_rect_outer_shell_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_01_direct_normal_pure_rect_outer_shell_g9_v04.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L056_direct_pure_topup_05_01_direct_normal_pure_rect_ou.asset,2f14683bd38904447918964a1bf73864,Green,PeakTooFlat,
57,6,157,Main/Level_Main_57,1,normal,PSG_Normal,section,1,普通/恢复,Normal,Normal,PSG_Normal_section_NormalOrRecovery_Normal,18,34,0.529,84,76,92,601,13,0,,,,,0,,,,direct_pure_topup_06_18_direct_normal_pure_rect_section_unlock_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_18_direct_normal_pure_rect_section_unlock_g8_v09.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L057_direct_pure_topup_06_18_direct_normal_pure_rect_se.asset,42a5c27880bbff848a90b4a0f8d027c4,Green,None,
59,6,159,Main/Level_Main_59,1,normal,PSG_Normal,lock,3,特别困难,VeryHard,Peak,PSG_Normal_lock_VeryHard_Peak,18,38,0.474,89,80,98,672,13,0,,,,,0,,,,direct_pure_topup_04_11_direct_normal_pure_rect_lock_buckle_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_11_direct_normal_pure_rect_lock_buckle_g7_v02.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L059_direct_pure_topup_04_11_direct_normal_pure_rect_lo.asset,fe0875e15f428b247838336a8e666a21,Green,PeakTooFlat,
60,6,160,Main/Level_Main_60,1,normal,PSG_Normal,section,1,普通/恢复,Recovery,Recovery,PSG_Normal_section_NormalOrRecovery_Recovery,16,24,0.667,59,53,65,370,11,0,,,,,0,,,,nomask_style_06_stair_ladder,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StylePreview/nomask_style_06_stair_ladder.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L060_nomask_style_06_stair_ladder.asset,d76ea3da4d5801c45b2a40662fd24c5e,Green,None,
62,7,162,Main/Level_Main_62,1,normal,PSG_Normal,dense,1,普通/恢复,Normal,Normal,PSG_Normal_dense_NormalOrRecovery_Normal,17,24,0.708,63,57,69,394,9,0,,,,,0,,,,direct_pure_topup_02_01_direct_refresh_topup_rect_outer_shell_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_01_direct_refresh_topup_rect_outer_shell_g3_v04.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L062_direct_pure_topup_02_01_direct_refresh_topup_rect_.asset,0ea78119d8baf6f41aed11eb3fe6ecda,Green,None,
