order,section10,mainMissionId,levelName,missionTypeCode,category,psgGenerateMode,styleHint,difficultyCode,difficultyNameZh,stageDifficultyHint,experienceRole,psgProfileHint,targetWidth,targetHeight,targetAspect,targetChains,targetChainsMin,targetChainsMax,referenceArrowTiles,referenceMaxChainLength,isShapeSlot,shapeId,shapeNameZh,shapeUsageDisplayId,specialClearAssetPath,isHoleSlot,missionAniId,missionAniResPath,missionAniWinPath,sourceV11LevelId,sourceV11AssetPath,sourceV11CopiedAssetPath,sourceV11Guid,sourceV11Status,sourceV11Flags,templateNote
11,2,111,Main/Level_Main_11,1,normal,PSG_Normal,normal,1,普通/恢复,NormalOrRecovery,Normal,PSG_Normal_normal_NormalOrRecovery_Normal,12,18,0.667,31,28,34,209,11,0,,,,,0,,,,level3_thirty_03_level3_thirty_mini_maze_30,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/Level3ThirtyPreview/level3_thirty_03_level3_thirty_mini_maze_30.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L011_level3_thirty_03_level3_thirty_mini_maze_30.asset,7defae96a9c44e24caa0c3510808f0ff,Green,None,Front20 fixed story pacing
12,2,112,Main/Level_Main_12,1,normal,PSG_Normal,normal,1,普通/恢复,NormalOrRecovery,Normal,PSG_Normal_normal_NormalOrRecovery_Normal,17,24,0.708,50,46,54,400,13,0,,,,,0,,,,nomask_style_expansion_23_center_cross_b,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_23_center_cross_b.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L012_nomask_style_expansion_23_center_cross_b.asset,a23d560b6ece363499161d6134ecd889,Green,None,Front20 fixed story pacing
13,2,113,Main/Level_Main_13,1,shape,PSG_ShapeMask,shape,1,普通/恢复,NormalOrRecovery,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,24,24,1.0,37,34,40,201,11,1,magicwand,魔法杖,shape_early_prop04_magic_wand,UI/B_Icon/item/icon_magic,0,,,,r2_outer_strong_005_r2_006_a401_earlyprop_04_earlypeel_v5_maskearlyprop_24x24-earlyprop04magicwand,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/earlyprop_04_earlypeel_v5_maskearlyprop_24x24-earlyprop04magicwand_20260611_143452.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L013_r2_outer_strong_005_r2_006_a401_earlyprop_04_early.asset,4d4e7f2bac459454dbc3602de7442266,Green,ShapeLowFill,Front20 fixed story pacing
14,2,114,Main/Level_Main_14,1,normal,PSG_Normal,normal,1,普通/恢复,NormalOrRecovery,Normal,PSG_Normal_normal_NormalOrRecovery_Normal,15,21,0.714,42,39,45,310,12,0,,,,,0,,,,nomask_06_sweep,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/TypePreview/nomask_06_sweep.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L014_nomask_06_sweep.asset,796937ed0ddf7b749a3eb2297be51eaa,Green,None,Front20 fixed story pacing
15,2,115,Main/Level_Main_15,1,normal,PSG_Normal,section,1,普通/恢复,NormalOrRecovery,Normal,PSG_Normal_section_NormalOrRecovery_Normal,14,26,0.538,53,49,57,355,11,0,,,,,0,,,,direct_pure_topup_02_15_direct_refresh_topup_rect_dual_zone_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_15_direct_refresh_topup_rect_dual_zone_g4_v05.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L015_direct_pure_topup_02_15_direct_refresh_topup_rect_.asset,3d51c921f7599414fbd52fdfec68a225,Green,None,Front20 fixed story pacing
16,2,116,Main/Level_Main_16,1,normal,PSG_Normal,lock,1,普通/恢复,NormalOrRecovery,Normal,PSG_Normal_lock_NormalOrRecovery_Normal,15,29,0.517,54,50,58,426,13,0,,,,,0,,,,direct_pure_topup_02_06_direct_refresh_topup_rect_core_burst_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_06_direct_refresh_topup_rect_core_burst_g3_v04.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L016_direct_pure_topup_02_06_direct_refresh_topup_rect_.asset,fa7752e9d59e1f843b5f550bf211e280,Green,None,Front20 fixed story pacing
17,2,117,Main/Level_Main_17_hole,2,hole,PSG_HoleRescue,hole_rescue,1,普通/恢复,NormalOrRecovery,HoleRescue,PSG_HoleRescue_NormalOrRecovery,18,20,0.9,37,34,40,195,11,0,,,,,1,117,PrefabsN/Arrow/MissionAni/01_Corgi_sad_locked_8,PrefabsN/Arrow/MissionAni/01_Corgi_happy_break_8,r1_ab_091_above300_level_571_final_holeblock_multiseed_final,Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Early30To40/hole_early3040_18x20_standard_r02_r1_ab_091_above300_level_571_final_20260612_163001.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L017_r1_ab_091_above300_level_571_final_holeblock_multi.asset,91c65810f3519934da8552fd7cd504a1,Green,BottleneckHeavy,Front20 fixed story pacing
18,2,118,Main/Level_Main_18,1,normal,PSG_Normal,normal,1,普通/恢复,NormalOrRecovery,Normal,PSG_Normal_normal_NormalOrRecovery_Normal,18,25,0.72,53,49,57,439,56,0,,,,,0,,,,nomask_style_10_zig_river,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StylePreview/nomask_style_10_zig_river.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L018_nomask_style_10_zig_river.asset,bedf8c508f8438442bf31fc6cba1fadf,Green,None,Front20 fixed story pacing
19,2,119,Main/Level_Main_19,1,normal,PSG_Normal,lock,3,特别困难,VeryHard,Normal,PSG_Normal_lock_VeryHard_Normal,19,37,0.514,94,86,102,693,13,0,,,,,0,,,,direct_pure_topup_06_19_direct_normal_pure_rect_lock_buckle_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_19_direct_normal_pure_rect_lock_buckle_g8_v09.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L019_direct_pure_topup_06_19_direct_normal_pure_rect_lo.asset,e8b47791cebd93b44a1c6b005336820e,Green,PeakTooFlat,Front20 fixed story pacing
20,2,120,Main/Level_Main_20,1,normal,PSG_Normal,shell,1,普通/恢复,NormalOrRecovery,Normal,PSG_Normal_shell_NormalOrRecovery_Normal,15,22,0.682,41,38,44,327,13,0,,,,,0,,,,nomask_01_outer_shell,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/TypePreview/nomask_01_outer_shell.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L020_nomask_01_outer_shell.asset,7f6c9dd16b56752468feec834db6b733,Green,None,Front20 fixed story pacing
21,3,121,Main/Level_Main_21,1,normal,PSG_Normal,sweep,1,普通/恢复,Normal,FixedFront40,PSG_Normal_sweep_NormalOrRecovery_FixedFront40,17,24,0.708,59,53,65,398,11,0,,,,,0,,,,direct_diff120_04_direct_diff_refresh_dag_unlock_stair_ladder_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_04_direct_diff_refresh_dag_unlock_stair_ladder_g0_v01.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L021_direct_diff120_04_direct_diff_refresh_dag_unlock_s.asset,66ce4bb2d14b93a4182111c0a466c97f,Green,None,
22,3,122,Main/Level_Main_22,1,normal,PSG_Normal,section,1,普通/恢复,Normal,FixedFront40,PSG_Normal_section_NormalOrRecovery_FixedFront40,16,24,0.667,55,49,61,379,13,0,,,,,0,,,,nomask_style_expansion_26_stair_ladder_a,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_26_stair_ladder_a.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L022_nomask_style_expansion_26_stair_ladder_a.asset,4256fa7637e2f8b43b19f862f1ce0e2c,Green,None,
23,3,123,Main/Level_Main_23,1,shape,PSG_ShapeMask,shape_magic,1,普通/恢复,Normal,FixedFront40,PSG_ShapeMask_NormalOrRecovery_FixedFront40,37,29,1.276,69,62,76,728,24,1,train,火车,shape_train,UI/B_MissionAni/Special/ShapeIcons/shape_train,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb04_01_compact_train,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L023_train_compact.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L023_r2_outer_strong_005_r2_006_a401_maskonlyb04_01_com.asset,223dd96a5c5126445b6b87084cffa934,Green,None,
24,3,124,Main/Level_Main_24,1,normal,PSG_Normal,section,1,普通/恢复,Normal,FixedFront40,PSG_Normal_section_NormalOrRecovery_FixedFront40,18,37,0.486,82,74,90,655,13,0,,,,,0,,,,direct_pure_topup_05_02_direct_normal_pure_rect_section_unlock_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_02_direct_normal_pure_rect_section_unlock_g9_v04.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L024_direct_pure_topup_05_02_direct_normal_pure_rect_se.asset,a0673711b897c2c4e897efdb4eeb9659,Green,None,
25,3,125,Main/Level_Main_25,1,normal,PSG_Normal,lock,2,困难,Normal,FixedFront40,PSG_Normal_lock_Hard_FixedFront40,21,35,0.6,98,88,108,728,13,0,,,,,0,,,,direct_pure_normal_extra_01_10_direct_normal_pure_extra_rect_lock_buckle_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_10_direct_normal_pure_extra_rect_lock_buckle_g16_v02.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L025_direct_pure_normal_extra_01_10_direct_normal_pure_.asset,912fdf5a98c036d4091bc234e5456ccb,Green,None,
26,3,126,Main/Level_Main_26_hole,2,hole,PSG_HoleRescue,hole_rescue,1,普通/恢复,Mechanic,HoleRescue,PSG_HoleRescue_NormalOrRecovery,18,26,0.692,42,37,47,385,18,0,,,,,1,126,PrefabsN/Arrow/MissionAni/02_ShibaInu_sad_locked_8,PrefabsN/Arrow/MissionAni/02_ShibaInu_happy_break_8,hole_candidate_058_tall_18x26_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_058_tall_18x26_section.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L026_hole_candidate_058_tall_18x26_section.asset,cbf7398778e0d2b4da618201fb4b2383,Green,None,
27,3,127,Main/Level_Main_27,1,shape,PSG_ShapeMask,shape_object,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,36,29,1.241,68,61,75,585,23,1,crownvarianta,皇冠,shape_crown_variant_a,UI/B_MissionAni/Special/ShapeIcons/shape_crown_variant_a,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb09_09_compact_crownvarianta,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L027_crownvarianta_compact.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L027_r2_outer_strong_005_r2_006_a401_maskonlyb09_09_com.asset,fa67cdc654e97734e897e651ad9b412a,Green,None,
28,3,128,Main/Level_Main_28,1,normal,PSG_Normal,maze,1,普通/恢复,Normal,FixedFront40,PSG_Normal_maze_NormalOrRecovery_FixedFront40,17,29,0.586,63,57,69,487,13,0,,,,,0,,,,direct_pure_topup_02_24_direct_refresh_topup_rect_maze_long_chain_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_24_direct_refresh_topup_rect_maze_long_chain_g5_v06.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L028_direct_pure_topup_02_24_direct_refresh_topup_rect_.asset,9762391c447caad419d8c7feedc26312,Green,None,
29,3,129,Main/Level_Main_29,1,normal,PSG_Normal,dense,4,极难,Normal,FixedFront40,PSG_Normal_dense_Extreme_FixedFront40,22,35,0.629,98,88,108,770,17,0,,,,,0,,,,sgp_merged_final_outer_repair_quality_filtered26_harde_03_sgp_linework_maze_01_sgp_linework_maze_bluepri,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L029_sgp_merged_final_outer_repair_quality_filtered26_harde_03_sgp_linework.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L029_sgp_merged_final_outer_repair_quality_filtered26_h.asset,dc706f3b210b1464ebbd468c7ca6ae87,Green,None,
30,3,130,Main/Level_Main_30,1,normal,PSG_Normal,lock,1,普通/恢复,Normal,FixedFront40,PSG_Normal_lock_NormalOrRecovery_FixedFront40,20,32,0.625,92,83,101,632,10,0,,,,,0,,,,direct_diff120_42_direct_diff_normal_room_gate_double_room_lock_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_42_direct_diff_normal_room_gate_double_room_lock_g0_v01.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L030_direct_diff120_42_direct_diff_normal_room_gate_dou.asset,03a84fb18fe271443bdc372888313004,Green,None,
31,4,131,Main/Level_Main_31,1,normal,PSG_Normal,sweep,1,普通/恢复,Normal,FixedFront40,PSG_Normal_sweep_NormalOrRecovery_FixedFront40,14,28,0.5,61,55,67,381,9,0,,,,,0,,,,direct_pure_topup_01_05_direct_refresh_topup_rect_sweep_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_05_direct_refresh_topup_rect_sweep_g0_v01.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L031_direct_pure_topup_01_05_direct_refresh_topup_rect_.asset,f3c811ca47540d849919b63430d73ce1,Green,None,
32,4,132,Main/Level_Main_32,1,shape,PSG_ShapeMask,shape_magic,1,普通/恢复,Normal,FixedFront40,PSG_ShapeMask_NormalOrRecovery_FixedFront40,36,36,1.0,67,60,74,673,24,1,wavecrest,浪花,shape_wave_crest,UI/B_MissionAni/Special/ShapeIcons/shape_wave_crest,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb08_03_compact_wavecrest,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L032_wavecrest_compact.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L032_r2_outer_strong_005_r2_006_a401_maskonlyb08_03_com.asset,7de586b1c8ba9f241b50f1e9cdb84571,Green,None,
33,4,133,Main/Level_Main_33,1,normal,PSG_Normal,dense,1,普通/恢复,Normal,FixedFront40,PSG_Normal_dense_NormalOrRecovery_FixedFront40,19,33,0.576,78,70,86,618,13,0,,,,,0,,,,direct_pure_topup_04_17_direct_normal_pure_rect_outer_shell_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_17_direct_normal_pure_rect_outer_shell_g8_v03.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L033_direct_pure_topup_04_17_direct_normal_pure_rect_ou.asset,c16d570edc0b87b438b04b42b8269484,Green,None,
34,4,134,Main/Level_Main_34,1,normal,PSG_Normal,lock,2,困难,Normal,FixedFront40,PSG_Normal_lock_Hard_FixedFront40,20,37,0.541,93,84,102,725,13,0,,,,,0,,,,direct_pure_topup_04_03_direct_normal_pure_rect_lock_buckle_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_03_direct_normal_pure_rect_lock_buckle_g6_v01.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L034_direct_pure_topup_04_03_direct_normal_pure_rect_lo.asset,d751ab1a3b2daa840b3289d36aa9a33d,Green,None,
35,4,135,Main/Level_Main_35,1,normal,PSG_Normal,dense,1,普通/恢复,Normal,FixedFront40,PSG_Normal_dense_NormalOrRecovery_FixedFront40,17,29,0.586,65,59,71,484,13,0,,,,,0,,,,direct_pure_topup_01_12_direct_refresh_topup_rect_dense_weave_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_12_direct_refresh_topup_rect_dense_weave_g1_v02.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L035_direct_pure_topup_01_12_direct_refresh_topup_rect_.asset,af05bd9213c2b3842be44b1485f5a3fa,Green,None,
36,4,136,Main/Level_Main_36,1,normal,PSG_Normal,lock,1,普通/恢复,Normal,FixedFront40,PSG_Normal_lock_NormalOrRecovery_FixedFront40,19,33,0.576,83,75,91,617,13,0,,,,,0,,,,direct_pure_normal_extra_01_12_direct_normal_pure_extra_rect_core_burst_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_12_direct_normal_pure_extra_rect_core_burst_g16_v02.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L036_direct_pure_normal_extra_01_12_direct_normal_pure_.asset,cb8534fe4ab66f543bb38f2b00fa9149,Green,None,
37,4,137,Main/Level_Main_37_hole,2,hole,PSG_HoleRescue,hole_rescue,1,普通/恢复,Mechanic,HoleRescue,PSG_HoleRescue_NormalOrRecovery,20,22,0.909,41,36,46,357,18,0,,,,,1,137,PrefabsN/Arrow/MissionAni/03_Samoyed_sad_locked_8,PrefabsN/Arrow/MissionAni/03_Samoyed_happy_break_8,hole_candidate_009_std_20x22_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_009_std_20x22_lock.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L037_hole_candidate_009_std_20x22_lock.asset,271922d79e908d1499f309879c21042f,Green,None,
38,4,138,Main/Level_Main_38,1,shape,PSG_ShapeMask,shape_magic,2,困难,Normal,FixedFront40,PSG_ShapeMask_Hard_FixedFront40,40,32,1.25,100,90,110,706,13,1,suspensionbridge,悬索桥,shape_suspension_bridge,UI/B_MissionAni/Special/ShapeIcons/shape_suspension_bridge,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb08_07_main_suspensionbridge,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L038_suspensionbridge_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L038_r2_outer_strong_005_r2_006_a401_maskonlyb08_07_mai.asset,3405b365ef91a4743a2604e044596b56,Green,None,
39,4,139,Main/Level_Main_39,1,normal,PSG_Normal,lock,3,特别困难,Normal,FixedFront40,PSG_Normal_lock_VeryHard_FixedFront40,22,35,0.629,101,91,111,761,13,0,,,,,0,,,,direct_normal_06_direct_normal_rect_core_burst_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_06_direct_normal_rect_core_burst_g0_v01.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L039_direct_normal_06_direct_normal_rect_core_burst_g0_.asset,0e3021ea9587a2f4d89e4eb519a18325,Green,None,
40,4,140,Main/Level_Main_40,1,normal,PSG_Normal,lock,2,困难,Normal,FixedFront40,PSG_Normal_lock_Hard_FixedFront40,22,33,0.667,103,93,113,717,13,0,,,,,0,,,,direct_pure_topup_05_11_direct_normal_pure_rect_lock_buckle_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_11_direct_normal_pure_rect_lock_buckle_g10_v05.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L040_direct_pure_topup_05_11_direct_normal_pure_rect_lo.asset,3187483f0c7f34846ba9fa1f06efea19,Green,None,
41,5,141,Main/Level_Main_41,1,normal,PSG_Normal,dense,1,普通/恢复,Recovery,Recovery,PSG_Normal_dense_NormalOrRecovery_Recovery,14,28,0.5,62,56,68,382,9,0,,,,,0,,,,direct_pure_topup_03_17_direct_refresh_topup_rect_outer_shell_g2_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice03/direct_pure_topup_03_17_direct_refresh_topup_rect_outer_shell_g2_v09.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L041_direct_pure_topup_03_17_direct_refresh_topup_rect_.asset,c84e00de04962004592989130cdbac42,Green,None,
