Index,Spec,Structure,LevelId,AssetPath,Width,Height,Chains,TargetChains,Arrows,Blocks,OuterCutCells,AllowedCells,AllowedCoverage,BoardCoverage,OuterBandCoverage,InitialMovableChains,EdgeHeadChains,ShortChains,GreedyMoves,AvgChain,MaxChain,Straightness,BlockLinks,PortableSolved,PortableOpeners,PortableScore,PortableQuality,Attempts,Status
11,std_20x22_shell,OuterShell,hole_candidate_011_std_20x22_shell,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_011_std_20x22_shell.asset,20,22,49,34,360,72,0,368,0.978,0.818,0.980,10,10,17,49,7.35,15,0.324,89,True,10,183.7,ok,179,DirectHole style=HoleLock score=25885 openingRatio=0.204 | ConstrainedPeel style=HoleLock seed=10236143 fill=360/368(0.978) chains=49 blocks=72 remaining=8 rejectedShort=0 failedPeels=1
12,std_20x24_lock,LockBuckle,hole_candidate_012_std_20x24_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_012_std_20x24_lock.asset,20,24,55,43,402,72,0,408,0.985,0.838,0.969,9,9,17,55,7.31,16,0.353,157,True,9,184.9,ok,56,DirectHole style=HoleBalanced score=33614 openingRatio=0.164 | ConstrainedPeel style=HoleBalanced seed=6408983 fill=402/408(0.985) chains=55 blocks=72 remaining=6 rejectedShort=0 failedPeels=1
13,std_20x24_section,SectionUnlock,hole_candidate_013_std_20x24_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_013_std_20x24_section.asset,20,24,45,43,395,72,0,408,0.968,0.823,0.950,13,13,9,45,8.78,18,0.305,82,True,13,181.4,ok,432,DirectHole style=HoleMaze score=36920 openingRatio=0.289 | ConstrainedPeel style=HoleMaze seed=18917956 fill=395/408(0.968) chains=45 blocks=72 remaining=13 rejectedShort=0 failedPeels=1
14,std_20x24_dual,DualZone,hole_candidate_014_std_20x24_dual,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_014_std_20x24_dual.asset,20,24,47,42,394,72,0,408,0.966,0.821,0.956,11,11,14,47,8.38,18,0.223,87,True,11,181.4,ok,319,DirectHole style=HoleMaze score=35491 openingRatio=0.234 | ConstrainedPeel style=HoleMaze seed=7094678 fill=394/408(0.966) chains=47 blocks=72 remaining=14 rejectedShort=0 failedPeels=1
15,std_20x26_lock,LockBuckle,hole_candidate_015_std_20x26_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_015_std_20x26_lock.asset,20,26,45,48,439,72,0,448,0.980,0.844,0.976,5,5,12,45,9.76,20,0.450,97,True,5,182.8,long-straight-run,91,DirectHole style=HoleBalanced score=41181 openingRatio=0.111 | ConstrainedPeel style=HoleBalanced seed=10108516 fill=439/448(0.980) chains=45 blocks=72 remaining=9 rejectedShort=0 failedPeels=1
16,std_20x26_section,SectionUnlock,hole_candidate_016_std_20x26_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_016_std_20x26_section.asset,20,26,50,48,439,72,0,448,0.980,0.844,0.976,8,8,15,50,8.78,19,0.372,121,True,8,183.9,ok,153,DirectHole style=HoleLock score=40661 openingRatio=0.160 | ConstrainedPeel style=HoleLock seed=7570126 fill=439/448(0.980) chains=50 blocks=72 remaining=9 rejectedShort=0 failedPeels=1
17,std_20x26_maze,MazeLongChain,hole_candidate_017_std_20x26_maze,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_017_std_20x26_maze.asset,20,26,43,39,437,72,0,448,0.975,0.840,0.952,9,9,12,43,10.16,21,0.248,97,True,9,181.2,ok,318,DirectHole style=HoleMaze score=41177 openingRatio=0.209 | ConstrainedPeel style=HoleMaze seed=7023967 fill=437/448(0.975) chains=43 blocks=72 remaining=11 rejectedShort=0 failedPeels=1
18,std_22x24_lock,LockBuckle,hole_candidate_018_std_22x24_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_018_std_22x24_lock.asset,22,24,45,49,441,72,0,456,0.967,0.835,0.952,8,8,11,45,9.80,22,0.231,93,True,8,180.8,ok,342,DirectHole style=HoleMaze score=42017 openingRatio=0.178 | ConstrainedPeel style=HoleMaze seed=9549293 fill=441/456(0.967) chains=45 blocks=72 remaining=15 rejectedShort=0 failedPeels=1
19,std_22x24_section,SectionUnlock,hole_candidate_019_std_22x24_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_019_std_22x24_section.asset,22,24,45,49,447,72,0,456,0.980,0.847,0.976,8,8,10,45,9.93,20,0.356,100,True,8,182.3,long-straight-run,17,DirectHole style=HoleBalanced score=43136 openingRatio=0.178 | ConstrainedPeel style=HoleBalanced seed=2403677 fill=447/456(0.980) chains=45 blocks=72 remaining=9 rejectedShort=0 failedPeels=1
20,std_22x24_dense,DenseWeave,hole_candidate_020_std_22x24_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_020_std_22x24_dense.asset,22,24,47,51,448,72,0,456,0.982,0.848,0.976,11,11,14,47,9.53,22,0.198,128,True,11,181.7,ok,341,DirectHole style=HoleMaze score=41376 openingRatio=0.234 | ConstrainedPeel style=HoleMaze seed=9466752 fill=448/456(0.982) chains=47 blocks=72 remaining=8 rejectedShort=0 failedPeels=1
21,std_22x26_lock,LockBuckle,hole_candidate_021_std_22x26_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_021_std_22x26_lock.asset,22,26,53,53,485,72,0,500,0.970,0.848,0.949,15,15,18,53,9.15,22,0.201,124,True,15,180.6,weak-outer,433,DirectHole style=HoleMaze score=42349 openingRatio=0.283 | ConstrainedPeel style=HoleMaze seed=19113650 fill=485/500(0.970) chains=53 blocks=72 remaining=15 rejectedShort=0 failedPeels=1
22,std_22x26_section,SectionUnlock,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_022_std_22x26_section.asset,22,26,0,53,0,72,0,500,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=21533506 fill=489/500(0.978) chains=55 blocks=72 remaining=11 rejectedShort=0 failedPeels=1
23,std_22x26_shell,OuterShell,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_023_std_22x26_shell.asset,22,26,0,46,0,72,0,500,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=21544605 fill=480/500(0.960) chains=50 blocks=72 remaining=20 rejectedShort=0 failedPeels=1
24,std_22x28_lock,LockBuckle,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_024_std_22x28_lock.asset,22,28,0,58,0,72,0,544,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=21556435 fill=532/544(0.978) chains=58 blocks=72 remaining=12 rejectedShort=0 failedPeels=1
25,std_22x28_section,SectionUnlock,hole_candidate_025_std_22x28_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_025_std_22x28_section.asset,22,28,61,58,533,72,0,544,0.980,0.865,0.984,7,7,11,61,8.74,17,0.190,242,True,7,184.8,ok,155,DirectHole style=HoleLock score=51774 openingRatio=0.115 | ConstrainedPeel style=HoleLock seed=7881638 fill=533/544(0.980) chains=61 blocks=72 remaining=11 rejectedShort=0 failedPeels=1
26,std_22x28_dual,DualZone,hole_candidate_026_std_22x28_dual,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_026_std_22x28_dual.asset,22,28,57,56,537,72,0,544,0.987,0.872,0.973,15,15,16,57,9.42,22,0.236,158,True,15,184.9,ok,354,DirectHole style=HoleMaze score=49263 openingRatio=0.263 | ConstrainedPeel style=HoleMaze seed=10896265 fill=537/544(0.987) chains=57 blocks=72 remaining=7 rejectedShort=0 failedPeels=1
27,std_24x26_lock,LockBuckle,hole_candidate_027_std_24x26_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_027_std_24x26_lock.asset,24,26,59,59,543,72,0,552,0.984,0.870,0.978,16,16,23,59,9.20,22,0.212,144,True,16,184.4,ok,345,DirectHole style=HoleMaze score=46678 openingRatio=0.271 | ConstrainedPeel style=HoleMaze seed=9965534 fill=543/552(0.984) chains=59 blocks=72 remaining=9 rejectedShort=0 failedPeels=1
28,std_24x26_section,SectionUnlock,hole_candidate_028_std_24x26_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_028_std_24x26_section.asset,24,26,60,59,539,72,0,552,0.976,0.864,0.962,6,6,17,60,8.98,20,0.358,193,True,6,183.9,ok,91,DirectHole style=HoleBalanced score=49707 openingRatio=0.100 | ConstrainedPeel style=HoleBalanced seed=10255677 fill=539/552(0.976) chains=60 blocks=72 remaining=13 rejectedShort=0 failedPeels=1
29,std_24x26_maze,MazeLongChain,hole_candidate_029_std_24x26_maze,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_029_std_24x26_maze.asset,24,26,66,48,540,72,0,552,0.978,0.865,0.984,11,11,18,66,8.18,19,0.270,236,True,11,185.7,ok,210,DirectHole style=HoleLock score=45964 openingRatio=0.167 | ConstrainedPeel style=HoleLock seed=13686850 fill=540/552(0.978) chains=66 blocks=72 remaining=12 rejectedShort=0 failedPeels=1
30,std_24x28_lock,LockBuckle,hole_candidate_030_std_24x28_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_030_std_24x28_lock.asset,24,28,64,64,588,72,0,600,0.980,0.875,0.974,14,14,20,64,9.19,22,0.250,145,True,14,185.2,ok,295,DirectHole style=HoleMaze score=53739 openingRatio=0.219 | ConstrainedPeel style=HoleMaze seed=4763102 fill=588/600(0.980) chains=64 blocks=72 remaining=12 rejectedShort=0 failedPeels=1
31,std_24x28_section,SectionUnlock,hole_candidate_031_std_24x28_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_031_std_24x28_section.asset,24,28,59,64,579,72,0,600,0.965,0.862,0.958,7,7,17,59,9.81,21,0.236,191,True,7,181.6,ok,407,DirectHole style=HoleMaze score=52795 openingRatio=0.119 | ConstrainedPeel style=HoleMaze seed=16503839 fill=579/600(0.965) chains=59 blocks=72 remaining=21 rejectedShort=0 failedPeels=1
32,std_24x28_dense,DenseWeave,hole_candidate_032_std_24x28_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_032_std_24x28_dense.asset,24,28,60,67,588,72,0,600,0.980,0.875,0.974,5,5,13,60,9.80,20,0.329,168,True,5,184.7,long-straight-run,65,DirectHole style=HoleBalanced score=54614 openingRatio=0.083 | ConstrainedPeel style=HoleBalanced seed=7577840 fill=588/600(0.980) chains=60 blocks=72 remaining=12 rejectedShort=0 failedPeels=1
33,std_24x30_lock,LockBuckle,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_033_std_24x30_lock.asset,24,30,0,69,0,72,0,648,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=21658489 fill=633/648(0.977) chains=64 blocks=72 remaining=15 rejectedShort=0 failedPeels=1
34,std_24x30_section,SectionUnlock,hole_candidate_034_std_24x30_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_034_std_24x30_section.asset,24,30,71,69,630,72,0,648,0.972,0.875,0.955,12,12,23,71,8.87,22,0.260,176,True,12,184.1,ok,387,DirectHole style=HoleMaze score=56335 openingRatio=0.169 | ConstrainedPeel style=HoleMaze seed=14443277 fill=630/648(0.972) chains=71 blocks=72 remaining=18 rejectedShort=0 failedPeels=1
35,std_24x30_shell,OuterShell,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_035_std_24x30_shell.asset,24,30,0,60,0,72,0,648,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=21680677 fill=636/648(0.981) chains=66 blocks=72 remaining=12 rejectedShort=0 failedPeels=1
36,std_26x24_lock,LockBuckle,hole_candidate_036_std_26x24_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_036_std_26x24_lock.asset,26,24,58,59,538,72,0,552,0.975,0.862,0.946,15,15,19,58,9.28,22,0.237,159,True,15,181.7,ok,360,DirectHole style=HoleMaze score=48661 openingRatio=0.259 | ConstrainedPeel style=HoleMaze seed=11638523 fill=538/552(0.975) chains=58 blocks=72 remaining=14 rejectedShort=0 failedPeels=1
37,std_26x24_section,SectionUnlock,hole_candidate_037_std_26x24_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_037_std_26x24_section.asset,26,24,56,59,538,72,0,552,0.975,0.862,0.973,9,9,19,56,9.61,22,0.242,123,True,9,183.8,ok,393,DirectHole style=HoleMaze score=48308 openingRatio=0.161 | ConstrainedPeel style=HoleMaze seed=15105669 fill=538/552(0.975) chains=56 blocks=72 remaining=14 rejectedShort=0 failedPeels=1
38,std_26x24_dual,DualZone,hole_candidate_038_std_26x24_dual,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_038_std_26x24_dual.asset,26,24,50,56,536,72,0,552,0.971,0.859,0.962,6,6,12,50,10.72,21,0.236,154,True,6,182.3,ok,297,DirectHole style=HoleMaze score=50532 openingRatio=0.120 | ConstrainedPeel style=HoleMaze seed=5062784 fill=536/552(0.971) chains=50 blocks=72 remaining=16 rejectedShort=0 failedPeels=1
39,std_26x26_lock,LockBuckle,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_039_std_26x26_lock.asset,26,26,0,64,0,72,0,604,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=21726525 fill=596/604(0.987) chains=63 blocks=72 remaining=8 rejectedShort=0 failedPeels=1
40,std_26x26_section,SectionUnlock,hole_candidate_040_std_26x26_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_040_std_26x26_section.asset,26,26,62,64,594,72,0,604,0.983,0.879,0.984,11,11,18,62,9.58,22,0.266,179,True,11,185.7,ok,455,DirectHole style=HoleMaze score=55079 openingRatio=0.177 | ConstrainedPeel style=HoleMaze seed=21632885 fill=594/604(0.983) chains=62 blocks=72 remaining=10 rejectedShort=0 failedPeels=1
41,std_26x26_maze,MazeLongChain,hole_candidate_041_std_26x26_maze,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_041_std_26x26_maze.asset,26,26,63,52,588,72,0,604,0.974,0.870,0.964,9,9,19,63,9.33,22,0.216,140,True,9,185.4,ok,280,DirectHole style=HoleMaze score=51144 openingRatio=0.143 | ConstrainedPeel style=HoleMaze seed=3316409 fill=588/604(0.974) chains=63 blocks=72 remaining=16 rejectedShort=0 failedPeels=1
42,std_26x28_lock,LockBuckle,hole_candidate_042_std_26x28_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_042_std_26x28_lock.asset,26,28,75,70,644,72,0,656,0.982,0.885,0.975,10,10,21,75,8.59,18,0.316,240,True,10,187.5,ok,180,DirectHole style=HoleLock score=57735 openingRatio=0.133 | ConstrainedPeel style=HoleLock seed=10692882 fill=644/656(0.982) chains=75 blocks=72 remaining=12 rejectedShort=0 failedPeels=1
43,std_26x28_section,SectionUnlock,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_043_std_26x28_section.asset,26,28,0,70,0,72,0,656,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=21771632 fill=644/656(0.982) chains=62 blocks=72 remaining=12 rejectedShort=0 failedPeels=1
44,std_26x28_dense,DenseWeave,hole_candidate_044_std_26x28_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_044_std_26x28_dense.asset,26,28,66,73,644,72,0,656,0.982,0.885,0.970,9,9,14,66,9.76,20,0.365,233,True,9,185.6,long-straight-run,62,DirectHole style=HoleBalanced score=60555 openingRatio=0.136 | ConstrainedPeel style=HoleBalanced seed=7399725 fill=644/656(0.982) chains=66 blocks=72 remaining=12 rejectedShort=0 failedPeels=1
45,std_28x24_lock,LockBuckle,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_045_std_28x24_lock.asset,28,24,0,64,0,72,0,600,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=21794561 fill=588/600(0.980) chains=58 blocks=72 remaining=12 rejectedShort=0 failedPeels=1
46,std_28x24_section,SectionUnlock,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_046_std_28x24_section.asset,28,24,0,64,0,72,0,600,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=21805650 fill=586/600(0.977) chains=62 blocks=72 remaining=14 rejectedShort=0 failedPeels=1
47,std_28x24_shell,OuterShell,hole_candidate_047_std_28x24_shell,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_047_std_28x24_shell.asset,28,24,59,56,590,72,0,600,0.983,0.878,0.979,8,8,15,59,10.00,22,0.254,165,True,8,185.3,ok,366,DirectHole style=HoleMaze score=55404 openingRatio=0.136 | ConstrainedPeel style=HoleMaze seed=12391139 fill=590/600(0.983) chains=59 blocks=72 remaining=10 rejectedShort=0 failedPeels=1
48,std_28x26_lock,LockBuckle,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_048_std_28x26_lock.asset,28,26,0,70,0,72,0,656,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=21828579 fill=643/656(0.980) chains=69 blocks=72 remaining=13 rejectedShort=0 failedPeels=1
49,std_28x26_section,SectionUnlock,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_049_std_28x26_section.asset,28,26,0,70,0,72,0,656,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=21839668 fill=636/656(0.970) chains=73 blocks=72 remaining=20 rejectedShort=0 failedPeels=1
50,std_28x26_dual,DualZone,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_050_std_28x26_dual.asset,28,26,0,67,0,72,0,656,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=21850767 fill=639/656(0.974) chains=64 blocks=72 remaining=17 rejectedShort=0 failedPeels=1
51,std_28x28_lock,LockBuckle,hole_candidate_051_std_28x28_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_051_std_28x28_lock.asset,28,28,76,76,697,72,0,712,0.979,0.889,0.986,5,5,26,76,9.17,22,0.273,258,True,5,187.0,ok,445,DirectHole style=HoleMaze score=61336 openingRatio=0.066 | ConstrainedPeel style=HoleMaze seed=20710578 fill=697/712(0.979) chains=76 blocks=72 remaining=15 rejectedShort=0 failedPeels=1
52,std_28x28_section,SectionUnlock,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_052_std_28x28_section.asset,28,28,0,76,0,72,0,712,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=21873686 fill=698/712(0.980) chains=75 blocks=72 remaining=14 rejectedShort=0 failedPeels=1
53,std_28x28_maze,MazeLongChain,hole_candidate_053_std_28x28_maze,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_053_std_28x28_maze.asset,28,28,65,61,694,72,0,712,0.975,0.885,0.962,13,13,10,65,10.68,22,0.222,171,True,13,184.1,ok,333,DirectHole style=HoleMaze score=68177 openingRatio=0.200 | ConstrainedPeel style=HoleMaze seed=9003118 fill=694/712(0.975) chains=65 blocks=72 remaining=18 rejectedShort=0 failedPeels=1
54,std_30x30_lock,LockBuckle,hole_candidate_054_std_30x30_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_054_std_30x30_lock.asset,30,30,84,88,810,72,0,828,0.978,0.900,0.969,15,15,25,84,9.64,22,0.193,249,True,15,187.1,ok,348,DirectHole style=HoleMaze score=73274 openingRatio=0.179 | ConstrainedPeel style=HoleMaze seed=10585883 fill=810/828(0.978) chains=84 blocks=72 remaining=18 rejectedShort=0 failedPeels=1
55,std_30x30_section,SectionUnlock,hole_candidate_055_std_30x30_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_055_std_30x30_section.asset,30,30,75,88,808,72,0,828,0.976,0.898,0.978,15,15,18,75,10.77,22,0.231,184,True,15,186.6,ok,394,DirectHole style=HoleMaze score=73638 openingRatio=0.200 | ConstrainedPeel style=HoleMaze seed=15414506 fill=808/828(0.976) chains=75 blocks=72 remaining=20 rejectedShort=0 failedPeels=1
56,std_30x30_dense,DenseWeave,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_056_std_30x30_dense.asset,30,30,0,92,0,72,0,828,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=21918803 fill=806/828(0.973) chains=83 blocks=72 remaining=22 rejectedShort=0 failedPeels=1
57,tall_18x26_lock,LockBuckle,hole_candidate_057_tall_18x26_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_057_tall_18x26_lock.asset,18,26,43,42,386,72,0,396,0.975,0.825,0.981,12,12,7,43,8.98,18,0.287,77,True,12,182.2,ok,282,DirectHole style=HoleMaze score=37906 openingRatio=0.279 | ConstrainedPeel style=HoleMaze seed=3739625 fill=386/396(0.975) chains=43 blocks=72 remaining=10 rejectedShort=0 failedPeels=1
