"selected","levelId","path","source","coverage","chains","maxChain","order","section10","replacementRole","productionDifficultyBand","plannedWidth","plannedHeight","plannedTargetChains","styleHint","profile","sourceReport","sourceIndex","openers","avgChoices","maxChoices","rhythmScore","rhythmClass","choicePressure","pseudoDepthRisk"
"1","campaign500_normal_full_v1_s14_s26_33_nutation_peel_rail_v1_rect_s16_o152_v02_peelmid_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_33_nutation_peel_rail_v1_rect_s16_o152_v02_peelmid_rail_chain.asset","Campaign500Missing48RawCandidatesV1","0.987","69","19","152","16","Hard","Hard","23","31","106","lock","PSG_Normal_lock_Hard_Normal","campaign500_normal_full_v1_report.csv","33","8","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_33_nutation_peel_rail_v1_rect_s16_o152_v02_peelmid_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_33_nutation_peel_rail_v1_rect_s16_o152_v02_peelmid_rail_chain.asset","Campaign500Missing48RawCandidatesV1","0.987","69","19","152","16","Hard","Hard","23","31","106","lock","PSG_Normal_lock_Hard_Normal","campaign500_normal_full_v1_s14_s26_report.csv","33","8","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_43_nutation_peel_v2_rect_s17_o166_v00_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_43_nutation_peel_v2_rect_s17_o166_v00_peelmid_curve_chain.asset","Campaign500Missing48RawCandidatesV1","0.972","74","21","166","17","Hard","Hard","23","31","119","section","PSG_Normal_section_Hard_Normal","campaign500_normal_full_v1_report.csv","43","7","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_43_nutation_peel_v2_rect_s17_o166_v00_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_43_nutation_peel_v2_rect_s17_o166_v00_peelmid_curve_chain.asset","Campaign500Missing48RawCandidatesV1","0.972","74","21","166","17","Hard","Hard","23","31","119","section","PSG_Normal_section_Hard_Normal","campaign500_normal_full_v1_s14_s26_report.csv","43","7","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_44_nutation_peel_v2_rect_s17_o166_v01_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_44_nutation_peel_v2_rect_s17_o166_v01_peelmid_curve_chain.asset","Campaign500Missing48RawCandidatesV1","0.976","80","21","166","17","Hard","Hard","23","31","119","section","PSG_Normal_section_Hard_Normal","campaign500_normal_full_v1_report.csv","44","7","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_44_nutation_peel_v2_rect_s17_o166_v01_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_44_nutation_peel_v2_rect_s17_o166_v01_peelmid_curve_chain.asset","Campaign500Missing48RawCandidatesV1","0.976","80","21","166","17","Hard","Hard","23","31","119","section","PSG_Normal_section_Hard_Normal","campaign500_normal_full_v1_s14_s26_report.csv","44","7","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_45_nutation_peel_v2_rect_s17_o166_v02_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_45_nutation_peel_v2_rect_s17_o166_v02_peelmid_curve_chain.asset","Campaign500Missing48RawCandidatesV1","0.979","77","21","166","17","Hard","Hard","23","31","119","section","PSG_Normal_section_Hard_Normal","campaign500_normal_full_v1_report.csv","45","6","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_45_nutation_peel_v2_rect_s17_o166_v02_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_45_nutation_peel_v2_rect_s17_o166_v02_peelmid_curve_chain.asset","Campaign500Missing48RawCandidatesV1","0.979","77","21","166","17","Hard","Hard","23","31","119","section","PSG_Normal_section_Hard_Normal","campaign500_normal_full_v1_s14_s26_report.csv","45","6","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_55_nutation_peel_rail_v1_rect_s18_o172_v00_peelmid_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_55_nutation_peel_rail_v1_rect_s18_o172_v00_peelmid_rail_chain.asset","Campaign500Missing48RawCandidatesV1","0.990","69","20","172","18","Hard","Hard","23","31","106","section","PSG_Normal_section_Hard_Pressure","campaign500_normal_full_v1_report.csv","55","8","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_55_nutation_peel_rail_v1_rect_s18_o172_v00_peelmid_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_55_nutation_peel_rail_v1_rect_s18_o172_v00_peelmid_rail_chain.asset","Campaign500Missing48RawCandidatesV1","0.990","69","20","172","18","Hard","Hard","23","31","106","section","PSG_Normal_section_Hard_Pressure","campaign500_normal_full_v1_s14_s26_report.csv","55","8","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_56_nutation_peel_rail_v1_rect_s18_o172_v01_peelmid_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_56_nutation_peel_rail_v1_rect_s18_o172_v01_peelmid_rail_chain.asset","Campaign500Missing48RawCandidatesV1","0.992","67","20","172","18","Hard","Hard","23","31","106","section","PSG_Normal_section_Hard_Pressure","campaign500_normal_full_v1_s14_s26_report.csv","56","10","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_56_nutation_peel_rail_v1_rect_s18_o172_v01_peelmid_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_56_nutation_peel_rail_v1_rect_s18_o172_v01_peelmid_rail_chain.asset","Campaign500Missing48RawCandidatesV1","0.992","67","20","172","18","Hard","Hard","23","31","106","section","PSG_Normal_section_Hard_Pressure","campaign500_normal_full_v1_report.csv","56","10","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_57_nutation_peel_rail_v1_rect_s18_o172_v02_peelmid_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_57_nutation_peel_rail_v1_rect_s18_o172_v02_peelmid_rail_chain.asset","Campaign500Missing48RawCandidatesV1","0.996","73","20","172","18","Hard","Hard","23","31","106","section","PSG_Normal_section_Hard_Pressure","campaign500_normal_full_v1_s14_s26_report.csv","57","8","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_57_nutation_peel_rail_v1_rect_s18_o172_v02_peelmid_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_57_nutation_peel_rail_v1_rect_s18_o172_v02_peelmid_rail_chain.asset","Campaign500Missing48RawCandidatesV1","0.996","73","20","172","18","Hard","Hard","23","31","106","section","PSG_Normal_section_Hard_Pressure","campaign500_normal_full_v1_report.csv","57","8","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_61_nutation_flow_curve_v1_rect_s19_o182_v00_flowcurve_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_61_nutation_flow_curve_v1_rect_s19_o182_v00_flowcurve_curve_chain.asset","Campaign500Missing48RawCandidatesV1","0.989","53","19","182","19","NormalA_FlowOrNeutral","NormalFlow","20","27","88","lock","PSG_Normal_lock_NormalOrRecovery_Normal","campaign500_normal_full_v1_s14_s26_report.csv","61","12","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_61_nutation_flow_curve_v1_rect_s19_o182_v00_flowcurve_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_61_nutation_flow_curve_v1_rect_s19_o182_v00_flowcurve_curve_chain.asset","Campaign500Missing48RawCandidatesV1","0.989","53","19","182","19","NormalA_FlowOrNeutral","NormalFlow","20","27","88","lock","PSG_Normal_lock_NormalOrRecovery_Normal","campaign500_normal_full_v1_report.csv","61","12","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_62_nutation_flow_curve_v1_rect_s19_o182_v01_flowcurve_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_62_nutation_flow_curve_v1_rect_s19_o182_v01_flowcurve_curve_chain.asset","Campaign500Missing48RawCandidatesV1","0.981","57","18","182","19","NormalA_FlowOrNeutral","NormalFlow","20","27","88","lock","PSG_Normal_lock_NormalOrRecovery_Normal","campaign500_normal_full_v1_report.csv","62","8","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_62_nutation_flow_curve_v1_rect_s19_o182_v01_flowcurve_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_62_nutation_flow_curve_v1_rect_s19_o182_v01_flowcurve_curve_chain.asset","Campaign500Missing48RawCandidatesV1","0.981","57","18","182","19","NormalA_FlowOrNeutral","NormalFlow","20","27","88","lock","PSG_Normal_lock_NormalOrRecovery_Normal","campaign500_normal_full_v1_s14_s26_report.csv","62","8","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_63_nutation_flow_curve_v1_rect_s19_o182_v02_flowcurve_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_63_nutation_flow_curve_v1_rect_s19_o182_v02_flowcurve_curve_chain.asset","Campaign500Missing48RawCandidatesV1","0.978","59","19","182","19","NormalA_FlowOrNeutral","NormalFlow","20","27","88","lock","PSG_Normal_lock_NormalOrRecovery_Normal","campaign500_normal_full_v1_s14_s26_report.csv","63","8","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_63_nutation_flow_curve_v1_rect_s19_o182_v02_flowcurve_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_63_nutation_flow_curve_v1_rect_s19_o182_v02_flowcurve_curve_chain.asset","Campaign500Missing48RawCandidatesV1","0.978","59","19","182","19","NormalA_FlowOrNeutral","NormalFlow","20","27","88","lock","PSG_Normal_lock_NormalOrRecovery_Normal","campaign500_normal_full_v1_report.csv","63","8","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_82_nutation_peel_rail_v1_rect_s20_o196_v00_peelhard_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_82_nutation_peel_rail_v1_rect_s20_o196_v00_peelhard_rail_chain.asset","Campaign500Missing48RawCandidatesV1","0.996","81","20","196","20","Peak","Peak","24","32","135","lock","PSG_Normal_lock_Extreme_Peak","campaign500_normal_full_v1_s14_s26_report.csv","82","9","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_82_nutation_peel_rail_v1_rect_s20_o196_v00_peelhard_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_82_nutation_peel_rail_v1_rect_s20_o196_v00_peelhard_rail_chain.asset","Campaign500Missing48RawCandidatesV1","0.996","81","20","196","20","Peak","Peak","24","32","135","lock","PSG_Normal_lock_Extreme_Peak","campaign500_normal_full_v1_report.csv","82","9","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_83_nutation_peel_rail_v1_rect_s20_o196_v01_peelhard_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_83_nutation_peel_rail_v1_rect_s20_o196_v01_peelhard_rail_chain.asset","Campaign500Missing48RawCandidatesV1","0.990","78","20","196","20","Peak","Peak","24","32","135","lock","PSG_Normal_lock_Extreme_Peak","campaign500_normal_full_v1_s14_s26_report.csv","83","7","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_83_nutation_peel_rail_v1_rect_s20_o196_v01_peelhard_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_83_nutation_peel_rail_v1_rect_s20_o196_v01_peelhard_rail_chain.asset","Campaign500Missing48RawCandidatesV1","0.990","78","20","196","20","Peak","Peak","24","32","135","lock","PSG_Normal_lock_Extreme_Peak","campaign500_normal_full_v1_report.csv","83","7","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_84_nutation_peel_rail_v1_rect_s20_o196_v02_peelhard_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_84_nutation_peel_rail_v1_rect_s20_o196_v02_peelhard_rail_chain.asset","Campaign500Missing48RawCandidatesV1","0.986","75","20","196","20","Peak","Peak","24","32","135","lock","PSG_Normal_lock_Extreme_Peak","campaign500_normal_full_v1_s14_s26_report.csv","84","12","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_84_nutation_peel_rail_v1_rect_s20_o196_v02_peelhard_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_84_nutation_peel_rail_v1_rect_s20_o196_v02_peelhard_rail_chain.asset","Campaign500Missing48RawCandidatesV1","0.986","75","20","196","20","Peak","Peak","24","32","135","lock","PSG_Normal_lock_Extreme_Peak","campaign500_normal_full_v1_report.csv","84","12","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_88_nutation_mixed_neutral_v1_rect_s21_o206_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_88_nutation_mixed_neutral_v1_rect_s21_o206_v00_neutralmixed_mixed_chain.asset","Campaign500Missing48RawCandidatesV1","0.980","69","21","206","21","NormalB_NeutralOrPeelLight","NormalNeutral","22","30","103","lock","PSG_Normal_lock_NormalOrRecovery_Normal","campaign500_normal_full_v1_s14_s26_report.csv","88","3","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_88_nutation_mixed_neutral_v1_rect_s21_o206_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_88_nutation_mixed_neutral_v1_rect_s21_o206_v00_neutralmixed_mixed_chain.asset","Campaign500Missing48RawCandidatesV1","0.980","69","21","206","21","NormalB_NeutralOrPeelLight","NormalNeutral","22","30","103","lock","PSG_Normal_lock_NormalOrRecovery_Normal","campaign500_normal_full_v1_report.csv","88","3","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_89_nutation_mixed_neutral_v1_rect_s21_o206_v01_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_89_nutation_mixed_neutral_v1_rect_s21_o206_v01_neutralmixed_mixed_chain.asset","Campaign500Missing48RawCandidatesV1","0.994","75","21","206","21","NormalB_NeutralOrPeelLight","NormalNeutral","22","30","103","lock","PSG_Normal_lock_NormalOrRecovery_Normal","campaign500_normal_full_v1_s14_s26_report.csv","89","5","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_89_nutation_mixed_neutral_v1_rect_s21_o206_v01_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_89_nutation_mixed_neutral_v1_rect_s21_o206_v01_neutralmixed_mixed_chain.asset","Campaign500Missing48RawCandidatesV1","0.994","75","21","206","21","NormalB_NeutralOrPeelLight","NormalNeutral","22","30","103","lock","PSG_Normal_lock_NormalOrRecovery_Normal","campaign500_normal_full_v1_report.csv","89","5","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_90_nutation_mixed_neutral_v1_rect_s21_o206_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_90_nutation_mixed_neutral_v1_rect_s21_o206_v02_neutralmixed_mixed_chain.asset","Campaign500Missing48RawCandidatesV1","0.980","69","21","206","21","NormalB_NeutralOrPeelLight","NormalNeutral","22","30","103","lock","PSG_Normal_lock_NormalOrRecovery_Normal","campaign500_normal_full_v1_s14_s26_report.csv","90","2","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_90_nutation_mixed_neutral_v1_rect_s21_o206_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_90_nutation_mixed_neutral_v1_rect_s21_o206_v02_neutralmixed_mixed_chain.asset","Campaign500Missing48RawCandidatesV1","0.980","69","21","206","21","NormalB_NeutralOrPeelLight","NormalNeutral","22","30","103","lock","PSG_Normal_lock_NormalOrRecovery_Normal","campaign500_normal_full_v1_report.csv","90","2","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_103_nutation_peel_v2_rect_s22_o219_v00_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_103_nutation_peel_v2_rect_s22_o219_v00_peelmid_curve_chain.asset","Campaign500Missing48RawCandidatesV1","0.978","76","21","219","22","Hard","Hard","23","31","105","section","PSG_Normal_section_Hard_Normal","campaign500_normal_full_v1_report.csv","103","6","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_103_nutation_peel_v2_rect_s22_o219_v00_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_103_nutation_peel_v2_rect_s22_o219_v00_peelmid_curve_chain.asset","Campaign500Missing48RawCandidatesV1","0.978","76","21","219","22","Hard","Hard","23","31","105","section","PSG_Normal_section_Hard_Normal","campaign500_normal_full_v1_s14_s26_report.csv","103","6","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_104_nutation_peel_v2_rect_s22_o219_v01_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_104_nutation_peel_v2_rect_s22_o219_v01_peelmid_curve_chain.asset","Campaign500Missing48RawCandidatesV1","0.973","85","21","219","22","Hard","Hard","23","31","105","section","PSG_Normal_section_Hard_Normal","campaign500_normal_full_v1_report.csv","104","10","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_104_nutation_peel_v2_rect_s22_o219_v01_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_104_nutation_peel_v2_rect_s22_o219_v01_peelmid_curve_chain.asset","Campaign500Missing48RawCandidatesV1","0.973","85","21","219","22","Hard","Hard","23","31","105","section","PSG_Normal_section_Hard_Normal","campaign500_normal_full_v1_s14_s26_report.csv","104","10","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_105_nutation_peel_v2_rect_s22_o219_v02_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_105_nutation_peel_v2_rect_s22_o219_v02_peelmid_curve_chain.asset","Campaign500Missing48RawCandidatesV1","0.973","84","19","219","22","Hard","Hard","23","31","105","section","PSG_Normal_section_Hard_Normal","campaign500_normal_full_v1_s14_s26_report.csv","105","7","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_105_nutation_peel_v2_rect_s22_o219_v02_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_105_nutation_peel_v2_rect_s22_o219_v02_peelmid_curve_chain.asset","Campaign500Missing48RawCandidatesV1","0.973","84","19","219","22","Hard","Hard","23","31","105","section","PSG_Normal_section_Hard_Normal","campaign500_normal_full_v1_report.csv","105","7","0","0","0","RawCandidate","Unknown","Unknown"
"1","campaign500_normal_full_v1_s14_s26_115_nutation_peel_rail_v1_rect_s23_o221_v00_peelmid_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_115_nutation_peel_rail_v1_rect_s23_o221_v00_peelmid_rail_chain.asset","Campaign500Missing48RawCandidatesV1","0.992","70","20","221","23","Hard","Hard","23","31","126","dense","PSG_Normal_dense_Hard_Recovery","campaign500_normal_full_v1_s14_s26_report.csv","115","10","0","0","0","RawCandidate","Unknown","Unknown"
