"order","section10","category","difficultyNameZh","experienceRole","replacementMark","isChangedFromOriginalTemplate","finalStatus","assemblyAction","originalLevelId","finalLevelId","productionLane","productionStyle","productionChainLanguage","templateTargetChains","actualChains","sourceCoverage","maxChoices","localPatchSolveRunMax","solveTraceQualityScore","rhythmPlacementReason","assemblySelectionReason"
"339","34","normal","普通/恢复","Normal","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07","direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07","","","","110","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"345","35","normal","普通/恢复","Recovery","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_normal_105_direct_normal_rect_sweep_g4_v11","direct_normal_105_direct_normal_rect_sweep_g4_v11","","","","115","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"346","35","normal","普通/恢复","Normal","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_normal_24_direct_normal_rect_dense_weave_g2_v03","direct_normal_24_direct_normal_rect_dense_weave_g2_v03","","","","112","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"355","36","normal","普通/恢复","Normal","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_normal_124_direct_normal_rect_dense_weave_g0_v13","direct_normal_124_direct_normal_rect_dense_weave_g0_v13","","","","108","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"357","36","normal","普通/恢复","Normal","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_normal_21_direct_normal_rect_outer_shell_g2_v03","direct_normal_21_direct_normal_rect_outer_shell_g2_v03","","","","103","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"362","37","normal","普通/恢复","Normal","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04","direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04","","","","113","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"365","37","normal","特别困难","Pressure","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_advanced_43_direct_advanced_veryhard_rect_core_burst_g1_v06","direct_advanced_43_direct_advanced_veryhard_rect_core_burst_g1_v06","","","","204","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"366","37","normal","普通/恢复","Recovery","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_polish_clean_24_direct_polish_normal_rect_stair_push_g2_v03","direct_polish_clean_24_direct_polish_normal_rect_stair_push_g2_v03","","","","139","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"369","37","normal","特别困难","Pressure","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_advanced_09_direct_advanced_veryhard_rect_lock_buckle_g1_v02","direct_advanced_09_direct_advanced_veryhard_rect_lock_buckle_g1_v02","","","","198","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"371","38","normal","普通/恢复","Normal","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_diff120_69_direct_diff_normal_long_spine_zig_river_g2_v08","direct_diff120_69_direct_diff_normal_long_spine_zig_river_g2_v08","","","","94","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"374","38","normal","普通/恢复","Normal","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_normal_84_direct_normal_rect_dense_weave_g2_v09","direct_normal_84_direct_normal_rect_dense_weave_g2_v09","","","","115","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"376","38","normal","极难","Peak","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04","direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04","","","","186","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"384","39","normal","特别困难","Pressure","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01","direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01","","","","172","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"386","39","normal","普通/恢复","Normal","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_normal_61_direct_normal_rect_outer_shell_g0_v07","direct_normal_61_direct_normal_rect_outer_shell_g0_v07","","","","116","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"394","40","normal","特别困难","Pressure","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_diff120_140_direct_diff_veryhard_dag_unlock_stair_ladder_g4_v05","direct_diff120_140_direct_diff_veryhard_dag_unlock_stair_ladder_g4_v05","","","","173","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"395","40","normal","普通/恢复","Normal","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_diff120_94_direct_diff_hard_room_gate_vertical_gate_g3_v04","direct_diff120_94_direct_diff_hard_room_gate_vertical_gate_g3_v04","","","","123","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"402","41","normal","普通/恢复","Normal","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_diff120_107_direct_diff_hard_near_square_dense_kernel_g1_v07","direct_diff120_107_direct_diff_hard_near_square_dense_kernel_g1_v07","","","","129","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"405","41","normal","困难","Recovery","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09","direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09","","","","170","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"406","41","normal","普通/恢复","Normal","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06","direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06","","","","84","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"407","41","normal","极难","Peak","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02","direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02","","","","196","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"411","42","normal","普通/恢复","Recovery","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_normal_145_direct_normal_rect_sweep_g2_v15","direct_normal_145_direct_normal_rect_sweep_g2_v15","","","","114","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"414","42","normal","普通/恢复","Recovery","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_normal_25_direct_normal_rect_sweep_g2_v03","direct_normal_25_direct_normal_rect_sweep_g2_v03","","","","107","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"422","43","normal","普通/恢复","Normal","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_normal_14_direct_normal_rect_dense_weave_g1_v02","direct_normal_14_direct_normal_rect_dense_weave_g1_v02","","","","113","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"424","43","normal","普通/恢复","Normal","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02","direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02","","","","129","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"439","44","normal","普通/恢复","Recovery","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01","direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01","","","","158","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"445","45","normal","困难","Recovery","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04","direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04","","","","197","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"455","46","normal","普通/恢复","Normal","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03","direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03","","","","149","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"457","46","normal","普通/恢复","Recovery","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09","direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09","","","","117","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"459","46","normal","困难","Normal","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02","direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02","","","","180","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"464","47","normal","普通/恢复","Pressure","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08","direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08","","","","111","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"471","48","normal","普通/恢复","Recovery","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02","direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02","","","","106","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"476","48","normal","普通/恢复","Pressure","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_normal_136_direct_normal_rect_core_burst_g1_v14","direct_normal_136_direct_normal_rect_core_burst_g1_v14","","","","126","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"481","49","normal","普通/恢复","Recovery","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13","direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13","","","","108","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"482","49","normal","普通/恢复","Normal","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_pure_topup_10_22_direct_polish_hard_pure_rect_core_burst_g12_v10","direct_pure_topup_10_22_direct_polish_hard_pure_rect_core_burst_g12_v10","","","","150","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"491","50","normal","普通/恢复","Normal","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_advanced_22_direct_advanced_veryhard_rect_quasi_symmetry_g2_v03","direct_advanced_22_direct_advanced_veryhard_rect_quasi_symmetry_g2_v03","","","","199","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"495","50","normal","普通/恢复","Recovery","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_pure_topup_06_21_direct_normal_pure_rect_sweep_g8_v09","direct_pure_topup_06_21_direct_normal_pure_rect_sweep_g8_v09","","","","97","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"496","50","normal","普通/恢复","Peak","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","direct_normal_topup_36_direct_normal_topup_rect_core_burst_g10_v05","direct_normal_topup_36_direct_normal_topup_rect_core_burst_g10_v05","","","","108","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
