"selected","levelId","path","source","order","mode","styleHint","coverage","chains","portableOpeners","status"
"1","campaign500_psg_next10_19_sgp_pressure_hard_campaign500_layout_soft_l035_dense","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/ProductionNext10/campaign500_psg_next10_19_sgp_pressure_hard_campaign500_layout_soft_l035_dense.asset","Campaign500PSGNormalProductionNext10","35","layout_soft","dense","0.985","96","3","Style=PressureCampaignShort | Score=-7677 | TargetInitial=7 | OpeningRatio=0.031 | EarlyChoices=29.9/40 | LocalRun=5 | Jump=6.6 | NearRate=0.65 | Peel style=PressureCampaignShort seed=15677199 fill=538/546(0.985) chains=96 remaining=8 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_next10_20_sgp_pressure_hard_campaign500_language_a_l036_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/ProductionNext10/campaign500_psg_next10_20_sgp_pressure_hard_campaign500_language_a_l036_lock.asset","Campaign500PSGNormalProductionNext10","36","language_a","lock","0.984","79","2","Style=PressureCampaignLockLang | Score=22480 | TargetInitial=4 | OpeningRatio=0.025 | EarlyChoices=20.8/38 | LocalRun=9 | Jump=6.7 | NearRate=0.61 | Peel style=PressureCampaignLockLang seed=20606335 fill=617/627(0.984) chains=79 remaining=10 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_next10_21_sgp_pressure_hard_campaign500_language_b_l036_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/ProductionNext10/campaign500_psg_next10_21_sgp_pressure_hard_campaign500_language_b_l036_lock.asset","Campaign500PSGNormalProductionNext10","36","language_b","lock","0.995","77","1","Style=PressureCampaignLockLang | Score=26519 | TargetInitial=4 | OpeningRatio=0.013 | EarlyChoices=20.6/48 | LocalRun=5 | Jump=5.8 | NearRate=0.71 | Peel style=PressureCampaignLockLang seed=10353213 fill=624/627(0.995) chains=77 remaining=3 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_next10_22_sgp_pressure_hard_campaign500_pure_relaxed_l036_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/ProductionNext10/campaign500_psg_next10_22_sgp_pressure_hard_campaign500_pure_relaxed_l036_lock.asset","Campaign500PSGNormalProductionNext10","36","pure_relaxed","lock","0.982","80","3","Style=PressureCampaignRelaxed | Score=14709 | TargetInitial=6 | OpeningRatio=0.038 | EarlyChoices=25.0/45 | LocalRun=5 | Jump=7.5 | NearRate=0.52 | Peel style=PressureCampaignRelaxed seed=5127089 fill=616/627(0.982) chains=80 remaining=11 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_next10_23_sgp_pressure_hard_campaign500_layout_soft_l036_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/ProductionNext10/campaign500_psg_next10_23_sgp_pressure_hard_campaign500_layout_soft_l036_lock.asset","Campaign500PSGNormalProductionNext10","36","layout_soft","lock","0.979","96","4","Style=PressureCampaignMedium | Score=17035 | TargetInitial=7 | OpeningRatio=0.042 | EarlyChoices=28.8/50 | LocalRun=5 | Jump=5.2 | NearRate=0.68 | Peel style=PressureCampaignMedium seed=6392677 fill=705/720(0.979) chains=96 remaining=15 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_next10_24_sgp_pressure_hard_campaign500_language_a_l039_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/ProductionNext10/campaign500_psg_next10_24_sgp_pressure_hard_campaign500_language_a_l039_lock.asset","Campaign500PSGNormalProductionNext10","39","language_a","lock","0.987","96","3","Style=PressureCampaignLockLang | Score=37976 | TargetInitial=5 | OpeningRatio=0.031 | EarlyChoices=20.5/45 | LocalRun=5 | Jump=8.7 | NearRate=0.55 | Peel style=PressureCampaignLockLang seed=7970959 fill=760/770(0.987) chains=96 remaining=10 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_next10_25_sgp_pressure_hard_campaign500_language_b_l039_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/ProductionNext10/campaign500_psg_next10_25_sgp_pressure_hard_campaign500_language_b_l039_lock.asset","Campaign500PSGNormalProductionNext10","39","language_b","lock","0.987","94","4","Style=PressureCampaignLockLang | Score=39549 | TargetInitial=5 | OpeningRatio=0.043 | EarlyChoices=26.8/39 | LocalRun=7 | Jump=6.0 | NearRate=0.65 | Peel style=PressureCampaignLockLang seed=29869652 fill=760/770(0.987) chains=94 remaining=10 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_next10_26_sgp_pressure_hard_campaign500_pure_relaxed_l039_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/ProductionNext10/campaign500_psg_next10_26_sgp_pressure_hard_campaign500_pure_relaxed_l039_lock.asset","Campaign500PSGNormalProductionNext10","39","pure_relaxed","lock","0.981","97","4","Style=PressureCampaignRelaxed | Score=28009 | TargetInitial=7 | OpeningRatio=0.041 | EarlyChoices=21.5/40 | LocalRun=7 | Jump=8.3 | NearRate=0.61 | Peel style=PressureCampaignRelaxed seed=12809187 fill=755/770(0.981) chains=97 remaining=15 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_next10_27_sgp_pressure_hard_campaign500_layout_soft_l039_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/ProductionNext10/campaign500_psg_next10_27_sgp_pressure_hard_campaign500_layout_soft_l039_lock.asset","Campaign500PSGNormalProductionNext10","39","layout_soft","lock","0.976","104","5","Style=PressureCampaignMedium | Score=33245 | TargetInitial=7 | OpeningRatio=0.048 | EarlyChoices=31.3/48 | LocalRun=7 | Jump=6.8 | NearRate=0.65 | Peel style=PressureCampaignMedium seed=13236949 fill=812/832(0.976) chains=104 remaining=20 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_next10_28_sgp_pressure_hard_campaign500_language_a_l040_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/ProductionNext10/campaign500_psg_next10_28_sgp_pressure_hard_campaign500_language_a_l040_lock.asset","Campaign500PSGNormalProductionNext10","40","language_a","lock","0.989","90","1","Style=PressureCampaignLockLang | Score=29196 | TargetInitial=4 | OpeningRatio=0.011 | EarlyChoices=21.5/45 | LocalRun=6 | Jump=6.5 | NearRate=0.58 | Peel style=PressureCampaignLockLang seed=20260999 fill=718/726(0.989) chains=90 remaining=8 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_next10_29_sgp_pressure_hard_campaign500_language_b_l040_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/ProductionNext10/campaign500_psg_next10_29_sgp_pressure_hard_campaign500_language_b_l040_lock.asset","Campaign500PSGNormalProductionNext10","40","language_b","lock","0.992","97","4","Style=PressureCampaignLockLang | Score=33920 | TargetInitial=5 | OpeningRatio=0.041 | EarlyChoices=23.3/42 | LocalRun=7 | Jump=6.3 | NearRate=0.55 | Peel style=PressureCampaignLockLang seed=30744235 fill=720/726(0.992) chains=97 remaining=6 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_next10_30_sgp_pressure_hard_campaign500_pure_relaxed_l040_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/ProductionNext10/campaign500_psg_next10_30_sgp_pressure_hard_campaign500_pure_relaxed_l040_lock.asset","Campaign500PSGNormalProductionNext10","40","pure_relaxed","lock","0.982","92","2","Style=PressureCampaignRelaxed | Score=21068 | TargetInitial=6 | OpeningRatio=0.022 | EarlyChoices=27.7/42 | LocalRun=8 | Jump=6.9 | NearRate=0.58 | Peel style=PressureCampaignRelaxed seed=13788511 fill=713/726(0.982) chains=92 remaining=13 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_next10_34_sgp_pressure_hard_campaign500_pure_relaxed_l041_dense","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/ProductionNext10/campaign500_psg_next10_34_sgp_pressure_hard_campaign500_pure_relaxed_l041_dense.asset","Campaign500PSGNormalProductionNext10","41","pure_relaxed","dense","0.982","56","4","Style=PressureCampaignRelaxed | Score=-8483 | TargetInitial=4 | OpeningRatio=0.089 | EarlyChoices=24.2/51 | LocalRun=6 | Jump=6.1 | NearRate=0.61 | Peel style=PressureCampaignRelaxed seed=24926548 fill=385/392(0.982) chains=56 remaining=7 rejectedShort=0 failedPeels=1 | FlipGate=ops=4 initial=5->4 edgeHeads=7->4 earlyChoices=20.7/45 localRun=7 jump=4.3 near=0.68 targetInitial=3"
"1","campaign500_psg_next10_35_sgp_pressure_hard_campaign500_layout_soft_l041_dense","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/ProductionNext10/campaign500_psg_next10_35_sgp_pressure_hard_campaign500_layout_soft_l041_dense.asset","Campaign500PSGNormalProductionNext10","41","layout_soft","dense","0.979","85","8","Style=PressureCampaignShort | Score=-3580 | TargetInitial=6 | OpeningRatio=0.094 | EarlyChoices=25.0/46 | LocalRun=7 | Jump=5.9 | NearRate=0.74 | Peel style=PressureCampaignShort seed=21060831 fill=465/475(0.979) chains=85 remaining=10 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_next10_36_sgp_pressure_hard_campaign500_language_a_l042_dense","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/ProductionNext10/campaign500_psg_next10_36_sgp_pressure_hard_campaign500_language_a_l042_dense.asset","Campaign500PSGNormalProductionNext10","42","language_a","dense","0.981","103","3","Style=PressureCampaignDenseLang | Score=3773 | TargetInitial=6 | OpeningRatio=0.029 | EarlyChoices=24.0/38 | LocalRun=6 | Jump=6.8 | NearRate=0.68 | Peel style=PressureCampaignDenseLang seed=7976371 fill=615/627(0.981) chains=103 remaining=12 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_next10_37_sgp_pressure_hard_campaign500_language_b_l042_dense","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/ProductionNext10/campaign500_psg_next10_37_sgp_pressure_hard_campaign500_language_b_l042_dense.asset","Campaign500PSGNormalProductionNext10","42","language_b","dense","0.982","101","3","Style=PressureCampaignDenseLang | Score=18079 | TargetInitial=6 | OpeningRatio=0.030 | EarlyChoices=17.9/31 | LocalRun=10 | Jump=5.4 | NearRate=0.77 | Peel style=PressureCampaignDenseLang seed=30817637 fill=616/627(0.982) chains=101 remaining=11 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_next10_39_sgp_pressure_hard_campaign500_pure_relaxed_l042_dense","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/ProductionNext10/campaign500_psg_next10_39_sgp_pressure_hard_campaign500_pure_relaxed_l042_dense.asset","Campaign500PSGNormalProductionNext10","42","pure_relaxed","dense","0.973","77","2","Style=PressureCampaignRelaxed | Score=7153 | TargetInitial=5 | OpeningRatio=0.026 | EarlyChoices=28.6/49 | LocalRun=7 | Jump=6.2 | NearRate=0.71 | Peel style=PressureCampaignRelaxed seed=22773178 fill=610/627(0.973) chains=77 remaining=17 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_next10_40_sgp_pressure_hard_campaign500_layout_soft_l042_dense","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/ProductionNext10/campaign500_psg_next10_40_sgp_pressure_hard_campaign500_layout_soft_l042_dense.asset","Campaign500PSGNormalProductionNext10","42","layout_soft","dense","0.989","104","5","Style=PressureCampaignCompact | Score=31218 | TargetInitial=7 | OpeningRatio=0.058 | EarlyChoices=26.1/44 | LocalRun=7 | Jump=7.8 | NearRate=0.61 | Peel style=PressureCampaignCompact seed=23573815 fill=712/720(0.989) chains=104 remaining=8 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=6->5 edgeHeads=10->9 earlyChoices=25.8/44 localRun=7 jump=6.7 near=0.65 targetInitial=4"
"1","campaign500_psg_next10_41_sgp_pressure_hard_campaign500_language_a_l044_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/ProductionNext10/campaign500_psg_next10_41_sgp_pressure_hard_campaign500_language_a_l044_section.asset","Campaign500PSGNormalProductionNext10","44","language_a","section","0.978","85","4","Style=PressureCampaignSectionLang | Score=22863 | TargetInitial=5 | OpeningRatio=0.047 | EarlyChoices=21.5/49 | LocalRun=6 | Jump=8.5 | NearRate=0.68 | Peel style=PressureCampaignSectionLang seed=12525884 fill=626/640(0.978) chains=85 remaining=14 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_next10_42_sgp_pressure_hard_campaign500_language_b_l044_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/ProductionNext10/campaign500_psg_next10_42_sgp_pressure_hard_campaign500_language_b_l044_section.asset","Campaign500PSGNormalProductionNext10","44","language_b","section","0.988","81","3","Style=PressureCampaignSectionLang | Score=17898 | TargetInitial=5 | OpeningRatio=0.037 | EarlyChoices=26.3/43 | LocalRun=8 | Jump=6.3 | NearRate=0.71 | Peel style=PressureCampaignSectionLang seed=21961846 fill=632/640(0.988) chains=81 remaining=8 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_next10_43_sgp_pressure_hard_campaign500_pure_relaxed_l044_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/ProductionNext10/campaign500_psg_next10_43_sgp_pressure_hard_campaign500_pure_relaxed_l044_section.asset","Campaign500PSGNormalProductionNext10","44","pure_relaxed","section","0.986","84","5","Style=PressureCampaignRelaxed | Score=12100 | TargetInitial=6 | OpeningRatio=0.060 | EarlyChoices=27.3/44 | LocalRun=6 | Jump=7.7 | NearRate=0.52 | Peel style=PressureCampaignRelaxed seed=27103889 fill=631/640(0.986) chains=84 remaining=9 rejectedShort=0 failedPeels=1 | FlipGate=ops=3 initial=5->5 edgeHeads=10->8 earlyChoices=25.5/40 localRun=6 jump=7.5 near=0.55 targetInitial=3"
"1","campaign500_psg_next10_44_sgp_pressure_hard_campaign500_layout_soft_l044_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/ProductionNext10/campaign500_psg_next10_44_sgp_pressure_hard_campaign500_layout_soft_l044_section.asset","Campaign500PSGNormalProductionNext10","44","layout_soft","section","0.979","90","5","Style=PressureCampaignMedium | Score=24139 | TargetInitial=6 | OpeningRatio=0.056 | EarlyChoices=21.4/39 | LocalRun=9 | Jump=7.7 | NearRate=0.68 | Peel style=PressureCampaignMedium seed=5014926 fill=653/667(0.979) chains=90 remaining=14 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=5->5 edgeHeads=9->9 earlyChoices=20.8/39 localRun=9 jump=7.8 near=0.68 targetInitial=4"
