"selected","levelId","path","source","order","mode","styleHint","coverage","chains","portableOpeners","status"
"1","campaign500_psg_prod20_21_sgp_pressure_hard_campaign500_language_b_l015_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_21_sgp_pressure_hard_campaign500_language_b_l015_section.asset","Campaign500PSGNormalProduction20","15","language_b","section","0.981","58","2","Style=PressureCampaignSectionLang | Score=801 | TargetInitial=3 | OpeningRatio=0.034 | EarlyChoices=12.7/23 | LocalRun=7 | Jump=5.0 | NearRate=0.77 | Peel style=PressureCampaignSectionLang seed=17149711 fill=357/364(0.981) chains=58 remaining=7 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod20_22_sgp_pressure_hard_campaign500_pure_relaxed_l015_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_22_sgp_pressure_hard_campaign500_pure_relaxed_l015_section.asset","Campaign500PSGNormalProduction20","15","pure_relaxed","section","0.978","48","2","Style=PressureCampaignRelaxed | Score=-1760 | TargetInitial=4 | OpeningRatio=0.042 | EarlyChoices=18.3/36 | LocalRun=8 | Jump=4.1 | NearRate=0.71 | Peel style=PressureCampaignRelaxed seed=21872490 fill=356/364(0.978) chains=48 remaining=8 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod20_23_sgp_pressure_hard_campaign500_layout_soft_l015_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_23_sgp_pressure_hard_campaign500_layout_soft_l015_section.asset","Campaign500PSGNormalProduction20","15","layout_soft","section","0.971","65","5","Style=PressureCampaignMedium | Score=-14172 | TargetInitial=5 | OpeningRatio=0.077 | EarlyChoices=24.6/45 | LocalRun=7 | Jump=6.8 | NearRate=0.65 | Peel style=PressureCampaignMedium seed=24185326 fill=402/414(0.971) chains=65 remaining=12 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod20_24_sgp_pressure_hard_campaign500_language_a_l016_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_24_sgp_pressure_hard_campaign500_language_a_l016_lock.asset","Campaign500PSGNormalProduction20","16","language_a","lock","0.984","60","2","Style=PressureCampaignLockLang | Score=7907 | TargetInitial=3 | OpeningRatio=0.033 | EarlyChoices=16.1/30 | LocalRun=6 | Jump=6.0 | NearRate=0.55 | Peel style=PressureCampaignLockLang seed=15395729 fill=428/435(0.984) chains=60 remaining=7 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod20_25_sgp_pressure_hard_campaign500_language_b_l016_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_25_sgp_pressure_hard_campaign500_language_b_l016_lock.asset","Campaign500PSGNormalProduction20","16","language_b","lock","0.995","51","2","Style=PressureCampaignLockLang | Score=11344 | TargetInitial=3 | OpeningRatio=0.039 | EarlyChoices=19.6/37 | LocalRun=7 | Jump=5.3 | NearRate=0.71 | Peel style=PressureCampaignLockLang seed=36980143 fill=433/435(0.995) chains=51 remaining=2 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod20_26_sgp_pressure_hard_campaign500_pure_relaxed_l016_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_26_sgp_pressure_hard_campaign500_pure_relaxed_l016_lock.asset","Campaign500PSGNormalProduction20","16","pure_relaxed","lock","0.984","53","2","Style=PressureCampaignRelaxed | Score=10721 | TargetInitial=4 | OpeningRatio=0.038 | EarlyChoices=17.3/31 | LocalRun=7 | Jump=5.4 | NearRate=0.65 | Peel style=PressureCampaignRelaxed seed=24736936 fill=428/435(0.984) chains=53 remaining=7 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod20_27_sgp_pressure_hard_campaign500_layout_soft_l016_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_27_sgp_pressure_hard_campaign500_layout_soft_l016_lock.asset","Campaign500PSGNormalProduction20","16","layout_soft","lock","0.988","68","3","Style=PressureCampaignMedium | Score=-4078 | TargetInitial=5 | OpeningRatio=0.044 | EarlyChoices=25.5/47 | LocalRun=6 | Jump=6.2 | NearRate=0.71 | Peel style=PressureCampaignMedium seed=2019543 fill=514/520(0.988) chains=68 remaining=6 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod20_29_sgp_pressure_hard_campaign500_pure_relaxed_l018_normal","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_29_sgp_pressure_hard_campaign500_pure_relaxed_l018_normal.asset","Campaign500PSGNormalProduction20","18","pure_relaxed","normal","0.980","49","3","Style=PressureCampaignRelaxed | Score=-7031 | TargetInitial=4 | OpeningRatio=0.061 | EarlyChoices=28.3/61 | LocalRun=8 | Jump=6.2 | NearRate=0.55 | Peel style=PressureCampaignRelaxed seed=10629383 fill=441/450(0.980) chains=49 remaining=9 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod20_31_sgp_pressure_hard_campaign500_language_b_l019_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_31_sgp_pressure_hard_campaign500_language_b_l019_lock.asset","Campaign500PSGNormalProduction20","19","language_b","lock","0.987","87","3","Style=PressureCampaignLockLang | Score=29096 | TargetInitial=4 | OpeningRatio=0.034 | EarlyChoices=21.8/44 | LocalRun=5 | Jump=8.5 | NearRate=0.55 | Peel style=PressureCampaignLockLang seed=37663714 fill=694/703(0.987) chains=87 remaining=9 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod20_32_sgp_pressure_hard_campaign500_pure_relaxed_l019_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_32_sgp_pressure_hard_campaign500_pure_relaxed_l019_lock.asset","Campaign500PSGNormalProduction20","19","pure_relaxed","lock","0.980","84","2","Style=PressureCampaignRelaxed | Score=23726 | TargetInitial=6 | OpeningRatio=0.024 | EarlyChoices=27.1/48 | LocalRun=6 | Jump=5.4 | NearRate=0.68 | Peel style=PressureCampaignRelaxed seed=27305665 fill=689/703(0.980) chains=84 remaining=14 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod20_33_sgp_pressure_hard_campaign500_layout_soft_l019_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_33_sgp_pressure_hard_campaign500_layout_soft_l019_lock.asset","Campaign500PSGNormalProduction20","19","layout_soft","lock","0.981","113","3","Style=PressureCampaignMedium | Score=17363 | TargetInitial=8 | OpeningRatio=0.027 | EarlyChoices=32.1/52 | LocalRun=9 | Jump=6.0 | NearRate=0.77 | Peel style=PressureCampaignMedium seed=8777438 fill=809/825(0.981) chains=113 remaining=16 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod20_35_sgp_pressure_hard_campaign500_pure_relaxed_l020_shell","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_35_sgp_pressure_hard_campaign500_pure_relaxed_l020_shell.asset","Campaign500PSGNormalProduction20","20","pure_relaxed","shell","0.976","47","3","Style=PressureCampaignRelaxed | Score=-20246 | TargetInitial=4 | OpeningRatio=0.085 | EarlyChoices=20.0/44 | LocalRun=6 | Jump=6.6 | NearRate=0.52 | Peel style=PressureCampaignRelaxed seed=10056207 fill=322/330(0.976) chains=47 remaining=8 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=4->3 edgeHeads=8->7 earlyChoices=19.0/38 localRun=6 jump=6.5 near=0.52 targetInitial=3"
"1","campaign500_psg_prod20_36_sgp_pressure_hard_campaign500_language_a_l021_sweep","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_36_sgp_pressure_hard_campaign500_language_a_l021_sweep.asset","Campaign500PSGNormalProduction20","21","language_a","sweep","0.995","48","2","Style=PressureCampaignSweepLang | Score=-5750 | TargetInitial=3 | OpeningRatio=0.042 | EarlyChoices=19.6/38 | LocalRun=8 | Jump=6.7 | NearRate=0.58 | Peel style=PressureCampaignSweepLang seed=15401027 fill=406/408(0.995) chains=48 remaining=2 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod20_37_sgp_pressure_hard_campaign500_language_b_l021_sweep","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_37_sgp_pressure_hard_campaign500_language_b_l021_sweep.asset","Campaign500PSGNormalProduction20","21","language_b","sweep","0.980","52","2","Style=PressureCampaignSweepLang | Score=-5625 | TargetInitial=4 | OpeningRatio=0.038 | EarlyChoices=28.8/50 | LocalRun=4 | Jump=5.6 | NearRate=0.55 | Peel style=PressureCampaignSweepLang seed=31015908 fill=400/408(0.980) chains=52 remaining=8 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod20_38_sgp_pressure_hard_campaign500_language_c_l021_sweep","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_38_sgp_pressure_hard_campaign500_language_c_l021_sweep.asset","Campaign500PSGNormalProduction20","21","language_c","sweep","0.993","50","2","Style=PressureCampaignSweepLang | Score=3967 | TargetInitial=4 | OpeningRatio=0.040 | EarlyChoices=21.4/40 | LocalRun=4 | Jump=7.8 | NearRate=0.45 | Peel style=PressureCampaignSweepLang seed=36786305 fill=405/408(0.993) chains=50 remaining=3 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod20_39_sgp_pressure_hard_campaign500_pure_relaxed_l021_sweep","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_39_sgp_pressure_hard_campaign500_pure_relaxed_l021_sweep.asset","Campaign500PSGNormalProduction20","21","pure_relaxed","sweep","0.993","61","3","Style=PressureCampaignRelaxed | Score=-10338 | TargetInitial=4 | OpeningRatio=0.066 | EarlyChoices=23.1/41 | LocalRun=5 | Jump=6.3 | NearRate=0.61 | Peel style=PressureCampaignRelaxed seed=3596532 fill=405/408(0.993) chains=61 remaining=3 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=4->3 edgeHeads=9->8 earlyChoices=21.9/35 localRun=5 jump=5.5 near=0.65 targetInitial=3"
"1","campaign500_psg_prod20_40_sgp_pressure_hard_campaign500_language_a_l022_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_40_sgp_pressure_hard_campaign500_language_a_l022_section.asset","Campaign500PSGNormalProduction20","22","language_a","section","0.982","60","3","Style=PressureCampaignSectionLang | Score=-10740 | TargetInitial=4 | OpeningRatio=0.067 | EarlyChoices=18.8/35 | LocalRun=8 | Jump=5.9 | NearRate=0.71 | Peel style=PressureCampaignSectionLang seed=34184665 fill=377/384(0.982) chains=60 remaining=7 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=4->3 edgeHeads=9->8 earlyChoices=18.4/35 localRun=8 jump=5.4 near=0.71 targetInitial=3"
"1","campaign500_psg_prod20_42_sgp_pressure_hard_campaign500_pure_relaxed_l022_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_42_sgp_pressure_hard_campaign500_pure_relaxed_l022_section.asset","Campaign500PSGNormalProduction20","22","pure_relaxed","section","0.987","52","3","Style=PressureCampaignRelaxed | Score=-3127 | TargetInitial=4 | OpeningRatio=0.077 | EarlyChoices=21.4/34 | LocalRun=5 | Jump=6.7 | NearRate=0.52 | Peel style=PressureCampaignRelaxed seed=17553076 fill=379/384(0.987) chains=52 remaining=5 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=4->3 edgeHeads=8->7 earlyChoices=15.6/30 localRun=7 jump=5.9 near=0.58 targetInitial=3"
"1","campaign500_psg_prod20_43_sgp_pressure_hard_campaign500_language_a_l024_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_43_sgp_pressure_hard_campaign500_language_a_l024_section.asset","Campaign500PSGNormalProduction20","24","language_a","section","0.982","84","3","Style=PressureCampaignSectionLang | Score=23105 | TargetInitial=5 | OpeningRatio=0.036 | EarlyChoices=20.1/42 | LocalRun=8 | Jump=6.3 | NearRate=0.71 | Peel style=PressureCampaignSectionLang seed=10124609 fill=654/666(0.982) chains=84 remaining=12 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod20_44_sgp_pressure_hard_campaign500_language_b_l024_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_44_sgp_pressure_hard_campaign500_language_b_l024_section.asset","Campaign500PSGNormalProduction20","24","language_b","section","0.985","90","2","Style=PressureCampaignSectionLang | Score=15238 | TargetInitial=5 | OpeningRatio=0.022 | EarlyChoices=20.0/33 | LocalRun=10 | Jump=5.6 | NearRate=0.65 | Peel style=PressureCampaignSectionLang seed=5003160 fill=656/666(0.985) chains=90 remaining=10 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod20_45_sgp_pressure_hard_campaign500_pure_relaxed_l024_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_45_sgp_pressure_hard_campaign500_pure_relaxed_l024_section.asset","Campaign500PSGNormalProduction20","24","pure_relaxed","section","0.986","79","5","Style=PressureCampaignRelaxed | Score=11461 | TargetInitial=6 | OpeningRatio=0.076 | EarlyChoices=27.9/54 | LocalRun=7 | Jump=8.6 | NearRate=0.55 | Peel style=PressureCampaignRelaxed seed=24597565 fill=657/666(0.986) chains=79 remaining=9 rejectedShort=0 failedPeels=1 | FlipGate=ops=2 initial=6->5 edgeHeads=10->9 earlyChoices=26.3/51 localRun=6 jump=8.6 near=0.58 targetInitial=3"
"1","campaign500_psg_prod20_46_sgp_pressure_hard_campaign500_layout_soft_l024_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_46_sgp_pressure_hard_campaign500_layout_soft_l024_section.asset","Campaign500PSGNormalProduction20","24","layout_soft","section","0.985","106","3","Style=PressureCampaignMedium | Score=25305 | TargetInitial=7 | OpeningRatio=0.028 | EarlyChoices=19.3/36 | LocalRun=11 | Jump=7.1 | NearRate=0.74 | Peel style=PressureCampaignMedium seed=26910419 fill=780/792(0.985) chains=106 remaining=12 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod20_47_sgp_pressure_hard_campaign500_language_a_l025_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_47_sgp_pressure_hard_campaign500_language_a_l025_lock.asset","Campaign500PSGNormalProduction20","25","language_a","lock","0.981","91","4","Style=PressureCampaignLockLang | Score=30454 | TargetInitial=5 | OpeningRatio=0.044 | EarlyChoices=25.8/42 | LocalRun=6 | Jump=6.3 | NearRate=0.68 | Peel style=PressureCampaignLockLang seed=19691595 fill=721/735(0.981) chains=91 remaining=14 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod20_48_sgp_pressure_hard_campaign500_language_b_l025_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_48_sgp_pressure_hard_campaign500_language_b_l025_lock.asset","Campaign500PSGNormalProduction20","25","language_b","lock","0.981","86","1","Style=PressureCampaignLockLang | Score=30657 | TargetInitial=4 | OpeningRatio=0.012 | EarlyChoices=22.5/55 | LocalRun=4 | Jump=7.0 | NearRate=0.52 | Peel style=PressureCampaignLockLang seed=34363931 fill=721/735(0.981) chains=86 remaining=14 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod20_49_sgp_pressure_hard_campaign500_pure_relaxed_l025_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_49_sgp_pressure_hard_campaign500_pure_relaxed_l025_lock.asset","Campaign500PSGNormalProduction20","25","pure_relaxed","lock","0.988","88","3","Style=PressureCampaignRelaxed | Score=21826 | TargetInitial=6 | OpeningRatio=0.034 | EarlyChoices=32.3/56 | LocalRun=7 | Jump=10.4 | NearRate=0.48 | Peel style=PressureCampaignRelaxed seed=7563501 fill=726/735(0.988) chains=88 remaining=9 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod20_50_sgp_pressure_hard_campaign500_layout_soft_l025_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_50_sgp_pressure_hard_campaign500_layout_soft_l025_lock.asset","Campaign500PSGNormalProduction20","25","layout_soft","lock","0.980","106","4","Style=PressureCampaignMedium | Score=34636 | TargetInitial=7 | OpeningRatio=0.038 | EarlyChoices=28.3/45 | LocalRun=5 | Jump=8.8 | NearRate=0.61 | Peel style=PressureCampaignMedium seed=16369555 fill=815/832(0.980) chains=106 remaining=17 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod20_51_sgp_pressure_hard_campaign500_language_a_l028_maze","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_51_sgp_pressure_hard_campaign500_language_a_l028_maze.asset","Campaign500PSGNormalProduction20","28","language_a","maze","0.980","79","4","Style=PressureCampaignMazeLang | Score=-890 | TargetInitial=5 | OpeningRatio=0.063 | EarlyChoices=22.3/31 | LocalRun=8 | Jump=4.4 | NearRate=0.71 | Peel style=PressureCampaignMazeLang seed=6322916 fill=483/493(0.980) chains=79 remaining=10 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=5->4 edgeHeads=6->5 earlyChoices=22.0/31 localRun=8 jump=4.0 near=0.74 targetInitial=3"
"1","campaign500_psg_prod20_52_sgp_pressure_hard_campaign500_language_b_l028_maze","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_52_sgp_pressure_hard_campaign500_language_b_l028_maze.asset","Campaign500PSGNormalProduction20","28","language_b","maze","0.974","77","3","Style=PressureCampaignMazeLang | Score=-1709 | TargetInitial=5 | OpeningRatio=0.052 | EarlyChoices=23.5/38 | LocalRun=5 | Jump=6.0 | NearRate=0.65 | Peel style=PressureCampaignMazeLang seed=6123746 fill=480/493(0.974) chains=77 remaining=13 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=4->3 edgeHeads=7->6 earlyChoices=21.9/32 localRun=6 jump=5.7 near=0.68 targetInitial=3"
"1","campaign500_psg_prod20_53_sgp_pressure_hard_campaign500_language_c_l028_maze","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_53_sgp_pressure_hard_campaign500_language_c_l028_maze.asset","Campaign500PSGNormalProduction20","28","language_c","maze","0.984","80","3","Style=PressureCampaignMazeLang | Score=-8919 | TargetInitial=5 | OpeningRatio=0.050 | EarlyChoices=26.6/41 | LocalRun=5 | Jump=6.7 | NearRate=0.61 | Peel style=PressureCampaignMazeLang seed=19225215 fill=485/493(0.984) chains=80 remaining=8 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=4->3 edgeHeads=8->7 earlyChoices=24.3/37 localRun=5 jump=7.0 near=0.58 targetInitial=3"
"1","campaign500_psg_prod20_54_sgp_pressure_hard_campaign500_pure_relaxed_l028_maze","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_54_sgp_pressure_hard_campaign500_pure_relaxed_l028_maze.asset","Campaign500PSGNormalProduction20","28","pure_relaxed","maze","0.988","64","2","Style=PressureCampaignRelaxed | Score=7250 | TargetInitial=4 | OpeningRatio=0.031 | EarlyChoices=17.6/33 | LocalRun=6 | Jump=6.3 | NearRate=0.58 | Peel style=PressureCampaignRelaxed seed=21329057 fill=487/493(0.988) chains=64 remaining=6 rejectedShort=0 failedPeels=1"
"1","campaign500_psg_prod20_55_sgp_pressure_hard_campaign500_layout_soft_l028_maze","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_55_sgp_pressure_hard_campaign500_layout_soft_l028_maze.asset","Campaign500PSGNormalProduction20","28","layout_soft","maze","0.976","74","6","Style=PressureCampaignMedium | Score=6310 | TargetInitial=5 | OpeningRatio=0.108 | EarlyChoices=19.4/46 | LocalRun=5 | Jump=7.1 | NearRate=0.48 | Peel style=PressureCampaignMedium seed=10760252 fill=533/546(0.976) chains=74 remaining=13 rejectedShort=0 failedPeels=1 | FlipGate=ops=4 initial=8->6 edgeHeads=12->8 earlyChoices=20.2/35 localRun=7 jump=7.3 near=0.61 targetInitial=3"
"1","campaign500_psg_prod20_56_sgp_pressure_hard_campaign500_language_a_l029_dense","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Production20/campaign500_psg_prod20_56_sgp_pressure_hard_campaign500_language_a_l029_dense.asset","Campaign500PSGNormalProduction20","29","language_a","dense","0.975","121","5","Style=PressureCampaignDenseLang | Score=19580 | TargetInitial=7 | OpeningRatio=0.041 | EarlyChoices=25.8/48 | LocalRun=12 | Jump=4.4 | NearRate=0.81 | Peel style=PressureCampaignDenseLang seed=42605173 fill=751/770(0.975) chains=121 remaining=19 rejectedShort=0 failedPeels=1"
