"rankClass","psgRankScore","processKeep","visualPass","keepCandidate","stsMetricPresent","stsPass","stsKeepCandidate","rejectReasons","slot","sourceIndex","order","sourceBatch","sourceReport","section10","mode","styleHint","profileHint","type","styleFamily","generatorVariant","generatorGrammar","chainLanguage","chainTags","flowLanguage","flowTags","riskTags","styleRiskBand","specId","levelId","assetPath","path","selected","width","height","sourceCoverage","chains","sourceAvgChain","sourceMaxChain","sourceStraightness","sourceShortChainRate","sourceEdgeHeadRate","sourceOpeners","sourceEdgeHeads","solved","processTier","processTierReason","avgChoices","maxChoices","localPatchRun","nearOuterRun","dependencyFollowRun","directionalRisk","stripeRisk","edgeInwardSweepRun","edgeInwardSweepSide","startSideHint","solveVectorRun","solveTraceQualityScore","solveTraceCollapseRiskScore","solveAxisDriftRate","solveSameAxisRunMax","solveSameDirHeadRunMax","solveRegionEntropy","solveRegionCollapseRunMax","solveFrontWidthAvg","solveFrontWidthNarrowRate","dependencyRegionEntropy","dependencyLocalSameRegionRate","dependencySameAxisHeadRate","dependencySameDirHeadRate","dependencyBraidScore","hardStructureV3Class","sourceStatus"
"TraceOrderKeep","2.61","True","True","True","True","True","True","","9","9","","review6","F:\Unityproject\ArrowLevel-Hand\Assets\ArrowMagic\SOData\Reports\DirectProcedural\sgp_pressure_hard_review6_report.csv","","","","","sgp_pressure_hard_rect_core_burst_b","core_burst","review_baseline","rectangle_peel","short_patchwork","short_patchwork;woven_medium;core_cluster","staged_unlock","peel_grammar;multi_region;axis_drift;wide_front;staged_unlock","choice_peak_watch;directional_sweep_watch;local_patch_watch","watch","sgp_pressure_hard_rect_core_burst_b","sgp_pressure_hard_review6_05_sgp_pressure_hard_rect_core_burst_b","Assets/ArrowMagic/SOData/Levels/DirectProcedural/SGPPressureHardReview6/sgp_pressure_hard_review6_05_sgp_pressure_hard_rect_core_burst_b.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/SGPPressureHardReview6/sgp_pressure_hard_review6_05_sgp_pressure_hard_rect_core_burst_b.asset","1","21","30","0.989","67","9.3","21","0.481","0.343","0.075","2","5","True","B","flow or late-campaign only","5.51","10","7","3","4","0.224","0.044","1","L","left-edge inward / starts around left side","2","0.904","0.114","0.53","6","5","0.992","3","4.104","0.134","0.991","0.415","0.554","0.477","0.398","LocalEasy","Style=PressureHard | Score=12860 | TargetInitial=5 | OpeningRatio=0.030 | EarlyChoices=24.2/46 | LocalRun=9 | Jump=6.3 | NearRate=0.61 | Peel style=PressureHard seed=44096011 fill=623/630(0.989) chains=67 remaining=7 rejectedShort=0 failedPeels=1"
"TraceOrderKeep","2.609","True","True","True","True","True","True","","17","17","","interference_v2_six","F:\Unityproject\ArrowLevel-Hand\Assets\ArrowMagic\SOData\Reports\DirectProcedural\sgp_pressure_hard_interference_v2_six_report.csv","","","","","sgp_pressure_hard_rect_interfere_v2_lock_buckle_a","lock_buckle","flow_spread_v2","rectangle_peel","lock_cluster","woven_medium;edge_headed;lock_cluster","local_collapse","peel_grammar;axis_drift;wide_front;stable_front;staged_unlock;peel_visible;collapse_risk","directional_sweep_watch;near_outer_watch;region_collapse_run;dependency_local_watch","high_risk","sgp_pressure_hard_rect_interfere_v2_lock_buckle_a","sgp_pressure_hard_interference_v2_six_01_sgp_pressure_hard_rect_interfere_v2_lock_buckle_a","Assets/ArrowMagic/SOData/Levels/DirectProcedural/SGPPressureHardInterferenceV2Six/sgp_pressure_hard_interference_v2_six_01_sgp_pressure_hard_rect_interfere_v2_lock_buckle_a.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/SGPPressureHardInterferenceV2Six/sgp_pressure_hard_interference_v2_six_01_sgp_pressure_hard_rect_interfere_v2_lock_buckle_a.asset","1","20","28","0.984","57","9.67","21","0.183","0.211","0.088","3","5","True","B","flow or late-campaign only","4.77","8","5","5","4","0.234","0.055","2","R","right-edge inward / starts around right side","2","0.762","0.196","0.625","5","5","0.973","6","4","0.088","0.975","0.556","0.481","0.426","0.233","LocalEasy","Style=PressureHardFlowSpread | Score=-80652 | TargetInitial=4 | OpeningRatio=0.105 | EarlyChoices=31.1/60 | LocalRun=6 | Jump=9.9 | NearRate=0.52 | FlowRun=4/1 FlowJump=14.4 FlowNear=0.21 FlowSame=0 | Peel style=PressureHardFlowSpread seed=6905512 fill=551/560(0.984) chains=57 remaining=9 rejectedShort=0 failedPeels=1 interference=NearDirV1 | FlipGate=ops=3 initial=6->3 edgeHeads=8->5 earlyChoices=28.1/60 localRun=6 jump=7.3 near=0.58 | FlowRun=4/1 FlowJump=12.7 FlowNear=0.23 FlowSame=0 targetInitial=3"
"TraceOrderKeep","2.556","True","True","True","True","True","True","","18","18","","interference_v2_six","F:\Unityproject\ArrowLevel-Hand\Assets\ArrowMagic\SOData\Reports\DirectProcedural\sgp_pressure_hard_interference_v2_six_report.csv","","","","","sgp_pressure_hard_rect_interfere_v2_core_burst_a","core_burst","flow_spread_v2","rectangle_peel","short_patchwork","short_patchwork;woven_medium;edge_headed;core_cluster","flow_spread","peel_grammar;multi_region;wide_front;stable_front;peel_visible;sweep_pressure","same_axis_watch","watch","sgp_pressure_hard_rect_interfere_v2_core_burst_a","sgp_pressure_hard_interference_v2_six_02_sgp_pressure_hard_rect_interfere_v2_core_burst_a","Assets/ArrowMagic/SOData/Levels/DirectProcedural/SGPPressureHardInterferenceV2Six/sgp_pressure_hard_interference_v2_six_02_sgp_pressure_hard_rect_interfere_v2_core_burst_a.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/SGPPressureHardInterferenceV2Six/sgp_pressure_hard_interference_v2_six_02_sgp_pressure_hard_rect_interfere_v2_core_burst_a.asset","1","20","30","0.975","65","9","20","0.156","0.292","0.108","6","7","True","B","flow or late-campaign only","5.68","8","6","4","4","0.206","0.04","2","T","top-edge inward / starts around top side","4","0.887","0.15","0.469","7","5","0.997","4","4.6","0.031","0.997","0.475","0.458","0.441","0.155","LocalEasy","Style=PressureHardFlowSpread | Score=-100613 | TargetInitial=5 | OpeningRatio=0.123 | EarlyChoices=33.8/67 | LocalRun=6 | Jump=9.1 | NearRate=0.55 | FlowRun=3/2 FlowJump=11.6 FlowNear=0.31 FlowSame=2 | Peel style=PressureHardFlowSpread seed=23986515 fill=585/600(0.975) chains=65 remaining=15 rejectedShort=0 failedPeels=1 interference=NearDirV1 | FlipGate=ops=4 initial=8->6 edgeHeads=9->7 earlyChoices=30.5/60 localRun=5 jump=8.8 near=0.58 | FlowRun=3/1 FlowJump=12.2 FlowNear=0.26 FlowSame=0 targetInitial=3"
"TraceOrderKeep","2.531","True","True","True","True","True","True","","20","20","","interference_v2_six","F:\Unityproject\ArrowLevel-Hand\Assets\ArrowMagic\SOData\Reports\DirectProcedural\sgp_pressure_hard_interference_v2_six_report.csv","","","","","sgp_pressure_hard_rect_interfere_v2_lock_buckle_b","lock_buckle","flow_spread_v2","rectangle_peel","short_patchwork","short_patchwork;woven_medium;lock_cluster","region_alternating_flow","peel_grammar;multi_region;axis_drift;wide_front;stable_front;peel_visible;sweep_pressure","choice_peak_watch;broad_choice_curve;collapse_watch;same_axis_watch;same_dir_watch","watch","sgp_pressure_hard_rect_interfere_v2_lock_buckle_b","sgp_pressure_hard_interference_v2_six_04_sgp_pressure_hard_rect_interfere_v2_lock_buckle_b","Assets/ArrowMagic/SOData/Levels/DirectProcedural/SGPPressureHardInterferenceV2Six/sgp_pressure_hard_interference_v2_six_04_sgp_pressure_hard_rect_interfere_v2_lock_buckle_b.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/SGPPressureHardInterferenceV2Six/sgp_pressure_hard_interference_v2_six_04_sgp_pressure_hard_rect_interfere_v2_lock_buckle_b.asset","1","22","28","0.984","66","9.18","21","0.167","0.348","0.061","4","4","True","B","flow or late-campaign only","6.67","10","5","4","5","0.18","0","2","L","left-edge inward / starts around left side","2","0.803","0.263","0.508","8","7","0.985","5","5.076","0.03","0.981","0.516","0.5","0.435","0.234","LocalEasy","Style=PressureHardFlowSpread | Score=-96898 | TargetInitial=5 | OpeningRatio=0.106 | EarlyChoices=33.4/73 | LocalRun=5 | Jump=7.7 | NearRate=0.65 | FlowRun=4/2 FlowJump=9.0 FlowNear=0.44 FlowSame=3 | Peel style=PressureHardFlowSpread seed=51969510 fill=606/616(0.984) chains=66 remaining=10 rejectedShort=0 failedPeels=1 interference=NearDirV1 | FlipGate=ops=3 initial=7->4 edgeHeads=7->4 earlyChoices=27.2/49 localRun=5 jump=5.6 near=0.71 | FlowRun=4/2 FlowJump=7.8 FlowNear=0.46 FlowSame=3 targetInitial=3"
"TraceOrderKeep","2.505","True","True","True","True","True","True","","15","15","","interference6","F:\Unityproject\ArrowLevel-Hand\Assets\ArrowMagic\SOData\Reports\DirectProcedural\sgp_pressure_hard_interference6_report.csv","","","","","sgp_pressure_hard_rect_interfere_core_burst_b","core_burst","near_dir_interference","rectangle_peel","core_cluster","woven_medium;edge_headed;core_cluster","flow_spread","peel_grammar;multi_region;wide_front;stable_front;peel_visible;sweep_pressure","choice_peak_watch;broad_choice_curve;directional_sweep_watch;local_patch_watch;same_axis_watch","watch","sgp_pressure_hard_rect_interfere_core_burst_b","sgp_pressure_hard_interference6_05_sgp_pressure_hard_rect_interfere_core_burst_b","Assets/ArrowMagic/SOData/Levels/DirectProcedural/SGPPressureHardInterference6/sgp_pressure_hard_interference6_05_sgp_pressure_hard_rect_interfere_core_burst_b.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/SGPPressureHardInterference6/sgp_pressure_hard_interference6_05_sgp_pressure_hard_rect_interfere_core_burst_b.asset","1","21","30","0.983","59","10.49","21","0.178","0.237","0.119","5","7","True","B","flow or late-campaign only","6.17","10","8","4","5","0.303","0.008","2","R","right-edge inward / starts around right side","3","0.887","0.154","0.466","7","5","0.991","4","4.78","0.051","0.986","0.537","0.611","0.519","0.223","LocalEasy","Style=PressureHard | Score=-9501 | TargetInitial=4 | OpeningRatio=0.119 | EarlyChoices=35.6/83 | LocalRun=5 | Jump=9.9 | NearRate=0.48 | Peel style=PressureHard seed=34993588 fill=619/630(0.983) chains=59 remaining=11 rejectedShort=0 failedPeels=1 interference=NearDir | FlipGate=ops=3 initial=7->5 edgeHeads=9->7 earlyChoices=33.5/71 localRun=5 jump=8.1 near=0.58 targetInitial=3"
"VisualKeep","2.012","True","True","True","True","False","False","sameAxisRun>8;sameDirRun>7","10","10","","review6","F:\Unityproject\ArrowLevel-Hand\Assets\ArrowMagic\SOData\Reports\DirectProcedural\sgp_pressure_hard_review6_report.csv","","","","","sgp_pressure_hard_rect_dense_weave_b","dense_weave","review_baseline","rectangle_peel","short_patchwork","short_patchwork;edge_headed;dense_weave_chain","single_axis_sweep","peel_grammar;multi_region;axis_drift;staged_unlock;peel_visible;sweep_pressure","collapse_watch;same_axis_run;same_dir_run","high_risk","sgp_pressure_hard_rect_dense_weave_b","sgp_pressure_hard_review6_06_sgp_pressure_hard_rect_dense_weave_b","Assets/ArrowMagic/SOData/Levels/DirectProcedural/SGPPressureHardReview6/sgp_pressure_hard_review6_06_sgp_pressure_hard_rect_dense_weave_b.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/SGPPressureHardReview6/sgp_pressure_hard_review6_06_sgp_pressure_hard_rect_dense_weave_b.asset","1","20","28","0.982","63","8.73","20","0.514","0.365","0.095","1","6","True","B","flow or late-campaign only","3.98","8","4","4","4","0.109","0.069","2","R","right-edge inward / starts around right side","2","0.815","0.332","0.484","9","9","0.991","4","3.063","0.222","0.99","0.516","0.565","0.484","0.235","LocalEasy","Style=PressureHard | Score=18569 | TargetInitial=4 | OpeningRatio=0.016 | EarlyChoices=16.8/31 | LocalRun=4 | Jump=6.5 | NearRate=0.48 | Peel style=PressureHard seed=34575848 fill=550/560(0.982) chains=63 remaining=10 rejectedShort=0 failedPeels=1"
"VisualKeep","1.831","True","True","True","True","False","False","solveTraceCollapseRisk>0.35;sameAxisRun>8;sameDirRun>7","19","19","","interference_v2_six","F:\Unityproject\ArrowLevel-Hand\Assets\ArrowMagic\SOData\Reports\DirectProcedural\sgp_pressure_hard_interference_v2_six_report.csv","","","","","sgp_pressure_hard_rect_interfere_v2_dense_weave_a","dense_weave","flow_spread_v2","rectangle_peel","short_patchwork","short_patchwork;woven_medium;dense_weave_chain","local_collapse","peel_grammar;multi_region;wide_front;staged_unlock;peel_visible;sweep_pressure;collapse_risk","choice_peak_watch;broad_choice_curve;directional_sweep_watch;solve_collapse;same_axis_run;same_dir_run","high_risk","sgp_pressure_hard_rect_interfere_v2_dense_weave_a","sgp_pressure_hard_interference_v2_six_03_sgp_pressure_hard_rect_interfere_v2_dense_weave_a","Assets/ArrowMagic/SOData/Levels/DirectProcedural/SGPPressureHardInterferenceV2Six/sgp_pressure_hard_interference_v2_six_03_sgp_pressure_hard_rect_interfere_v2_dense_weave_a.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/SGPPressureHardInterferenceV2Six/sgp_pressure_hard_interference_v2_six_03_sgp_pressure_hard_rect_interfere_v2_dense_weave_a.asset","1","21","30","0.981","66","9.36","21","0.154","0.288","0.045","3","3","True","B","flow or late-campaign only","6.03","10","6","4","4","0.229","0.112","2","L","left-edge inward / starts around left side","3","0.797","0.387","0.462","11","11","0.99","5","3.773","0.121","0.991","0.524","0.556","0.524","0.179","LocalEasy","Style=PressureHardFlowSpread | Score=-95892 | TargetInitial=5 | OpeningRatio=0.076 | EarlyChoices=39.3/65 | LocalRun=7 | Jump=7.8 | NearRate=0.52 | FlowRun=2/2 FlowJump=12.2 FlowNear=0.15 FlowSame=1 | Peel style=PressureHardFlowSpread seed=23996691 fill=618/630(0.981) chains=66 remaining=12 rejectedShort=0 failedPeels=1 interference=NearDirV1 | FlipGate=ops=2 initial=5->3 edgeHeads=5->3 earlyChoices=35.7/63 localRun=7 jump=6.4 near=0.52 | FlowRun=3/2 FlowJump=10.1 FlowNear=0.23 FlowSame=1 targetInitial=3"
"ProcessKeep","1.223","True","False","False","True","False","False","sameDirRun>7;directionalRiskHard>0.432;localPatchRunHard>10;nearOuterRunHard>7","3","3","","trial","F:\Unityproject\ArrowLevel-Hand\Assets\ArrowMagic\SOData\Reports\DirectProcedural\sgp_pressure_hard_trial_report.csv","","","","","sgp_pressure_hard_rect_dense_weave","dense_weave","trial_baseline","rectangle_peel","woven_medium","woven_medium;edge_headed;dense_weave_chain","local_collapse","peel_grammar;multi_region;staged_unlock;peel_visible;sweep_pressure;collapse_risk","directional_sweep;stripe_watch;local_patch_run;near_outer_patch;same_axis_watch;same_dir_run","high_risk","sgp_pressure_hard_rect_dense_weave","sgp_pressure_hard_trial_03_sgp_pressure_hard_rect_dense_weave","Assets/ArrowMagic/SOData/Levels/DirectProcedural/SGPPressureHardTrial/sgp_pressure_hard_trial_03_sgp_pressure_hard_rect_dense_weave.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/SGPPressureHardTrial/sgp_pressure_hard_trial_03_sgp_pressure_hard_rect_dense_weave.asset","1","21","30","0.978","58","10.62","21","0.49","0.138","0.103","3","6","True","B","flow or late-campaign only","3.78","6","13","9","6","0.52","0.131","2","R","right-edge inward / starts around right side","4","0.861","0.248","0.421","8","8","0.998","3","3.034","0.207","0.995","0.455","0.636","0.564","0.323","LocalEasy","Style=PressureHard | Score=18341 | TargetInitial=4 | OpeningRatio=0.052 | EarlyChoices=26.4/48 | LocalRun=6 | Jump=6.5 | NearRate=0.65 | Peel style=PressureHard seed=6581677 fill=616/630(0.978) chains=58 remaining=14 rejectedShort=0 failedPeels=1"
"ProcessKeep","1.223","True","False","False","True","False","False","sameDirRun>7;directionalRiskHard>0.432;localPatchRunHard>10;nearOuterRunHard>7","7","7","","review6","F:\Unityproject\ArrowLevel-Hand\Assets\ArrowMagic\SOData\Reports\DirectProcedural\sgp_pressure_hard_review6_report.csv","","","","","sgp_pressure_hard_rect_dense_weave_a","dense_weave","review_baseline","rectangle_peel","woven_medium","woven_medium;edge_headed;dense_weave_chain","local_collapse","peel_grammar;multi_region;staged_unlock;peel_visible;sweep_pressure;collapse_risk","directional_sweep;stripe_watch;local_patch_run;near_outer_patch;same_axis_watch;same_dir_run","high_risk","sgp_pressure_hard_rect_dense_weave_a","sgp_pressure_hard_review6_03_sgp_pressure_hard_rect_dense_weave_a","Assets/ArrowMagic/SOData/Levels/DirectProcedural/SGPPressureHardReview6/sgp_pressure_hard_review6_03_sgp_pressure_hard_rect_dense_weave_a.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/SGPPressureHardReview6/sgp_pressure_hard_review6_03_sgp_pressure_hard_rect_dense_weave_a.asset","1","21","30","0.978","58","10.62","21","0.49","0.138","0.103","3","6","True","B","flow or late-campaign only","3.78","6","13","9","6","0.52","0.131","2","R","right-edge inward / starts around right side","4","0.861","0.248","0.421","8","8","0.998","3","3.034","0.207","0.995","0.455","0.636","0.564","0.323","LocalEasy","Style=PressureHard | Score=18341 | TargetInitial=4 | OpeningRatio=0.052 | EarlyChoices=26.4/48 | LocalRun=6 | Jump=6.5 | NearRate=0.65 | Peel style=PressureHard seed=6581677 fill=616/630(0.978) chains=58 remaining=14 rejectedShort=0 failedPeels=1"
"Reject","0.557","False","False","False","True","False","False","maxChoices>10","11","11","","interference6","F:\Unityproject\ArrowLevel-Hand\Assets\ArrowMagic\SOData\Reports\DirectProcedural\sgp_pressure_hard_interference6_report.csv","","","","","sgp_pressure_hard_rect_interfere_lock_buckle_a","lock_buckle","near_dir_interference","rectangle_peel","lock_cluster","woven_medium;edge_headed;lock_cluster","single_axis_sweep","peel_grammar;multi_region;axis_drift;wide_front;stable_front;peel_visible;sweep_pressure","process_reject;high_choices;broad_choice_curve;same_axis_run;same_dir_run","high_risk","sgp_pressure_hard_rect_interfere_lock_buckle_a","sgp_pressure_hard_interference6_01_sgp_pressure_hard_rect_interfere_lock_buckle_a","Assets/ArrowMagic/SOData/Levels/DirectProcedural/SGPPressureHardInterference6/sgp_pressure_hard_interference6_01_sgp_pressure_hard_rect_interfere_lock_buckle_a.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/SGPPressureHardInterference6/sgp_pressure_hard_interference6_01_sgp_pressure_hard_rect_interfere_lock_buckle_a.asset","1","20","28","0.988","58","9.53","20","0.16","0.224","0.086","4","5","True","B","flow or late-campaign only","6.76","12","4","3","3","0.079","0.002","2","R","right-edge inward / starts around right side","2","0.865","0.244","0.491","9","8","0.992","3","5.19","0.052","0.99","0.463","0.519","0.444","0.354","LocalEasy","Style=PressureHard | Score=-10618 | TargetInitial=4 | OpeningRatio=0.069 | EarlyChoices=34.7/88 | LocalRun=5 | Jump=7.9 | NearRate=0.55 | Peel style=PressureHard seed=43645391 fill=553/560(0.988) chains=58 remaining=7 rejectedShort=0 failedPeels=1 interference=NearDir | FlipGate=ops=1 initial=4->4 edgeHeads=5->5 earlyChoices=33.3/88 localRun=5 jump=7.9 near=0.55 targetInitial=3"
"Reject","0.534","False","False","False","True","True","False","maxChoices>10","21","21","","interference_v2_six","F:\Unityproject\ArrowLevel-Hand\Assets\ArrowMagic\SOData\Reports\DirectProcedural\sgp_pressure_hard_interference_v2_six_report.csv","","","","","sgp_pressure_hard_rect_interfere_v2_core_burst_b","core_burst","flow_spread_v2","rectangle_peel","short_patchwork","short_patchwork;woven_medium;core_cluster","staged_unlock","peel_grammar;multi_region;axis_drift;wide_front;stable_front;staged_unlock;peel_visible;sweep_pressure","process_reject;high_choices;broad_choice_curve;same_axis_watch;dependency_local_watch","high_risk","sgp_pressure_hard_rect_interfere_v2_core_burst_b","sgp_pressure_hard_interference_v2_six_05_sgp_pressure_hard_rect_interfere_v2_core_burst_b","Assets/ArrowMagic/SOData/Levels/DirectProcedural/SGPPressureHardInterferenceV2Six/sgp_pressure_hard_interference_v2_six_05_sgp_pressure_hard_rect_interfere_v2_core_burst_b.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/SGPPressureHardInterferenceV2Six/sgp_pressure_hard_interference_v2_six_05_sgp_pressure_hard_rect_interfere_v2_core_burst_b.asset","1","21","30","0.978","67","9.19","21","0.145","0.373","0.075","3","5","True","B","flow or late-campaign only","6.36","11","4","4","3","0.109","0.002","2","T","top-edge inward / starts around top side","3","0.859","0.174","0.515","8","5","0.991","4","4.791","0.075","0.99","0.562","0.594","0.516","0.126","LocalEasy","Style=PressureHardFlowSpread | Score=-108799 | TargetInitial=5 | OpeningRatio=0.104 | EarlyChoices=32.3/81 | LocalRun=6 | Jump=8.6 | NearRate=0.58 | FlowRun=3/2 FlowJump=11.7 FlowNear=0.28 FlowSame=1 | Peel style=PressureHardFlowSpread seed=28310932 fill=616/630(0.978) chains=67 remaining=14 rejectedShort=0 failedPeels=1 interference=NearDirV1 | FlipGate=ops=4 initial=7->3 edgeHeads=9->5 earlyChoices=29.9/49 localRun=7 jump=6.2 near=0.65 | FlowRun=3/2 FlowJump=11.4 FlowNear=0.26 FlowSame=1 targetInitial=3"
"Reject","0.44","False","False","False","True","False","False","tier=Drop;maxChoices>10","2","2","","trial","F:\Unityproject\ArrowLevel-Hand\Assets\ArrowMagic\SOData\Reports\DirectProcedural\sgp_pressure_hard_trial_report.csv","","","","","sgp_pressure_hard_rect_section_unlock","section_unlock","trial_baseline","rectangle_peel","short_patchwork","short_patchwork;woven_medium","single_axis_sweep","peel_grammar;multi_region;wide_front;staged_unlock;peel_visible;sweep_pressure","process_reject;high_choices;broad_choice_curve;directional_sweep_watch;local_patch_watch;collapse_watch;same_axis_run;same_dir_run","high_risk","sgp_pressure_hard_rect_section_unlock","sgp_pressure_hard_trial_02_sgp_pressure_hard_rect_section_unlock","Assets/ArrowMagic/SOData/Levels/DirectProcedural/SGPPressureHardTrial/sgp_pressure_hard_trial_02_sgp_pressure_hard_rect_section_unlock.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/SGPPressureHardTrial/sgp_pressure_hard_trial_02_sgp_pressure_hard_rect_section_unlock.asset","1","22","28","0.994","61","10.03","21","0.453","0.328","0.049","1","3","True","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","6.69","16","7","4","3","0.254","0.096","2","R","right-edge inward / starts around right side","3","0.786","0.326","0.233","13","12","0.99","3","4.475","0.18","0.99","0.417","0.65","0.55","0.229","LocalEasy","Style=PressureHard | Score=15084 | TargetInitial=4 | OpeningRatio=0.016 | EarlyChoices=24.3/58 | LocalRun=6 | Jump=6.2 | NearRate=0.58 | Peel style=PressureHard seed=14321447 fill=612/616(0.994) chains=61 remaining=4 rejectedShort=0 failedPeels=1"
