"order","sectionWaveRole","readDemandGate","readDemandScore","observationPressureScore","chainCount","openerRatio","avgEscapeRayLength","shortRayRate","crossRegionEdgeRate","dependencyDepth","dependencyEdges","productionLane","productionStyle","productionChainLanguage","loadedAssetPath","gateReasons"
"132","Hard","ReadNear","26.31","76.59","81","0.037","0.963","1","0.2179","10","78","PeelMid","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_23_nutation_strict_mixed_hard_v1_rect_s40_o394_v06_strictmixedhard_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"394","Hard","ReadNear","26.31","76.59","81","0.037","0.963","1","0.2179","10","78","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_23_nutation_strict_mixed_hard_v1_rect_s40_o394_v06_strictmixedhard_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"75","Hard","ReadNear","26.24","76.18","83","0.0361","0.964","1","0.2","12","80","PressurePeak","hardgate","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_13_nutation_strict_mixed_hard_v1_rect_s25_o245_v02_strictmixedhard_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"47","PeakExtreme","ReadNear","26.16","76.12","84","0.0476","0.952","1","0.2","15","80","PeelMid","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_12_nutation_strict_mixed_hard_v1_rect_s30_o296_v03_strictmixedhard_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"185","Hard","ReadNear","26.1","76.11","75","0.0533","0.947","1","0.1972","11","71","PeelMid","hardgate","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_12_nutation_strict_mixed_hard_v1_rect_s20_o199_v03_strictmixedhard_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"94","Hard","ReadNear","26.05","76.07","100","0.03","0.97","1","0.1959","15","97","PressurePeak","hardgate","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_94_nutation_pressure_peak_v1_rect_s34_o336_v00_pressurepeak_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"336","PeakExtreme","ReadNear","26.05","76.07","100","0.03","0.97","1","0.1959","15","97","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_94_nutation_pressure_peak_v1_rect_s34_o336_v00_pressurepeak_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"347","PeakExtreme","ReadNear","25.91","75.98","71","0.0563","0.944","1","0.194","13","67","PressurePeak","maze_long_chain","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_24_nutation_longchain_spine_v1_rect_c80hf3_06_d2_lock_spine.asset","adjacent_blockers_saturated;cross_region_low"
"70","Hard","ReadNear","25.78","75.89","81","0.037","0.963","1","0.1923","12","78","PeelMid","peel","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_03_nutation_strict_mixed_hard_v1_rect_s04_o040_v02_strictmixedhard_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"469","Hard","ReadNear","25.77","75.9","89","0.0562","0.944","1","0.1905","11","84","PeelMid","maze_long_chain","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_29_nutation_longchain_curve_v1_rect_c80hf_08_d2_weave_curve.asset","adjacent_blockers_saturated;cross_region_low"
"90","Hard","ReadNear","25.69","75.84","87","0.0345","0.966","1","0.1905","10","84","PressurePeak","hardgate","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_16_nutation_strict_mixed_hard_v1_rect_s27_o269_v00_strictmixedhard_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"475","Hard","ReadNear","25.62","75.8","73","0.0548","0.945","1","0.1884","10","69","PeelMid","maze_long_chain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_28_nutation_longchain_spine_v1_rect_c80hf3_07_d2_maze_spine.asset","adjacent_blockers_saturated;cross_region_low"
"40","Hard","ReadNear","25.6","75.74","72","0.0694","0.931","1","0.194","11","67","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_36_nutation_longchain_spine_v1_rect_c80hf_09_d2_core_spine.asset","adjacent_blockers_saturated;cross_region_low"
"214","Hard","ReadNear","25.56","75.97","69","0.029","0.971","1","0.194","12","67","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_41_nutation_mixed_neutral_v1_rect_s17_o165_v01_neutralmixed_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"419","PeakExtreme","ReadNear","25.53","75.75","92","0.0652","0.935","1","0.186","10","86","LongChainProbe","maze_long_chain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_27_nutation_longchain_patch_v1_rect_c80_07_d2_maze_patch.asset","adjacent_blockers_saturated;cross_region_low"
"236","Hard","ReadNear","25.5","75.49","68","0.0441","0.971","1","0.1846","10","65","Campaign500_HardGateUntil0910","hardgate","choice_clamp_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_25_nutation_strict_mixed_choiceclamp_v1_rect_s18_o172_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","adjacent_blockers_saturated;cross_region_low"
"89","PeakExtreme","ReadNear","25.45","75.7","73","0.0411","0.959","1","0.1857","14","70","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_52_nutation_longchain_spine_v1_rect_c80_13_d3_weave_spine.asset","adjacent_blockers_saturated;cross_region_low"
"44","Hard","ReadNear","25.44","76.49","84","0.0476","0.952","1","0.2125","12","80","PeelMid","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"384","Hard","ReadNear","25.44","76.49","84","0.0476","0.952","1","0.2125","12","80","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"166","Hard","ReadNear","25.27","76.45","101","0.0495","0.95","1","0.2083","9","96","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_60_nutation_longchain_spine_v1_rect_c80hf2_15_d3_section_spine.asset","adjacent_blockers_saturated;cross_region_low"
"25","Hard","ReadNear","25.24","77.09","89","0.0225","0.978","1","0.2299","15","87","PressurePeak","hardgate","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_142_nutation_pressure_peak_v1_rect_s38_o376_v00_pressurepeak_mixed_chain.asset","adjacent_blockers_saturated"
"376","PeakExtreme","ReadNear","25.24","77.09","89","0.0225","0.978","1","0.2299","15","87","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_142_nutation_pressure_peak_v1_rect_s38_o376_v00_pressurepeak_mixed_chain.asset","adjacent_blockers_saturated"
"465","PeakExtreme","ReadNear","25.24","75.58","104","0.0385","0.962","1","0.18","12","100","LongChainProbe","maze_long_chain","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_39_nutation_longchain_patch_v1_rect_c80hf2_10_d2_section_patch.asset","adjacent_blockers_saturated;cross_region_low"
"96","PeakExtreme","ReadNear","25.16","75.53","100","0.05","0.95","1","0.1789","12","95","PressurePeak","hardgate","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_23_nutation_strict_mixed_hard_v1_rect_s32_o316_v02_strictmixedhard_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"316","PeakExtreme","ReadNear","25.16","75.53","100","0.05","0.95","1","0.1789","12","95","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_23_nutation_strict_mixed_hard_v1_rect_s32_o316_v02_strictmixedhard_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"88","Hard","ReadNear","25.12","75.51","93","0.0323","0.968","1","0.1778","10","90","PressurePeak","hardgate","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_22_nutation_strict_mixed_hard_v1_rect_s31_o309_v05_strictmixedhard_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"309","PeakExtreme","ReadNear","25.12","75.51","93","0.0323","0.968","1","0.1778","10","90","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_22_nutation_strict_mixed_hard_v1_rect_s31_o309_v05_strictmixedhard_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"19","PeakExtreme","ReadNear","25","77.22","79","0.0253","0.975","1","0.2338","9","77","Campaign500_HardGateUntil0910","hardgate","strict_peak_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_31_nutation_strict_mixed_peak_v1_rect_s14_o136_v00_strictmixedpeak_strict_peak_chain_hf1.asset","adjacent_blockers_saturated"
"65","PeakExtreme","RegenPriority","24.99","75.42","82","0.0366","0.963","1","0.1772","10","79","PeelMid","peel","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12b/c5nep_w12b_01_nutation_strict_mixed_hard_v1_rect_s21_o208_v00_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"97","Hard","RegenPriority","24.97","76.54","82","0.0244","0.976","1","0.2125","14","80","PeelMid","peel","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_25_nutation_strict_mixed_hard_v1_rect_s27_o264_v00_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"39","PeakExtreme","RegenPriority","24.72","75.27","86","0.0465","0.953","1","0.1707","11","82","PeelMid","hardgate","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_57_nutation_strict_mixed_hard_v1_rect_s50_o491_v01_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"491","Hard","RegenPriority","24.72","75.27","86","0.0465","0.953","1","0.1707","11","82","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_57_nutation_strict_mixed_hard_v1_rect_s50_o491_v01_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"489","Hard","RegenPriority","24.66","75.23","76","0.0658","0.934","1","0.169","12","71","PeelMid","maze_long_chain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_11_nutation_longchain_patch_v1_rect_c80_03_d1_weave_patch.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"16","Hard","RegenPriority","24.65","75.6","56","0.0357","0.964","1","0.1852","10","54","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_41_nutation_mixed_neutral_v1_rect_s04_o035_v01_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"219","Hard","RegenPriority","24.62","76.05","67","0.0299","0.97","1","0.2","9","65","PeelHard","hardgate","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_01_nutation_strict_mixed_hard_v1_rect_s11_o109_v00_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"500","PeakExtreme","RegenPriority","24.61","75.2","108","0.0648","0.935","1","0.1683","11","101","LongChainProbe","maze_long_chain","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_45_nutation_longchain_curve_v1_rect_c80hf3_12_d3_maze_curve.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"445","Hard","RegenPriority","24.5","75.11","87","0.046","0.954","1","0.1687","14","83","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"172","Hard","RegenPriority","24.44","75.05","70","0.0714","0.929","1","0.1692","11","65","maze_long_chain","longchain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_07_nutation_longchain_patch_v1_rect_c80hf2_02_d1_maze_patch.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"369","Hard","RegenPriority","24.42","75.93","84","0.0714","0.929","1","0.1923","9","78","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"425","PeakExtreme","RegenPriority","24.19","74.94","86","0.0581","0.942","1","0.1605","11","81","LongChainProbe","maze_long_chain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_25_nutation_longchain_curve_v1_rect_c80hf3_07_d2_maze_curve.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"179","PeakExtreme","RegenPriority","24.16","76.58","65","0.0615","0.938","1","0.2131","9","61","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_36_nutation_longchain_spine_v1_rect_c80_09_d2_core_spine.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"449","PeakExtreme","RegenPriority","24.13","74.91","86","0.0465","0.953","1","0.1585","10","82","LongChainProbe","maze_long_chain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"52","Hard","RegenPriority","23.91","74.77","75","0.0533","0.947","1","0.1549","10","71","PeelHard","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smp/c5nep_w9smp_02_nutation_strict_mixed_peak_v1_rect_s03_o029_v01_strictmixedpeak_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"59","PeakExtreme","RegenPriority","23.89","74.72","85","0.0353","0.965","1","0.1585","11","82","PressurePeak","hardgate","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_33_nutation_strict_mixed_hard_v1_rect_s37_o365_v02_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"365","PeakExtreme","RegenPriority","23.89","74.72","85","0.0353","0.965","1","0.1585","11","82","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_33_nutation_strict_mixed_hard_v1_rect_s37_o365_v02_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"359","PeakExtreme","RegenPriority","23.84","74.74","76","0.0526","0.947","1","0.1528","13","72","PressurePeak","maze_long_chain","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_22_nutation_longchain_rail_v1_rect_c80hf_06_d2_lock_rail.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"224","Hard","RegenPriority","23.67","77.94","68","0.0441","0.956","1","0.2615","7","65","Campaign500_HardGateUntil0910","hardgate","unknown_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_13_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v00_strictmixedaxisbreak_axis_break_chain_hf1.asset","read_below_near;adjacent_blockers_saturated"
"10","PeakExtreme","RegenPriority","23.61","76.17","52","0.0577","0.942","1","0.2041","11","49","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_88_nutation_mixed_neutral_v1_rect_s08_o079_v00_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"328","Hard","RegenPriority","23.57","74.58","165","0.097","0.903","1","0.1477","17","149","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"324","Hard","RegenPriority","23.45","76.56","63","0.0476","0.952","1","0.2167","8","60","PeelMid","maze_long_chain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_20_nutation_longchain_spine_v1_rect_c80hf_05_d1_section_spine.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"334","Hard","RegenPriority","23.38","74.47","207","0.0918","0.908","1","0.1436","19","188","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
