"part","order","section10","roleInSection","productionDifficultyBand","levelId","path","sourceReport","sourceIndex","sourceCoverage","chains","maxChain","solved","steps","avgChoices","choiceP80","maxChoices","localPatchSolveRunMax","nearOuterPatchSolveRunMax","solveTraceQualityScore","solveTraceCollapseRiskScore","solveSameAxisRunMax","solveSameDirHeadRunMax","solveRegionEntropy","dependencyRegionEntropy","processTier","processTierReason","tightProcessTier","tightProcessTierReason"
"1","136","14","Peak","Peak","campaign500_normal_full_v1_s14_s26_11_nutation_peel_v2_rect_s14_o136_v01_peelhard_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_11_nutation_peel_v2_rect_s14_o136_v01_peelhard_curve_chain.asset","campaign500_normal_full_v1_s14_s26_report.csv","11","0.975","82","20","True","82","12.17","15","17","5","3","0.846","0.201","6","6","0.991","0.993","Drop","too many openers; avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"1","136","14","Peak","Peak","campaign500_normal_full_v1_s14_s26_11_nutation_peel_v2_rect_s14_o136_v01_peelhard_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_11_nutation_peel_v2_rect_s14_o136_v01_peelhard_curve_chain.asset","campaign500_normal_full_v1_s14_s26_report.csv","11","0.975","82","20","True","82","12.17","15","17","5","3","0.846","0.201","6","6","0.991","0.993","Drop","too many openers; avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"1","136","14","Peak","Peak","campaign500_normal_full_v1_s14_s26_12_nutation_peel_v2_rect_s14_o136_v02_peelhard_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_12_nutation_peel_v2_rect_s14_o136_v02_peelhard_curve_chain.asset","campaign500_normal_full_v1_s14_s26_report.csv","12","0.979","89","21","True","89","10.02","12","14","4","4","0.849","0.234","10","6","0.995","0.994","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"1","136","14","Peak","Peak","campaign500_normal_full_v1_s14_s26_12_nutation_peel_v2_rect_s14_o136_v02_peelhard_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_12_nutation_peel_v2_rect_s14_o136_v02_peelhard_curve_chain.asset","campaign500_normal_full_v1_s14_s26_report.csv","12","0.979","89","21","True","89","10.02","12","14","4","4","0.849","0.234","10","6","0.995","0.994","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"1","136","14","Peak","Peak","campaign500_normal_full_v1_s14_s26_10_nutation_peel_v2_rect_s14_o136_v00_peelhard_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_10_nutation_peel_v2_rect_s14_o136_v00_peelhard_curve_chain.asset","campaign500_normal_full_v1_report.csv","10","0.980","83","21","True","83","9.75","12","14","7","3","0.863","0.18","7","6","0.994","0.995","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"1","129","13","Peak","Peak","campaign500_normal_full_v1_s01_s13_155_nutation_peel_v2_rect_s13_o129_v01_peelhard_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_155_nutation_peel_v2_rect_s13_o129_v01_peelhard_curve_chain.asset","campaign500_normal_full_v1_report.csv","155","0.980","78","21","True","78","8.95","12","15","5","5","0.843","0.242","10","6","0.997","0.993","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"1","129","13","Peak","Peak","campaign500_normal_full_v1_s01_s13_154_nutation_peel_v2_rect_s13_o129_v00_peelhard_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_154_nutation_peel_v2_rect_s13_o129_v00_peelhard_curve_chain.asset","campaign500_normal_full_v1_report.csv","154","0.974","70","21","True","70","6.13","8","11","4","4","0.864","0.194","13","5","0.987","0.985","B","flow or late-campaign only","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"1","136","14","Peak","Peak","campaign500_normal_full_v1_s14_s26_10_nutation_peel_v2_rect_s14_o136_v00_peelhard_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_10_nutation_peel_v2_rect_s14_o136_v00_peelhard_curve_chain.asset","campaign500_normal_full_v1_report.csv","10","0.980","83","21","True","83","9.75","12","14","7","3","0.863","0.18","7","6","0.994","0.995","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"1","129","13","Peak","Peak","campaign500_normal_full_v1_s01_s13_156_nutation_peel_v2_rect_s13_o129_v02_peelhard_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_156_nutation_peel_v2_rect_s13_o129_v02_peelhard_curve_chain.asset","campaign500_normal_full_v1_report.csv","156","0.988","75","21","True","75","8.88","11","15","5","5","0.773","0.303","10","6","0.99","0.988","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"1","89","9","Peak","Peak","campaign500_normal_full_v1_s01_s13_107_nutation_peel_rail_v1_rect_s09_o089_v01_peelhard_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_107_nutation_peel_rail_v1_rect_s09_o089_v01_peelhard_rail_chain.asset","campaign500_normal_full_v1_report.csv","107","0.988","67","20","True","67","8.45","11","15","7","6","0.869","0.072","4","4","0.985","0.984","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"1","47","5","Peak","Peak","campaign500_normal_full_v1_s01_s13_58_nutation_peel_rail_v1_rect_s05_o047_v00_peelhard_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_58_nutation_peel_rail_v1_rect_s05_o047_v00_peelhard_rail_chain.asset","campaign500_normal_full_v1_report.csv","58","0.990","77","20","True","77","7.97","10","13","6","6","0.902","0.03","5","3","0.985","0.981","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"1","39","4","Peak","Peak","campaign500_normal_full_v1_s01_s13_48_nutation_peel_rail_v1_rect_s04_o039_v02_peelhard_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_48_nutation_peel_rail_v1_rect_s04_o039_v02_peelhard_rail_chain.asset","campaign500_normal_full_v1_report.csv","48","0.994","58","20","True","58","7.22","10","12","6","5","0.861","0.061","5","3","0.978","0.976","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"1","47","5","Peak","Peak","campaign500_normal_full_v1_s01_s13_60_nutation_peel_rail_v1_rect_s05_o047_v02_peelhard_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_60_nutation_peel_rail_v1_rect_s05_o047_v02_peelhard_rail_chain.asset","campaign500_normal_full_v1_report.csv","60","0.990","79","20","True","79","9.57","15","17","4","4","0.875","0.127","9","4","0.996","0.994","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"1","47","5","Peak","Peak","campaign500_normal_full_v1_s01_s13_59_nutation_peel_rail_v1_rect_s05_o047_v01_peelhard_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_59_nutation_peel_rail_v1_rect_s05_o047_v01_peelhard_rail_chain.asset","campaign500_normal_full_v1_report.csv","59","0.990","82","20","True","82","8.37","10","12","7","3","0.87","0.119","5","5","0.99","0.985","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"1","39","4","Peak","Peak","campaign500_normal_full_v1_s01_s13_47_nutation_peel_rail_v1_rect_s04_o039_v01_peelhard_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_47_nutation_peel_rail_v1_rect_s04_o039_v01_peelhard_rail_chain.asset","campaign500_normal_full_v1_report.csv","47","0.991","69","19","True","69","9.65","12","14","9","9","0.88","0.117","5","5","0.983","0.984","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"1","25","3","Hard","Hard","campaign500_normal_full_v1_s01_s13_32_nutation_peel_rail_v1_rect_s03_o025_v01_peelmid_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_32_nutation_peel_rail_v1_rect_s03_o025_v01_peelmid_rail_chain.asset","campaign500_normal_full_v1_report.csv","32","0.993","71","20","True","71","10.56","14","16","4","3","0.895","0.052","5","4","0.991","0.986","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"1","25","3","Hard","Hard","campaign500_normal_full_v1_s01_s13_31_nutation_peel_rail_v1_rect_s03_o025_v00_peelmid_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_31_nutation_peel_rail_v1_rect_s03_o025_v00_peelmid_rail_chain.asset","campaign500_normal_full_v1_report.csv","31","0.992","66","20","True","66","11","13","15","4","3","0.876","0.057","5","3","0.99","0.959","Drop","too many openers; avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"1","39","4","Peak","Peak","campaign500_normal_full_v1_s01_s13_46_nutation_peel_rail_v1_rect_s04_o039_v00_peelhard_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_46_nutation_peel_rail_v1_rect_s04_o039_v00_peelhard_rail_chain.asset","campaign500_normal_full_v1_report.csv","46","0.997","67","20","True","67","9.07","14","15","7","6","0.897","0.07","6","4","0.99","0.985","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"1","25","3","Hard","Hard","campaign500_normal_full_v1_s01_s13_33_nutation_peel_rail_v1_rect_s03_o025_v02_peelmid_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_33_nutation_peel_rail_v1_rect_s03_o025_v02_peelmid_rail_chain.asset","campaign500_normal_full_v1_report.csv","33","0.994","70","20","True","70","8.69","11","13","4","4","0.899","0.124","7","4","0.993","0.98","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"1","56","6","Peak","Peak","campaign500_normal_full_v1_s01_s13_70_nutation_peel_rail_v1_rect_s06_o056_v00_peelhard_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_70_nutation_peel_rail_v1_rect_s06_o056_v00_peelhard_rail_chain.asset","campaign500_normal_full_v1_report.csv","70","0.997","71","20","True","71","8.15","10","14","4","4","0.847","0.245","9","7","0.99","0.984","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"1","72","8","Peak","Peak","campaign500_normal_full_v1_s01_s13_95_nutation_peel_rail_v1_rect_s08_o072_v01_peelhard_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_95_nutation_peel_rail_v1_rect_s08_o072_v01_peelhard_rail_chain.asset","campaign500_normal_full_v1_report.csv","95","0.994","67","20","True","67","10.07","13","17","5","5","0.922","0.077","6","4","0.995","0.994","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"1","72","8","Peak","Peak","campaign500_normal_full_v1_s01_s13_94_nutation_peel_rail_v1_rect_s08_o072_v00_peelhard_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_94_nutation_peel_rail_v1_rect_s08_o072_v00_peelhard_rail_chain.asset","campaign500_normal_full_v1_report.csv","94","0.992","65","20","True","65","6.28","8","12","6","4","0.889","0.03","4","3","0.985","0.972","B","flow or late-campaign only","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"1","89","9","Peak","Peak","campaign500_normal_full_v1_s01_s13_106_nutation_peel_rail_v1_rect_s09_o089_v00_peelhard_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_106_nutation_peel_rail_v1_rect_s09_o089_v00_peelhard_rail_chain.asset","campaign500_normal_full_v1_report.csv","106","0.989","60","20","True","60","7.58","11","14","4","4","0.9","0.164","8","6","0.992","0.974","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"1","72","8","Peak","Peak","campaign500_normal_full_v1_s01_s13_96_nutation_peel_rail_v1_rect_s08_o072_v02_peelhard_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_96_nutation_peel_rail_v1_rect_s08_o072_v02_peelhard_rail_chain.asset","campaign500_normal_full_v1_report.csv","96","0.991","64","20","True","64","7.75","10","13","5","4","0.848","0.17","6","5","0.993","0.983","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"1","70","7","Hard","Hard","campaign500_normal_full_v1_s01_s13_81_nutation_peel_v2_rect_s07_o070_v02_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_81_nutation_peel_v2_rect_s07_o070_v02_peelmid_curve_chain.asset","campaign500_normal_full_v1_report.csv","81","0.975","77","19","True","77","11.13","13","15","5","3","0.826","0.262","8","7","0.991","0.991","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"1","56","6","Peak","Peak","campaign500_normal_full_v1_s01_s13_72_nutation_peel_rail_v1_rect_s06_o056_v02_peelhard_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_72_nutation_peel_rail_v1_rect_s06_o056_v02_peelhard_rail_chain.asset","campaign500_normal_full_v1_report.csv","72","0.992","66","20","True","66","7.94","10","15","5","5","0.84","0.158","7","4","0.984","0.973","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"1","56","6","Peak","Peak","campaign500_normal_full_v1_s01_s13_71_nutation_peel_rail_v1_rect_s06_o056_v01_peelhard_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_71_nutation_peel_rail_v1_rect_s06_o056_v01_peelhard_rail_chain.asset","campaign500_normal_full_v1_report.csv","71","0.986","60","20","True","60","8.45","12","16","7","7","0.871","0.153","7","5","0.995","0.985","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"1","70","7","Hard","Hard","campaign500_normal_full_v1_s01_s13_80_nutation_peel_v2_rect_s07_o070_v01_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_80_nutation_peel_v2_rect_s07_o070_v01_peelmid_curve_chain.asset","campaign500_normal_full_v1_report.csv","80","0.982","83","21","True","83","8.06","10","12","6","4","0.821","0.142","4","4","0.995","0.996","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
"1","70","7","Hard","Hard","campaign500_normal_full_v1_s01_s13_79_nutation_peel_v2_rect_s07_o070_v00_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_79_nutation_peel_v2_rect_s07_o070_v00_peelmid_curve_chain.asset","campaign500_normal_full_v1_report.csv","79","0.979","78","21","True","78","8.96","11","13","5","4","0.91","0.146","7","6","0.995","0.993","Drop","avg choices high; p80 choices high; choice peak high; too many over-10 steps; local patch solve run; near-outer patch solve run; local window burst","Drop","openers > 4; avg > 4; p80 > 5; max > 7; over8 too frequent; local patch solve run; near-outer patch solve run; local window burst"
