category,packPath,packId,displayName,levelIndex,guid,status,inCurrentCampaign500,assetPath,levelId,width,height,chains,arrowCells,coverage,typeGuess
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front20FeedbackPreviewPack.asset,campaign500_front20_feedback_preview,Campaign 500 Front20 Feedback Preview (20),6,135c3bbb9b229944b82df75754575c8c,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/earlyprop_02_earlyglide_v3_maskearlyprop_26x18-earlyprop02eraser_20260611_143449.asset,r2_outer_strong_005_r2_006_a401_earlyprop_02_earlyglide_v3_maskearlyprop_26x18-earlyprop02eraser,26,18,32,369,0.96,normal
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front20FeedbackPreviewPack.asset,campaign500_front20_feedback_preview,Campaign 500 Front20 Feedback Preview (20),7,7018ce1bc440cd041a771ae7d90d958d,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_08_double_room_lock_b.asset,nomask_style_expansion_08_double_room_lock_b,18,24,39,424,0.9814815,lock
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front20FeedbackPreviewPack.asset,campaign500_front20_feedback_preview,Campaign 500 Front20 Feedback Preview (20),8,369804ef619bf0746a914a2bc8762fce,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/TypePreview/nomask_08_dual_zone.asset,nomask_08_dual_zone,16,22,46,347,0.98579544,normal
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front20FeedbackPreviewPack.asset,campaign500_front20_feedback_preview,Campaign 500 Front20 Feedback Preview (20),9,a48f5ef76e8085443a62ebfc08932b95,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/earlyprop_03_earlysweep_v2_maskearlyprop_22x22-earlyprop03ruler_20260611_143450.asset,r2_outer_strong_005_r2_006_a401_earlyprop_03_earlysweep_v2_maskearlyprop_22x22-earlyprop03ruler,22,22,32,194,0.96,sweep
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front20FeedbackPreviewPack.asset,campaign500_front20_feedback_preview,Campaign 500 Front20 Feedback Preview (20),10,36bb2d43d80639f448883f29034180f3,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_22_direct_refresh_topup_rect_core_burst_g2_v03.asset,direct_pure_topup_01_22_direct_refresh_topup_rect_core_burst_g2_v03,14,27,60,372,0.984127,lock
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front20FeedbackPreviewPack.asset,campaign500_front20_feedback_preview,Campaign 500 Front20 Feedback Preview (20),11,7defae96a9c44e24caa0c3510808f0ff,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/Level3ThirtyPreview/level3_thirty_03_level3_thirty_mini_maze_30.asset,level3_thirty_03_level3_thirty_mini_maze_30,12,18,31,209,0.9675926,maze
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front20FeedbackPreviewPack.asset,campaign500_front20_feedback_preview,Campaign 500 Front20 Feedback Preview (20),12,a23d560b6ece363499161d6134ecd889,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_23_center_cross_b.asset,nomask_style_expansion_23_center_cross_b,17,24,50,400,0.98039216,normal
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front20FeedbackPreviewPack.asset,campaign500_front20_feedback_preview,Campaign 500 Front20 Feedback Preview (20),13,4d4e7f2bac459454dbc3602de7442266,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/earlyprop_04_earlypeel_v5_maskearlyprop_24x24-earlyprop04magicwand_20260611_143452.asset,r2_outer_strong_005_r2_006_a401_earlyprop_04_earlypeel_v5_maskearlyprop_24x24-earlyprop04magicwand,24,24,37,201,0.96,normal
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front20FeedbackPreviewPack.asset,campaign500_front20_feedback_preview,Campaign 500 Front20 Feedback Preview (20),14,796937ed0ddf7b749a3eb2297be51eaa,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/TypePreview/nomask_06_sweep.asset,nomask_06_sweep,15,21,42,310,0.984127,sweep
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front20FeedbackPreviewPack.asset,campaign500_front20_feedback_preview,Campaign 500 Front20 Feedback Preview (20),15,3d51c921f7599414fbd52fdfec68a225,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_15_direct_refresh_topup_rect_dual_zone_g4_v05.asset,direct_pure_topup_02_15_direct_refresh_topup_rect_dual_zone_g4_v05,14,26,53,355,0.97527474,normal
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front20FeedbackPreviewPack.asset,campaign500_front20_feedback_preview,Campaign 500 Front20 Feedback Preview (20),16,fa7752e9d59e1f843b5f550bf211e280,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_06_direct_refresh_topup_rect_core_burst_g3_v04.asset,direct_pure_topup_02_06_direct_refresh_topup_rect_core_burst_g3_v04,15,29,54,426,0.97931033,lock
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front20FeedbackPreviewPack.asset,campaign500_front20_feedback_preview,Campaign 500 Front20 Feedback Preview (20),17,91c65810f3519934da8552fd7cd504a1,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Early30To40/hole_early3040_18x20_standard_r02_r1_ab_091_above300_level_571_final_20260612_163001.asset,r1_ab_091_above300_level_571_final_holeblock_multiseed_final,18,20,37,195,1,hole
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front20FeedbackPreviewPack.asset,campaign500_front20_feedback_preview,Campaign 500 Front20 Feedback Preview (20),18,bedf8c508f8438442bf31fc6cba1fadf,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StylePreview/nomask_style_10_zig_river.asset,nomask_style_10_zig_river,18,25,53,439,0.97555554,normal
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front20FeedbackPreviewPack.asset,campaign500_front20_feedback_preview,Campaign 500 Front20 Feedback Preview (20),19,e8b47791cebd93b44a1c6b005336820e,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_19_direct_normal_pure_rect_lock_buckle_g8_v09.asset,direct_pure_topup_06_19_direct_normal_pure_rect_lock_buckle_g8_v09,19,37,94,693,0.98577523,lock
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front20FeedbackPreviewPack.asset,campaign500_front20_feedback_preview,Campaign 500 Front20 Feedback Preview (20),20,7f6c9dd16b56752468feec834db6b733,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/TypePreview/nomask_01_outer_shell.asset,nomask_01_outer_shell,15,22,41,327,0.9909091,shell
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front30ReviewPack.asset,campaign500_front30_review,Campaign 500 Front30 Review (30),1,c7475ef21e814ea4a946ec2a0d7f304d,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/LevelImportV1/TutorialSimple/tutorial_simple_01_hi.asset,tutorial_simple_01_hi,10,7,6,21,0.3,tutorial
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front30ReviewPack.asset,campaign500_front30_review,Campaign 500 Front30 Review (30),2,9595af5f4e73af041850c0510d56c48c,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Early/hole_early_16x18_standard_r01_seed_Arrowz_level_035_20260611_143152.asset,seed_Arrowz_level_035_holeblock_multiseed_final,16,18,22,130,1,hole
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front30ReviewPack.asset,campaign500_front30_review,Campaign 500 Front30 Review (30),3,cf4f0ee35c7141d40a8fe8ef2ef93ed8,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/Level3TinyPreview/level3_tiny_03_level3_tiny_mini_maze_17.asset,level3_tiny_03_level3_tiny_mini_maze_17,9,14,19,122,0.96825397,maze
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front30ReviewPack.asset,campaign500_front30_review,Campaign 500 Front30 Review (30),4,184e146ce1f8e9341988c3dd9e0fb5e0,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/earlyprop_01_earlyglide_v2_maskearlyprop_20x24-earlyprop01crystalball_20260611_143446.asset,r2_outer_strong_005_r2_006_a401_earlyprop_01_earlyglide_v2_maskearlyprop_20x24-earlyprop01crystalball,20,24,30,327,0.96,normal
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front30ReviewPack.asset,campaign500_front30_review,Campaign 500 Front30 Review (30),5,b0906372515e5244aab0364e478ccbba,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StylePreview/nomask_style_01_hui_spiral.asset,nomask_style_01_hui_spiral,16,23,26,364,0.98913044,normal
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front30ReviewPack.asset,campaign500_front30_review,Campaign 500 Front30 Review (30),6,135c3bbb9b229944b82df75754575c8c,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/earlyprop_02_earlyglide_v3_maskearlyprop_26x18-earlyprop02eraser_20260611_143449.asset,r2_outer_strong_005_r2_006_a401_earlyprop_02_earlyglide_v3_maskearlyprop_26x18-earlyprop02eraser,26,18,32,369,0.96,normal
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front30ReviewPack.asset,campaign500_front30_review,Campaign 500 Front30 Review (30),7,7018ce1bc440cd041a771ae7d90d958d,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_08_double_room_lock_b.asset,nomask_style_expansion_08_double_room_lock_b,18,24,39,424,0.9814815,lock
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front30ReviewPack.asset,campaign500_front30_review,Campaign 500 Front30 Review (30),8,369804ef619bf0746a914a2bc8762fce,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/TypePreview/nomask_08_dual_zone.asset,nomask_08_dual_zone,16,22,46,347,0.98579544,normal
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front30ReviewPack.asset,campaign500_front30_review,Campaign 500 Front30 Review (30),9,a48f5ef76e8085443a62ebfc08932b95,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/earlyprop_03_earlysweep_v2_maskearlyprop_22x22-earlyprop03ruler_20260611_143450.asset,r2_outer_strong_005_r2_006_a401_earlyprop_03_earlysweep_v2_maskearlyprop_22x22-earlyprop03ruler,22,22,32,194,0.96,sweep
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front30ReviewPack.asset,campaign500_front30_review,Campaign 500 Front30 Review (30),10,36bb2d43d80639f448883f29034180f3,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_22_direct_refresh_topup_rect_core_burst_g2_v03.asset,direct_pure_topup_01_22_direct_refresh_topup_rect_core_burst_g2_v03,14,27,60,372,0.984127,lock
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front30ReviewPack.asset,campaign500_front30_review,Campaign 500 Front30 Review (30),11,7defae96a9c44e24caa0c3510808f0ff,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/Level3ThirtyPreview/level3_thirty_03_level3_thirty_mini_maze_30.asset,level3_thirty_03_level3_thirty_mini_maze_30,12,18,31,209,0.9675926,maze
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front30ReviewPack.asset,campaign500_front30_review,Campaign 500 Front30 Review (30),12,a23d560b6ece363499161d6134ecd889,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_23_center_cross_b.asset,nomask_style_expansion_23_center_cross_b,17,24,50,400,0.98039216,normal
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front30ReviewPack.asset,campaign500_front30_review,Campaign 500 Front30 Review (30),13,4d4e7f2bac459454dbc3602de7442266,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/earlyprop_04_earlypeel_v5_maskearlyprop_24x24-earlyprop04magicwand_20260611_143452.asset,r2_outer_strong_005_r2_006_a401_earlyprop_04_earlypeel_v5_maskearlyprop_24x24-earlyprop04magicwand,24,24,37,201,0.96,normal
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front30ReviewPack.asset,campaign500_front30_review,Campaign 500 Front30 Review (30),14,796937ed0ddf7b749a3eb2297be51eaa,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/TypePreview/nomask_06_sweep.asset,nomask_06_sweep,15,21,42,310,0.984127,sweep
Campaign500_working_or_final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500Front30ReviewPack.asset,campaign500_front30_review,Campaign 500 Front30 Review (30),15,3d51c921f7599414fbd52fdfec68a225,ok,guid_in_current,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_15_direct_refresh_topup_rect_dual_zone_g4_v05.asset,direct_pure_topup_02_15_direct_refresh_topup_rect_dual_zone_g4_v05,14,26,53,355,0.97527474,normal
