pool,candidateIndex,guid,status,duplicateInCampaign500,assetPath,unityAssetPath,levelId,assetName,width,height,chains,arrowCells,coverage,targetDifficultyScore,family,shapeId,typeGuess,sourceGroup,sourceStatus
shape_maskonly_accepted347_pack,11,738c9f74d3b17e542b42904d70616631,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_04_main_compass_20260614_170826.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_04_main_compass_20260614_170826.asset,r2_outer_strong_005_r2_006_a401_maskonlyb01_04_main_compass,maskonlyb01_04_main_compass_20260614_170826,34,42,122,853,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,12,c2f8e461971d14b4cb690ac06c35c397,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_04_large_compass_20260614_170828.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_04_large_compass_20260614_170828.asset,r2_outer_strong_005_r2_006_a401_maskonlyb01_04_large_compass,maskonlyb01_04_large_compass_20260614_170828,38,47,130,1066,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,13,55fbe47a3db854448b2e395a8eda4eb4,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_05_compact_musicnote_20260614_170828.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_05_compact_musicnote_20260614_170828.asset,r2_outer_strong_005_r2_006_a401_maskonlyb01_05_compact_musicnote,maskonlyb01_05_compact_musicnote_20260614_170828,26,36,43,395,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,14,6a2a74ae2273e1b40b256da8f0b30744,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_05_main_musicnote_20260614_170828.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_05_main_musicnote_20260614_170828.asset,r2_outer_strong_005_r2_006_a401_maskonlyb01_05_main_musicnote,maskonlyb01_05_main_musicnote_20260614_170828,30,42,77,543,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,15,bc890f2701c97a540b3226d0de8dff1d,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_05_large_musicnote_20260614_170850.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_05_large_musicnote_20260614_170850.asset,r2_outer_strong_005_r2_006_a401_maskonlyb01_05_large_musicnote,maskonlyb01_05_large_musicnote_20260614_170850,34,47,94,700,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,16,cb3048d4826046447b3a3aeefafc5722,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_06_compact_snowflake_20260614_170851.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_06_compact_snowflake_20260614_170851.asset,r2_outer_strong_005_r2_006_a401_maskonlyb01_06_compact_snowflake,maskonlyb01_06_compact_snowflake_20260614_170851,33,33,65,588,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,17,04061ae488d230e4b8a13987a0f2b4b9,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_06_main_snowflake_20260614_170857.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_06_main_snowflake_20260614_170857.asset,r2_outer_strong_005_r2_006_a401_maskonlyb01_06_main_snowflake,maskonlyb01_06_main_snowflake_20260614_170857,38,38,117,793,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,18,8acadba300e6d2841a7dc2065e1a4b9a,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_06_large_snowflake_20260614_170859.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_06_large_snowflake_20260614_170859.asset,r2_outer_strong_005_r2_006_a401_maskonlyb01_06_large_snowflake,maskonlyb01_06_large_snowflake_20260614_170859,43,43,119,1001,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,19,3a91db3a60247ab46b198f2c0df94eee,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_07_compact_starfish_20260614_170859.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_07_compact_starfish_20260614_170859.asset,r2_outer_strong_005_r2_006_a401_maskonlyb01_07_compact_starfish,maskonlyb01_07_compact_starfish_20260614_170859,33,33,45,477,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,20,e68f19da58b69d144be069cde81115e4,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_07_main_starfish_20260614_170900.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_07_main_starfish_20260614_170900.asset,r2_outer_strong_005_r2_006_a401_maskonlyb01_07_main_starfish,maskonlyb01_07_main_starfish_20260614_170900,38,38,94,643,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,21,f43f41cbd49bf3a41a467ef8d5145c9d,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_07_large_starfish_20260614_170901.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_07_large_starfish_20260614_170901.asset,r2_outer_strong_005_r2_006_a401_maskonlyb01_07_large_starfish,maskonlyb01_07_large_starfish_20260614_170901,43,43,99,835,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,22,3a7039fea4596024bb8e35dea2b9660f,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_08_compact_hourglass_20260614_170901.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_08_compact_hourglass_20260614_170901.asset,r2_outer_strong_005_r2_006_a401_maskonlyb01_08_compact_hourglass,maskonlyb01_08_compact_hourglass_20260614_170901,28,36,70,718,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,23,bf9f4fcd41618c84f91a1c32a2b1f3b4,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_08_main_hourglass_20260614_170902.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_08_main_hourglass_20260614_170902.asset,r2_outer_strong_005_r2_006_a401_maskonlyb01_08_main_hourglass,maskonlyb01_08_main_hourglass_20260614_170902,32,42,127,941,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,24,7413436d08bb0ff498b585b47f2e81f3,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_08_large_hourglass_20260614_170904.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_08_large_hourglass_20260614_170904.asset,r2_outer_strong_005_r2_006_a401_maskonlyb01_08_large_hourglass,maskonlyb01_08_large_hourglass_20260614_170904,36,47,140,1179,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,25,ca95da312b1385e4bb33af01d61b3edf,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_09_compact_clover_20260614_170904.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_09_compact_clover_20260614_170904.asset,r2_outer_strong_005_r2_006_a401_maskonlyb01_09_compact_clover,maskonlyb01_09_compact_clover_20260614_170904,31,36,62,668,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,26,b591fc67e55afc14a8764d8917ad607c,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_09_main_clover_20260614_170905.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_09_main_clover_20260614_170905.asset,r2_outer_strong_005_r2_006_a401_maskonlyb01_09_main_clover,maskonlyb01_09_main_clover_20260614_170905,36,42,127,918,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,27,b20ebab8e5acdd04f80deaf0bc2b246d,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_09_large_clover_20260614_170906.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_09_large_clover_20260614_170906.asset,r2_outer_strong_005_r2_006_a401_maskonlyb01_09_large_clover,maskonlyb01_09_large_clover_20260614_170906,40,47,131,1125,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,28,0be9a3749257fb743b4f28c2e5a004fa,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_10_compact_sun_20260614_170907.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_10_compact_sun_20260614_170907.asset,r2_outer_strong_005_r2_006_a401_maskonlyb01_10_compact_sun,maskonlyb01_10_compact_sun_20260614_170907,33,33,56,586,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,29,92cf8410a1fa89e47813125e352aae4a,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_10_main_sun_20260614_170907.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_10_main_sun_20260614_170907.asset,r2_outer_strong_005_r2_006_a401_maskonlyb01_10_main_sun,maskonlyb01_10_main_sun_20260614_170907,38,38,113,789,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,30,3f8c9bfda959ca44f99acdfce1303286,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_10_large_sun_20260614_170909.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_10_large_sun_20260614_170909.asset,r2_outer_strong_005_r2_006_a401_maskonlyb01_10_large_sun,maskonlyb01_10_large_sun_20260614_170909,43,43,124,1001,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,31,7ca1791961ec79140bbd0b1877c476b7,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_11_compact_shell_20260614_170910.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_11_compact_shell_20260614_170910.asset,r2_outer_strong_005_r2_006_a401_maskonlyb01_11_compact_shell,maskonlyb01_11_compact_shell_20260614_170910,33,29,54,584,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,32,35f239961206c0b488129312de77e0d9,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_11_main_shell_20260614_170910.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_11_main_shell_20260614_170910.asset,r2_outer_strong_005_r2_006_a401_maskonlyb01_11_main_shell,maskonlyb01_11_main_shell_20260614_170910,38,34,104,778,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,33,d8c68cc8997057f4ead89b00302ba2de,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_11_large_shell_20260614_170911.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_11_large_shell_20260614_170911.asset,r2_outer_strong_005_r2_006_a401_maskonlyb01_11_large_shell,maskonlyb01_11_large_shell_20260614_170911,43,38,117,997,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,34,46a513ff56bc83643aad53c7972e34e0,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_01_compact_paperplane_20260614_171854.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_01_compact_paperplane_20260614_171854.asset,r2_outer_strong_005_r2_006_a401_maskonlyb02_01_compact_paperplane,maskonlyb02_01_compact_paperplane_20260614_171854,36,29,52,520,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,35,8c0b9bda280e80b439ac8f4d96bd15b2,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_01_main_paperplane_20260614_171855.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_01_main_paperplane_20260614_171855.asset,r2_outer_strong_005_r2_006_a401_maskonlyb02_01_main_paperplane,maskonlyb02_01_main_paperplane_20260614_171855,42,34,102,716,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,36,b99a8fb44ae65f54f96505cb12eac7fb,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_01_large_paperplane_20260614_171856.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_01_large_paperplane_20260614_171856.asset,r2_outer_strong_005_r2_006_a401_maskonlyb02_01_large_paperplane,maskonlyb02_01_large_paperplane_20260614_171856,44,38,102,838,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,37,4f66fc8759fb1014f966e8f73f49b5f5,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_02_compact_apple_20260614_171856.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_02_compact_apple_20260614_171856.asset,r2_outer_strong_005_r2_006_a401_maskonlyb02_02_compact_apple,maskonlyb02_02_compact_apple_20260614_171856,29,33,60,623,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,38,4902d777a26095e469cc2335208c3bc1,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_02_main_apple_20260614_171857.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_02_main_apple_20260614_171857.asset,r2_outer_strong_005_r2_006_a401_maskonlyb02_02_main_apple,maskonlyb02_02_main_apple_20260614_171857,34,38,121,857,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,39,2b9e50d64dda7ba4e956ef452b9e4655,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_02_large_apple_20260614_171859.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_02_large_apple_20260614_171859.asset,r2_outer_strong_005_r2_006_a401_maskonlyb02_02_large_apple,maskonlyb02_02_large_apple_20260614_171859,38,43,138,1090,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,40,39d695d8073b7764bb6780be91bafd66,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_03_compact_banana_20260614_171859.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_03_compact_banana_20260614_171859.asset,r2_outer_strong_005_r2_006_a401_maskonlyb02_03_compact_banana,maskonlyb02_03_compact_banana_20260614_171859,34,26,44,354,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,41,7536803092323b54fbc9bf2fb94c5a29,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_03_main_banana_20260614_171904.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_03_main_banana_20260614_171904.asset,r2_outer_strong_005_r2_006_a401_maskonlyb02_03_main_banana,maskonlyb02_03_main_banana_20260614_171904,38,30,60,458,0.96,974,r2_outer_strong_r2_a401,,shape,,
shape_maskonly_accepted347_pack,42,27539bb7eeb351848adcaffd0284737b,ok,,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_03_large_banana_20260614_171905.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_03_large_banana_20260614_171905.asset,r2_outer_strong_005_r2_006_a401_maskonlyb02_03_large_banana,maskonlyb02_03_large_banana_20260614_171905,42,34,72,578,0.96,974,r2_outer_strong_r2_a401,,shape,,
