sourcePool,candidateIndex,levelId,width,height,chains,type,shapeName,assetSource,container
normal_sgp40_zip,11,sgp_merged_final_outer_repair_newseed100431_final20_07_sgp_seed_hard_skeleton_newseed20260618_100431,18,28,49,normal,,Levels/Level_11_sgp_merged_final_outer_repair_newseed100431_final20_07_sgp_seed_hard_ske.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,12,sgp_merged_final_outer_repair_newseed100431_final20_08_sgp_seed_hard_skeleton_newseed20260618_100431,18,30,61,normal,,Levels/Level_12_sgp_merged_final_outer_repair_newseed100431_final20_08_sgp_seed_hard_ske.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,13,sgp_merged_final_outer_repair_newseed100431_final20_09_sgp_seed_hard_skeleton_newseed20260618_100431,19,29,63,normal,,Levels/Level_13_sgp_merged_final_outer_repair_newseed100431_final20_09_sgp_seed_hard_ske.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,14,sgp_merged_final_outer_repair_newseed100431_final20_15_sgp_seed_hard_skeleton_newseed20260618_100431,19,30,66,normal,,Levels/Level_14_sgp_merged_final_outer_repair_newseed100431_final20_15_sgp_seed_hard_ske.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,15,sgp_merged_final_outer_repair_quality_filtered26_harde_01_sgp_linework_maze_13_sgp_linework_maze_lockv4,20,33,75,normal,,Levels/Level_15_sgp_merged_final_outer_repair_quality_filtered26_harde_01_sgp_linework_m.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,16,sgp_merged_final_outer_repair_quality_filtered26_harde_02_sgp_linework_maze_08_sgp_linework_maze_bluepri,23,37,111,normal,,Levels/Level_16_sgp_merged_final_outer_repair_quality_filtered26_harde_02_sgp_linework_m.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,17,sgp_merged_final_outer_repair_quality_filtered26_harde_03_sgp_linework_maze_01_sgp_linework_maze_bluepri,22,35,98,normal,,Levels/Level_17_sgp_merged_final_outer_repair_quality_filtered26_harde_03_sgp_linework_m.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,18,sgp_merged_final_outer_repair_quality_filtered26_harde_04_sgp_linework_maze_04_sgp_linework_maze_bluepri,22,35,98,normal,,Levels/Level_18_sgp_merged_final_outer_repair_quality_filtered26_harde_04_sgp_linework_m.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,19,sgp_merged_final_outer_repair_quality_filtered26_harde_05_sgp_linework_maze_14_sgp_linework_maze_lockv4,22,37,98,normal,,Levels/Level_19_sgp_merged_final_outer_repair_quality_filtered26_harde_05_sgp_linework_m.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,20,sgp_merged_final_outer_repair_quality_filtered26_harde_06_sgp_linework_maze_07_sgp_linework_maze_bluepri,21,34,85,normal,,Levels/Level_20_sgp_merged_final_outer_repair_quality_filtered26_harde_06_sgp_linework_m.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,21,sgp_merged_final_outer_repair_quality_filtered26_harde_07_sgp_linework_maze_18_sgp_linework_maze_lockv4,22,38,102,normal,,Levels/Level_21_sgp_merged_final_outer_repair_quality_filtered26_harde_07_sgp_linework_m.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,22,sgp_merged_final_outer_repair_quality_filtered26_harde_08_sgp_linework_maze_04_sgp_linework_maze_bluepri,22,36,100,normal,,Levels/Level_22_sgp_merged_final_outer_repair_quality_filtered26_harde_08_sgp_linework_m.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,23,sgp_merged_final_outer_repair_quality_filtered26_harde_09_sgp_linework_maze_05_sgp_linework_maze_bluepri,23,37,107,normal,,Levels/Level_23_sgp_merged_final_outer_repair_quality_filtered26_harde_09_sgp_linework_m.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,24,sgp_merged_final_outer_repair_quality_filtered26_harde_10_sgp_linework_maze_08_sgp_linework_maze_bluepri,20,32,77,normal,,Levels/Level_24_sgp_merged_final_outer_repair_quality_filtered26_harde_10_sgp_linework_m.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,25,sgp_merged_final_outer_repair_quality_filtered26_harde_11_sgp_linework_maze_09_sgp_linework_maze_lockv4,21,34,82,normal,,Levels/Level_25_sgp_merged_final_outer_repair_quality_filtered26_harde_11_sgp_linework_m.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,26,sgp_merged_final_outer_repair_quality_filtered26_harde_12_sgp_linework_maze_06_sgp_linework_maze_bluepri,23,37,103,normal,,Levels/Level_26_sgp_merged_final_outer_repair_quality_filtered26_harde_12_sgp_linework_m.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,27,sgp_merged_final_outer_repair_quality_filtered26_harde_13_sgp_linework_maze_01_sgp_linework_maze_bluepri,21,34,89,normal,,Levels/Level_27_sgp_merged_final_outer_repair_quality_filtered26_harde_13_sgp_linework_m.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,28,sgp_merged_final_outer_repair_quality_filtered26_harde_14_sgp_linework_maze_02_sgp_linework_maze_bluepri,21,35,91,normal,,Levels/Level_28_sgp_merged_final_outer_repair_quality_filtered26_harde_14_sgp_linework_m.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,29,sgp_merged_final_outer_repair_quality_filtered26_harde_15_sgp_linework_maze_03_sgp_linework_maze_bluepri,23,37,109,normal,,Levels/Level_29_sgp_merged_final_outer_repair_quality_filtered26_harde_15_sgp_linework_m.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,30,sgp_merged_final_outer_repair_quality_filtered26_harde_16_sgp_linework_maze_03_sgp_linework_maze_bluepri,21,35,94,normal,,Levels/Level_30_sgp_merged_final_outer_repair_quality_filtered26_harde_16_sgp_linework_m.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,31,sgp_merged_final_outer_repair_quality_filtered26_harde_17_sgp_linework_maze_15_sgp_linework_maze_lockv4,22,36,89,normal,,Levels/Level_31_sgp_merged_final_outer_repair_quality_filtered26_harde_17_sgp_linework_m.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,32,sgp_merged_final_outer_repair_quality_filtered26_harde_18_sgp_linework_maze_02_sgp_linework_maze_bluepri,21,35,85,normal,,Levels/Level_32_sgp_merged_final_outer_repair_quality_filtered26_harde_18_sgp_linework_m.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,33,sgp_merged_final_outer_repair_quality_filtered26_harde_19_sgp_linework_maze_08_sgp_linework_maze_bluepri,21,36,98,normal,,Levels/Level_33_sgp_merged_final_outer_repair_quality_filtered26_harde_19_sgp_linework_m.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,34,sgp_merged_final_outer_repair_quality_filtered26_harde_20_sgp_linework_maze_02_sgp_linework_maze_bluepri,20,32,79,normal,,Levels/Level_34_sgp_merged_final_outer_repair_quality_filtered26_harde_20_sgp_linework_m.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,35,sgp_merged_final_outer_repair_quality_filtered26_harde_21_sgp_linework_maze_01_sgp_linework_maze_bluepri,21,34,85,normal,,Levels/Level_35_sgp_merged_final_outer_repair_quality_filtered26_harde_21_sgp_linework_m.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,36,sgp_merged_final_outer_repair_quality_filtered26_harde_22_sgp_linework_maze_06_sgp_linework_maze_bluepri,20,32,80,normal,,Levels/Level_36_sgp_merged_final_outer_repair_quality_filtered26_harde_22_sgp_linework_m.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,37,sgp_merged_final_outer_repair_quality_filtered26_harde_23_sgp_linework_maze_07_sgp_linework_maze_lockv4,23,37,104,normal,,Levels/Level_37_sgp_merged_final_outer_repair_quality_filtered26_harde_23_sgp_linework_m.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,38,sgp_merged_final_outer_repair_quality_filtered26_harde_24_sgp_linework_maze_02_sgp_linework_maze_bluepri,22,35,96,normal,,Levels/Level_38_sgp_merged_final_outer_repair_quality_filtered26_harde_24_sgp_linework_m.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,39,sgp_merged_final_outer_repair_quality_filtered26_harde_25_sgp_linework_maze_09_sgp_linework_maze_bluepri,21,35,96,normal,,Levels/Level_39_sgp_merged_final_outer_repair_quality_filtered26_harde_25_sgp_linework_m.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
normal_sgp40_zip,40,sgp_merged_final_outer_repair_quality_filtered26_harde_26_sgp_linework_maze_05_sgp_linework_maze_bluepri,22,37,98,normal,,Levels/Level_40_sgp_merged_final_outer_repair_quality_filtered26_harde_26_sgp_linework_m.asset,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Exports/SGPManualCuratedFinal40_Levels.zip
shape_maskonly347,1,r2_outer_strong_005_r2_006_a401_maskonlyb01_01_compact_mushroom,29,29,50,shape,mushroom,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_01_compact_mushroom_20260614_170703.asset,shape worktree
shape_maskonly347,2,r2_outer_strong_005_r2_006_a401_maskonlyb01_01_main_mushroom,34,34,96,shape,mushroom,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_01_main_mushroom_20260614_170705.asset,shape worktree
shape_maskonly347,3,r2_outer_strong_005_r2_006_a401_maskonlyb01_01_large_mushroom,38,38,102,shape,mushroom,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_01_large_mushroom_20260614_170706.asset,shape worktree
shape_maskonly347,4,r2_outer_strong_005_r2_006_a401_maskonlyb01_02_compact_umbrella,33,36,41,shape,umbrella,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_02_compact_umbrella_20260614_170706.asset,shape worktree
shape_maskonly347,5,r2_outer_strong_005_r2_006_a401_maskonlyb01_02_main_umbrella,38,42,91,shape,umbrella,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_02_main_umbrella_20260614_170706.asset,shape worktree
shape_maskonly347,6,r2_outer_strong_005_r2_006_a401_maskonlyb01_02_large_umbrella,43,47,97,shape,umbrella,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_02_large_umbrella_20260614_170816.asset,shape worktree
shape_maskonly347,7,r2_outer_strong_005_r2_006_a401_maskonlyb01_03_compact_magnifier,29,36,43,shape,magnifier,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_03_compact_magnifier_20260614_170817.asset,shape worktree
shape_maskonly347,8,r2_outer_strong_005_r2_006_a401_maskonlyb01_03_main_magnifier,34,42,99,shape,magnifier,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_03_main_magnifier_20260614_170817.asset,shape worktree
shape_maskonly347,9,r2_outer_strong_005_r2_006_a401_maskonlyb01_03_large_magnifier,38,47,102,shape,magnifier,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_03_large_magnifier_20260614_170825.asset,shape worktree
shape_maskonly347,10,r2_outer_strong_005_r2_006_a401_maskonlyb01_04_compact_compass,29,36,52,shape,compass,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_04_compact_compass_20260614_170826.asset,shape worktree
shape_maskonly347,11,r2_outer_strong_005_r2_006_a401_maskonlyb01_04_main_compass,34,42,122,shape,compass,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_04_main_compass_20260614_170826.asset,shape worktree
shape_maskonly347,12,r2_outer_strong_005_r2_006_a401_maskonlyb01_04_large_compass,38,47,130,shape,compass,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_04_large_compass_20260614_170828.asset,shape worktree
shape_maskonly347,13,r2_outer_strong_005_r2_006_a401_maskonlyb01_05_compact_musicnote,26,36,43,shape,musicnote,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_05_compact_musicnote_20260614_170828.asset,shape worktree
shape_maskonly347,14,r2_outer_strong_005_r2_006_a401_maskonlyb01_05_main_musicnote,30,42,77,shape,musicnote,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_05_main_musicnote_20260614_170828.asset,shape worktree
shape_maskonly347,15,r2_outer_strong_005_r2_006_a401_maskonlyb01_05_large_musicnote,34,47,94,shape,musicnote,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_05_large_musicnote_20260614_170850.asset,shape worktree
shape_maskonly347,16,r2_outer_strong_005_r2_006_a401_maskonlyb01_06_compact_snowflake,33,33,65,shape,snowflake,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_06_compact_snowflake_20260614_170851.asset,shape worktree
shape_maskonly347,17,r2_outer_strong_005_r2_006_a401_maskonlyb01_06_main_snowflake,38,38,117,shape,snowflake,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_06_main_snowflake_20260614_170857.asset,shape worktree
shape_maskonly347,18,r2_outer_strong_005_r2_006_a401_maskonlyb01_06_large_snowflake,43,43,119,shape,snowflake,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_06_large_snowflake_20260614_170859.asset,shape worktree
shape_maskonly347,19,r2_outer_strong_005_r2_006_a401_maskonlyb01_07_compact_starfish,33,33,45,shape,starfish,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_07_compact_starfish_20260614_170859.asset,shape worktree
shape_maskonly347,20,r2_outer_strong_005_r2_006_a401_maskonlyb01_07_main_starfish,38,38,94,shape,starfish,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_07_main_starfish_20260614_170900.asset,shape worktree
shape_maskonly347,21,r2_outer_strong_005_r2_006_a401_maskonlyb01_07_large_starfish,43,43,99,shape,starfish,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_07_large_starfish_20260614_170901.asset,shape worktree
shape_maskonly347,22,r2_outer_strong_005_r2_006_a401_maskonlyb01_08_compact_hourglass,28,36,70,shape,hourglass,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_08_compact_hourglass_20260614_170901.asset,shape worktree
shape_maskonly347,23,r2_outer_strong_005_r2_006_a401_maskonlyb01_08_main_hourglass,32,42,127,shape,hourglass,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_08_main_hourglass_20260614_170902.asset,shape worktree
shape_maskonly347,24,r2_outer_strong_005_r2_006_a401_maskonlyb01_08_large_hourglass,36,47,140,shape,hourglass,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_08_large_hourglass_20260614_170904.asset,shape worktree
shape_maskonly347,25,r2_outer_strong_005_r2_006_a401_maskonlyb01_09_compact_clover,31,36,62,shape,clover,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_09_compact_clover_20260614_170904.asset,shape worktree
shape_maskonly347,26,r2_outer_strong_005_r2_006_a401_maskonlyb01_09_main_clover,36,42,127,shape,clover,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_09_main_clover_20260614_170905.asset,shape worktree
shape_maskonly347,27,r2_outer_strong_005_r2_006_a401_maskonlyb01_09_large_clover,40,47,131,shape,clover,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_09_large_clover_20260614_170906.asset,shape worktree
shape_maskonly347,28,r2_outer_strong_005_r2_006_a401_maskonlyb01_10_compact_sun,33,33,56,shape,sun,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_10_compact_sun_20260614_170907.asset,shape worktree
shape_maskonly347,29,r2_outer_strong_005_r2_006_a401_maskonlyb01_10_main_sun,38,38,113,shape,sun,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_10_main_sun_20260614_170907.asset,shape worktree
shape_maskonly347,30,r2_outer_strong_005_r2_006_a401_maskonlyb01_10_large_sun,43,43,124,shape,sun,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_10_large_sun_20260614_170909.asset,shape worktree
shape_maskonly347,31,r2_outer_strong_005_r2_006_a401_maskonlyb01_11_compact_shell,33,29,54,shape,shell,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_11_compact_shell_20260614_170910.asset,shape worktree
shape_maskonly347,32,r2_outer_strong_005_r2_006_a401_maskonlyb01_11_main_shell,38,34,104,shape,shell,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_11_main_shell_20260614_170910.asset,shape worktree
shape_maskonly347,33,r2_outer_strong_005_r2_006_a401_maskonlyb01_11_large_shell,43,38,117,shape,shell,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_11_large_shell_20260614_170911.asset,shape worktree
shape_maskonly347,34,r2_outer_strong_005_r2_006_a401_maskonlyb02_01_compact_paperplane,36,29,52,shape,paperplane,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_01_compact_paperplane_20260614_171854.asset,shape worktree
shape_maskonly347,35,r2_outer_strong_005_r2_006_a401_maskonlyb02_01_main_paperplane,42,34,102,shape,paperplane,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_01_main_paperplane_20260614_171855.asset,shape worktree
shape_maskonly347,36,r2_outer_strong_005_r2_006_a401_maskonlyb02_01_large_paperplane,44,38,102,shape,paperplane,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_01_large_paperplane_20260614_171856.asset,shape worktree
shape_maskonly347,37,r2_outer_strong_005_r2_006_a401_maskonlyb02_02_compact_apple,29,33,60,shape,apple,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_02_compact_apple_20260614_171856.asset,shape worktree
shape_maskonly347,38,r2_outer_strong_005_r2_006_a401_maskonlyb02_02_main_apple,34,38,121,shape,apple,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_02_main_apple_20260614_171857.asset,shape worktree
shape_maskonly347,39,r2_outer_strong_005_r2_006_a401_maskonlyb02_02_large_apple,38,43,138,shape,apple,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_02_large_apple_20260614_171859.asset,shape worktree
shape_maskonly347,40,r2_outer_strong_005_r2_006_a401_maskonlyb02_03_compact_banana,34,26,44,shape,banana,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_03_compact_banana_20260614_171859.asset,shape worktree
shape_maskonly347,41,r2_outer_strong_005_r2_006_a401_maskonlyb02_03_main_banana,38,30,60,shape,banana,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_03_main_banana_20260614_171904.asset,shape worktree
shape_maskonly347,42,r2_outer_strong_005_r2_006_a401_maskonlyb02_03_large_banana,42,34,72,shape,banana,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_03_large_banana_20260614_171905.asset,shape worktree
shape_maskonly347,43,r2_outer_strong_005_r2_006_a401_maskonlyb02_04_compact_potionbottle,28,36,59,shape,potionbottle,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_04_compact_potionbottle_20260614_171906.asset,shape worktree
shape_maskonly347,44,r2_outer_strong_005_r2_006_a401_maskonlyb02_04_main_potionbottle,32,42,113,shape,potionbottle,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_04_main_potionbottle_20260614_171907.asset,shape worktree
shape_maskonly347,45,r2_outer_strong_005_r2_006_a401_maskonlyb02_04_large_potionbottle,36,47,118,shape,potionbottle,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_04_large_potionbottle_20260614_171908.asset,shape worktree
shape_maskonly347,46,r2_outer_strong_005_r2_006_a401_maskonlyb02_05_compact_icecreamcone,28,38,53,shape,icecreamcone,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_05_compact_icecreamcone_20260614_171908.asset,shape worktree
shape_maskonly347,47,r2_outer_strong_005_r2_006_a401_maskonlyb02_05_main_icecreamcone,32,44,105,shape,icecreamcone,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_05_main_icecreamcone_20260614_171909.asset,shape worktree
