pool,candidateIndex,guid,status,duplicateInCampaign500,assetPath,unityAssetPath,levelId,assetName,width,height,chains,arrowCells,coverage,targetDifficultyScore,family,shapeId,typeGuess,sourceGroup,sourceStatus
normal_optional_merged48_from_report,12,,missing_asset,,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/newseed100431_final20/sgp_merged_final_outer_repair_newseed100431_final20_04_sgp_seed_hard_skeleton_newseed20260618_100431.asset,Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/newseed100431_final20/sgp_merged_final_outer_repair_newseed100431_final20_04_sgp_seed_hard_skeleton_newseed20260618_100431.asset,,sgp_merged_final_outer_repair_newseed100431_final20_04_sgp_seed_hard_skeleton_newseed20260618_100431,,,0,0,,,,,,NEWSEED100431_FINAL20,outer1_repair_ok outer1=0.949->0.990 visualOuter=0.974->0.988 outer=0.957->0.984 addedChains=0 addedCells=5
normal_optional_merged48_from_report,13,,missing_asset,,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/newseed100431_final20/sgp_merged_final_outer_repair_newseed100431_final20_06_sgp_seed_hard_skeleton_newseed20260618_100431.asset,Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/newseed100431_final20/sgp_merged_final_outer_repair_newseed100431_final20_06_sgp_seed_hard_skeleton_newseed20260618_100431.asset,,sgp_merged_final_outer_repair_newseed100431_final20_06_sgp_seed_hard_skeleton_newseed20260618_100431,,,0,0,,,,,,NEWSEED100431_FINAL20,outer1_repair_ok outer1=0.949->0.959 visualOuter=0.962->0.977 outer=0.952->0.963 addedChains=0 addedCells=5
normal_optional_merged48_from_report,14,,missing_asset,,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/newseed100431_final20/sgp_merged_final_outer_repair_newseed100431_final20_07_sgp_seed_hard_skeleton_newseed20260618_100431.asset,Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/newseed100431_final20/sgp_merged_final_outer_repair_newseed100431_final20_07_sgp_seed_hard_skeleton_newseed20260618_100431.asset,,sgp_merged_final_outer_repair_newseed100431_final20_07_sgp_seed_hard_skeleton_newseed20260618_100431,,,0,0,,,,,,NEWSEED100431_FINAL20,outer1_repair_ok outer1=0.977->0.989 visualOuter=0.974->0.987 outer=0.970->0.982 addedChains=0 addedCells=4
normal_optional_merged48_from_report,15,,missing_asset,,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/newseed100431_final20/sgp_merged_final_outer_repair_newseed100431_final20_08_sgp_seed_hard_skeleton_newseed20260618_100431.asset,Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/newseed100431_final20/sgp_merged_final_outer_repair_newseed100431_final20_08_sgp_seed_hard_skeleton_newseed20260618_100431.asset,,sgp_merged_final_outer_repair_newseed100431_final20_08_sgp_seed_hard_skeleton_newseed20260618_100431,,,0,0,,,,,,NEWSEED100431_FINAL20,outer1_repair_ok outer1=0.946->0.989 visualOuter=0.966->0.981 outer=0.949->0.977 addedChains=0 addedCells=5
normal_optional_merged48_from_report,16,,missing_asset,,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/newseed100431_final20/sgp_merged_final_outer_repair_newseed100431_final20_09_sgp_seed_hard_skeleton_newseed20260618_100431.asset,Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/newseed100431_final20/sgp_merged_final_outer_repair_newseed100431_final20_09_sgp_seed_hard_skeleton_newseed20260618_100431.asset,,sgp_merged_final_outer_repair_newseed100431_final20_09_sgp_seed_hard_skeleton_newseed20260618_100431,,,0,0,,,,,,NEWSEED100431_FINAL20,outer1_repair_ok outer1=0.935->1.000 visualOuter=0.966->0.991 outer=0.966->1.000 addedChains=0 addedCells=8
normal_optional_merged48_from_report,17,,missing_asset,,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/newseed100431_final20/sgp_merged_final_outer_repair_newseed100431_final20_10_sgp_seed_hard_skeleton_newseed20260618_100431.asset,Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/newseed100431_final20/sgp_merged_final_outer_repair_newseed100431_final20_10_sgp_seed_hard_skeleton_newseed20260618_100431.asset,,sgp_merged_final_outer_repair_newseed100431_final20_10_sgp_seed_hard_skeleton_newseed20260618_100431,,,0,0,,,,,,NEWSEED100431_FINAL20,outer1_repair_ok outer1=0.955->1.000 visualOuter=0.957->0.993 outer=0.946->1.000 addedChains=1 addedCells=11
normal_optional_merged48_from_report,18,,missing_asset,,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/newseed100431_final20/sgp_merged_final_outer_repair_newseed100431_final20_11_sgp_seed_hard_skeleton_newseed20260618_100431.asset,Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/newseed100431_final20/sgp_merged_final_outer_repair_newseed100431_final20_11_sgp_seed_hard_skeleton_newseed20260618_100431.asset,,sgp_merged_final_outer_repair_newseed100431_final20_11_sgp_seed_hard_skeleton_newseed20260618_100431,,,0,0,,,,,,NEWSEED100431_FINAL20,outer1_repair_ok outer1=0.909->0.966 visualOuter=0.947->0.974 outer=0.935->0.976 addedChains=0 addedCells=8
normal_optional_merged48_from_report,19,,missing_asset,,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/newseed100431_final20/sgp_merged_final_outer_repair_newseed100431_final20_15_sgp_seed_hard_skeleton_newseed20260618_100431.asset,Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/newseed100431_final20/sgp_merged_final_outer_repair_newseed100431_final20_15_sgp_seed_hard_skeleton_newseed20260618_100431.asset,,sgp_merged_final_outer_repair_newseed100431_final20_15_sgp_seed_hard_skeleton_newseed20260618_100431,,,0,0,,,,,,NEWSEED100431_FINAL20,outer1_repair_ok outer1=0.957->1.000 visualOuter=0.963->0.991 outer=0.961->0.994 addedChains=0 addedCells=9
normal_optional_merged48_from_report,20,,missing_asset,,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/newseed100431_final20/sgp_merged_final_outer_repair_newseed100431_final20_17_sgp_seed_hard_skeleton_newseed20260618_100431.asset,Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/newseed100431_final20/sgp_merged_final_outer_repair_newseed100431_final20_17_sgp_seed_hard_skeleton_newseed20260618_100431.asset,,sgp_merged_final_outer_repair_newseed100431_final20_17_sgp_seed_hard_skeleton_newseed20260618_100431,,,0,0,,,,,,NEWSEED100431_FINAL20,outer1_repair_ok outer1=0.955->0.977 visualOuter=0.970->0.980 outer=0.958->0.976 addedChains=0 addedCells=3
normal_optional_merged48_from_report,21,,missing_asset,,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/newseed100431_final20/sgp_merged_final_outer_repair_newseed100431_final20_18_sgp_seed_hard_skeleton_newseed20260618_100431.asset,Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/newseed100431_final20/sgp_merged_final_outer_repair_newseed100431_final20_18_sgp_seed_hard_skeleton_newseed20260618_100431.asset,,sgp_merged_final_outer_repair_newseed100431_final20_18_sgp_seed_hard_skeleton_newseed20260618_100431,,,0,0,,,,,,NEWSEED100431_FINAL20,outer1_repair_ok outer1=0.925->0.981 visualOuter=0.960->0.981 outer=0.941->0.975 addedChains=0 addedCells=8
normal_optional_merged48_from_report,22,,missing_asset,,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/newseed100431_final20/sgp_merged_final_outer_repair_newseed100431_final20_20_sgp_seed_hard_skeleton_newseed20260618_100431.asset,Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/newseed100431_final20/sgp_merged_final_outer_repair_newseed100431_final20_20_sgp_seed_hard_skeleton_newseed20260618_100431.asset,,sgp_merged_final_outer_repair_newseed100431_final20_20_sgp_seed_hard_skeleton_newseed20260618_100431,,,0,0,,,,,,NEWSEED100431_FINAL20,outer1_repair_ok outer1=0.888->0.981 visualOuter=0.969->0.993 outer=0.942->0.990 addedChains=0 addedCells=17
normal_optional_merged48_from_report,23,,missing_asset,,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/quality_filtered26_harder/sgp_merged_final_outer_repair_quality_filtered26_harde_01_sgp_linework_maze_13_sgp_linework_maze_lockv4.asset,Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/quality_filtered26_harder/sgp_merged_final_outer_repair_quality_filtered26_harde_01_sgp_linework_maze_13_sgp_linework_maze_lockv4.asset,,sgp_merged_final_outer_repair_quality_filtered26_harde_01_sgp_linework_maze_13_sgp_linework_maze_lockv4,,,0,0,,,,,,QUALITY_FILTERED26_HARDER,pass_no_problem
normal_optional_merged48_from_report,24,,missing_asset,,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/quality_filtered26_harder/sgp_merged_final_outer_repair_quality_filtered26_harde_02_sgp_linework_maze_08_sgp_linework_maze_bluepri.asset,Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/quality_filtered26_harder/sgp_merged_final_outer_repair_quality_filtered26_harde_02_sgp_linework_maze_08_sgp_linework_maze_bluepri.asset,,sgp_merged_final_outer_repair_quality_filtered26_harde_02_sgp_linework_maze_08_sgp_linework_maze_bluepri,,,0,0,,,,,,QUALITY_FILTERED26_HARDER,pass_no_problem
normal_optional_merged48_from_report,25,,missing_asset,,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/quality_filtered26_harder/sgp_merged_final_outer_repair_quality_filtered26_harde_03_sgp_linework_maze_01_sgp_linework_maze_bluepri.asset,Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/quality_filtered26_harder/sgp_merged_final_outer_repair_quality_filtered26_harde_03_sgp_linework_maze_01_sgp_linework_maze_bluepri.asset,,sgp_merged_final_outer_repair_quality_filtered26_harde_03_sgp_linework_maze_01_sgp_linework_maze_bluepri,,,0,0,,,,,,QUALITY_FILTERED26_HARDER,pass_no_problem
normal_optional_merged48_from_report,26,,missing_asset,,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/quality_filtered26_harder/sgp_merged_final_outer_repair_quality_filtered26_harde_04_sgp_linework_maze_04_sgp_linework_maze_bluepri.asset,Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/quality_filtered26_harder/sgp_merged_final_outer_repair_quality_filtered26_harde_04_sgp_linework_maze_04_sgp_linework_maze_bluepri.asset,,sgp_merged_final_outer_repair_quality_filtered26_harde_04_sgp_linework_maze_04_sgp_linework_maze_bluepri,,,0,0,,,,,,QUALITY_FILTERED26_HARDER,pass_no_problem
normal_optional_merged48_from_report,27,,missing_asset,,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/quality_filtered26_harder/sgp_merged_final_outer_repair_quality_filtered26_harde_05_sgp_linework_maze_14_sgp_linework_maze_lockv4.asset,Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/quality_filtered26_harder/sgp_merged_final_outer_repair_quality_filtered26_harde_05_sgp_linework_maze_14_sgp_linework_maze_lockv4.asset,,sgp_merged_final_outer_repair_quality_filtered26_harde_05_sgp_linework_maze_14_sgp_linework_maze_lockv4,,,0,0,,,,,,QUALITY_FILTERED26_HARDER,pass_no_problem
normal_optional_merged48_from_report,28,,missing_asset,,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/quality_filtered26_harder/sgp_merged_final_outer_repair_quality_filtered26_harde_06_sgp_linework_maze_07_sgp_linework_maze_bluepri.asset,Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/quality_filtered26_harder/sgp_merged_final_outer_repair_quality_filtered26_harde_06_sgp_linework_maze_07_sgp_linework_maze_bluepri.asset,,sgp_merged_final_outer_repair_quality_filtered26_harde_06_sgp_linework_maze_07_sgp_linework_maze_bluepri,,,0,0,,,,,,QUALITY_FILTERED26_HARDER,pass_no_problem
normal_optional_merged48_from_report,29,,missing_asset,,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/quality_filtered26_harder/sgp_merged_final_outer_repair_quality_filtered26_harde_07_sgp_linework_maze_18_sgp_linework_maze_lockv4.asset,Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/quality_filtered26_harder/sgp_merged_final_outer_repair_quality_filtered26_harde_07_sgp_linework_maze_18_sgp_linework_maze_lockv4.asset,,sgp_merged_final_outer_repair_quality_filtered26_harde_07_sgp_linework_maze_18_sgp_linework_maze_lockv4,,,0,0,,,,,,QUALITY_FILTERED26_HARDER,pass_no_problem
normal_optional_merged48_from_report,30,,missing_asset,,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/quality_filtered26_harder/sgp_merged_final_outer_repair_quality_filtered26_harde_08_sgp_linework_maze_04_sgp_linework_maze_bluepri.asset,Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/quality_filtered26_harder/sgp_merged_final_outer_repair_quality_filtered26_harde_08_sgp_linework_maze_04_sgp_linework_maze_bluepri.asset,,sgp_merged_final_outer_repair_quality_filtered26_harde_08_sgp_linework_maze_04_sgp_linework_maze_bluepri,,,0,0,,,,,,QUALITY_FILTERED26_HARDER,pass_no_problem
normal_optional_merged48_from_report,31,,missing_asset,,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/quality_filtered26_harder/sgp_merged_final_outer_repair_quality_filtered26_harde_09_sgp_linework_maze_05_sgp_linework_maze_bluepri.asset,Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/quality_filtered26_harder/sgp_merged_final_outer_repair_quality_filtered26_harde_09_sgp_linework_maze_05_sgp_linework_maze_bluepri.asset,,sgp_merged_final_outer_repair_quality_filtered26_harde_09_sgp_linework_maze_05_sgp_linework_maze_bluepri,,,0,0,,,,,,QUALITY_FILTERED26_HARDER,pass_no_problem
normal_optional_merged48_from_report,32,,missing_asset,,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/quality_filtered26_harder/sgp_merged_final_outer_repair_quality_filtered26_harde_10_sgp_linework_maze_08_sgp_linework_maze_bluepri.asset,Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/quality_filtered26_harder/sgp_merged_final_outer_repair_quality_filtered26_harde_10_sgp_linework_maze_08_sgp_linework_maze_bluepri.asset,,sgp_merged_final_outer_repair_quality_filtered26_harde_10_sgp_linework_maze_08_sgp_linework_maze_bluepri,,,0,0,,,,,,QUALITY_FILTERED26_HARDER,pass_no_problem
normal_optional_merged48_from_report,33,,missing_asset,,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/quality_filtered26_harder/sgp_merged_final_outer_repair_quality_filtered26_harde_11_sgp_linework_maze_09_sgp_linework_maze_lockv4.asset,Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/quality_filtered26_harder/sgp_merged_final_outer_repair_quality_filtered26_harde_11_sgp_linework_maze_09_sgp_linework_maze_lockv4.asset,,sgp_merged_final_outer_repair_quality_filtered26_harde_11_sgp_linework_maze_09_sgp_linework_maze_lockv4,,,0,0,,,,,,QUALITY_FILTERED26_HARDER,pass_no_problem
normal_optional_merged48_from_report,34,,missing_asset,,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/quality_filtered26_harder/sgp_merged_final_outer_repair_quality_filtered26_harde_12_sgp_linework_maze_06_sgp_linework_maze_bluepri.asset,Assets/ArrowMagic/SOData/Levels/SelfGeneratedProduction/SGPMergedFinalOuterRepair/quality_filtered26_harder/sgp_merged_final_outer_repair_quality_filtered26_harde_12_sgp_linework_maze_06_sgp_linework_maze_bluepri.asset,,sgp_merged_final_outer_repair_quality_filtered26_harde_12_sgp_linework_maze_06_sgp_linework_maze_bluepri,,,0,0,,,,,,QUALITY_FILTERED26_HARDER,pass_no_problem
