pool,candidateIndex,guid,worktreeRoot,packPath,assetPath,levelId,assetName,width,height,chains,arrowCells,coverage,longestChain,spawnMaskGuid,inferredShapeKey,parseStatus
normal_sgp40,14,96f43d55f375d1b449a5e31140f2aa6a,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Packs/SelfGeneratedProduction/Final/SGPManualCuratedFinal40Pack.asset,,,,,,,,,,,,missing_meta
normal_sgp40,15,0189606f42945b942b7e296cd1608ed6,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Packs/SelfGeneratedProduction/Final/SGPManualCuratedFinal40Pack.asset,,,,,,,,,,,,missing_meta
normal_sgp40,16,555b35f3d88e13447a18552b77839073,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Packs/SelfGeneratedProduction/Final/SGPManualCuratedFinal40Pack.asset,,,,,,,,,,,,missing_meta
normal_sgp40,17,dc706f3b210b1464ebbd468c7ca6ae87,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Packs/SelfGeneratedProduction/Final/SGPManualCuratedFinal40Pack.asset,,,,,,,,,,,,missing_meta
normal_sgp40,18,e3ecd712e1904874985289dadbffeeaf,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Packs/SelfGeneratedProduction/Final/SGPManualCuratedFinal40Pack.asset,,,,,,,,,,,,missing_meta
normal_sgp40,19,4f21a9fbb213a674f818790be6c39b19,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Packs/SelfGeneratedProduction/Final/SGPManualCuratedFinal40Pack.asset,,,,,,,,,,,,missing_meta
normal_sgp40,20,1b3d487dcb7789b448a6351614517fc8,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Packs/SelfGeneratedProduction/Final/SGPManualCuratedFinal40Pack.asset,,,,,,,,,,,,missing_meta
normal_sgp40,21,385490de4fdb9204c8641dc198ead37b,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Packs/SelfGeneratedProduction/Final/SGPManualCuratedFinal40Pack.asset,,,,,,,,,,,,missing_meta
normal_sgp40,22,5bd7cf263b97e3445a5eea74a66e94f6,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Packs/SelfGeneratedProduction/Final/SGPManualCuratedFinal40Pack.asset,,,,,,,,,,,,missing_meta
normal_sgp40,23,4bb782656ebd2b84ca08539cc8e5f443,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Packs/SelfGeneratedProduction/Final/SGPManualCuratedFinal40Pack.asset,,,,,,,,,,,,missing_meta
normal_sgp40,24,38c0fb9f93dea3d42b6074e465233028,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Packs/SelfGeneratedProduction/Final/SGPManualCuratedFinal40Pack.asset,,,,,,,,,,,,missing_meta
normal_sgp40,25,ce48d68600343ed4ca3cb600bea6bc2b,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Packs/SelfGeneratedProduction/Final/SGPManualCuratedFinal40Pack.asset,,,,,,,,,,,,missing_meta
normal_sgp40,26,aafd7cafaf5670b4cb583e600d252c66,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Packs/SelfGeneratedProduction/Final/SGPManualCuratedFinal40Pack.asset,,,,,,,,,,,,missing_meta
normal_sgp40,27,95edf7bf413a5f94c92b43a77e89dc7c,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Packs/SelfGeneratedProduction/Final/SGPManualCuratedFinal40Pack.asset,,,,,,,,,,,,missing_meta
normal_sgp40,28,81c400d6a59fd884888f333ebdf76d22,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Packs/SelfGeneratedProduction/Final/SGPManualCuratedFinal40Pack.asset,,,,,,,,,,,,missing_meta
normal_sgp40,29,f3440f2ba00fb4741b3078785436a93f,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Packs/SelfGeneratedProduction/Final/SGPManualCuratedFinal40Pack.asset,,,,,,,,,,,,missing_meta
normal_sgp40,30,a0a9a7f77f5a8ef4d983afe7cf6b71df,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Packs/SelfGeneratedProduction/Final/SGPManualCuratedFinal40Pack.asset,,,,,,,,,,,,missing_meta
normal_sgp40,31,b020105d1ef0f4e41bc3e73810e4cd5e,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Packs/SelfGeneratedProduction/Final/SGPManualCuratedFinal40Pack.asset,,,,,,,,,,,,missing_meta
normal_sgp40,32,ec64469f0d8cb6d408cf50f7577cf9da,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Packs/SelfGeneratedProduction/Final/SGPManualCuratedFinal40Pack.asset,,,,,,,,,,,,missing_meta
normal_sgp40,33,65e89e1a4df1c3540ab60f3279fc29f0,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Packs/SelfGeneratedProduction/Final/SGPManualCuratedFinal40Pack.asset,,,,,,,,,,,,missing_meta
normal_sgp40,34,47c2f6f4ea9d82e4faae89e4e40a8bc1,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Packs/SelfGeneratedProduction/Final/SGPManualCuratedFinal40Pack.asset,,,,,,,,,,,,missing_meta
normal_sgp40,35,4cad108ff582d9e488fced78f248c517,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Packs/SelfGeneratedProduction/Final/SGPManualCuratedFinal40Pack.asset,,,,,,,,,,,,missing_meta
normal_sgp40,36,e9e265fa86702d340bafd2df5b824db8,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Packs/SelfGeneratedProduction/Final/SGPManualCuratedFinal40Pack.asset,,,,,,,,,,,,missing_meta
normal_sgp40,37,f686f778b8459a04a94333c9a3dfe6c5,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Packs/SelfGeneratedProduction/Final/SGPManualCuratedFinal40Pack.asset,,,,,,,,,,,,missing_meta
normal_sgp40,38,9ccff404f5ae5ea48964bd087d28c37e,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Packs/SelfGeneratedProduction/Final/SGPManualCuratedFinal40Pack.asset,,,,,,,,,,,,missing_meta
normal_sgp40,39,eec810b68c29147449851adbd443f91a,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Packs/SelfGeneratedProduction/Final/SGPManualCuratedFinal40Pack.asset,,,,,,,,,,,,missing_meta
normal_sgp40,40,3bc64773db7173843b213d359ff30a13,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework,F:/Unityproject/ArrowLevel-Hand/.worktrees/architectural-linework/Assets/ArrowMagic/SOData/Packs/SelfGeneratedProduction/Final/SGPManualCuratedFinal40Pack.asset,,,,,,,,,,,,missing_meta
