"order","section10","category","templateDifficultyCode","difficultyLabel","difficultyTag","difficultyNameZh","stageDifficultyHint","templateExperienceRole","rhythmBucket","rhythmExperienceRole","targetChains","targetChainsMin","targetChainsMax","baseChain","projectedChain","canvasAdjustedChain","longChainCanvasBonus","isLongChain","projectedArrow","projectedArea","chainDeltaVsBase","chainDeltaVsInitial","projectionReason","linkedOrder","sourcePool","productionLane","chainLanguage","projectedAsset","originalTemplateAsset","sourceV11CopiedAssetPath","shapeId","shapeNameZh","isShapeSlot","isHoleSlot","finalizationVersion","difficultyCodePolicy","resourceReplacementStatus","finalReviewNote"
"11","2","normal","1","??1","Normal1","普通/恢复","NormalOrRecovery","Normal","Ordinary","Normal","31","28","34","34","29","29","0","True","373","391","-5","-2","v11_review_target","284","SeedV5LongChain30Front300","slot_headmix_outerclean","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_72_l092_long_normal_a_lock_s10_slot_headmix_outerclean.asset","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/Level3ThirtyPreview/level3_thirty_03_level3_thirty_mini_maze_30.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L011_level3_thirty_03_level3_thirty_mini_maze_30.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s2 ordinary 34->29"
"12","2","normal","1","??1","Normal1","普通/恢复","NormalOrRecovery","Normal","Ordinary","Normal","50","46","54","48","34","35","1","True","539","567","-14","-16","v11_review_target","148","SeedV5LongChain30Front300","slot_headmix_outerclean","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_50_l064_long_normal_b_maze_s07_slot_headmix_outerclean.asset","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_23_center_cross_b.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L012_nomask_style_expansion_23_center_cross_b.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s2 ordinary 48->34"
"13","2","shape","1","??1","Normal1","普通/恢复","NormalOrRecovery","Shape","Shape","Shape","37","34","40","60","60","60","0","False","503","1936","0","23","keep_current","","ShapeMaskInventory","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNewbie4/campaign500_shape_psg_newbie4_04_L013_magicwand.asset","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/earlyprop_04_earlypeel_v5_maskearlyprop_24x24-earlyprop04magicwand_20260611_143452.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L013_r2_outer_strong_005_r2_006_a401_earlyprop_04_early.asset","magicwand","魔法杖","1","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"14","2","normal","1","??1","Normal1","普通/恢复","NormalOrRecovery","Normal","Ordinary","Normal","42","39","45","54","36","36","0","True","486","513","-18","-6","v11_review_target","104","SeedV5LongChain30Front300","slot_seedmaze_section_weave","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_129_l161_long_normal_a_sweep_s17_slot_seedmaze_section_weave.asset","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/TypePreview/nomask_06_sweep.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L014_nomask_06_sweep.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s2 ordinary 54->36"
"15","2","normal","1","??1","Normal1","普通/恢复","NormalOrRecovery","Normal","Ordinary","Normal","53","49","57","55","38","38","0","False","430","432","-17","-15","v11_review_target","297","Campaign500_HardGateUntil0910","FlowPatch","patch_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_03_nutation_flow_rail_v1_rect_s06_o060_v02_flowrail_patch_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_15_direct_refresh_topup_rect_dual_zone_g4_v05.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L015_direct_pure_topup_02_15_direct_refresh_topup_rect_.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s2 ordinary 55->38"
"16","2","normal","1","??1","Normal1","普通/恢复","NormalOrRecovery","Normal","Hard","Normal","54","50","58","56","50","50","0","False","535","540","-6","-4","v11_review_target","134","Campaign500NormalFullV1UnusedStrict","FlowRail","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w2fr/c5nep_w2fr_10_nutation_flow_rail_v1_rect_s26_o254_v00_flowrail_rail_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_06_direct_refresh_topup_rect_core_burst_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L016_direct_pure_topup_02_06_direct_refresh_topup_rect_.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s2 hard 56->50"
"17","2","hole","1","??1","Normal1","普通/恢复","NormalOrRecovery","HoleRescue","HoleRescue","HoleRescue","37","34","40","37","37","37","0","False","195","360","0","0","keep_current","","","","","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Early30To40/hole_early3040_18x20_standard_r02_r1_ab_091_above300_level_571_final_20260612_163001.asset","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Early30To40/hole_early3040_18x20_standard_r02_r1_ab_091_above300_level_571_final_20260612_163001.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L017_r1_ab_091_above300_level_571_final_holeblock_multi.asset","","","0","1","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","final: kept as original hole slot; no chain downshift applied"
"18","2","normal","1","??1","Normal1","普通/恢复","NormalOrRecovery","Normal","Ordinary","Normal","53","49","57","47","39","39","0","False","427","432","-8","-14","v11_review_target","289","Campaign500_HardGateUntil0910","FlowRail","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_02_nutation_flow_rail_v1_rect_s14_o134_v01_flowrail_rail_chain.asset","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StylePreview/nomask_style_10_zig_river.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L018_nomask_style_10_zig_river.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s2 ordinary 47->39"
"19","2","normal","3","????3","SpecialHard3","特别困难","VeryHard","Normal","Peak","Normal","94","86","102","79","60","66","6","True","772","816","-19","-34","v11_review_target","227","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_16_nutation_longchain_spine_v1_rect_c80hf_04_d1_core_spine.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_19_direct_normal_pure_rect_lock_buckle_g8_v09.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L019_direct_pure_topup_06_19_direct_normal_pure_rect_lo.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s2 order19 benchmark 79->60"
"20","2","normal","1","??1","Normal1","普通/恢复","NormalOrRecovery","Normal","Ordinary","Normal","41","38","44","38","40","40","0","False","427","432","2","-1","v11_review_target","291","Campaign500_HardGateUntil0910","FlowCurve","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_13_nutation_flow_rail_v1_rect_s02_o011_v00_flowrail_rail_chain.asset","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/TypePreview/nomask_01_outer_shell.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L020_nomask_01_outer_shell.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s2 ordinary 38->40"
"21","3","normal","1","??1","Normal1","普通/恢复","Normal","FixedFront40","Ordinary","FixedFront40","59","53","65","60","42","45","3","True","631","667","-18","-17","v11_review_target","129","SeedV5LongChain30Front300","slot_seedmaze_chamber_corridor","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_164_l212_long_normal_b_maze_s22_slot_seedmaze_chamber_corridor.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_04_direct_diff_refresh_dag_unlock_stair_ladder_g0_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L021_direct_diff120_04_direct_diff_refresh_dag_unlock_s.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s3 ordinary 60->42"
"22","3","normal","1","??1","Normal1","普通/恢复","Normal","FixedFront40","Ordinary","FixedFront40","55","49","61","58","43","47","4","True","659","713","-15","-12","v11_review_target","281","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_08_nutation_longchain_spine_v1_rect_c80_02_d1_maze_spine.asset","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_26_stair_ladder_a.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L022_nomask_style_expansion_26_stair_ladder_a.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s3 ordinary 58->43"
"23","3","shape","1","??1","Normal1","普通/恢复","Normal","FixedFront40","FixedFront40","FixedFront40","69","62","76","87","87","87","0","False","735","1073","0","18","keep_current","","ShapeMaskInventory","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgDirection3/campaign500_shape_psg_direction3_01_L023_train.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L023_train_compact.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L023_r2_outer_strong_005_r2_006_a401_maskonlyb04_01_com.asset","train","火车","1","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"24","3","normal","1","??1","Normal1","普通/恢复","Normal","FixedFront40","Ordinary","FixedFront40","82","74","90","79","45","45","0","False","538","540","-34","-37","v11_review_target","121","Campaign500_HardGateUntil0910","FlowRail","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_33_nutation_flow_rail_v1_rect_s23_o230_v02_flowrail_rail_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_02_direct_normal_pure_rect_section_unlock_g9_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L024_direct_pure_topup_05_02_direct_normal_pure_rect_se.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s3 ordinary 79->45"
"25","3","normal","2","??2","Hard2","困难","Normal","FixedFront40","Hard","FixedFront40","98","88","108","89","64","67","3","True","626","660","-25","-34","v11_review_target","232","NutationLongChainStrict60Front300","maze_long_chain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_03_nutation_longchain_patch_v1_rect_c80hf_01_d1_lock_patch.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_10_direct_normal_pure_extra_rect_lock_buckle_g16_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L025_direct_pure_normal_extra_01_10_direct_normal_pure_.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s3 hard 89->64"
"26","3","hole","1","??1","Normal1","普通/恢复","Mechanic","HoleRescue","HoleRescue","HoleRescue","42","37","47","42","42","42","0","False","385","468","0","0","keep_current","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_058_tall_18x26_section.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_058_tall_18x26_section.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L026_hole_candidate_058_tall_18x26_section.asset","","","0","1","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"27","3","shape","1","??1","Normal1","普通/恢复","Novelty","Shape","Shape","Shape","68","61","75","72","72","72","0","False","588","1044","0","4","keep_current","","ShapeMaskInventory","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgDirection3/campaign500_shape_psg_direction3_02_L027_crownvarianta.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L027_crownvarianta_compact.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L027_r2_outer_strong_005_r2_006_a401_maskonlyb09_09_com.asset","crownvarianta","皇冠","1","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"28","3","normal","1","??1","Normal1","普通/恢复","Normal","FixedFront40","Ordinary","FixedFront40","63","57","69","59","46","46","0","False","536","540","-13","-17","v11_review_target","471","Campaign500HardGateUntil0910After300Reclaimed","FlowCurve","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_52_nutation_flow_rail_v1_rect_s48_o471_v00_flowrail_curve_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_24_direct_refresh_topup_rect_maze_long_chain_g5_v06.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L028_direct_pure_topup_02_24_direct_refresh_topup_rect_.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s3 ordinary 59->46"
"29","3","normal","4","??4","Extreme4","极难","Normal","FixedFront40","Peak","FixedFront40","98","88","108","90","75","81","6","True","772","816","-15","-23","v11_review_target","389","NutationLongChainStrict60","PressurePeak","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_15_nutation_longchain_patch_v1_rect_c80hf_04_d1_core_patch.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L029_sgp_merged_final_outer_repair_quality_filtered26_harde_03_sgp_linework.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L029_sgp_merged_final_outer_repair_quality_filtered26_h.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s3 peak 90->75"
"30","3","normal","1","??1","Normal1","普通/恢复","Normal","FixedFront40","Ordinary","FixedFront40","92","83","101","78","47","47","0","False","538","540","-31","-45","v11_review_target","161","Campaign500_HardGateUntil0910","FlowRail","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_40_nutation_flow_rail_v1_rect_s32_o311_v00_flowrail_rail_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_42_direct_diff_normal_room_gate_double_room_lock_g0_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L030_direct_diff120_42_direct_diff_normal_room_gate_dou.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s3 ordinary 78->47"
"31","4","normal","1","??1","Normal1","普通/恢复","Normal","FixedFront40","Ordinary","FixedFront40","61","55","67","55","55","55","0","False","531","540","0","-6","keep_current","","Campaign500_HardGateUntil0910","FlowCurve","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_06_nutation_strict_mixed_hard_v1_rect_s16_o160_v00_strictmixedhard_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_05_direct_refresh_topup_rect_sweep_g0_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L031_direct_pure_topup_01_05_direct_refresh_topup_rect_.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"32","4","shape","1","??1","Normal1","普通/恢复","Normal","FixedFront40","FixedFront40","FixedFront40","67","60","74","83","83","83","0","False","667","1296","0","16","keep_current","","ShapeMaskInventory","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgDirection3/campaign500_shape_psg_direction3_03_L032_wavecrest.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L032_wavecrest_compact.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L032_r2_outer_strong_005_r2_006_a401_maskonlyb08_03_com.asset","wavecrest","浪花","1","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"33","4","normal","1","??1","Normal1","普通/恢复","Normal","FixedFront40","Ordinary","FixedFront40","78","70","86","75","50","53","3","True","627","660","-25","-28","v11_review_target","249","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_04_nutation_longchain_spine_v1_rect_c80hf_01_d1_lock_spine.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_17_direct_normal_pure_rect_outer_shell_g8_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L033_direct_pure_topup_04_17_direct_normal_pure_rect_ou.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s4 ordinary 75->50"
"34","4","normal","2","??2","Hard2","困难","Normal","FixedFront40","Ordinary","FixedFront40","93","84","102","79","54","54","0","False","534","540","-25","-39","v11_review_target","279","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_90_nutation_mixed_neutral_v1_rect_s08_o079_v02_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_03_direct_normal_pure_rect_lock_buckle_g6_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L034_direct_pure_topup_04_03_direct_normal_pure_rect_lo.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s4 ordinary 79->54"
