"pool","order","sourcePack","levelId","assetName","width","height","chains","arrowTiles","blockTiles","boardFill","playableFill","assetArrowCoverage","initialMovable","targetDifficultyScore","generationSeed","maskGuid","assetPath"
"hole_mask_early_front","17","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_245_above300_level_871_final_holeblock_multiseed_final","hole_prod_18x24_standard_r01_r1_ab_245_above300_level_871_final_20260610_115212","18","24","50","258","72","0.597","0.717","1","0","644","0","7b5d1e2cbdd8d0644972ba549a957a6a","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_18x24_standard_r01_r1_ab_245_above300_level_871_final_20260610_115212.asset"
"hole_mask_early_front","18","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","seed_Arrowz_level_064_holeblock_multiseed_final","hole_prod_18x24_standard_r03_seed_Arrowz_level_064_20260610_115230","18","24","53","258","72","0.597","0.717","1","0","604","0","7b5d1e2cbdd8d0644972ba549a957a6a","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_18x24_standard_r03_seed_Arrowz_level_064_20260610_115230.asset"
"hole_mask_early_front","19","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_146_above300_level_645_final_holeblock_multiseed_final","hole_prod_20x22_standard_r01_r1_ab_146_above300_level_645_final_20260610_115251","20","22","49","265","72","0.602","0.72","1","0","658","0","8015733ff56dcca4a8bae2113bcecc9f","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_20x22_standard_r01_r1_ab_146_above300_level_645_final_20260610_115251.asset"
"hole_mask_early_front","20","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_213_above300_level_798_final_holeblock_multiseed_final","hole_prod_20x22_standard_r02_r1_ab_213_above300_level_798_final_20260610_115300","20","22","45","264","72","0.6","0.717","1","0","691","0","8015733ff56dcca4a8bae2113bcecc9f","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_20x22_standard_r02_r1_ab_213_above300_level_798_final_20260610_115300.asset"
"hole_mask_early_front","21","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_211_above300_level_789_final_take_refill_v2_p2_delta15_occ9_addcells_rewrite_v2_v2_t3_added58_rotation_vflip_holeblock_multiseed_final","hole_prod_20x26_standard_r04_r1_ab_211_above300_level_789_final_take_refi_20260610_115421","20","26","50","332","72","0.638","0.741","1","0","702","0","dfba10c7cbf15da4bb30f0c305eb4f0d","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_20x26_standard_r04_r1_ab_211_above300_level_789_final_take_refi_20260610_115421.asset"
"hole_mask_early_front","22","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_146_above300_level_645_final_holeblock_multiseed_final","hole_prod_20x26_standard_r02_r1_ab_146_above300_level_645_final_20260610_115349","20","26","50","331","72","0.637","0.739","1","0","658","0","dfba10c7cbf15da4bb30f0c305eb4f0d","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_20x26_standard_r02_r1_ab_146_above300_level_645_final_20260610_115349.asset"
"hole_mask_early_front","23","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_245_above300_level_871_final_take_refill_v2_p2_delta13_occ13_addcells_rewrite_v2_v2_r2_added49_rotation_vflip_holeblock_multiseed_final","hole_prod_22x24_standard_r02_r1_ab_245_above300_level_871_final_take_refi_20260610_115512","22","24","51","334","72","0.633","0.732","1","0","701","0","9b792df002240e2489b5079240955efa","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_22x24_standard_r02_r1_ab_245_above300_level_871_final_take_refi_20260610_115512.asset"
"hole_mask_early_front","24","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_213_above300_level_798_final_holeblock_multiseed_final","hole_prod_22x24_standard_r01_r1_ab_213_above300_level_798_final_20260610_115507","22","24","53","335","72","0.634","0.735","1","0","691","0","9b792df002240e2489b5079240955efa","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_22x24_standard_r01_r1_ab_213_above300_level_798_final_20260610_115507.asset"
"hole_mask_early_front","25","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_282_above300_level_966_final_holeblock_multiseed_final","hole_prod_22x28_standard_r01_r1_ab_282_above300_level_966_final_20260610_115547","22","28","72","409","72","0.664","0.752","1","0","809","0","44ea7ecf2dc2ecd47889b4d5ea7208d2","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_22x28_standard_r01_r1_ab_282_above300_level_966_final_20260610_115547.asset"
"hole_mask_early_front","26","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_093_above300_level_574_final_take_refill_v2_p2_delta19_occ19_addcells_rewrite_v2_v2_r3_added81_rotation_vflip_holeblock_multiseed_final","hole_prod_22x28_standard_r03_r1_ab_093_above300_level_574_final_take_refi_20260610_115654","22","28","67","409","72","0.664","0.752","1","0","752","0","44ea7ecf2dc2ecd47889b4d5ea7208d2","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_22x28_standard_r03_r1_ab_093_above300_level_574_final_take_refi_20260610_115654.asset"
"hole_mask_early_front","27","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_178_above300_level_716_final_take_refill_v2_p2_delta16_occ16_addcells_rewrite_v2_v2_l2_added55_rotation_vflip_holeblock_multiseed_final","hole_prod_24x26_standard_r01_r1_ab_178_above300_level_716_final_take_refi_20260610_115751","24","26","69","415","72","0.665","0.752","1","0","818","0","c26f9852d901ac84da14ac02d6dc2ba3","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_24x26_standard_r01_r1_ab_178_above300_level_716_final_take_refi_20260610_115751.asset"
"hole_mask_early_front","28","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_159_above300_level_677_final_take_refill_v2_p2_delta8_occ8_addcells_rewrite_v2_v2_r2_added55_rotation_vflip_holeblock_multiseed_final","hole_prod_24x26_standard_r03_r1_ab_159_above300_level_677_final_take_refi_20260610_115903","24","26","69","415","72","0.665","0.752","1","0","814","0","c26f9852d901ac84da14ac02d6dc2ba3","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_24x26_standard_r03_r1_ab_159_above300_level_677_final_take_refi_20260610_115903.asset"
"hole_mask_early_front","29","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip_holeblock_multiseed_final","hole_prod_26x24_standard_r01_r1_ab_156_above300_level_672_final_take_refi_20260610_115958","26","24","55","416","72","0.667","0.754","1","0","987","0","ce1008228f3752349904f0f7b7b7bf66","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_26x24_standard_r01_r1_ab_156_above300_level_672_final_take_refi_20260610_115958.asset"
"hole_mask_early_front","30","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_016_above300_level_427_final_take_refill_v2_p2_delta15_occ9_addcells_rewrite_v2_v2_l2_added53_rotation_vflip_holeblock_multiseed_final","hole_prod_26x24_standard_r03_r1_ab_016_above300_level_427_final_take_refi_20260610_120052","26","24","67","415","72","0.665","0.752","1","0","955","0","ce1008228f3752349904f0f7b7b7bf66","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_26x24_standard_r03_r1_ab_016_above300_level_427_final_take_refi_20260610_120052.asset"
"hole_mask_early_front","31","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","seed_Above300_level_574_holeblock_multiseed_final","hole_prod_18x26_long_r01_seed_Above300_level_574_20260610_120157","18","26","53","276","72","0.59","0.697","1","0","722","0","94b96841e6f9200488b50d3c626bfde3","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_18x26_long_r01_seed_Above300_level_574_20260610_120157.asset"
"hole_mask_early_front","32","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","seed_Above300_level_966_holeblock_multiseed_final","hole_prod_18x26_long_r02_seed_Above300_level_966_20260610_120212","18","26","49","275","72","0.588","0.694","1","0","735","0","94b96841e6f9200488b50d3c626bfde3","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_18x26_long_r02_seed_Above300_level_966_20260610_120212.asset"
"hole_mask_early_front","33","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_282_above300_level_966_final_holeblock_multiseed_final","hole_prod_20x28_long_r01_r1_ab_282_above300_level_966_final_20260610_120242","20","28","65","354","72","0.632","0.725","1","0","809","0","ac1fcda518131b548a904f961405d23d","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_20x28_long_r01_r1_ab_282_above300_level_966_final_20260610_120242.asset"
"hole_mask_early_front","34","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_178_above300_level_716_final_holeblock_multiseed_final","hole_prod_20x28_long_r03_r1_ab_178_above300_level_716_final_20260610_120319","20","28","62","354","72","0.632","0.725","1","0","782","0","ac1fcda518131b548a904f961405d23d","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_20x28_long_r03_r1_ab_178_above300_level_716_final_20260610_120319.asset"
"hole_mask_early_front","35","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_148_above300_level_652_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_r2_added46_rotation_hflip_holeblock_multiseed_final","hole_prod_26x22_wide_r03_r1_ab_148_above300_level_652_final_take_refi_20260610_120424","26","22","60","367","72","0.642","0.734","1","0","784","0","080dea52f43f33a4da0fc9bccc26e8f4","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_26x22_wide_r03_r1_ab_148_above300_level_652_final_take_refi_20260610_120424.asset"
"hole_mask_early_front","36","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_029_above300_level_456_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_l2_added50_rotation_vflip_holeblock_multiseed_final","hole_prod_26x22_wide_r02_r1_ab_029_above300_level_456_final_take_refi_20260610_120409","26","22","56","367","72","0.642","0.734","1","0","761","0","080dea52f43f33a4da0fc9bccc26e8f4","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_26x22_wide_r02_r1_ab_029_above300_level_456_final_take_refi_20260610_120409.asset"
"hole_mask_early_front","37","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_086_above300_level_557_final_holeblock_multiseed_final","hole_prod_24x30_standard_r03_r1_ab_086_above300_level_557_final_20260610_120626","24","30","77","496","72","0.689","0.765","1","0","971","0","a306ccf8c76aa7b4e8e61c8846d8f7a4","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_24x30_standard_r03_r1_ab_086_above300_level_557_final_20260610_120626.asset"
"hole_mask_early_front","38","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_156_above300_level_672_final_holeblock_multiseed_final","hole_prod_24x30_standard_r01_r1_ab_156_above300_level_672_final_20260610_120506","24","30","63","496","72","0.689","0.765","1","0","833","0","a306ccf8c76aa7b4e8e61c8846d8f7a4","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_24x30_standard_r01_r1_ab_156_above300_level_672_final_20260610_120506.asset"
"hole_mask_early_front","39","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip_holeblock_multiseed_final","hole_prod_26x26_standard_r01_r1_ab_156_above300_level_672_final_take_refi_20260610_120758","26","26","61","460","72","0.68","0.762","1","0","987","0","b7493157cfde52943bb6d3b34965141a","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_26x26_standard_r01_r1_ab_156_above300_level_672_final_take_refi_20260610_120758.asset"
"hole_mask_early_front","40","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_010_above300_level_417_final_take_refill_v2_p2_delta23_occ23_addcells_rewrite_v2_v2_l2_added57_rotation_vflip_holeblock_multiseed_final","hole_prod_26x26_standard_r03_r1_ab_010_above300_level_417_final_take_refi_20260610_120942","26","26","69","460","72","0.68","0.762","1","0","865","0","b7493157cfde52943bb6d3b34965141a","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_26x26_standard_r03_r1_ab_010_above300_level_417_final_take_refi_20260610_120942.asset"
"hole_mask_early_front","41","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip_holeblock_multiseed_final","hole_prod_26x28_standard_r01_r1_ab_156_above300_level_672_final_take_refi_20260610_121025","26","28","60","505","72","0.694","0.77","1","0","987","0","a5ab8bdb54c20654ab828e478b9aa4ce","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_26x28_standard_r01_r1_ab_156_above300_level_672_final_take_refi_20260610_121025.asset"
"hole_mask_early_front","42","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_261_above300_level_899_final_holeblock_multiseed_final","hole_prod_26x28_standard_r02_r1_ab_261_above300_level_899_final_20260610_121104","26","28","63","505","72","0.694","0.77","1","0","1034","0","a5ab8bdb54c20654ab828e478b9aa4ce","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_26x28_standard_r02_r1_ab_261_above300_level_899_final_20260610_121104.asset"
"hole_mask_early_front","43","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip_holeblock_multiseed_final","hole_prod_28x24_standard_r02_r1_ab_156_above300_level_672_final_take_refi_20260610_121629","28","24","60","457","72","0.68","0.762","1","0","987","0","70768f8471170d242a319b767ecf5c05","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_28x24_standard_r02_r1_ab_156_above300_level_672_final_take_refi_20260610_121629.asset"
"hole_mask_early_front","44","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_016_above300_level_427_final_take_refill_v2_p2_delta15_occ9_addcells_rewrite_v2_v2_l2_added53_rotation_vflip_holeblock_multiseed_final","hole_prod_28x24_standard_r01_r1_ab_016_above300_level_427_final_take_refi_20260610_121534","28","24","72","457","72","0.68","0.762","1","0","955","0","70768f8471170d242a319b767ecf5c05","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_28x24_standard_r01_r1_ab_016_above300_level_427_final_take_refi_20260610_121534.asset"
"hole_mask_early_front","45","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_016_above300_level_427_final_take_refill_v2_p2_delta15_occ9_addcells_rewrite_v2_v2_l2_added53_rotation_vflip_holeblock_multiseed_final","hole_prod_28x26_standard_r02_r1_ab_016_above300_level_427_final_take_refi_20260610_122011","28","26","72","504","72","0.692","0.768","1","0","955","0","59ff56fd972812348a79e1004abae553","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_28x26_standard_r02_r1_ab_016_above300_level_427_final_take_refi_20260610_122011.asset"
"hole_mask_early_front","46","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_232_above300_level_845_final_take_refill_v2_p2_delta12_occ8_addcells_rewrite_v2_v2_r3_added89_rotation_vflip_holeblock_multiseed_final","hole_prod_28x26_standard_r03_r1_ab_232_above300_level_845_final_take_refi_20260610_122150","28","26","81","505","72","0.694","0.77","1","0","1075","0","59ff56fd972812348a79e1004abae553","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_28x26_standard_r03_r1_ab_232_above300_level_845_final_take_refi_20260610_122150.asset"
"hole_mask_early_front","47","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_218_above300_level_809_final_take_refill_v2_p2_delta8_occ8_addcells_rewrite_v2_v2_l2_added59_rotation_vflip_holeblock_multiseed_final","hole_prod_30x24_wide_r02_r1_ab_218_above300_level_809_final_take_refi_20260610_122347","30","24","75","490","72","0.681","0.756","1","0","1044","0","d94e4d7f9da869c41b7cc0b64c4c75d5","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_30x24_wide_r02_r1_ab_218_above300_level_809_final_take_refi_20260610_122347.asset"
"hole_mask_early_front","48","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_232_above300_level_845_final_take_refill_v2_p2_delta12_occ8_addcells_rewrite_v2_v2_r3_added89_rotation_vflip_holeblock_multiseed_final","hole_prod_30x24_wide_r01_r1_ab_232_above300_level_845_final_take_refi_20260610_122305","30","24","83","490","72","0.681","0.756","1","0","1075","0","d94e4d7f9da869c41b7cc0b64c4c75d5","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_30x24_wide_r01_r1_ab_232_above300_level_845_final_take_refi_20260610_122305.asset"
