sourcePool,sourceKind,order,levelId,assetName,sourceDifficultyTag,existingBucket,existingType,difficultyScoreV0,difficultyScoreV1,difficultyTagV1,difficultyConfidence,tagMismatch,scaleTag,pressureTag,paceTag,startTag,clearTag,choiceTag,shapeTag,visualTag,noveltyTag,mechanicTag,riskTags,reasonTags,theme,width,height,chains,arrowTiles,blockTiles,boardFill,playableFill,coverageMetricName,coverageMetric,sourceScore,initialMovableChains,maxChainLength,averageStepsToNextUnlock,openingMoves,openingGoodMoves,openingGoodMoveRatio,openingBestClear,avgAvailableMoves,avgGoodMoves,avgGoodMoveRatio,bottleneckStepRatio,hardBottleneckStepRatio,maxLowClearStreak,lowClearRatio,singleClearRatio,avgClearPerMove,avgNewUnlocksPerMove,choiceWaveStdDev,greedySolved,greedySteps,scaleScore,openingPressureScore,bottleneckScore,decisionComplexityScore,clearEfficiencyPressureScore,visualStructureScore,flowReliefScore,assetPath,buildError
normal_campaign500,normal,11,nomask_05_dense_weave,nomask_05_dense_weave,Flow,refresh,dense,176,120,Flow,HeuristicHigh,,Small,LowPressure,Flow,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,16,22,45,346,0,0.983,0.983,coverage,0.983,175.8,9,14,1.322,9,6,0.667,10,6.13,3.29,0.537,0.185,0.083,0,0,0,7.689,0.678,1.614,True,45,9.5,11.3,12.4,17.9,11.6,20,83.8,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/TypePreview/nomask_05_dense_weave.asset,
normal_campaign500,normal,12,r1_ab_265_above300_level_907_final,r1_ab_265_above300_level_907_final,Flow,refresh,maze,176,116,Flow,HeuristicHigh,,Small,LowPressure,Flow,StartMedium,ClearBurst,ChoiceTactical,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,23,24,51,534,0,0.967,0.967,coverage,0.967,175.7,6,19,1.577,6,4,0.667,13,3.82,1.938,0.507,0.25,0.113,1,0,0,10.471,0.599,1.118,True,51,16.2,12.6,16.8,17.2,0,15.9,88,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_265_above300_level_907_final.asset,
normal_campaign500,normal,13,nomask_style_10_zig_river,nomask_style_10_zig_river,Flow,refresh,sweep,175,115,Flow,HeuristicHigh,,Small,LowPressure,Flow,StartWide,ClearBurst,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,18,25,53,439,0,0.976,0.976,coverage,0.976,174.7,13,15,1.258,13,8,0.615,10,6.74,3.667,0.544,0.169,0.076,0,0,0,8.283,0.698,1.725,True,53,14.1,13.1,11.3,18,6.4,18.5,87.8,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StylePreview/nomask_style_10_zig_river.asset,
normal_campaign500,normal,14,r1_ab_104_above300_level_594_final,r1_ab_104_above300_level_594_final,Flow,refresh,section,174,112,Flow,HeuristicHigh,,Small,LowPressure,Flow,StartMedium,ClearBurst,ChoiceReadable,Square,VisualSparse,Standard,None,weak-outer,FlowRelief,,20,23,44,445,0,0.967,0.967,coverage,0.967,174.4,6,19,1.553,6,4,0.667,13,5.23,2.668,0.51,0.244,0.11,1,0,0,10.114,0.607,1.516,True,44,12,11.3,16.3,18.5,0,16.6,89,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_104_above300_level_594_final.asset,
normal_campaign500,normal,15,r1_outer_strong_147_r1_258_a894,r1_outer_strong_147_r1_258_a894,Flow,refresh,dense,174,110,Flow,HeuristicHigh,,Small,LowPressure,Flow,StartMedium,ClearBurst,ChoiceReadable,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,22,23,56,495,0,0.978,0.978,coverage,0.978,174.3,11,16,1.32,11,7,0.636,11,4.86,2.61,0.537,0.185,0.083,0,0,0,8.839,0.679,1.278,True,56,16.4,12.4,12.3,16.7,1.4,17.7,90.4,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_147_r1_258_a894.asset,
normal_campaign500,normal,16,r1_outer_strong_103_r1_195_a754,r1_outer_strong_103_r1_195_a754,Flow,refresh,maze,174,117,Flow,HeuristicHigh,,Small,LowPressure,Flow,StartMedium,ClearBurst,ChoiceReadable,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,23,31,68,699,0,0.98,0.98,coverage,0.98,174.1,11,19,1.457,11,7,0.636,13,4.24,2.209,0.521,0.22,0.099,1,0,0,10.279,0.636,1.183,True,68,25,12.4,14.7,16.9,0,16.5,89.9,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_103_r1_195_a754.asset,
normal_campaign500,normal,17,nomask_style_expansion_14_dense_kernel_b,nomask_style_expansion_14_dense_kernel_b,Flow,refresh,dense,174,108,Flow,HeuristicHigh,,Small,LowPressure,Flow,StartWide,ClearBurst,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,19,27,53,503,0,0.981,0.981,coverage,0.981,173.8,15,18,1.299,15,10,0.667,12,7.15,3.856,0.539,0.179,0.081,0,0,0,9.491,0.685,1.864,True,53,15.8,11.3,12,18.7,0,17.5,91.5,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_14_dense_kernel_b.asset,
normal_campaign500,normal,18,r1_outer_strong_029_r1_043_a475,r1_outer_strong_029_r1_043_a475,Flow,refresh,section,174,125,Flow,HeuristicHigh,,Small,LowPressure,Flow,StartMedium,ClearBurst,ChoiceTactical,Square,VisualSparse,Standard,None,weak-outer,FlowRelief,,21,22,52,446,0,0.965,0.965,coverage,0.965,173.7,7,16,1.612,7,4,0.571,11,3.37,1.696,0.503,0.259,0.117,1,0,0,8.577,0.589,1,True,52,14,17,17.4,16.9,3.7,18.1,84.5,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_029_r1_043_a475.asset,
normal_campaign500,normal,19,r1_ab_043_above300_level_475_final,r1_ab_043_above300_level_475_final,Flow,refresh,section,174,125,Flow,HeuristicHigh,,Small,LowPressure,Flow,StartMedium,ClearBurst,ChoiceTactical,Square,VisualSparse,Standard,None,weak-outer,FlowRelief,,21,22,52,446,0,0.965,0.965,coverage,0.965,173.7,7,16,1.612,7,4,0.571,11,3.37,1.696,0.503,0.259,0.117,1,0,0,8.577,0.589,1,True,52,14,17,17.4,16.9,3.7,18.1,84.5,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_043_above300_level_475_final.asset,
normal_campaign500,normal,20,nomask_style_expansion_07_double_room_lock_a,nomask_style_expansion_07_double_room_lock_a,Flow,refresh,lock,174,115,Flow,HeuristicHigh,,Tiny,LowPressure,Flow,StartMedium,ClearBurst,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,17,23,38,384,0,0.982,0.982,coverage,0.982,173.5,8,19,1.679,8,5,0.625,13,5.53,2.74,0.496,0.277,0.124,1,0,0,10.105,0.568,1.684,True,38,8.8,12.8,18.5,19.5,0,16.9,87.8,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_07_double_room_lock_a.asset,
normal_campaign500,normal,21,nomask_style_expansion_27_stair_ladder_b,nomask_style_expansion_27_stair_ladder_b,Flow,refresh,section,173,138,Flow,HeuristicHigh,,Small,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,17,25,58,410,0,0.965,0.965,coverage,0.965,173.4,15,13,1.475,15,9,0.6,9,7.02,3.643,0.519,0.224,0.101,1,0,0,7.069,0.631,1.973,True,58,14.5,15.6,15,19.8,17.1,21.1,78.8,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_27_stair_ladder_b.asset,
normal_campaign500,normal,22,nomask_style_expansion_33_double_room_lock_tall,nomask_style_expansion_33_double_room_lock_tall,Flow,refresh,lock,173,118,Flow,HeuristicHigh,,Small,LowPressure,Flow,StartMedium,ClearBurst,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,18,29,48,516,0,0.989,0.989,coverage,0.989,173.2,9,20,1.682,9,6,0.667,13,5.92,2.932,0.495,0.277,0.125,1,0,0,10.75,0.567,1.804,True,48,15,11.3,18.6,20,0,16.5,87.7,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_33_double_room_lock_tall.asset,
normal_campaign500,normal,23,r1_outer_strong_111_r1_205_a775,r1_outer_strong_111_r1_205_a775,Flow,refresh,shell,173,101,Flow,HeuristicHigh,,Small,LowPressure,Flow,StartMedium,ClearBurst,ChoiceReadable,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,18,20,41,348,0,0.967,0.967,coverage,0.967,172.6,9,16,1.061,9,6,0.667,11,4,2.267,0.567,0.118,0.053,0,0,0,8.488,0.758,0.933,True,41,8.5,11.3,7.9,14.7,4.5,18.4,90.9,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_111_r1_205_a775.asset,
normal_campaign500,normal,24,r2_outer_strong_166_r2_295_a003,r2_outer_strong_166_r2_295_a003,Flow,refresh,sweep,172,93,Flow,HeuristicHigh,,Tiny,LowPressure,Flow,StartMedium,ClearBurst,ChoiceReadable,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,14,13,20,178,0,0.978,0.978,coverage,0.978,172.4,7,16,1.168,7,5,0.714,11,3.95,2.19,0.554,0.146,0.066,0,0,0,8.9,0.725,0.97,True,20,1.1,9.7,9.7,15.1,0.9,17.5,92.2,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_166_r2_295_a003.asset,
normal_campaign500,normal,25,r1_outer_strong_065_r1_110_a607,r1_outer_strong_065_r1_110_a607,Flow,refresh,maze,172,119,Flow,HeuristicHigh,,Small,LowPressure,Flow,StartWide,ClearBurst,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,22,32,75,693,0,0.984,0.984,coverage,0.984,171.6,12,17,1.459,12,8,0.667,12,6.25,3.256,0.521,0.22,0.099,1,0,0,9.24,0.636,1.744,True,75,26.6,11.3,14.7,18.9,0,18.5,89.9,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_065_r1_110_a607.asset,
normal_campaign500,normal,26,r1_outer_strong_116_r1_211_a789,r1_outer_strong_116_r1_211_a789,Flow,refresh,maze,171,108,Flow,HeuristicHigh,,Small,LowPressure,Flow,StartMedium,ClearBurst,ChoiceReadable,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,20,25,46,497,0,0.994,0.994,coverage,0.994,171.3,9,20,1.398,9,6,0.667,14,4.5,2.376,0.528,0.205,0.092,1,0,0,10.804,0.655,1.224,True,46,13.9,11.3,13.7,16.8,0,16.5,90.5,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_116_r1_211_a789.asset,
normal_campaign500,normal,27,r2_outer_strong_056_r2_097_a581,r2_outer_strong_056_r2_097_a581,Flow,refresh,dense,170,121,Flow,HeuristicHigh,,Medium,LowPressure,Flow,StartWide,ClearBurst,ChoiceReadable,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,24,32,82,752,0,0.979,0.979,coverage,0.979,170,12,17,1.445,12,8,0.667,11,4.96,2.591,0.522,0.217,0.098,1,0,0,9.171,0.64,1.377,True,82,30,11.3,14.5,17.6,0,19.8,90,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_056_r2_097_a581.asset,
normal_campaign500,normal,28,r1_ab_237_above300_level_857_final,r1_ab_237_above300_level_857_final,Flow,refresh,section,169,115,Flow,HeuristicHigh,,Small,LowPressure,Flow,StartMedium,ClearBurst,ChoiceTactical,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,20,25,53,483,0,0.966,0.966,coverage,0.966,169.4,7,17,1.641,7,5,0.714,11,3.17,1.585,0.5,0.267,0.12,1,0,0,9.113,0.58,0.951,True,53,15.3,9.7,17.9,17,0,17.4,88.1,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_237_above300_level_857_final.asset,
normal_campaign500,normal,29,r1_outer_strong_134_r1_237_a857,r1_outer_strong_134_r1_237_a857,Flow,refresh,section,169,113,Flow,HeuristicHigh,,Small,LowPressure,Flow,StartMedium,ClearBurst,ChoiceTactical,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,20,25,54,487,0,0.974,0.974,coverage,0.974,169.2,9,17,1.534,9,6,0.667,11,3.78,1.936,0.512,0.24,0.108,1,0,0,9.019,0.613,1.088,True,54,15.6,11.3,16,16.9,0,17.8,89.2,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_134_r1_237_a857.asset,
normal_campaign500,normal,30,nomask_08_dual_zone,nomask_08_dual_zone,Flow,refresh,section,169,129,Flow,HeuristicHigh,,Small,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,16,22,46,347,0,0.986,0.986,coverage,0.986,168.8,13,14,1.458,13,8,0.615,9,7.46,3.887,0.521,0.22,0.099,1,0,0,7.543,0.636,2.081,True,46,9.8,15.1,14.7,20.1,12.9,20.5,81.7,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/TypePreview/nomask_08_dual_zone.asset,
normal_campaign500,normal,31,r1_ab_211_above300_level_789_final,r1_ab_211_above300_level_789_final,Flow,refresh,maze,169,108,Flow,HeuristicHigh,,Small,LowPressure,Flow,StartMedium,ClearBurst,ChoiceReadable,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,20,25,45,493,0,0.986,0.986,coverage,0.986,168.7,8,20,1.396,8,5,0.625,14,4.38,2.313,0.528,0.204,0.092,1,0,0,10.956,0.655,1.191,True,45,13.6,12.8,13.7,16.7,0,16.1,90.5,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_211_above300_level_789_final.asset,
normal_campaign500,normal,32,r2_outer_strong_102_r2_197_a756,r2_outer_strong_102_r2_197_a756,Flow,refresh,maze,168,112,Flow,HeuristicHigh,,Small,LowPressure,Flow,StartMedium,ClearBurst,ChoiceTactical,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,22,26,50,563,0,0.984,0.984,coverage,0.984,168.1,9,21,1.472,9,6,0.667,14,3.84,1.994,0.519,0.224,0.101,1,0,0,11.26,0.632,1.078,True,50,16.8,11.3,15,16.6,0,16.2,89.8,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_102_r2_197_a756.asset,
normal_campaign500,normal,33,r1_outer_strong_168_r1_289_a985,r1_outer_strong_168_r1_289_a985,Flow,refresh,maze,168,142,Flow,HeuristicHigh,,Small,LowPressure,Flow,StartMedium,ClearBurst,ChoiceTactical,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,22,24,49,517,0,0.979,0.979,coverage,0.979,167.6,5,20,1.618,5,3,0.6,13,3.71,1.865,0.503,0.261,0.117,1,0,0,10.551,0.587,1.103,True,49,15.2,29.6,17.5,17.3,0,16.6,78.4,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_168_r1_289_a985.asset,
normal_campaign500,normal,34,r2_outer_strong_062_r2_110_a607,r2_outer_strong_062_r2_110_a607,Flow,refresh,maze,167,121,Flow,HeuristicHigh,,Medium,LowPressure,Flow,StartWide,ClearBurst,ChoiceReadable,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,24,32,83,754,0,0.982,0.982,coverage,0.982,167.4,13,17,1.478,13,9,0.692,11,3.9,2.023,0.519,0.225,0.101,1,0,0,9.084,0.63,1.097,True,83,30.3,10.5,15.1,16.7,0,20.3,89.7,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_062_r2_110_a607.asset,
normal_campaign500,normal,35,r1_ab_152_above300_level_661_final,r1_ab_152_above300_level_661_final,Flow,refresh,section,167,109,Flow,HeuristicHigh,,Small,LowPressure,Flow,StartMedium,ClearBurst,ChoiceReadable,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,20,26,41,513,0,0.987,0.987,coverage,0.987,167.3,9,23,1.462,9,6,0.667,16,4.83,2.514,0.521,0.221,0.099,1,0,0,12.512,0.635,1.35,True,41,13.2,11.3,14.8,17.5,0,15.7,89.9,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_152_above300_level_661_final.asset,
normal_campaign500,normal,36,r1_outer_strong_080_r1_152_a661,r1_outer_strong_080_r1_152_a661,Flow,refresh,section,167,109,Flow,HeuristicHigh,,Small,LowPressure,Flow,StartMedium,ClearBurst,ChoiceReadable,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,20,26,41,513,0,0.987,0.987,coverage,0.987,167.3,9,23,1.462,9,6,0.667,16,4.83,2.514,0.521,0.221,0.099,1,0,0,12.512,0.635,1.35,True,41,13.2,11.3,14.8,17.5,0,15.7,89.9,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_080_r1_152_a661.asset,
normal_campaign500,normal,37,r2_outer_strong_130_r2_236_a855,r2_outer_strong_130_r2_236_a855,Flow,refresh,section,167,130,Flow,HeuristicHigh,,Small,LowPressure,Flow,StartMedium,ClearFlow,ChoiceReadable,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,19,24,58,441,0,0.967,0.967,coverage,0.967,167.3,11,14,1.512,11,7,0.636,10,4.17,2.147,0.515,0.234,0.105,1,0,0,7.603,0.619,1.189,True,58,15.4,12.4,15.6,17.2,12.4,19.8,81.5,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_130_r2_236_a855.asset,
normal_campaign500,normal,38,r1_outer_strong_133_r1_236_a855,r1_outer_strong_133_r1_236_a855,Flow,refresh,section,167,121,Flow,HeuristicHigh,,Small,LowPressure,Flow,StartWide,ClearBurst,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,17,24,49,395,0,0.968,0.968,coverage,0.968,167,12,15,1.506,12,8,0.667,10,4.41,2.273,0.515,0.232,0.105,1,0,0,8.061,0.621,1.255,True,49,11.8,11.3,15.5,17.4,8.3,19,84.1,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_133_r1_236_a855.asset,
normal_campaign500,normal,39,r2_outer_strong_142_r2_257_a893,r2_outer_strong_142_r2_257_a893,Flow,refresh,dense,166,121,Flow,HeuristicHigh,,Small,LowPressure,Flow,StartMedium,ClearFlow,ChoiceReadable,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,22,21,57,453,0,0.981,0.981,coverage,0.981,166.5,11,15,1.344,11,7,0.636,10,4.67,2.494,0.534,0.191,0.086,1,0,0,7.947,0.671,1.242,True,57,15.4,12.4,12.8,16.7,9.3,19.7,85.1,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_142_r2_257_a893.asset,
normal_campaign500,normal,40,r1_ab_247_above300_level_877_final,r1_ab_247_above300_level_877_final,Flow,refresh,dense,166,124,Flow,HeuristicHigh,,Small,LowPressure,Flow,StartWide,ClearBurst,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,19,31,70,568,0,0.964,0.964,coverage,0.964,166.1,12,15,1.398,12,8,0.667,10,4.14,2.185,0.528,0.205,0.092,1,0,0,8.114,0.654,1.127,True,70,21.9,11.3,13.7,16.5,7.8,18.7,85.5,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_247_above300_level_877_final.asset,
normal_campaign500,normal,41,nomask_style_03_double_room_lock,nomask_style_03_double_room_lock,Flow,refresh,lock,166,113,Flow,HeuristicHigh,,Tiny,LowPressure,Flow,StartWide,ClearBurst,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,17,23,34,386,0,0.987,0.987,coverage,0.987,166,12,21,1.648,12,8,0.667,14,7.18,3.583,0.499,0.269,0.121,1,0,0,11.353,0.578,2.161,True,34,7.9,11.3,18,21.1,0,16.1,88.1,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StylePreview/nomask_style_03_double_room_lock.asset,
