campaignOrder,variant,sourcePath,assetPath,acceptedOps,operations,beforeStatus,afterStatus,beforeScore,afterScore,deltaScore,beforeChains,afterChains,beforeArrowTiles,afterArrowTiles,beforeOpening,afterOpening,beforeEarlyAvg,afterEarlyAvg,beforeAvgChoices,afterAvgChoices,beforeOuter,afterOuter,beforeDependency,afterDependency,greedySolved
343,early_peel_gate_v6,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L343_skeletonskull_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V6/hardening_L343_early_peel_gate_20260625_082646.asset,4,earlyPeelGate:w2:t59:peelHookB_bendF3:path 1364-1326-1325:peel waves=4;removed=69;choices=31->7:score 600->582:chains 135->136:tiles 966->969:open 31->30:outer 31->30:avg 12.385->11.772|earlyPeelGate:w2:t37:peelHookB_bendF3:path 106-105-143:peel waves=4;removed=69;choices=30->8:score 582->559:chains 136->137:tiles 969->972:open 30->29:outer 30->29:avg 11.772->10.438|earlyPeelGate:w3:t37:peelHookA_hook3_reverse:path 144-182-220:peel waves=4;removed=66;choices=29->9:score 559->530:chains 137->138:tiles 972->975:open 29->27:outer 29->27:avg 10.438->9.543|earlyPeelGate:w3:t13:peelHookB_bendF3:path 109-108-146:peel waves=4;removed=60;choices=27->10:score 530->520:chains 138->139:tiles 975->978:open 27->26:outer 27->26:avg 9.543->9.345,MediumLeak,MediumLeak,600,520,-80,135,139,966,978,31,26,28.2,23.4,12.385,9.345,31,26,1.923,1.752,True
449,skipped_v6,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02.asset,,0,not_early_peel_gate_enough:none,MediumLeak,MediumLeak,598,598,0,181,181,1090,1090,28,28,26.2,26.2,11.547,11.547,28,28,1.706,1.706,True
382,skipped_v6,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09.asset,,0,not_early_peel_gate_enough:none,MediumLeak,MediumLeak,598,598,0,150,150,945,945,24,24,22.1,22.1,15.74,15.74,24,24,1.659,1.659,True
173,original,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L173_teapot_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V6/hardening_L173_original_20260625_082646.asset,0,copy,MediumLeak,MediumLeak,596,596,0,104,104,840,840,25,25,26.1,26.1,15.625,15.625,25,25,1.684,1.684,True
173,early_peel_gate_v6,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L173_teapot_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V6/hardening_L173_early_peel_gate_20260625_082646.asset,4,earlyPeelGate:w2:t92:peelHookB_bendF3:path 1395-1351-1350:peel waves=3;removed=51;choices=25->8:score 596->570:chains 104->105:tiles 840->843:open 25->24:outer 25->24:avg 15.625->15.095|earlyPeelGate:w1:t14:peelHookB_bendF3:path 1326-1282-1281:peel waves=2;removed=41;choices=24->8:score 570->495:chains 105->106:tiles 843->846:open 24->21:outer 24->21:avg 15.095->13.528|earlyPeelGate:w3:t24:peelHookA_hook3:path 360-404-448:peel waves=4;removed=59;choices=21->9:score 495->486:chains 106->107:tiles 846->849:open 21->21:outer 21->21:avg 13.528->12.841|earlyPeelGate:w3:t81:peelHookB_hook3:path 872-916-960:peel waves=4;removed=60;choices=21->9:score 486->481:chains 107->108:tiles 849->852:open 21->21:outer 21->21:avg 12.841->12.287,MediumLeak,MediumLeak,596,481,-115,104,108,840,852,25,21,26.1,21.7,15.625,12.287,25,21,1.684,1.782,True
287,skipped_v6,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05.asset,,0,skip_size_or_low_opening_for_early_peel_gate_probe,MediumLeak,MediumLeak,594,594,0,214,214,1313,1313,25,25,24.8,24.8,16.136,16.136,25,25,1.751,1.751,True
452,skipped_v6,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset,,0,not_early_peel_gate_enough:none,MediumLeak,MediumLeak,594,594,0,154,154,943,943,25,25,22,22,15.396,15.396,25,25,1.829,1.829,True
381,skipped_v6,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09.asset,,0,not_early_peel_gate_enough:none,MediumLeak,MediumLeak,587,587,0,145,145,892,892,27,27,24.8,24.8,14.779,14.779,27,27,1.814,1.814,True
166,skipped_v6,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03.asset,,0,not_early_peel_gate_enough:none,MediumLeak,MediumLeak,583,583,0,119,119,745,745,22,22,25.1,25.1,13.714,13.714,22,22,1.66,1.66,True
436,skipped_v6,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04.asset,,0,skip_size_or_low_opening_for_early_peel_gate_probe,MediumLeak,MediumLeak,577,577,0,194,194,1195,1195,26,26,25.4,25.4,13.876,13.876,26,26,1.554,1.554,True
238,original,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L238_cactus_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V6/hardening_L238_original_20260625_082646.asset,0,copy,MediumLeak,MediumLeak,577,577,0,106,106,778,778,24,24,23.3,23.3,17.075,17.075,24,24,1.829,1.829,True
238,early_peel_gate_v6,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L238_cactus_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V6/hardening_L238_early_peel_gate_20260625_082646.asset,4,earlyPeelGate:w3:t74:peelHookB_bendF3:path 1080-1079-1113:peel waves=4;removed=66;choices=24->11:score 577->534:chains 106->107:tiles 778->781:open 24->23:outer 24->23:avg 17.075->14.701|earlyPeelGate:w3:t80:peelHookB_bendF3:path 1048-1047-1081:peel waves=4;removed=66;choices=23->12:score 534->505:chains 107->108:tiles 781->784:open 23->22:outer 23->22:avg 14.701->13.722|earlyPeelGate:w3:t80:peelHookB_bendF3:path 1050-1049-1083:peel waves=4;removed=65;choices=22->13:score 505->479:chains 108->109:tiles 784->787:open 22->21:outer 22->21:avg 13.722->13.037|earlyPeelGate:w3:t47:peelHookA_bendF3:path 1011-977-978:peel waves=4;removed=64;choices=21->13:score 479->475:chains 109->110:tiles 787->790:open 21->21:outer 21->21:avg 13.037->12.7,MediumLeak,MediumLeak,577,475,-102,106,110,778,790,24,21,23.3,20.3,17.075,12.7,24,21,1.829,1.831,True
439,skipped_v6,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01.asset,,0,not_early_peel_gate_enough:none,MediumLeak,MediumLeak,575,575,0,158,158,942,942,24,24,24.8,24.8,13.696,13.696,24,24,1.694,1.694,True
410,skipped_v6,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09.asset,,0,not_early_peel_gate_enough:none,MediumLeak,MediumLeak,573,573,0,139,139,870,870,23,23,21.2,21.2,15.388,15.388,23,23,1.664,1.664,True
284,skipped_v6,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_22_direct_polish_hard_pure_rect_lock_buckle_g11_v03.asset,,0,not_early_peel_gate_enough:none,MediumLeak,MediumLeak,572,572,0,172,172,1054,1054,31,31,27.1,27.1,10.18,10.18,31,31,1.993,1.993,True
361,skipped_v6,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02.asset,,0,not_early_peel_gate_enough:none,MediumLeak,MediumLeak,572,572,0,177,177,1055,1055,26,26,23.8,23.8,14.333,14.333,26,26,1.669,1.669,True
380,skipped_v6,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_07_direct_polish_hard_pure_rect_section_unlock_g12_v04.asset,,0,not_early_peel_gate_enough:none,MediumLeak,MediumLeak,571,571,0,144,144,868,868,26,26,23.6,23.6,11.215,11.215,26,26,1.788,1.788,True
445,skipped_v6,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04.asset,,0,skip_size_or_low_opening_for_early_peel_gate_probe,MediumLeak,MediumLeak,568,568,0,197,197,1199,1199,25,25,23.9,23.9,11.569,11.569,25,25,1.698,1.698,True
434,skipped_v6,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset,,0,not_early_peel_gate_enough:none,MediumLeak,MediumLeak,565,565,0,162,162,1007,1007,26,26,26,26,12.093,12.093,26,26,1.735,1.735,True
459,skipped_v6,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02.asset,,0,not_early_peel_gate_enough:none,MediumLeak,MediumLeak,564,564,0,180,180,1095,1095,25,25,23.7,23.7,13.878,13.878,25,25,1.658,1.658,True
379,skipped_v6,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_04_direct_polish_hard_pure_rect_sweep_g11_v03.asset,,0,not_early_peel_gate_enough:none,MediumLeak,MediumLeak,563,563,0,157,157,951,951,25,25,24.4,24.4,10.42,10.42,25,25,1.72,1.72,True
400,skipped_v6,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07.asset,,0,not_early_peel_gate_enough:none,MediumLeak,MediumLeak,561,561,0,143,143,856,856,26,26,23.7,23.7,10.021,10.021,26,26,1.718,1.718,True
465,skipped_v6,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03.asset,,0,skip_size_or_low_opening_for_early_peel_gate_probe,MediumLeak,MediumLeak,557,557,0,213,213,1314,1314,27,27,24.7,24.7,11.718,11.718,27,27,1.731,1.731,True
408,original,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L408_arcadecabinet_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V6/hardening_L408_original_20260625_082646.asset,0,copy,MediumLeak,MediumLeak,557,557,0,153,153,1074,1074,23,23,23.7,23.7,14.124,14.124,23,23,1.708,1.708,True
408,early_peel_gate_v6,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L408_arcadecabinet_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V6/hardening_L408_early_peel_gate_20260625_082646.asset,4,earlyPeelGate:w2:t56:peelHookB_bendF3:path 1229-1230-1194:peel waves=4;removed=70;choices=23->9:score 557->454:chains 153->154:tiles 1074->1077:open 23->21:outer 23->21:avg 14.124->11.071|earlyPeelGate:w3:t56:peelHookA_hook3_reverse:path 1195-1159-1123:peel waves=4;removed=70;choices=21->12:score 454->405:chains 154->155:tiles 1077->1080:open 21->19:outer 21->19:avg 11.071->9.716|earlyPeelGate:w2:t45:peelHookB_bendF3:path 941-905-904:peel waves=3;removed=46;choices=19->8:score 405->385:chains 155->156:tiles 1080->1083:open 19->18:outer 19->18:avg 9.716->9.545|earlyPeelGate:w2:t29:peelHookB_bendF3:path 1086-1050-1049:peel waves=3;removed=44;choices=18->8:score 385->343:chains 156->157:tiles 1083->1086:open 18->16:outer 18->16:avg 9.545->9.261,MediumLeak,LowLeak,557,343,-214,153,157,1074,1086,23,16,23.7,15.6,14.124,9.261,23,16,1.708,1.652,True
