packLabel,packPath,indexInPack,campaignOrder,status,leakScore,hardeningBudget,flags,recommendedOperators,levelId,assetPath,bucket,type,relativeDifficulty,slotRole,width,height,chains,arrowTiles,blockTiles,boardFill,playableFill,avgChainLength,maxChainLength,greedySolved,greedySteps,tuningDifficultyScore,initialClearableChains,openingChoices,openingGoodMoves,openingGoodMoveRatio,avgChoices,maxChoices,earlyAvgChoices,earlyMaxChoices,bottleneckRatio,forcedMoveRatio,avgClearPerMove,avgNewUnlocksPerMove,largestUnlockBurst,choiceWaveStdDev,averageStepsToNextUnlock,dependencyDepthProxy,directOuterExits,directClearableOuterExits,directOuterExitRatio,directClearableOuterExitRatio,longRayOuterExits,edgeShortChains,edgeShortDirectOuterExits,boundaryStraightOuterExits,earlyEntropyClass,entropyCurve,details
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,173,173,MediumLeak,596,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb05_18_large_teapot,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L173_teapot_large.asset,shape,shape_magic,Novelty,Shape,44,38,104,840,0,0.502,0.502,8.077,17,True,104,974,25,25,9,0.36,15.625,28,26.1,28,0.337,0.01,8.077,0.76,4,6.97,1.684,1.684,25,25,0.24,0.24,24,0,0,0,front_loaded_flat,25>25>25>28>28>28>27>26>25>24>23>23>23>24>23>22>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,287,287,MediumLeak,594,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05.asset,extreme,lock,RelativeExtreme,Peak,27,50,214,1313,0,0.973,0.973,6.136,10,True,214,1537,25,25,13,0.52,16.136,29,24.8,27,0.271,0.005,6.136,0.883,5,6.555,1.751,1.751,25,25,0.117,0.117,0,0,0,2,front_loaded_flat,25>24>24>23>27>27>26>25>24>23>22>25>25>25>26>25>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,452,452,MediumLeak,594,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset,hard,lock,Normal,Normal,23,42,154,943,0,0.976,0.976,6.123,10,True,154,1121,25,25,14,0.56,15.396,25,22,25,0.24,0.006,6.123,0.838,4,5.491,1.829,1.829,25,25,0.162,0.162,0,0,0,2,front_loaded_flat,25>24>24>23>22>21>20>21>20>20>19>19>18>18>18>21>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,381,381,MediumLeak,587,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion|WeakDependency,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices|inject_region_gate,direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09.asset,hard,dense,Recovery,Recovery,24,38,145,892,0,0.978,0.978,6.152,10,True,145,1054,27,27,14,0.519,14.779,27,24.8,27,0.29,0.007,6.152,0.814,5,6.205,1.814,1.814,27,27,0.186,0.186,0,2,2,7,front_loaded_flat,27>26>27>26>25>24>24>23>23>23>25>25>25>26>25>24>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,166,166,MediumLeak,583,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03.asset,normal,section,Normal,Normal,20,38,119,745,0,0.98,0.98,6.261,10,True,119,903,22,22,14,0.636,13.714,27,25.1,27,0.21,0.025,6.261,0.815,5,8.082,1.66,1.66,22,22,0.185,0.185,0,3,1,1,front_loaded_flat,22>22>22>26>27>26>27>27>26>26>26>25>26>26>25>24>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,436,436,MediumLeak,577,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion|WeakDependency,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices|inject_region_gate,direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04.asset,very_hard,lock,RelativeExtreme,Peak,27,45,194,1195,0,0.984,0.984,6.16,10,True,194,1391,26,26,10,0.385,13.876,27,25.4,26,0.34,0.01,6.16,0.866,5,6.764,1.554,1.554,26,26,0.134,0.134,0,1,0,4,front_loaded_flat,26>25>26>26>26>26>26>25>24>24>24>24>23>24>23>24>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,238,238,MediumLeak,577,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb04_07_main_cactus,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L238_cactus_main.asset,normal,shape_character,Novelty,Shape,34,42,106,778,0,0.545,0.545,7.34,13,True,106,921,24,24,9,0.375,17.075,26,23.3,25,0.311,0.009,7.34,0.774,4,6.498,1.829,1.829,24,24,0.226,0.226,24,0,0,0,front_loaded_flat,24>24>25>24>23>22>22>23>23>23>23>24>23>24>24>24>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,439,439,MediumLeak,575,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01.asset,hard,maze,Recovery,Recovery,24,40,158,942,0,0.981,0.981,5.962,10,True,158,1124,24,24,14,0.583,13.696,26,24.8,26,0.272,0.006,5.962,0.848,5,5.231,1.694,1.694,24,24,0.152,0.152,0,0,0,0,front_loaded_flat,24>26>25>25>25>24>26>25>24>24>23>23>22>21>20>19>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,410,410,MediumLeak,573,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09.asset,hard,section,Recovery,Recovery,21,42,139,870,0,0.986,0.986,6.259,10,True,139,1041,23,23,15,0.652,15.388,23,21.2,23,0.259,0.014,6.259,0.835,6,5.358,1.664,1.664,23,23,0.165,0.165,0,1,0,1,front_loaded_flat,23>22>21>20>19>19>23>22>22>21>20>20>20>20>19>19>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,284,284,MediumLeak,572,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion|WeakDependency,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices|inject_region_gate,direct_pure_topup_07_22_direct_polish_hard_pure_rect_lock_buckle_g11_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_22_direct_polish_hard_pure_rect_lock_buckle_g11_v03.asset,hard,lock,Hard,Pressure,27,40,172,1054,0,0.976,0.976,6.128,10,True,172,1225,31,31,14,0.452,10.18,31,27.1,31,0.25,0.029,6.128,0.82,5,6.088,1.993,1.993,31,31,0.18,0.18,0,3,2,3,front_loaded_flat,31>30>29>28>28>27>26>25>24>23>22>21>21>20>19>21>...,
