campaignOrder,variant,sourcePath,assetPath,acceptedOps,operations,beforeStatus,afterStatus,beforeScore,afterScore,deltaScore,beforeChains,afterChains,beforeArrowTiles,afterArrowTiles,beforeOpening,afterOpening,beforeEarlyAvg,afterEarlyAvg,beforeAvgChoices,afterAvgChoices,beforeOuter,afterOuter,beforeDependency,afterDependency,greedySolved
405,original,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V2/hardening_L405_original_20260624_234908.asset,0,copy,MediumLeak,MediumLeak,602,602,0,170,170,1050,1050,25,25,26.2,26.2,15.906,15.906,25,25,1.6,1.6,True
405,strong_v2,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V2/hardening_L405_strong_20260624_234908.asset,10,merge:12+33:len 6+8->14:score 602->602:chains 170->169:outer 25->24:open 25->24|merge:2+7:len 10+5->15:score 602->588:chains 169->168:outer 24->23:open 24->23|merge:3+17:len 10+10->20:score 588->534:chains 168->167:outer 23->21:open 23->21|merge:9+1:len 8+8->16:score 534->478:chains 167->166:outer 21->19:open 21->19|merge:12+0:len 6+6->12:score 478->458:chains 166->165:outer 19->18:open 19->18|merge:5+20:len 6+6->12:score 458->407:chains 165->164:outer 18->16:open 18->16|merge:2+21:len 5+7->12:score 407->406:chains 164->163:outer 16->15:open 16->15|merge:27+44:len 10+6->16:score 406->385:chains 163->162:outer 15->14:open 15->14|merge:13+35:len 7+4->11:score 385->357:chains 162->161:outer 14->13:open 14->13|merge:17+47:len 7+3->10:score 357->334:chains 161->160:outer 13->12:open 13->12,MediumLeak,LowLeak,602,334,-268,170,160,1050,1050,25,12,26.2,16.9,15.906,10.781,25,12,1.6,1.554,True
490,original,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V2/hardening_L490_original_20260624_234908.asset,0,copy,MediumLeak,MediumLeak,601,601,0,199,199,1198,1198,28,28,27,27,14.643,14.643,28,28,1.696,1.696,True
490,strong_v2,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V2/hardening_L490_strong_20260624_234908.asset,10,merge:25+35:len 5+5->10:score 601->596:chains 199->198:outer 28->27:open 28->27|merge:10+34:len 6+2->8:score 596->589:chains 198->197:outer 27->26:open 27->26|merge:33+32:len 2+9->11:score 589->547:chains 197->196:outer 26->24:open 26->24|merge:25+48:len 10+9->19:score 547->534:chains 196->195:outer 24->23:open 24->23|merge:10+11:len 8+8->16:score 534->511:chains 195->194:outer 23->22:open 23->22|merge:43+20:len 8+7->15:score 511->459:chains 194->193:outer 22->20:open 22->20|merge:3+21:len 8+6->14:score 459->434:chains 193->192:outer 20->19:open 20->19|merge:36+30:len 8+4->12:score 434->390:chains 192->191:outer 19->17:open 19->17|merge:26+28:len 6+6->12:score 390->370:chains 191->190:outer 17->16:open 17->16|merge:19+1:len 5+5->10:score 370->349:chains 190->189:outer 16->15:open 16->15,MediumLeak,LowLeak,601,349,-252,199,189,1198,1198,28,15,27,13.6,14.643,10.381,28,15,1.696,1.557,True
343,original,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L343_skeletonskull_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V2/hardening_L343_original_20260624_234908.asset,0,copy,MediumLeak,MediumLeak,600,600,0,135,135,966,966,31,31,28.2,28.2,12.385,12.385,31,31,1.923,1.923,True
343,strong_v2,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L343_skeletonskull_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V2/hardening_L343_strong_20260624_234908.asset,5,merge:35+68:len 13+12->25:score 600->567:chains 135->134:outer 31->29:open 31->29|merge:10+29:len 7+8->15:score 567->558:chains 134->133:outer 29->28:open 29->28|merge:26+31:len 7+10->17:score 558->542:chains 133->132:outer 28->27:open 28->27|merge:13+41:len 6+12->18:score 542->528:chains 132->131:outer 27->26:open 27->26|merge:13+43:len 18+5->23:score 528->519:chains 131->130:outer 26->25:open 26->25,MediumLeak,MediumLeak,600,519,-81,135,130,966,966,31,25,28.2,23.1,12.385,10.546,31,25,1.923,1.867,True
449,original,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V2/hardening_L449_original_20260624_234908.asset,0,copy,MediumLeak,MediumLeak,598,598,0,181,181,1090,1090,28,28,26.2,26.2,11.547,11.547,28,28,1.706,1.706,True
449,strong_v2,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V2/hardening_L449_strong_20260624_234908.asset,10,merge:3+2:len 5+4->9:score 598->571:chains 181->180:outer 28->26:open 28->26|merge:21+19:len 9+9->18:score 571->534:chains 180->179:outer 26->25:open 26->25|merge:52+49:len 9+9->18:score 534->498:chains 179->178:outer 25->23:open 25->23|merge:13+15:len 8+8->16:score 498->478:chains 178->177:outer 23->22:open 23->22|merge:7+24:len 8+10->18:score 478->459:chains 177->176:outer 22->21:open 22->21|merge:23+24:len 7+7->14:score 459->415:chains 176->175:outer 21->19:open 21->19|merge:6+26:len 7+6->13:score 415->373:chains 175->174:outer 19->17:open 19->17|merge:35+27:len 4+7->11:score 373->345:chains 174->173:outer 17->16:open 17->16|merge:2+0:len 9+8->17:score 345->326:chains 173->172:outer 16->15:open 16->15|merge:5+44:len 13+3->16:score 326->307:chains 172->171:outer 15->14:open 15->14,MediumLeak,LowLeak,598,307,-291,181,171,1090,1090,28,14,26.2,13.9,11.547,9,28,14,1.706,1.618,True
382,original,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V2/hardening_L382_original_20260624_234908.asset,0,copy,MediumLeak,MediumLeak,598,598,0,150,150,945,945,24,24,22.1,22.1,15.74,15.74,24,24,1.659,1.659,True
382,strong_v2,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V2/hardening_L382_strong_20260624_234908.asset,10,merge:23+25:len 4+4->8:score 598->580:chains 150->149:outer 24->23:open 24->23|merge:57+69:len 6+5->11:score 580->540:chains 149->148:outer 23->21:open 23->21|merge:1+4:len 5+4->9:score 540->511:chains 148->147:outer 21->20:open 21->20|merge:66+69:len 4+2->6:score 511->469:chains 147->146:outer 20->19:open 20->19|merge:17+3:len 9+8->17:score 469->426:chains 146->145:outer 19->18:open 19->18|merge:21+4:len 8+10->18:score 426->406:chains 145->144:outer 18->17:open 18->17|merge:1+0:len 9+7->16:score 406->395:chains 144->143:outer 17->16:open 17->16|merge:10+5:len 6+10->16:score 395->369:chains 143->142:outer 16->15:open 16->15|merge:43+18:len 6+18->24:score 369->343:chains 142->141:outer 15->14:open 15->14|merge:51+41:len 11+10->21:score 343->324:chains 141->140:outer 14->13:open 14->13,MediumLeak,LowLeak,598,324,-274,150,140,945,945,24,13,22.1,14.4,15.74,11.293,24,13,1.659,1.567,True
