campaignOrder,variant,sourcePath,assetPath,acceptedOps,operations,beforeStatus,afterStatus,beforeScore,afterScore,deltaScore,beforeChains,afterChains,beforeArrowTiles,afterArrowTiles,beforeOpening,afterOpening,beforeEarlyAvg,afterEarlyAvg,beforeAvgChoices,afterAvgChoices,beforeOuter,afterOuter,beforeDependency,afterDependency,greedySolved
343,visible_gate_v5,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L343_skeletonskull_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V5/hardening_L343_visible_gate_20260625_075227.asset,3,visibleGate:t8:hookA_bendF3:path 1332-1294-1295:score 600->567:chains 135->136:tiles 966->969:open 31->29:outer 31->29:avg 12.385->11.176|visibleGate:t17:hookB_bendF3_reverse:path 1374-1412-1411:score 567->531:chains 136->137:tiles 969->972:open 29->27:outer 29->27:avg 11.176->9.723|visibleGate:t2:hookA_bendF3:path 1547-1546-1508:score 531->506:chains 137->138:tiles 972->975:open 27->26:outer 27->26:avg 9.723->8.196,MediumLeak,MediumLeak,600,506,-94,135,138,966,975,31,26,28.2,23.1,12.385,8.196,31,26,1.923,1.795,True
449,skipped_v5,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02.asset,,0,skip_size_or_low_opening_for_visible_gate_probe,MediumLeak,MediumLeak,598,598,0,181,181,1090,1090,28,28,26.2,26.2,11.547,11.547,28,28,1.706,1.706,True
382,skipped_v5,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09.asset,,0,not_visible_gate_enough:none,MediumLeak,MediumLeak,598,598,0,150,150,945,945,24,24,22.1,22.1,15.74,15.74,24,24,1.659,1.659,True
173,original,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L173_teapot_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V5/hardening_L173_original_20260625_075227.asset,0,copy,MediumLeak,MediumLeak,596,596,0,104,104,840,840,25,25,26.1,26.1,15.625,15.625,25,25,1.684,1.684,True
173,visible_gate_v5,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L173_teapot_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V5/hardening_L173_visible_gate_20260625_075227.asset,3,visibleGate:t35:hookB_bendF3_reverse:path 1238-1239-1283:score 596->500:chains 104->105:tiles 840->843:open 25->22:outer 25->22:avg 15.625->11.895|visibleGate:t91:hookA_bendF3:path 523-567-566:score 500->469:chains 105->106:tiles 843->846:open 22->21:outer 22->21:avg 11.895->10.868|visibleGate:t97:hookB_bendB3:path 489-445-446:score 469->416:chains 106->107:tiles 846->849:open 21->19:outer 21->19:avg 10.868->9.467,MediumLeak,LowLeak,596,416,-180,104,107,840,849,25,19,26.1,19.9,15.625,9.467,25,19,1.684,1.75,True
287,skipped_v5,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05.asset,,0,skip_size_or_low_opening_for_visible_gate_probe,MediumLeak,MediumLeak,594,594,0,214,214,1313,1313,25,25,24.8,24.8,16.136,16.136,25,25,1.751,1.751,True
452,skipped_v5,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset,,0,not_visible_gate_enough:none,MediumLeak,MediumLeak,594,594,0,154,154,943,943,25,25,22,22,15.396,15.396,25,25,1.829,1.829,True
381,skipped_v5,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09.asset,,0,not_visible_gate_enough:none,MediumLeak,MediumLeak,587,587,0,145,145,892,892,27,27,24.8,24.8,14.779,14.779,27,27,1.814,1.814,True
166,skipped_v5,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03.asset,,0,not_visible_gate_enough:none,MediumLeak,MediumLeak,583,583,0,119,119,745,745,22,22,25.1,25.1,13.714,13.714,22,22,1.66,1.66,True
436,skipped_v5,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04.asset,,0,skip_size_or_low_opening_for_visible_gate_probe,MediumLeak,MediumLeak,577,577,0,194,194,1195,1195,26,26,25.4,25.4,13.876,13.876,26,26,1.554,1.554,True
238,original,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L238_cactus_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V5/hardening_L238_original_20260625_075227.asset,0,copy,MediumLeak,MediumLeak,577,577,0,106,106,778,778,24,24,23.3,23.3,17.075,17.075,24,24,1.829,1.829,True
238,visible_gate_v5,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L238_cactus_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V5/hardening_L238_visible_gate_20260625_075227.asset,3,visibleGate:t73:hookB_bendF3:path 1198-1199-1165:score 577->493:chains 106->107:tiles 778->781:open 24->22:outer 24->22:avg 17.075->12.477|visibleGate:t28:hookA_hook3:path 78-112-146:score 493->428:chains 107->108:tiles 781->784:open 22->20:outer 22->20:avg 12.477->10.537|visibleGate:t13:hookA_bendF3_reverse:path 610-611-577:score 428->403:chains 108->109:tiles 784->787:open 20->19:outer 20->19:avg 10.537->9.78,MediumLeak,LowLeak,577,403,-174,106,109,778,787,24,19,23.3,17.5,17.075,9.78,24,19,1.829,1.889,True
439,skipped_v5,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01.asset,,0,not_visible_gate_enough:none,MediumLeak,MediumLeak,575,575,0,158,158,942,942,24,24,24.8,24.8,13.696,13.696,24,24,1.694,1.694,True
410,skipped_v5,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09.asset,,0,not_visible_gate_enough:none,MediumLeak,MediumLeak,573,573,0,139,139,870,870,23,23,21.2,21.2,15.388,15.388,23,23,1.664,1.664,True
284,skipped_v5,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_22_direct_polish_hard_pure_rect_lock_buckle_g11_v03.asset,,0,not_visible_gate_enough:none,MediumLeak,MediumLeak,572,572,0,172,172,1054,1054,31,31,27.1,27.1,10.18,10.18,31,31,1.993,1.993,True
361,skipped_v5,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02.asset,,0,not_visible_gate_enough:none,MediumLeak,MediumLeak,572,572,0,177,177,1055,1055,26,26,23.8,23.8,14.333,14.333,26,26,1.669,1.669,True
380,skipped_v5,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_07_direct_polish_hard_pure_rect_section_unlock_g12_v04.asset,,0,not_visible_gate_enough:none,MediumLeak,MediumLeak,571,571,0,144,144,868,868,26,26,23.6,23.6,11.215,11.215,26,26,1.788,1.788,True
445,skipped_v5,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04.asset,,0,skip_size_or_low_opening_for_visible_gate_probe,MediumLeak,MediumLeak,568,568,0,197,197,1199,1199,25,25,23.9,23.9,11.569,11.569,25,25,1.698,1.698,True
434,skipped_v5,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset,,0,not_visible_gate_enough:none,MediumLeak,MediumLeak,565,565,0,162,162,1007,1007,26,26,26,26,12.093,12.093,26,26,1.735,1.735,True
459,skipped_v5,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02.asset,,0,not_visible_gate_enough:none,MediumLeak,MediumLeak,564,564,0,180,180,1095,1095,25,25,23.7,23.7,13.878,13.878,25,25,1.658,1.658,True
379,skipped_v5,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_04_direct_polish_hard_pure_rect_sweep_g11_v03.asset,,0,not_visible_gate_enough:none,MediumLeak,MediumLeak,563,563,0,157,157,951,951,25,25,24.4,24.4,10.42,10.42,25,25,1.72,1.72,True
400,skipped_v5,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07.asset,,0,not_visible_gate_enough:none,MediumLeak,MediumLeak,561,561,0,143,143,856,856,26,26,23.7,23.7,10.021,10.021,26,26,1.718,1.718,True
465,skipped_v5,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03.asset,,0,skip_size_or_low_opening_for_visible_gate_probe,MediumLeak,MediumLeak,557,557,0,213,213,1314,1314,27,27,24.7,24.7,11.718,11.718,27,27,1.731,1.731,True
408,original,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L408_arcadecabinet_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V5/hardening_L408_original_20260625_075227.asset,0,copy,MediumLeak,MediumLeak,557,557,0,153,153,1074,1074,23,23,23.7,23.7,14.124,14.124,23,23,1.708,1.708,True
408,visible_gate_v5,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L408_arcadecabinet_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500HardeningSandbox/V5/hardening_L408_visible_gate_20260625_075227.asset,3,visibleGate:t40:hookB_hook3:path 1122-1086-1050:score 557->483:chains 153->154:tiles 1074->1077:open 23->20:outer 23->20:avg 14.124->12.208|visibleGate:t10:hookA_bendF3_reverse:path 211-212-176:score 483->437:chains 154->155:tiles 1077->1080:open 20->18:outer 20->18:avg 12.208->11.271|visibleGate:t53:hookB_bendF3:path 1480-1481-1445:score 437->345:chains 155->156:tiles 1080->1083:open 18->16:outer 18->16:avg 11.271->9.878,MediumLeak,LowLeak,557,345,-212,153,156,1074,1083,23,16,23.7,14.9,14.124,9.878,23,16,1.708,1.636,True
