"chokeClass","chokeScore","levelId","order","category","difficultyCode","sampleRole","chains","arrows","solved","processTier","avgChoices","choiceP80","maxChoices","remoteChokes","remoteScore","compositeBreakWindows","afterLocalFrontierBreaks","switchFrontierBreaks","choiceChokeWindows","meaningfulOptionRate","localOnlyRate","usefulTensionRate","flatConsequenceRate","branchDivergenceAvg","localRun","nearOuterRun","depFollowRun","sts","collapse","riskTags","assetPath","sourceFile"
"StrongChokeReview","30.885","sgp_rdcm_v2_s04_02_c51","","","","","64","","True","B","4.73","6","8","0","0","1","0","0","2","0.616","0.048","0.097","0.403","5.5","5","3","4","0.921","0.147","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_02_c51.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_choice_value_v2_review5_diag_metrics.csv"
"StrongChokeReview","27.753","sgp_rdcm_v2_s04_06_t12","","","","","","","","B","4.77","6","8","0","0","0","0","0","0","0.585","0.065","0.129","0.403","5.631","5","3","4","0","0","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_06_t12.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_trace1_review_v1_review_keep.csv"
"StrongChokeReview","27.556","sgp_rdcm_v2rp_r01_01_rfp55_rfp52_t36","","","","","57","","","A","4.25","6","8","0","0","2","0","0","4","0","0","0","0","0","3","3","4","0.889","0.219","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r01_01_rfp55_rfp52_t36.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_overlap_bundle_repair_trace1_review_v1_ranked.csv"
"StrongChokeReview","27.556","sgp_rdcm_v2rp_r01_03_rfp55_c22","","","","","57","","","A","4.25","6","8","0","0","2","0","0","4","0","0","0","0","0","3","3","4","0.889","0.219","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r01_03_rfp55_c22.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_repair_plan_trace1_review_v1_ranked.csv"
"StrongChokeReview","27.556","sgp_rdcm_v2rp_r01_05_rfp55","","","","","57","","","A","4.25","6","8","0","0","2","0","0","4","0","0","0","0","0","3","3","4","0.889","0.219","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r01_05_rfp55.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_repair_plan_trace1_review_v1_ranked.csv"
"StrongChokeReview","27.556","sgp_rdcm_v2rp_r01_03_rfp55_rfp52","","","","","57","","","A","4.25","6","8","0","0","2","0","0","4","0","0","0","0","0","3","3","4","0.889","0.219","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r01_03_rfp55_rfp52.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_overlap_bundle_repair_trace1_review_v1_ranked.csv"
"StrongChokeReview","27.556","sgp_rdcm_v2rp_r01_05_rfp55_c22","","","","","57","","","A","4.25","6","8","0","0","2","0","0","4","0","0","0","0","0","3","3","4","0.889","0.219","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r01_05_rfp55_c22.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_overlap_bundle_repair_trace1_review_v1_ranked.csv"
"StrongChokeReview","27.556","sgp_rdcm_v2rp_r01_02_rfp55_t36","","","","","57","","","A","4.25","6","8","0","0","2","0","0","4","0","0","0","0","0","3","3","4","0.889","0.219","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r01_02_rfp55_t36.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_repair_plan_trace1_review_v1_ranked.csv"
"StrongChokeReview","26.936","sgp_rdcm_v2_s02_02_c16","","","","","","","","B","4.62","6","8","2","0.867","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_02_c16.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_break_wrapper_smoke2_remote_metrics_ranked.csv"
"StrongChokeReview","25.63","sgp_rdcm_v2_s04_04_t51_t12","","","","","","","","B","4.77","6","8","0","0","0","0","0","0","0.589","0.065","0.081","0.403","5.409","5","3","4","0","0","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_04_t51_t12.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choice_value_v2_review_ranked.csv"
"StrongChokeReview","25.566","sgp_rdcm_v2_s04_03_t51","","","","","","","","B","4.77","6","8","0","0","0","0","0","0","0.585","0.065","0.081","0.403","5.409","5","3","4","0","0","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_03_t51.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choice_value_v2_review_ranked.csv"
"StrongChokeReview","23.672","sgp_rdcm_v2rp_r03_01_c54","","","","","64","","","A","4.58","6","8","0","0","2","0","0","2","0","0","0","0","0","4","3","5","0.918","0.151","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r03_01_c54.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_repair_plan_trace1_review_v1_ranked.csv"
"StrongChokeReview","23.672","sgp_rdcm_v2_s04_01_t51_c54","","","","","64","","","A","4.58","6","8","0","0","2","0","0","2","0","0","0","0","0","4","3","5","0.918","0.151","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_01_t51_c54.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_residual2_review_v1_ranked.csv"
"StrongChokeReview","23.672","sgp_rdcm_v2_s04_03_t51_c54","","","","","64","","","A","4.58","6","8","0","0","2","0","0","2","0","0","0","0","0","4","3","5","0.918","0.151","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_03_t51_c54.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"StrongChokeReview","23.668","sgp_rdcm_v2_s04_05_c51_c54","","","","","64","","","A","4.53","6","8","0","0","2","0","0","2","0","0","0","0","0","4","3","5","0.917","0.154","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_05_c51_c54.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_residual2_review_v1_ranked.csv"
"StrongChokeReview","23.668","sgp_rdcm_v2_s04_01_c51_c54","","","","","64","","","A","4.53","6","8","0","0","2","0","0","2","0","0","0","0","0","4","3","5","0.917","0.154","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_01_c51_c54.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"StrongChokeReview","20.366","sgp_pressure_read_demand_v1_pool50_16_sgp_pressure_hard_rect_read_demand_v1_pool50_dense_weave_b2_06","","","","","64","","True","B","4.77","6","8","0","0","0","0","0","0","0.581","0.065","0","0","5.631","5","3","4","0.917","0.145","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1Pool50\sgp_pressure_read_demand_v1_pool50_16_sgp_pressure_hard_rect_read_demand_v1_pool50_dense_weave_b2_06.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_pool50_smoke1_strict_review_keep.csv"
"StrongChokeReview","20.319","sgp_pressure_read_demand_v1_pool50_11_sgp_pressure_hard_rect_read_demand_v1_pool50_dense_weave_b2_01","","","","","67","","True","B","5.63","7","9","0","0","0","0","0","0","0.563","0.061","0","0","6.212","5","3","3","0.815","0.358","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1Pool50\sgp_pressure_read_demand_v1_pool50_11_sgp_pressure_hard_rect_read_demand_v1_pool50_dense_weave_b2_01.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_pool50_smoke1_strict_review_keep.csv"
"StrongChokeReview","19.774","sgp_pressure_read_demand_v1_pool50_14_sgp_pressure_hard_rect_read_demand_v1_pool50_core_burst_b2_04","","","","","66","","True","B","5.12","6","9","0","0","0","0","0","0","0.639","0.031","0","0","5.841","5","3","6","0.827","0.311","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1Pool50\sgp_pressure_read_demand_v1_pool50_14_sgp_pressure_hard_rect_read_demand_v1_pool50_core_burst_b2_04.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_pool50_smoke1_strict_review_keep.csv"
