"Index","Guid","AssetPath","FileName"
"14","6a2a74ae2273e1b40b256da8f0b30744","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb01_05_main_musicnote_20260614_170828.asset","maskonlyb01_05_main_musicnote_20260614_170828.asset"
"15","bc890f2701c97a540b3226d0de8dff1d","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb01_05_large_musicnote_20260614_170850.asset","maskonlyb01_05_large_musicnote_20260614_170850.asset"
"16","cb3048d4826046447b3a3aeefafc5722","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb01_06_compact_snowflake_20260614_170851.asset","maskonlyb01_06_compact_snowflake_20260614_170851.asset"
"17","04061ae488d230e4b8a13987a0f2b4b9","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb01_06_main_snowflake_20260614_170857.asset","maskonlyb01_06_main_snowflake_20260614_170857.asset"
"18","8acadba300e6d2841a7dc2065e1a4b9a","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb01_06_large_snowflake_20260614_170859.asset","maskonlyb01_06_large_snowflake_20260614_170859.asset"
"19","3a91db3a60247ab46b198f2c0df94eee","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb01_07_compact_starfish_20260614_170859.asset","maskonlyb01_07_compact_starfish_20260614_170859.asset"
"20","e68f19da58b69d144be069cde81115e4","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb01_07_main_starfish_20260614_170900.asset","maskonlyb01_07_main_starfish_20260614_170900.asset"
"21","f43f41cbd49bf3a41a467ef8d5145c9d","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb01_07_large_starfish_20260614_170901.asset","maskonlyb01_07_large_starfish_20260614_170901.asset"
"22","3a7039fea4596024bb8e35dea2b9660f","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb01_08_compact_hourglass_20260614_170901.asset","maskonlyb01_08_compact_hourglass_20260614_170901.asset"
"23","bf9f4fcd41618c84f91a1c32a2b1f3b4","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb01_08_main_hourglass_20260614_170902.asset","maskonlyb01_08_main_hourglass_20260614_170902.asset"
"24","7413436d08bb0ff498b585b47f2e81f3","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb01_08_large_hourglass_20260614_170904.asset","maskonlyb01_08_large_hourglass_20260614_170904.asset"
"25","ca95da312b1385e4bb33af01d61b3edf","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb01_09_compact_clover_20260614_170904.asset","maskonlyb01_09_compact_clover_20260614_170904.asset"
"26","b591fc67e55afc14a8764d8917ad607c","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb01_09_main_clover_20260614_170905.asset","maskonlyb01_09_main_clover_20260614_170905.asset"
"27","b20ebab8e5acdd04f80deaf0bc2b246d","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb01_09_large_clover_20260614_170906.asset","maskonlyb01_09_large_clover_20260614_170906.asset"
"28","0be9a3749257fb743b4f28c2e5a004fa","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb01_10_compact_sun_20260614_170907.asset","maskonlyb01_10_compact_sun_20260614_170907.asset"
"29","92cf8410a1fa89e47813125e352aae4a","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb01_10_main_sun_20260614_170907.asset","maskonlyb01_10_main_sun_20260614_170907.asset"
"30","3f8c9bfda959ca44f99acdfce1303286","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb01_10_large_sun_20260614_170909.asset","maskonlyb01_10_large_sun_20260614_170909.asset"
"31","7ca1791961ec79140bbd0b1877c476b7","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb01_11_compact_shell_20260614_170910.asset","maskonlyb01_11_compact_shell_20260614_170910.asset"
"32","35f239961206c0b488129312de77e0d9","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb01_11_main_shell_20260614_170910.asset","maskonlyb01_11_main_shell_20260614_170910.asset"
"33","d8c68cc8997057f4ead89b00302ba2de","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb01_11_large_shell_20260614_170911.asset","maskonlyb01_11_large_shell_20260614_170911.asset"
"34","46a513ff56bc83643aad53c7972e34e0","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_01_compact_paperplane_20260614_171854.asset","maskonlyb02_01_compact_paperplane_20260614_171854.asset"
"35","8c0b9bda280e80b439ac8f4d96bd15b2","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_01_main_paperplane_20260614_171855.asset","maskonlyb02_01_main_paperplane_20260614_171855.asset"
"36","b99a8fb44ae65f54f96505cb12eac7fb","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_01_large_paperplane_20260614_171856.asset","maskonlyb02_01_large_paperplane_20260614_171856.asset"
"37","4f66fc8759fb1014f966e8f73f49b5f5","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_02_compact_apple_20260614_171856.asset","maskonlyb02_02_compact_apple_20260614_171856.asset"
"38","4902d777a26095e469cc2335208c3bc1","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_02_main_apple_20260614_171857.asset","maskonlyb02_02_main_apple_20260614_171857.asset"
"39","2b9e50d64dda7ba4e956ef452b9e4655","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_02_large_apple_20260614_171859.asset","maskonlyb02_02_large_apple_20260614_171859.asset"
"40","39d695d8073b7764bb6780be91bafd66","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_03_compact_banana_20260614_171859.asset","maskonlyb02_03_compact_banana_20260614_171859.asset"
"41","7536803092323b54fbc9bf2fb94c5a29","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_03_main_banana_20260614_171904.asset","maskonlyb02_03_main_banana_20260614_171904.asset"
"42","27539bb7eeb351848adcaffd0284737b","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_03_large_banana_20260614_171905.asset","maskonlyb02_03_large_banana_20260614_171905.asset"
"43","d32394592856cf641be0f86a5f5ee146","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_04_compact_potionbottle_20260614_171906.asset","maskonlyb02_04_compact_potionbottle_20260614_171906.asset"
"44","2957a887ebbc9594ab6d0c58aabb0622","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_04_main_potionbottle_20260614_171907.asset","maskonlyb02_04_main_potionbottle_20260614_171907.asset"
"45","b7f960bd076dfea4e88d0c54610634e2","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_04_large_potionbottle_20260614_171908.asset","maskonlyb02_04_large_potionbottle_20260614_171908.asset"
"46","415147c9dc194064eb8b87a6f300c205","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_05_compact_icecreamcone_20260614_171908.asset","maskonlyb02_05_compact_icecreamcone_20260614_171908.asset"
"47","f175af0120cd34b4dac93a4db012c0ca","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_05_main_icecreamcone_20260614_171909.asset","maskonlyb02_05_main_icecreamcone_20260614_171909.asset"
"48","516b683ab42e34d45a558e334cf2efb3","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_05_large_icecreamcone_20260614_171910.asset","maskonlyb02_05_large_icecreamcone_20260614_171910.asset"
"49","83e2cb2d26f0b4a4f8ccad477c165bdd","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_06_compact_hotairballoon_20260614_171911.asset","maskonlyb02_06_compact_hotairballoon_20260614_171911.asset"
"50","229ad98aee68c37429cee4835b6b4817","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_06_main_hotairballoon_20260614_171912.asset","maskonlyb02_06_main_hotairballoon_20260614_171912.asset"
"51","0d0e4f8fc5b3b164eb6082b10c762ed1","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_06_large_hotairballoon_20260614_171913.asset","maskonlyb02_06_large_hotairballoon_20260614_171913.asset"
"52","9cf1af1372515084bb2bdb947300f921","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_07_compact_wizardhat_20260614_171913.asset","maskonlyb02_07_compact_wizardhat_20260614_171913.asset"
"53","64de08efa6a066940b3da09d48d0e4c0","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_07_main_wizardhat_20260614_171914.asset","maskonlyb02_07_main_wizardhat_20260614_171914.asset"
"54","121272a284555124a9e7afc3523fdeca","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_07_large_wizardhat_20260614_171915.asset","maskonlyb02_07_large_wizardhat_20260614_171915.asset"
"55","dd6745363d0f5bf4994b577b038181cc","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_08_compact_magicbook_20260614_171916.asset","maskonlyb02_08_compact_magicbook_20260614_171916.asset"
"56","d5fd0f086ee008540909c602784836fa","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_08_main_magicbook_20260614_171918.asset","maskonlyb02_08_main_magicbook_20260614_171918.asset"
"57","29be554946f564443944771ee24ef013","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_08_large_magicbook_20260614_171919.asset","maskonlyb02_08_large_magicbook_20260614_171919.asset"
"58","a11ec1c68ac001f4bb42009430f3d241","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_09_compact_fish_20260614_171920.asset","maskonlyb02_09_compact_fish_20260614_171920.asset"
"59","8ad556c022c8a024facc9c32648ec53b","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_09_main_fish_20260614_171921.asset","maskonlyb02_09_main_fish_20260614_171921.asset"
"60","165fe1d604847d4439c7b9acd492d023","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_09_large_fish_20260614_171922.asset","maskonlyb02_09_large_fish_20260614_171922.asset"
"61","bb32b6702d4e18d4eb3257e5f3cd8a66","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_10_compact_wrappedcandy_20260614_171922.asset","maskonlyb02_10_compact_wrappedcandy_20260614_171922.asset"
"62","c24ebfcfb8bfea047b56e21e1be167df","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_10_main_wrappedcandy_20260614_171923.asset","maskonlyb02_10_main_wrappedcandy_20260614_171923.asset"
"63","1bb6371b22070444ba41976165e86e47","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_10_large_wrappedcandy_20260614_171924.asset","maskonlyb02_10_large_wrappedcandy_20260614_171924.asset"
"64","dbe868db996241d44ba5be3a6a76886d","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_11_compact_cupcake_20260614_171924.asset","maskonlyb02_11_compact_cupcake_20260614_171924.asset"
"65","d5bb1eebf1d45b2448a16c7cc846ffe0","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_11_main_cupcake_20260614_171925.asset","maskonlyb02_11_main_cupcake_20260614_171925.asset"
"66","32ba935acc4e0434ba30fafe5cfb2b69","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_11_large_cupcake_20260614_171927.asset","maskonlyb02_11_large_cupcake_20260614_171927.asset"
"67","27469b10803c3d343b32e10cff827466","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_12_compact_carrot_20260614_171927.asset","maskonlyb02_12_compact_carrot_20260614_171927.asset"
"68","80369765a1162d147afb5169e42df123","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_12_main_carrot_20260614_171928.asset","maskonlyb02_12_main_carrot_20260614_171928.asset"
"69","2292f66331c83af4eafc08e995215e21","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_12_large_carrot_20260614_171936.asset","maskonlyb02_12_large_carrot_20260614_171936.asset"
"70","a5646f5ccc6733a4f9999ccae0183ed7","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_14_compact_strawberry_20260614_171939.asset","maskonlyb02_14_compact_strawberry_20260614_171939.asset"
"71","f20c23474dc61e24db5f0d12bc403cd9","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_14_main_strawberry_20260614_171940.asset","maskonlyb02_14_main_strawberry_20260614_171940.asset"
"72","cb3f7473351c1d845b2115090c1b8472","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_14_large_strawberry_20260614_171941.asset","maskonlyb02_14_large_strawberry_20260614_171941.asset"
"73","0081ecf39fcc27c4b961aa64fc296f10","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_15_compact_kite_20260614_171941.asset","maskonlyb02_15_compact_kite_20260614_171941.asset"
"74","0a6a12cecf0f83247bb4595f767773de","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_15_main_kite_20260614_171942.asset","maskonlyb02_15_main_kite_20260614_171942.asset"
"75","119df48d75b731247ad9d98d1a58b2e8","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_15_large_kite_20260614_171956.asset","maskonlyb02_15_large_kite_20260614_171956.asset"
"76","3e6828ac48bce004dbf550ae6f41a7dc","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_16_compact_pumpkin_20260614_171956.asset","maskonlyb02_16_compact_pumpkin_20260614_171956.asset"
"77","66c856ace985de648bbc43461c31a19c","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_16_main_pumpkin_20260614_171957.asset","maskonlyb02_16_main_pumpkin_20260614_171957.asset"
"78","712f8bf440399dd48809b78211a5a926","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_16_large_pumpkin_20260614_171959.asset","maskonlyb02_16_large_pumpkin_20260614_171959.asset"
"79","490c08a644126b3449edccfd566a81d7","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_17_compact_butterfly_20260614_171959.asset","maskonlyb02_17_compact_butterfly_20260614_171959.asset"
"80","ea623b56d1934d942917fd7ec4f71ca4","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_17_main_butterfly_20260614_172001.asset","maskonlyb02_17_main_butterfly_20260614_172001.asset"
"81","989d1169e3a313e47a1239dc3a6a9726","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_17_large_butterfly_20260614_172002.asset","maskonlyb02_17_large_butterfly_20260614_172002.asset"
"82","c6b56e37f4d93ab4da9712e3a420ae45","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_18_compact_lollipop_20260614_172002.asset","maskonlyb02_18_compact_lollipop_20260614_172002.asset"
"83","a23e1db30498a2a44843762de2193b9d","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_18_main_lollipop_20260614_172003.asset","maskonlyb02_18_main_lollipop_20260614_172003.asset"
"84","edd80fbfbeec4784e8b85939e2c1adc8","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb02_18_large_lollipop_20260614_172004.asset","maskonlyb02_18_large_lollipop_20260614_172004.asset"
"85","75da42c4fae65dd4fa4605ad0a56e70a","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb03_01_compact_house_20260614_200046.asset","maskonlyb03_01_compact_house_20260614_200046.asset"
"86","dd4c43537e2d42d45aa86e7871262720","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb03_01_main_house_20260614_200047.asset","maskonlyb03_01_main_house_20260614_200047.asset"
"87","a191217f0078dcc4db0b7566780b0f86","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb03_01_large_house_20260614_200048.asset","maskonlyb03_01_large_house_20260614_200048.asset"
"88","9b6fa0fa82e609641a35293d806989b1","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb03_02_compact_guitar_20260614_200048.asset","maskonlyb03_02_compact_guitar_20260614_200048.asset"
"89","eeda47f3e1004be4e953c275833d91c5","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb03_02_main_guitar_20260614_200050.asset","maskonlyb03_02_main_guitar_20260614_200050.asset"
"90","5354738cc414b744fb15fa6cc0b08716","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb03_02_large_guitar_20260614_200050.asset","maskonlyb03_02_large_guitar_20260614_200050.asset"
"91","822c62f80a80bf344a0fd4a7cf5e6636","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb03_03_compact_sailboat_20260614_200051.asset","maskonlyb03_03_compact_sailboat_20260614_200051.asset"
"92","8814f08a479818c4e95e5901ee029ab4","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb03_03_main_sailboat_20260614_200052.asset","maskonlyb03_03_main_sailboat_20260614_200052.asset"
"93","a959c44206c84e2408fa373ac41f5fa9","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb03_03_large_sailboat_20260614_200100.asset","maskonlyb03_03_large_sailboat_20260614_200100.asset"
"94","668b0f76f21281b4eb290ef56b1774de","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb03_04_compact_gamepad_20260614_200100.asset","maskonlyb03_04_compact_gamepad_20260614_200100.asset"
"95","01e84e8142e4aa341bf8f817ac09e042","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb03_04_main_gamepad_20260614_200101.asset","maskonlyb03_04_main_gamepad_20260614_200101.asset"
"96","7aa760817f3c26541a0702544be8a64c","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb03_04_large_gamepad_20260614_200102.asset","maskonlyb03_04_large_gamepad_20260614_200102.asset"
"97","223dd96a5c5126445b6b87084cffa934","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb04_01_compact_train_20260615_154532.asset","maskonlyb04_01_compact_train_20260615_154532.asset"
"98","d3e185d34e352ef4293f126c646d4997","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb04_01_main_train_20260615_154533.asset","maskonlyb04_01_main_train_20260615_154533.asset"
"99","58e635f27b004f4499ed2d51d0437850","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb04_01_large_train_20260615_154535.asset","maskonlyb04_01_large_train_20260615_154535.asset"
"100","a838e0cef6623a447bdd87cbba476911","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb04_02_compact_tree_20260615_154535.asset","maskonlyb04_02_compact_tree_20260615_154535.asset"
"101","3f37fc5c886d49046a74e8fe2ad69d86","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb04_02_main_tree_20260615_154536.asset","maskonlyb04_02_main_tree_20260615_154536.asset"
"102","efe891940d74f164cb1584ca35a5a61b","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb04_02_large_tree_20260615_154538.asset","maskonlyb04_02_large_tree_20260615_154538.asset"
"103","bab2789c9b572b64b9f012296e89c819","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb04_03_compact_waterdrop_20260615_154538.asset","maskonlyb04_03_compact_waterdrop_20260615_154538.asset"
"104","bb37e8631bd828b4cbe2eba33bc218a2","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb04_03_main_waterdrop_20260615_154539.asset","maskonlyb04_03_main_waterdrop_20260615_154539.asset"
"105","b9d77d95e13b670479f8d412a9fbbca4","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb04_03_large_waterdrop_20260615_154540.asset","maskonlyb04_03_large_waterdrop_20260615_154540.asset"
"106","c4977f4e79e287f4c89c9b3dfde26da6","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb04_04_compact_airplane_20260615_154540.asset","maskonlyb04_04_compact_airplane_20260615_154540.asset"
"107","ce9378a7750f364479219b8983adb298","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb04_04_main_airplane_20260615_154542.asset","maskonlyb04_04_main_airplane_20260615_154542.asset"
"108","a8b2e391da810a94abdf2cc15fde38c9","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb04_04_large_airplane_20260615_154548.asset","maskonlyb04_04_large_airplane_20260615_154548.asset"
"109","c71c07501198fa24f8849e4ea735b430","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb04_05_compact_alarmclock_20260615_154549.asset","maskonlyb04_05_compact_alarmclock_20260615_154549.asset"
"110","dd02d69cfae157c4e8239940a54f6188","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb04_05_main_alarmclock_20260615_154550.asset","maskonlyb04_05_main_alarmclock_20260615_154550.asset"
"111","ee2bb160f84b353409e3d9cee13ad98c","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb04_05_large_alarmclock_20260615_154552.asset","maskonlyb04_05_large_alarmclock_20260615_154552.asset"
"112","f0070be6cd9837b4ea61803373199c9d","Assets\ArrowMagic\SOData\Levels\ShapeExperiment\Candidates\ProceduralMaskFill\maskonlyb04_06_compact_bicycle_20260615_154553.asset","maskonlyb04_06_compact_bicycle_20260615_154553.asset"
