"Row","Mode","Order","Section10","StyleHint","DifficultyCode","ExperienceRole","ProfileHint","SpecId","LevelId","AssetPath","Width","Height","Chains","TemplateTargetChains","SpecTargetChains","TargetChainsMin","TargetChainsMax","Arrows","Coverage","OuterBandCoverage","InitialMovableChains","EdgeHeadChains","AvgChain","MaxChain","PortableSolved","PortableOpeners","Attempts","Status","sourceReportCsv","sourceProjectRoot","originalAssetPath","absoluteAssetPath","traceEligible","traceSelected","traceSelectReason","traceSection","traceSectionBucket","traceCanvasBand","traceModeGroup","traceStaticScore"
"33","language_b","24","3","section","1","FixedFront40","PSG_Normal_section_NormalOrRecovery_FixedFront40","sgp_pressure_hard_campaign500_language_b_l024_section","campaign500_psg_prod200_c01_o011_s000_n050_33_sgp_pressure_hard_campaign500_language_b_l024_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_33_sgp_pressure_hard_campaign500_language_b_l024_section.asset","18","37","79","82","77","74","90","657","0.986","0.990","1","7","8.32","14","True","1","190","Style=PressureCampaignSectionLang | Score=21370 | TargetInitial=5 | OpeningRatio=0.013 | EarlyChoices=27.9/55 | LocalRun=4 | Jump=5.5 | NearRate=0.55 | Direction=n/a | Peel style=PressureCampaignSectionLang seed=21255219 fill=657/666(0.986) chains=79 remaining=9 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c01_o011_s000_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_33_sgp_pressure_hard_campaign500_language_b_l024_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c01_o011_s000_n050\campaign500_psg_prod200_c01_o011_s000_n050_33_sgp_pressure_hard_campaign500_language_b_l024_section.asset","True","False","","3","normal","tall_portrait","language","131.576"
"34","pure_relaxed","24","3","section","1","FixedFront40","PSG_Normal_section_NormalOrRecovery_FixedFront40","sgp_pressure_hard_campaign500_pure_relaxed_l024_section","campaign500_psg_prod200_c01_o011_s000_n050_34_sgp_pressure_hard_campaign500_pure_relaxed_l024_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_34_sgp_pressure_hard_campaign500_pure_relaxed_l024_section.asset","18","37","78","82","74","74","90","654","0.982","0.966","5","7","8.38","16","True","5","140","Style=PressureCampaignRelaxed | Score=6152 | TargetInitial=5 | OpeningRatio=0.077 | EarlyChoices=34.7/55 | LocalRun=6 | Jump=7.3 | NearRate=0.48 | Direction=n/a | Peel style=PressureCampaignRelaxed seed=16028851 fill=654/666(0.982) chains=78 remaining=12 rejectedShort=0 failedPeels=1 | FlipGate=ops=2 initial=6->5 edgeHeads=9->7 earlyChoices=29.6/49 localRun=4 jump=7.5 near=0.52 targetInitial=3","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c01_o011_s000_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_34_sgp_pressure_hard_campaign500_pure_relaxed_l024_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c01_o011_s000_n050\campaign500_psg_prod200_c01_o011_s000_n050_34_sgp_pressure_hard_campaign500_pure_relaxed_l024_section.asset","True","False","","3","normal","tall_portrait","pure","134.02"
"35","layout_soft","24","3","section","1","FixedFront40","PSG_Normal_section_NormalOrRecovery_FixedFront40","sgp_pressure_hard_campaign500_layout_soft_l024_section","campaign500_psg_prod200_c01_o011_s000_n050_35_sgp_pressure_hard_campaign500_layout_soft_l024_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_35_sgp_pressure_hard_campaign500_layout_soft_l024_section.asset","22","30","88","82","77","73","89","647","0.980","0.979","4","9","7.35","14","True","4","219","Style=PressureCampaignMedium | Score=3781 | TargetInitial=6 | OpeningRatio=0.045 | EarlyChoices=31.8/50 | LocalRun=7 | Jump=5.5 | NearRate=0.71 | Direction=n/a | Peel style=PressureCampaignMedium seed=24311258 fill=647/660(0.980) chains=88 remaining=13 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c01_o011_s000_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_35_sgp_pressure_hard_campaign500_layout_soft_l024_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c01_o011_s000_n050\campaign500_psg_prod200_c01_o011_s000_n050_35_sgp_pressure_hard_campaign500_layout_soft_l024_section.asset","True","False","","3","normal","wide_portrait","layout_soft","137.669"
"40","language_a","28","3","maze","1","FixedFront40","PSG_Normal_maze_NormalOrRecovery_FixedFront40","sgp_pressure_hard_campaign500_language_a_l028_maze","campaign500_psg_prod200_c01_o011_s000_n050_40_sgp_pressure_hard_campaign500_language_a_l028_maze","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_40_sgp_pressure_hard_campaign500_language_a_l028_maze.asset","17","29","74","63","66","57","69","485","0.984","0.976","4","7","6.55","11","True","4","124","Style=PressureCampaignMazeLang | Score=-4963 | TargetInitial=4 | OpeningRatio=0.068 | EarlyChoices=23.4/49 | LocalRun=7 | Jump=7.5 | NearRate=0.58 | Direction=n/a | Peel style=PressureCampaignMazeLang seed=14406113 fill=485/493(0.984) chains=74 remaining=8 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=5->4 edgeHeads=8->7 earlyChoices=22.3/49 localRun=7 jump=6.4 near=0.65 targetInitial=3","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c01_o011_s000_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_40_sgp_pressure_hard_campaign500_language_a_l028_maze.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c01_o011_s000_n050\campaign500_psg_prod200_c01_o011_s000_n050_40_sgp_pressure_hard_campaign500_language_a_l028_maze.asset","True","True","section quota style_canvas","3","normal","tall_portrait","language","136.452"
"41","language_b","28","3","maze","1","FixedFront40","PSG_Normal_maze_NormalOrRecovery_FixedFront40","sgp_pressure_hard_campaign500_language_b_l028_maze","campaign500_psg_prod200_c01_o011_s000_n050_41_sgp_pressure_hard_campaign500_language_b_l028_maze","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_41_sgp_pressure_hard_campaign500_language_b_l028_maze.asset","17","29","81","63","66","57","69","483","0.980","0.976","3","4","5.96","11","True","3","144","Style=PressureCampaignMazeLang | Score=-5017 | TargetInitial=5 | OpeningRatio=0.049 | EarlyChoices=21.9/36 | LocalRun=8 | Jump=5.9 | NearRate=0.65 | Direction=n/a | Peel style=PressureCampaignMazeLang seed=16510981 fill=483/493(0.980) chains=81 remaining=10 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=4->3 edgeHeads=5->4 earlyChoices=21.8/36 localRun=8 jump=5.5 near=0.61 targetInitial=3","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c01_o011_s000_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_41_sgp_pressure_hard_campaign500_language_b_l028_maze.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c01_o011_s000_n050\campaign500_psg_prod200_c01_o011_s000_n050_41_sgp_pressure_hard_campaign500_language_b_l028_maze.asset","True","False","","3","normal","tall_portrait","language","135.961"
"42","language_c","28","3","maze","1","FixedFront40","PSG_Normal_maze_NormalOrRecovery_FixedFront40","sgp_pressure_hard_campaign500_language_c_l028_maze","campaign500_psg_prod200_c01_o011_s000_n050_42_sgp_pressure_hard_campaign500_language_c_l028_maze","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_42_sgp_pressure_hard_campaign500_language_c_l028_maze.asset","17","29","80","63","66","57","69","486","0.986","0.964","3","9","6.08","11","True","3","251","Style=PressureCampaignMazeLang | Score=-3130 | TargetInitial=5 | OpeningRatio=0.038 | EarlyChoices=20.6/38 | LocalRun=6 | Jump=5.0 | NearRate=0.71 | Direction=n/a | Peel style=PressureCampaignMazeLang seed=27727328 fill=486/493(0.986) chains=80 remaining=7 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c01_o011_s000_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_42_sgp_pressure_hard_campaign500_language_c_l028_maze.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c01_o011_s000_n050\campaign500_psg_prod200_c01_o011_s000_n050_42_sgp_pressure_hard_campaign500_language_c_l028_maze.asset","True","False","","3","normal","tall_portrait","language","135.883"
"43","pure_relaxed","28","3","maze","1","FixedFront40","PSG_Normal_maze_NormalOrRecovery_FixedFront40","sgp_pressure_hard_campaign500_pure_relaxed_l028_maze","campaign500_psg_prod200_c01_o011_s000_n050_43_sgp_pressure_hard_campaign500_pure_relaxed_l028_maze","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_43_sgp_pressure_hard_campaign500_pure_relaxed_l028_maze.asset","17","29","64","63","57","57","69","486","0.986","0.988","2","8","7.59","16","True","2","1","Style=PressureCampaignRelaxed | Score=-3483 | TargetInitial=4 | OpeningRatio=0.031 | EarlyChoices=24.1/52 | LocalRun=6 | Jump=7.4 | NearRate=0.55 | Direction=n/a | Peel style=PressureCampaignRelaxed seed=1554340 fill=486/493(0.986) chains=64 remaining=7 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c01_o011_s000_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_43_sgp_pressure_hard_campaign500_pure_relaxed_l028_maze.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c01_o011_s000_n050\campaign500_psg_prod200_c01_o011_s000_n050_43_sgp_pressure_hard_campaign500_pure_relaxed_l028_maze.asset","True","False","","3","normal","tall_portrait","pure","135.403"
"50","language_a","30","3","lock","1","FixedFront40","PSG_Normal_lock_NormalOrRecovery_FixedFront40","sgp_pressure_hard_campaign500_language_a_l030_lock","campaign500_psg_prod200_c01_o011_s000_n050_50_sgp_pressure_hard_campaign500_language_a_l030_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_50_sgp_pressure_hard_campaign500_language_a_l030_lock.asset","20","32","78","92","86","83","101","624","0.975","0.984","1","5","8.00","15","True","1","12","Style=PressureCampaignLockLang | Score=21030 | TargetInitial=4 | OpeningRatio=0.013 | EarlyChoices=21.6/41 | LocalRun=8 | Jump=6.1 | NearRate=0.74 | Direction=n/a | Peel style=PressureCampaignLockLang seed=2768511 fill=624/640(0.975) chains=78 remaining=16 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c01_o011_s000_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_50_sgp_pressure_hard_campaign500_language_a_l030_lock.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c01_o011_s000_n050\campaign500_psg_prod200_c01_o011_s000_n050_50_sgp_pressure_hard_campaign500_language_a_l030_lock.asset","True","False","","3","normal","tall_portrait","language","131.189"
"51","language_b","30","3","lock","1","FixedFront40","PSG_Normal_lock_NormalOrRecovery_FixedFront40","sgp_pressure_hard_campaign500_language_b_l030_lock","campaign500_psg_prod200_c01_o011_s000_n050_51_sgp_pressure_hard_campaign500_language_b_l030_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_51_sgp_pressure_hard_campaign500_language_b_l030_lock.asset","20","32","82","92","86","83","101","630","0.984","0.984","3","7","7.68","15","True","3","257","Style=PressureCampaignLockLang | Score=20601 | TargetInitial=4 | OpeningRatio=0.037 | EarlyChoices=26.6/44 | LocalRun=4 | Jump=7.7 | NearRate=0.52 | Direction=n/a | Peel style=PressureCampaignLockLang seed=28437412 fill=630/640(0.984) chains=82 remaining=10 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c01_o011_s000_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_51_sgp_pressure_hard_campaign500_language_b_l030_lock.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c01_o011_s000_n050\campaign500_psg_prod200_c01_o011_s000_n050_51_sgp_pressure_hard_campaign500_language_b_l030_lock.asset","True","True","section quota style_canvas","3","normal","tall_portrait","language","135.976"
"52","pure_relaxed","30","3","lock","1","FixedFront40","PSG_Normal_lock_NormalOrRecovery_FixedFront40","sgp_pressure_hard_campaign500_pure_relaxed_l030_lock","campaign500_psg_prod200_c01_o011_s000_n050_52_sgp_pressure_hard_campaign500_pure_relaxed_l030_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_52_sgp_pressure_hard_campaign500_pure_relaxed_l030_lock.asset","20","32","84","92","83","83","101","630","0.984","0.979","3","12","7.50","16","True","3","5","Style=PressureCampaignRelaxed | Score=17727 | TargetInitial=6 | OpeningRatio=0.036 | EarlyChoices=22.0/41 | LocalRun=6 | Jump=6.0 | NearRate=0.65 | Direction=n/a | Peel style=PressureCampaignRelaxed seed=2055958 fill=630/640(0.984) chains=84 remaining=10 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c01_o011_s000_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_52_sgp_pressure_hard_campaign500_pure_relaxed_l030_lock.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c01_o011_s000_n050\campaign500_psg_prod200_c01_o011_s000_n050_52_sgp_pressure_hard_campaign500_pure_relaxed_l030_lock.asset","True","False","","3","normal","tall_portrait","pure","135.041"
"53","layout_soft","30","3","lock","1","FixedFront40","PSG_Normal_lock_NormalOrRecovery_FixedFront40","sgp_pressure_hard_campaign500_layout_soft_l030_lock","campaign500_psg_prod200_c01_o011_s000_n050_53_sgp_pressure_hard_campaign500_layout_soft_l030_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_53_sgp_pressure_hard_campaign500_layout_soft_l030_lock.asset","22","30","90","92","86","86","104","638","0.967","0.958","4","9","7.09","14","True","4","62","Style=PressureCampaignMedium | Score=13222 | TargetInitial=6 | OpeningRatio=0.067 | EarlyChoices=22.6/44 | LocalRun=8 | Jump=9.3 | NearRate=0.48 | Direction=n/a | Peel style=PressureCampaignMedium seed=8034339 fill=638/660(0.967) chains=90 remaining=22 rejectedShort=0 failedPeels=1 | FlipGate=ops=2 initial=6->4 edgeHeads=11->9 earlyChoices=22.8/43 localRun=8 jump=7.5 near=0.58 targetInitial=4","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c01_o011_s000_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_53_sgp_pressure_hard_campaign500_layout_soft_l030_lock.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c01_o011_s000_n050\campaign500_psg_prod200_c01_o011_s000_n050_53_sgp_pressure_hard_campaign500_layout_soft_l030_lock.asset","True","False","","3","normal","wide_portrait","layout_soft","126.746"
"44","layout_soft","28","3","maze","1","FixedFront40","PSG_Normal_maze_NormalOrRecovery_FixedFront40","sgp_pressure_hard_campaign500_layout_soft_l028_maze","","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_44_sgp_pressure_hard_campaign500_layout_soft_l028_maze.asset","19","26","0","63","66","57","69","0","0.000","0.000","0","0","0.00","0","False","0","0","CampaignPsgEdgeHeadsMiss edgeHeads=12 limit=11 chains=74 | Style=PressureCampaignCompact | Score=-4358 | TargetInitial=5 | OpeningRatio=0.041 | EarlyChoices=22.7/35 | LocalRun=6 | Jump=7.3 | NearRate=0.65 | Direction=n/a | Peel style=PressureCampaignCompact seed=19530505 fill=486/494(0.984) chains=74 remaining=8 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c01_o011_s000_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_44_sgp_pressure_hard_campaign500_layout_soft_l028_maze.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c01_o011_s000_n050\campaign500_psg_prod200_c01_o011_s000_n050_44_sgp_pressure_hard_campaign500_layout_soft_l028_maze.asset","False",,,,,,,
"64","language_a","34","4","lock","2","FixedFront40","PSG_Normal_lock_Hard_FixedFront40","sgp_pressure_hard_campaign500_language_a_l034_lock","campaign500_psg_prod200_c01_o011_s000_n050_64_sgp_pressure_hard_campaign500_language_a_l034_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_64_sgp_pressure_hard_campaign500_language_a_l034_lock.asset","20","37","87","93","87","84","102","728","0.984","0.967","1","7","8.37","15","True","1","156","Style=PressureCampaignLockLang | Score=35364 | TargetInitial=4 | OpeningRatio=0.011 | EarlyChoices=25.3/55 | LocalRun=8 | Jump=5.7 | NearRate=0.68 | Direction=n/a | Peel style=PressureCampaignLockLang seed=17978123 fill=728/740(0.984) chains=87 remaining=12 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c01_o011_s000_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_64_sgp_pressure_hard_campaign500_language_a_l034_lock.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c01_o011_s000_n050\campaign500_psg_prod200_c01_o011_s000_n050_64_sgp_pressure_hard_campaign500_language_a_l034_lock.asset","True","False","","4","challenge","tall_portrait","language","131.163"
"65","language_b","34","4","lock","2","FixedFront40","PSG_Normal_lock_Hard_FixedFront40","sgp_pressure_hard_campaign500_language_b_l034_lock","campaign500_psg_prod200_c01_o011_s000_n050_65_sgp_pressure_hard_campaign500_language_b_l034_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_65_sgp_pressure_hard_campaign500_language_b_l034_lock.asset","20","37","94","93","87","84","102","727","0.982","0.976","3","7","7.73","15","True","3","194","Style=PressureCampaignLockLang | Score=34672 | TargetInitial=5 | OpeningRatio=0.032 | EarlyChoices=19.5/36 | LocalRun=8 | Jump=8.2 | NearRate=0.71 | Direction=n/a | Peel style=PressureCampaignLockLang seed=21968137 fill=727/740(0.982) chains=94 remaining=13 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c01_o011_s000_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_65_sgp_pressure_hard_campaign500_language_b_l034_lock.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c01_o011_s000_n050\campaign500_psg_prod200_c01_o011_s000_n050_65_sgp_pressure_hard_campaign500_language_b_l034_lock.asset","True","False","","4","challenge","tall_portrait","language","135.934"
"66","pure_relaxed","34","4","lock","2","FixedFront40","PSG_Normal_lock_Hard_FixedFront40","sgp_pressure_hard_campaign500_pure_relaxed_l034_lock","campaign500_psg_prod200_c01_o011_s000_n050_66_sgp_pressure_hard_campaign500_pure_relaxed_l034_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_66_sgp_pressure_hard_campaign500_pure_relaxed_l034_lock.asset","20","37","91","93","84","84","102","732","0.989","0.991","5","8","8.04","16","True","5","31","Style=PressureCampaignRelaxed | Score=14648 | TargetInitial=6 | OpeningRatio=0.066 | EarlyChoices=29.9/60 | LocalRun=4 | Jump=11.5 | NearRate=0.35 | Direction=n/a | Peel style=PressureCampaignRelaxed seed=4907612 fill=732/740(0.989) chains=91 remaining=8 rejectedShort=0 failedPeels=1 | FlipGate=ops=2 initial=6->5 edgeHeads=10->8 earlyChoices=27.4/52 localRun=5 jump=11.5 near=0.42 targetInitial=4","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c01_o011_s000_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c01_o011_s000_n050/campaign500_psg_prod200_c01_o011_s000_n050_66_sgp_pressure_hard_campaign500_pure_relaxed_l034_lock.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c01_o011_s000_n050\campaign500_psg_prod200_c01_o011_s000_n050_66_sgp_pressure_hard_campaign500_pure_relaxed_l034_lock.asset","True","False","","4","challenge","tall_portrait","pure","135.615"
